col_time_id,col_date,col_annee,col_mois,col_jour,col_heure,col_trimestre,col_semaine,col_nom_jour,col_saison,col_est_weekend,col_creneau_horaire,col_polluant,col_concentration,col_unite,col_station_poll,col_condition_meteo,col_temperature_celsius,col_ressentie_celsius,col_humidite_pourcent,col_pression_hpa,col_vitesse_vent_kmh,col_visibilite_km,col_precipitations_mm,col_indice_uv,col_qualite_air_locale,col_alerte_meteo,col_nom_zone,col_type_zone,col_indice_pollution,col_niveau_bruit_db,col_biodiversite_index,col_type_horaire_pointe
TIM_09939,2024-01-01 00:00:00,2024,7,25,5,3.67,3.18,15,8.97,NON,6.72,PM10,17.18,5.94,7.29,Soleil,5.73,6.31,6.76,8.54,1.17,3.51,4.99,2.14,3.93,6.49,Banlieue Sud,Zone Industrielle,5.18,9.46,52,9.52
TIM_09940,2024-01-01 00:00:00,2024,11,13,15,8.62,9.40,21,3.49,NON,3.35,O3,31.68,2.90,2.21,Nuageux,4.79,9.03,9.31,6.60,1.32,9.95,3.74,6.31,4.26,8.55,ZAC Ouest,ZAC Ouest,9.96,8.73,59,1.19
TIM_09941,2024-01-01 00:00:00,2024,5,3,3,1.80,3.12,28,4.78,NON,3.63,CO2,43.41,3.81,3.72,Nuageux,6.12,2.62,2.43,8.37,9.25,9.65,6.04,2.49,6.74,2.40,Résidentiel,ZAC Ouest,7.78,4.44,99,8.73
TIM_09942,2024-01-01 00:00:00,2024,1,2,20,1.95,4.97,21,9.19,OUI,7.69,PM2.5,45.00,4.12,3.00,Brouillard,7.22,9.49,6.23,9.94,7.47,9.40,6.18,2.43,4.10,5.79,Parc Central,Parc Central,2.65,8.77,34,2.65
TIM_09943,2024-01-01 00:00:00,2024,10,12,6,7.42,6.07,9,5.51,NON,6.17,O3,27.83,7.65,1.54,Soleil,2.76,6.12,7.67,4.14,2.07,5.41,5.97,5.80,6.97,2.82,Résidentiel,Parc Central,8.69,7.55,69,2.79
TIM_09944,2024-01-01 00:00:00,2024,6,19,2,9.61,9.14,26,1.73,NON,9.38,PM2.5,9.91,8.09,3.61,Brouillard,4.57,2.51,6.93,5.60,4.17,4.86,4.72,5.52,1.75,8.44,ZAC Ouest,ZAC Ouest,2.80,8.93,60,3.49
TIM_09945,2024-01-01 00:00:00,2024,3,7,0,4.90,7.33,24,6.70,NON,3.43,PM2.5,32.02,5.25,3.65,Nuageux,6.30,1.98,8.29,1.94,4.39,3.53,9.99,7.79,8.92,4.92,Zone Industrielle,Parc Central,7.94,3.69,53,8.94
TIM_09946,2024-01-01 00:00:00,2024,5,7,3,2.60,3.95,12,4.74,OUI,8.79,NO2,37.95,8.01,2.68,Brouillard,2.51,9.58,5.37,3.00,2.55,9.83,3.88,8.07,5.83,8.97,Centre-Ville,Zone Industrielle,2.76,1.01,43,5.79
TIM_09947,2024-01-01 00:00:00,2024,6,21,14,5.59,8.14,24,5.17,NON,3.54,PM2.5,46.94,6.60,2.71,Soleil,5.00,2.05,9.11,9.58,8.27,3.45,5.32,6.85,2.53,3.84,ZAC Ouest,Centre-Ville,8.15,8.41,27,1.95
TIM_09948,2024-01-01 00:00:00,2024,6,28,13,5.34,8.52,25,1.06,OUI,1.51,CO2,21.68,3.56,1.54,Soleil,6.76,4.89,4.69,2.32,9.14,5.15,8.33,3.66,1.95,7.02,Parc Central,Centre-Ville,1.30,5.17,72,4.76
TIM_09949,2024-01-01 00:00:00,2024,9,9,7,2.23,3.59,24,7.00,NON,8.49,SO2,20.88,9.89,4.12,Soleil,9.99,4.19,3.04,7.24,9.90,8.54,3.85,3.61,7.78,9.21,Banlieue Sud,ZAC Ouest,3.67,2.34,68,5.37
TIM_09950,2024-01-01 00:00:00,2024,3,14,0,9.05,7.47,7,7.02,OUI,4.87,SO2,11.87,8.22,5.64,Pluie,6.33,9.35,6.19,4.04,5.25,7.09,2.87,3.19,3.75,1.75,Parc Central,Centre-Ville,4.37,7.94,90,4.73
TIM_09951,2024-01-01 00:00:00,2024,7,8,10,2.24,7.34,24,4.49,OUI,9.54,SO2,42.96,7.91,6.69,Soleil,8.64,6.58,1.36,4.54,8.90,2.40,9.94,3.60,9.68,5.60,Parc Central,Centre-Ville,9.95,4.23,26,4.43
TIM_09952,2024-01-01 00:00:00,2024,1,24,4,3.65,9.19,6,1.21,NON,4.22,O3,46.26,8.97,8.46,Nuageux,3.88,2.30,8.30,4.03,4.32,4.44,3.15,2.69,3.83,3.84,Résidentiel,Zone Industrielle,8.70,1.04,71,3.71
TIM_09953,2024-01-01 00:00:00,2024,7,10,22,4.87,8.32,15,4.76,OUI,9.61,PM10,15.83,2.74,5.14,Soleil,5.84,5.01,3.13,5.75,1.78,9.40,3.07,6.65,1.96,7.15,Centre-Ville,Zone Industrielle,8.80,2.94,83,9.30
TIM_09954,2024-01-01 00:00:00,2024,1,14,6,1.87,1.03,19,2.36,OUI,8.25,O3,10.24,2.52,8.85,Nuageux,5.20,7.99,3.50,8.65,4.54,8.03,4.11,9.89,3.02,2.02,ZAC Ouest,ZAC Ouest,4.63,9.35,69,6.31
TIM_09955,2024-01-01 00:00:00,2024,1,3,6,4.46,6.09,17,5.12,NON,7.43,NO2,34.99,7.27,5.85,Brouillard,6.70,5.48,8.22,9.06,5.30,7.02,6.67,2.04,4.18,6.96,Banlieue Sud,Centre-Ville,6.87,9.80,48,4.47
TIM_09956,2024-01-01 00:00:00,2024,4,11,3,9.06,7.25,26,3.07,NON,4.75,SO2,35.04,3.57,5.97,Pluie,2.16,4.00,7.88,2.40,7.32,8.53,4.90,4.77,4.25,6.75,Quartier Nord,Parc Central,3.08,9.79,99,4.74
TIM_09957,2024-01-01 00:00:00,2024,7,15,14,6.46,7.53,20,9.54,NON,5.64,NO2,35.64,9.57,7.85,Nuageux,4.95,8.92,9.02,1.52,9.79,6.38,5.63,4.82,9.87,9.10,Banlieue Sud,Parc Central,5.45,6.90,78,9.15
TIM_09958,2024-01-01 00:00:00,2024,4,9,20,9.56,8.42,3,3.65,OUI,9.65,PM2.5,8.90,8.87,1.03,Brouillard,6.20,8.26,7.44,7.04,8.82,2.84,8.26,8.24,8.03,2.31,Centre-Ville,Résidentiel,2.66,3.87,36,5.81
TIM_09959,2024-01-01 00:00:00,2024,9,19,13,3.90,6.53,24,8.00,NON,5.96,CO2,27.29,1.09,7.60,Nuageux,7.81,8.32,9.50,4.29,8.01,8.47,3.39,3.49,9.60,9.49,Quartier Nord,Banlieue Sud,9.86,2.52,76,7.01
TIM_09960,2024-01-01 00:00:00,2024,7,16,6,4.14,2.71,28,6.65,OUI,8.28,SO2,40.32,4.12,7.89,Brouillard,4.87,5.72,5.90,7.20,6.89,8.67,5.98,7.06,1.32,7.59,Centre-Ville,Parc Central,1.99,7.82,49,4.59
TIM_09961,2024-01-01 00:00:00,2024,11,4,20,7.72,1.90,27,5.33,OUI,2.68,NO2,2.44,7.66,9.03,Soleil,2.59,2.39,7.86,2.52,2.17,8.03,4.59,3.95,9.83,5.67,Quartier Nord,Centre-Ville,2.20,7.44,79,3.31
TIM_09962,2024-01-01 00:00:00,2024,11,26,2,4.71,8.70,11,3.72,OUI,7.30,O3,6.04,7.90,8.96,Brouillard,8.75,7.71,3.54,3.16,1.11,5.24,1.10,3.11,3.41,9.37,Banlieue Sud,Parc Central,9.06,8.71,57,2.30
TIM_09963,2024-01-01 00:00:00,2024,4,28,3,9.94,5.00,28,4.17,NON,3.59,CO2,8.74,4.33,1.34,Orage,3.83,3.54,7.03,3.74,3.16,2.24,2.78,2.51,7.91,5.93,Résidentiel,ZAC Ouest,4.46,3.77,70,1.12
TIM_09964,2024-01-01 00:00:00,2024,8,17,13,3.41,6.00,6,5.51,OUI,6.00,O3,1.48,1.21,9.77,Nuageux,2.30,1.37,1.93,6.76,7.15,5.45,1.02,2.70,1.58,4.06,Banlieue Sud,Banlieue Sud,2.22,7.43,64,4.95
TIM_09965,2024-01-01 00:00:00,2024,11,22,10,9.36,9.97,6,7.51,NON,7.61,NO2,31.80,8.62,5.30,Orage,4.67,3.80,5.97,9.71,8.34,2.73,9.80,1.16,5.43,8.13,Parc Central,Parc Central,6.01,1.08,88,5.52
TIM_09966,2024-01-01 00:00:00,2024,8,1,15,4.24,1.77,4,8.26,OUI,5.66,O3,22.13,6.71,5.85,Nuageux,3.83,6.79,8.05,2.12,8.10,2.03,9.37,7.68,2.26,6.44,Parc Central,Centre-Ville,8.12,5.44,100,3.61
TIM_09967,2024-01-01 00:00:00,2024,12,8,5,2.67,5.81,13,4.19,NON,1.49,NO2,30.08,8.97,9.45,Brouillard,8.30,6.32,5.27,5.00,3.03,6.29,9.87,9.37,3.87,8.77,Résidentiel,ZAC Ouest,3.34,2.36,84,5.38
TIM_09968,2024-01-01 00:00:00,2024,2,6,2,6.77,1.21,25,7.08,NON,4.57,PM10,1.92,1.04,5.45,Soleil,9.15,7.34,3.26,3.16,7.89,5.80,3.47,2.44,5.99,6.65,Zone Industrielle,Centre-Ville,2.68,1.09,17,8.68
TIM_09969,2024-01-01 00:00:00,2024,3,7,22,7.53,7.42,21,9.26,OUI,9.80,PM2.5,14.37,6.44,6.12,Nuageux,4.30,1.64,9.68,6.05,5.72,8.30,9.31,2.40,4.02,6.93,Quartier Nord,Parc Central,6.04,9.11,48,6.93
TIM_09970,2024-01-01 00:00:00,2024,7,19,2,2.43,4.52,14,7.15,NON,9.79,O3,16.54,2.83,2.36,Soleil,1.27,4.35,1.02,5.33,8.85,9.33,1.73,6.39,6.20,7.96,ZAC Ouest,Centre-Ville,7.68,1.62,40,6.06
TIM_09971,2024-01-01 00:00:00,2024,9,11,13,8.87,6.01,20,4.23,NON,5.69,PM2.5,16.13,4.82,5.67,Orage,9.51,3.78,4.17,6.83,6.29,3.93,4.87,2.27,3.78,4.76,Résidentiel,Résidentiel,2.33,6.63,57,9.91
TIM_09972,2024-01-01 00:00:00,2024,11,4,10,5.09,2.28,4,2.89,OUI,3.02,PM10,22.79,4.39,1.19,Orage,8.09,7.17,7.69,1.97,8.91,3.74,3.84,2.21,9.72,2.96,Banlieue Sud,Quartier Nord,3.52,7.89,80,7.21
TIM_09973,2024-01-01 00:00:00,2024,4,15,8,1.27,3.08,24,9.03,OUI,1.70,SO2,19.52,5.34,5.56,Orage,4.94,3.63,7.74,6.50,8.77,6.86,4.22,4.15,1.89,6.79,Résidentiel,Résidentiel,2.59,6.52,50,8.35
TIM_09974,2024-01-01 00:00:00,2024,5,17,5,9.31,6.08,21,9.27,OUI,2.03,CO2,5.38,4.61,1.54,Brouillard,4.88,8.16,4.67,4.87,9.09,6.00,4.53,3.89,6.09,8.83,Zone Industrielle,Banlieue Sud,5.47,6.14,60,8.54
TIM_09975,2024-01-01 00:00:00,2024,8,17,11,2.14,2.51,25,8.31,NON,7.33,PM2.5,17.91,1.61,2.26,Soleil,4.27,2.78,6.71,5.08,6.06,7.75,8.35,4.99,1.61,6.45,Quartier Nord,Banlieue Sud,5.66,2.46,47,2.85
TIM_09976,2024-01-01 00:00:00,2024,6,18,23,4.63,1.48,26,4.75,NON,6.68,SO2,28.60,1.50,6.30,Brouillard,6.53,3.78,3.39,1.12,4.91,7.20,5.52,8.01,2.33,4.54,ZAC Ouest,Résidentiel,2.88,8.61,11,6.92
TIM_09977,2024-01-01 00:00:00,2024,12,16,21,3.04,9.22,22,2.45,NON,7.05,NO2,43.41,3.05,9.12,Nuageux,7.83,4.39,3.96,9.66,9.59,6.80,9.42,7.00,1.69,7.03,Parc Central,Parc Central,6.69,5.45,43,4.69
TIM_09978,2024-01-01 00:00:00,2024,9,6,4,2.64,8.87,18,7.80,NON,6.43,CO2,49.51,4.07,7.59,Nuageux,5.72,8.20,8.93,5.55,4.97,1.80,9.61,9.49,2.59,6.36,Parc Central,Quartier Nord,6.51,9.48,56,9.81
TIM_09979,2024-01-01 00:00:00,2024,12,19,20,3.77,4.46,11,5.15,OUI,9.34,PM2.5,44.94,8.80,7.64,Pluie,4.77,9.43,7.69,1.42,6.22,1.29,3.67,4.09,1.48,4.18,Résidentiel,Parc Central,1.31,4.44,44,4.40
TIM_09980,2024-01-01 00:00:00,2024,1,14,10,2.56,7.00,10,2.08,OUI,3.56,NO2,19.45,8.82,8.76,Soleil,8.81,3.31,8.08,7.45,9.60,3.47,1.97,2.23,4.99,1.36,Parc Central,Parc Central,6.69,5.79,40,6.55
TIM_09981,2024-01-01 00:00:00,2024,2,4,2,6.28,3.48,25,4.66,OUI,2.02,PM2.5,47.52,9.02,5.40,Nuageux,4.32,9.31,1.34,5.12,9.58,6.70,1.96,1.94,5.57,7.42,Résidentiel,Parc Central,7.53,8.87,10,8.45
TIM_09982,2024-01-01 00:00:00,2024,7,26,15,8.61,8.13,12,8.73,OUI,7.94,NO2,23.26,6.94,5.74,Orage,3.41,5.77,8.88,2.92,2.48,5.11,8.54,10.00,9.60,6.22,Résidentiel,Centre-Ville,8.25,9.41,97,6.04
TIM_09983,2024-01-01 00:00:00,2024,1,8,10,1.71,7.29,11,9.92,NON,4.90,O3,16.68,9.93,1.73,Brouillard,5.72,3.15,9.11,3.88,9.29,2.96,6.68,4.67,2.25,6.81,Banlieue Sud,Parc Central,4.23,5.48,61,7.12
TIM_09984,2024-01-01 00:00:00,2024,11,1,18,4.62,4.09,25,8.68,NON,4.00,PM2.5,37.13,4.31,8.04,Nuageux,9.69,6.13,6.52,9.40,7.35,6.37,3.35,8.71,8.93,3.98,Zone Industrielle,ZAC Ouest,6.69,6.26,17,1.91
TIM_09985,2024-01-01 00:00:00,2024,10,23,19,8.46,9.62,20,2.47,OUI,4.16,PM10,4.50,9.57,7.52,Orage,2.36,6.05,1.98,3.54,2.00,1.77,1.11,7.09,2.47,2.28,Zone Industrielle,Parc Central,5.23,2.57,55,9.12
TIM_09986,2024-01-01 00:00:00,2024,5,13,5,4.41,9.80,11,8.44,NON,7.03,SO2,6.65,2.03,9.30,Pluie,9.79,5.03,5.92,4.94,8.91,4.26,5.62,2.17,3.66,7.47,ZAC Ouest,Zone Industrielle,9.36,6.10,88,9.50
TIM_09987,2024-01-01 00:00:00,2024,5,10,17,2.17,8.90,11,3.14,OUI,1.19,PM10,7.73,3.55,6.98,Soleil,5.27,2.97,6.23,9.27,9.66,3.82,7.38,8.06,6.04,7.19,Zone Industrielle,Quartier Nord,3.06,4.63,99,6.48
TIM_09988,2024-01-01 00:00:00,2024,10,7,2,8.01,1.02,6,1.02,OUI,4.52,O3,10.32,7.69,8.59,Soleil,3.01,7.88,9.46,2.83,4.01,9.38,3.43,6.10,2.71,8.85,ZAC Ouest,Zone Industrielle,9.30,6.64,36,9.26
TIM_09989,2024-01-01 00:00:00,2024,2,9,18,9.18,7.48,17,5.83,OUI,3.16,NO2,49.23,4.48,3.92,Nuageux,3.19,6.60,5.63,7.32,1.86,1.79,6.11,9.20,9.20,6.42,Parc Central,ZAC Ouest,8.71,2.34,33,3.24
TIM_09990,2024-01-01 00:00:00,2024,10,22,14,9.34,2.09,16,4.11,OUI,6.19,O3,20.83,3.07,3.82,Brouillard,7.77,3.75,7.94,7.90,2.88,9.88,9.58,6.03,9.86,3.98,Résidentiel,Parc Central,8.28,1.74,90,4.06
TIM_09991,2024-01-01 00:00:00,2024,5,23,13,7.06,8.78,19,6.97,NON,7.03,PM10,34.56,9.33,2.70,Soleil,7.29,3.01,9.67,8.72,5.45,4.88,6.80,6.80,7.21,4.84,Quartier Nord,ZAC Ouest,5.67,5.01,64,7.77
TIM_09992,2024-01-01 00:00:00,2024,6,23,18,7.16,2.05,5,4.09,OUI,7.67,PM2.5,28.53,5.21,8.04,Nuageux,2.08,1.67,9.34,2.33,9.72,6.68,9.50,2.27,8.48,8.99,Quartier Nord,ZAC Ouest,6.08,5.23,24,2.07
TIM_09993,2024-01-01 00:00:00,2024,8,25,23,1.31,8.22,10,5.29,OUI,7.47,NO2,47.04,3.23,2.34,Pluie,9.07,9.72,6.32,9.52,9.05,9.84,4.83,3.37,1.68,8.88,Résidentiel,Résidentiel,5.74,4.15,51,7.86
TIM_09994,2024-01-01 00:00:00,2024,11,2,9,5.78,7.32,26,9.53,NON,2.11,PM2.5,26.29,1.74,2.64,Nuageux,2.28,4.00,5.53,6.12,8.62,7.74,6.65,3.13,7.78,5.57,Banlieue Sud,Banlieue Sud,9.04,6.36,75,8.14
TIM_09995,2024-01-01 00:00:00,2024,11,10,18,2.89,3.56,12,1.48,NON,3.25,CO2,40.57,4.58,4.66,Nuageux,9.66,3.43,5.48,5.81,2.83,8.66,2.42,1.38,5.19,2.47,Centre-Ville,Parc Central,5.01,5.98,90,6.96
TIM_09996,2024-01-01 00:00:00,2024,7,14,16,2.89,9.61,11,7.52,NON,9.89,PM10,33.02,2.11,5.88,Soleil,2.48,5.09,8.55,9.72,5.50,4.66,5.44,8.26,2.34,9.42,Parc Central,ZAC Ouest,2.68,1.16,49,8.40
TIM_09997,2024-01-01 00:00:00,2024,4,15,11,1.40,7.79,9,7.96,OUI,2.96,PM2.5,13.43,7.76,6.02,Brouillard,9.25,5.95,6.65,1.45,9.18,3.92,4.50,3.62,4.83,9.28,Quartier Nord,Résidentiel,5.26,7.55,85,1.67
TIM_09998,2024-01-01 00:00:00,2024,12,23,4,2.93,1.11,12,4.93,OUI,8.18,SO2,27.25,9.45,6.55,Pluie,8.75,1.06,3.72,1.82,7.07,7.05,7.90,8.81,1.72,9.73,Résidentiel,ZAC Ouest,4.73,5.77,98,9.39
TIM_09999,2024-01-01 00:00:00,2024,11,28,2,9.10,7.74,6,9.88,NON,6.34,CO2,1.88,5.83,4.29,Orage,4.36,3.67,6.01,3.67,2.09,4.83,5.61,1.72,4.34,4.30,Résidentiel,Parc Central,3.51,7.63,36,7.77
TIM_10000,2024-01-01 00:00:00,2024,10,22,10,5.10,8.72,5,5.91,OUI,5.08,O3,2.64,7.50,9.06,Nuageux,7.49,8.84,8.44,3.54,8.91,8.73,9.67,6.48,9.20,5.52,Banlieue Sud,Banlieue Sud,4.80,1.30,1,7.25
TIM_10001,2024-01-01 00:00:00,2024,2,15,13,9.69,3.50,27,3.17,OUI,1.52,SO2,6.41,4.59,6.46,Orage,1.72,9.08,2.64,5.00,3.61,5.43,2.64,5.40,3.35,5.65,Résidentiel,Parc Central,9.45,9.17,49,5.74
TIM_10002,2024-01-01 00:00:00,2024,3,24,11,5.73,5.51,18,7.39,OUI,9.74,SO2,27.61,4.11,6.54,Soleil,9.20,1.80,4.58,9.07,8.37,9.12,9.09,9.02,8.02,8.78,Banlieue Sud,Parc Central,3.04,2.04,5,7.66
TIM_10003,2024-01-01 00:00:00,2024,9,18,19,4.89,3.43,14,2.73,NON,8.19,CO2,3.21,6.02,2.31,Nuageux,9.61,4.60,9.87,9.93,5.60,5.39,9.42,9.30,8.44,7.38,Résidentiel,Zone Industrielle,8.08,6.64,38,7.90
TIM_10004,2024-01-01 00:00:00,2024,2,23,13,5.13,9.68,1,2.77,NON,8.92,PM10,26.16,1.86,4.89,Orage,2.38,5.91,8.25,1.10,5.09,7.72,1.82,3.08,4.46,9.06,ZAC Ouest,ZAC Ouest,6.86,6.87,9,8.71
TIM_10005,2024-01-01 00:00:00,2024,3,21,18,5.34,4.69,22,8.97,NON,2.69,CO2,29.10,1.08,2.61,Pluie,6.90,1.91,2.52,7.11,5.97,6.08,6.94,1.26,4.52,3.06,Résidentiel,Zone Industrielle,7.66,3.63,85,7.35
TIM_10006,2024-01-01 00:00:00,2024,7,20,2,5.92,7.96,25,4.42,NON,2.90,PM10,16.34,1.53,9.35,Brouillard,6.25,3.00,2.26,6.43,4.77,7.76,6.02,6.61,4.32,3.61,Résidentiel,Résidentiel,3.24,2.20,22,7.26
TIM_10007,2024-01-01 00:00:00,2024,7,22,23,6.67,1.44,12,6.36,OUI,7.14,SO2,29.74,3.78,1.95,Orage,7.87,7.82,2.50,6.82,8.31,1.54,5.63,3.64,3.73,5.35,Centre-Ville,Zone Industrielle,4.27,5.33,95,6.87
TIM_10008,2024-01-01 00:00:00,2024,2,4,21,2.45,8.33,25,6.27,OUI,9.25,PM10,48.92,5.89,3.20,Brouillard,1.63,6.99,2.68,5.68,9.38,4.86,3.06,4.11,7.85,6.31,Banlieue Sud,Banlieue Sud,3.56,5.21,32,3.68
TIM_10009,2024-01-01 00:00:00,2024,7,27,0,3.10,2.57,4,1.45,OUI,7.38,CO2,25.58,3.54,6.97,Nuageux,4.85,5.26,6.10,2.50,4.79,2.57,7.58,8.50,5.31,1.84,Quartier Nord,Zone Industrielle,4.72,9.47,43,8.23
TIM_10010,2024-01-01 00:00:00,2024,5,1,4,6.09,9.75,8,1.38,OUI,2.60,SO2,10.28,4.51,9.95,Orage,7.63,8.92,9.96,4.76,5.74,9.55,8.17,8.16,9.17,7.33,Parc Central,Quartier Nord,1.78,4.08,97,4.19
TIM_10011,2024-01-01 00:00:00,2024,4,8,7,8.51,4.12,6,1.95,OUI,7.77,SO2,43.75,4.19,5.03,Soleil,4.74,4.24,4.81,6.54,4.35,8.11,3.34,7.46,3.16,5.67,Zone Industrielle,Centre-Ville,8.70,6.62,37,6.98
TIM_10012,2024-01-01 00:00:00,2024,8,3,11,9.50,7.70,18,1.01,OUI,2.81,O3,36.81,1.81,9.83,Brouillard,7.63,3.87,1.46,9.09,6.02,8.17,1.35,4.26,8.31,2.63,Banlieue Sud,Quartier Nord,7.60,6.69,33,8.21
TIM_10013,2024-01-01 00:00:00,2024,5,13,4,6.03,7.08,13,3.62,NON,9.90,SO2,39.77,7.96,4.02,Soleil,2.77,4.45,4.95,6.95,3.94,3.12,8.57,7.20,3.75,8.48,Parc Central,ZAC Ouest,8.77,9.33,71,7.11
TIM_10014,2024-01-01 00:00:00,2024,11,22,9,7.48,1.58,18,5.69,NON,1.78,PM2.5,11.76,9.25,5.39,Pluie,8.33,4.74,2.91,9.02,2.00,9.80,3.37,4.94,3.12,8.34,Quartier Nord,Zone Industrielle,5.89,9.68,3,1.02
TIM_10015,2024-01-01 00:00:00,2024,10,24,5,9.28,5.34,26,1.25,NON,5.04,PM2.5,15.52,7.57,6.44,Orage,5.25,5.51,4.67,5.97,5.74,2.19,5.41,2.45,6.90,9.85,Parc Central,Résidentiel,5.78,4.42,70,6.95
TIM_10016,2024-01-01 00:00:00,2024,11,16,18,1.04,2.75,4,1.89,NON,6.29,PM10,14.49,3.41,8.50,Orage,8.74,7.92,5.96,9.51,6.10,5.70,4.58,4.71,4.87,8.73,Zone Industrielle,Banlieue Sud,6.04,4.83,76,9.14
TIM_10017,2024-01-01 00:00:00,2024,5,13,9,8.02,3.70,5,7.67,OUI,4.80,NO2,5.01,9.16,1.80,Nuageux,4.20,7.51,5.73,2.98,5.32,2.72,6.15,4.35,4.32,1.63,ZAC Ouest,Centre-Ville,9.30,9.96,24,7.38
TIM_10018,2024-01-01 00:00:00,2024,5,23,6,2.23,4.13,3,9.16,NON,5.89,SO2,25.10,7.31,7.71,Nuageux,1.34,7.07,4.72,3.34,8.34,7.33,3.55,3.46,9.32,2.91,Quartier Nord,Résidentiel,8.21,5.17,57,9.81
TIM_10019,2024-01-01 00:00:00,2024,9,2,12,5.90,9.58,2,9.51,NON,8.43,NO2,18.85,9.56,5.91,Orage,9.49,6.96,5.81,9.55,9.42,5.19,2.23,1.55,4.93,5.33,Banlieue Sud,Banlieue Sud,3.47,9.10,26,3.46
TIM_10020,2024-01-01 00:00:00,2024,8,27,10,2.76,4.22,23,7.95,NON,3.61,PM2.5,45.84,2.87,3.60,Nuageux,8.37,1.62,8.49,7.96,9.82,7.26,2.89,1.87,8.89,6.37,Zone Industrielle,Zone Industrielle,3.55,4.61,23,6.86
TIM_10021,2024-01-01 00:00:00,2024,6,25,15,4.62,8.46,13,7.43,OUI,8.63,NO2,17.82,2.15,4.66,Pluie,9.49,9.58,6.60,2.48,9.74,1.68,5.75,4.90,3.13,7.53,Centre-Ville,Banlieue Sud,2.78,5.23,67,9.63
TIM_10022,2024-01-01 00:00:00,2024,6,15,16,1.56,8.95,23,1.34,OUI,5.68,NO2,26.07,5.20,8.16,Brouillard,8.58,7.08,5.29,7.89,4.11,6.44,3.39,1.96,2.34,9.63,Résidentiel,Parc Central,2.48,2.04,84,4.69
TIM_10023,2024-01-01 00:00:00,2024,8,2,2,8.11,8.25,22,2.83,NON,8.92,O3,32.64,3.54,9.97,Soleil,3.71,6.31,7.99,6.47,5.65,4.42,3.54,6.38,1.46,1.71,Banlieue Sud,Banlieue Sud,5.55,5.10,67,5.22
TIM_10024,2024-01-01 00:00:00,2024,6,7,15,5.20,8.24,6,7.53,NON,9.63,O3,19.31,2.85,1.73,Nuageux,4.81,1.77,1.27,9.94,5.23,2.11,4.87,7.83,2.49,6.21,Parc Central,ZAC Ouest,1.79,8.68,99,7.57
TIM_10025,2024-01-01 00:00:00,2024,12,2,3,2.10,7.65,7,2.20,NON,8.76,SO2,13.77,9.74,4.70,Brouillard,5.43,3.70,2.53,2.69,3.70,8.09,5.83,1.32,3.81,9.82,Zone Industrielle,ZAC Ouest,5.92,6.94,63,8.71
TIM_10026,2024-01-01 00:00:00,2024,1,16,0,5.27,7.06,3,7.63,OUI,8.70,PM2.5,40.20,5.24,2.97,Soleil,5.42,4.68,7.07,9.96,3.00,7.99,1.43,9.00,8.97,8.26,Résidentiel,Quartier Nord,5.58,5.73,36,5.11
TIM_10027,2024-01-01 00:00:00,2024,3,5,17,4.30,8.24,1,7.93,NON,2.27,SO2,21.46,8.91,3.11,Orage,5.27,4.27,6.13,5.42,3.64,5.95,4.03,2.62,6.68,3.87,Quartier Nord,ZAC Ouest,6.45,9.39,36,1.87
TIM_10028,2024-01-01 00:00:00,2024,5,28,12,9.18,5.78,3,1.32,OUI,5.06,SO2,28.65,7.95,7.29,Brouillard,5.89,3.34,7.96,6.94,8.76,2.26,8.69,7.03,3.63,3.82,Quartier Nord,Quartier Nord,3.66,5.84,87,2.26
TIM_10029,2024-01-01 00:00:00,2024,4,28,0,8.06,8.63,25,4.24,NON,8.00,CO2,1.11,1.73,9.89,Brouillard,7.04,3.68,5.32,7.15,3.75,4.94,1.76,6.90,4.18,9.27,Quartier Nord,Résidentiel,3.94,1.20,74,6.35
TIM_10030,2024-01-01 00:00:00,2024,8,21,15,9.51,3.19,25,1.81,NON,8.72,PM10,20.42,4.60,8.25,Brouillard,9.42,2.35,5.06,6.54,1.92,6.39,8.75,4.38,6.84,5.46,Zone Industrielle,Parc Central,7.86,9.72,54,8.00
TIM_10031,2024-01-01 00:00:00,2024,8,27,1,8.42,3.59,8,5.54,NON,8.49,CO2,9.96,4.49,5.70,Orage,2.82,6.45,2.93,3.78,2.65,5.35,8.38,4.84,4.47,4.90,Résidentiel,Quartier Nord,3.57,2.48,7,7.66
TIM_10032,2024-01-01 00:00:00,2024,10,26,17,6.15,6.40,14,2.75,OUI,1.36,CO2,20.12,5.98,5.14,Brouillard,9.01,3.31,8.97,7.47,4.58,3.03,2.86,3.87,2.62,1.85,ZAC Ouest,ZAC Ouest,1.10,9.31,99,1.56
TIM_10033,2024-01-01 00:00:00,2024,3,18,15,8.91,2.91,7,7.53,NON,8.01,PM10,12.72,7.94,1.42,Pluie,9.62,1.77,5.45,2.97,1.66,8.54,8.82,4.56,8.15,5.80,Résidentiel,Banlieue Sud,2.76,9.36,42,2.26
TIM_10034,2024-01-01 00:00:00,2024,10,12,10,5.64,2.51,23,3.40,OUI,6.64,O3,14.41,7.81,4.91,Orage,4.93,5.38,7.31,3.78,2.76,5.59,4.82,4.70,4.35,7.39,Parc Central,Banlieue Sud,8.36,8.05,86,7.66
