col_stop_id,col_stop_nom,col_lat,col_lon,col_ville,col_zone_id,col_accessibilite,col_opened,col_station,col_lignes,col_trafic_journalier,col_trafic_annuel,col_nombre_correspondances,col_zone_tarifaire,col_source,col_date_maj,col_arret_id,col_nom_arret,col_type_arret,col_est_accessible_pmr,col_equipement_abri,col_equipement_affichage_temps_reel,col_latitude,col_longitude,col_commune
ARR_12881,Nom_12881,49.087377,2.406518,Toulouse,12881,3.07,6.30,1.74,1.69,5,6.61,Nom_12881,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,12881,Nom_12881,9.14,4.62,7.79,9.45,48.959747,1.904960,Nantes
ARR_12882,Nom_12882,48.827456,1.995777,Montpellier,12882,8.33,7.26,3.66,4.00,20,1.25,Nom_12882,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00,12882,Nom_12882,7.43,9.34,8.07,5.81,48.989975,2.227467,Bordeaux
ARR_12883,Nom_12883,48.789353,2.001356,Nantes,12883,1.41,1.02,2.56,2.25,26,4.06,Nom_12883,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,12883,Nom_12883,1.11,8.58,9.15,8.93,49.102874,2.307282,Nantes
ARR_12884,Nom_12884,49.320211,2.155290,Bordeaux,12884,7.22,5.68,9.33,5.25,8,9.09,Nom_12884,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,12884,Nom_12884,8.46,6.07,2.12,4.33,49.140168,2.258987,Nantes
ARR_12885,Nom_12885,48.403118,1.918685,Nantes,12885,4.33,3.53,4.33,2.43,23,7.86,Nom_12885,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00,12885,Nom_12885,1.29,8.76,3.54,3.45,49.269058,2.059874,Bordeaux
ARR_12886,Nom_12886,48.368835,2.355583,Toulouse,12886,2.90,3.29,9.08,5.93,28,8.48,Nom_12886,Parc Central,AirParif_2024,2024-01-01 00:00:00,12886,Nom_12886,3.37,8.22,7.61,7.94,48.938772,2.027972,Nantes
ARR_12887,Nom_12887,48.658098,2.381763,Toulouse,12887,3.52,5.57,8.05,7.95,14,6.37,Nom_12887,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00,12887,Nom_12887,3.79,4.65,5.38,1.04,48.931627,2.813166,Lyon
ARR_12888,Nom_12888,48.842944,2.271474,Montpellier,12888,9.96,7.63,5.45,9.80,9,6.06,Nom_12888,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00,12888,Nom_12888,8.68,2.35,6.28,2.11,48.681749,2.511463,Paris
ARR_12889,Nom_12889,48.887497,2.769763,Lille,12889,6.02,8.28,9.63,8.53,13,8.00,Nom_12889,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,12889,Nom_12889,3.38,3.66,7.88,6.52,49.249126,1.919457,Nantes
ARR_12890,Nom_12890,48.661044,1.969420,Toulouse,12890,1.50,5.60,2.46,7.90,6,5.98,Nom_12890,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00,12890,Nom_12890,1.06,2.93,3.22,2.09,48.448397,2.263914,Strasbourg
ARR_12891,Nom_12891,49.124963,2.705363,Marseille,12891,1.37,1.95,1.19,6.53,28,7.31,Nom_12891,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,12891,Nom_12891,4.40,8.67,4.55,7.46,49.118541,2.193359,Toulouse
ARR_12892,Nom_12892,49.147272,2.485426,Nantes,12892,1.06,9.12,9.43,4.85,14,6.11,Nom_12892,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00,12892,Nom_12892,4.21,8.85,2.97,5.64,49.281224,1.871998,Lille
ARR_12893,Nom_12893,48.402789,2.516387,Paris,12893,7.57,7.22,6.35,5.45,2,1.79,Nom_12893,Résidentiel,AirParif_2024,2024-01-01 00:00:00,12893,Nom_12893,5.76,9.74,6.12,1.93,49.253887,2.705265,Montpellier
ARR_12894,Nom_12894,49.166789,2.142016,Lyon,12894,1.51,5.68,7.66,8.59,21,8.23,Nom_12894,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,12894,Nom_12894,5.45,7.52,7.97,3.01,48.796730,1.914031,Lyon
ARR_12895,Nom_12895,49.221588,1.980741,Nantes,12895,2.48,4.82,4.21,9.47,17,4.40,Nom_12895,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,12895,Nom_12895,6.31,8.13,7.25,3.33,48.953668,2.080357,Lyon
ARR_12896,Nom_12896,48.750305,2.710667,Lyon,12896,6.33,2.13,4.78,4.08,18,7.52,Nom_12896,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,12896,Nom_12896,1.96,5.48,2.14,4.84,49.263633,2.245973,Nice
ARR_12897,Nom_12897,48.497970,2.139822,Bordeaux,12897,4.35,5.54,4.28,7.25,28,4.49,Nom_12897,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00,12897,Nom_12897,7.13,9.98,4.53,1.70,49.259551,2.481641,Marseille
ARR_12898,Nom_12898,48.992246,2.139454,Lyon,12898,4.81,1.40,8.23,8.36,7,8.90,Nom_12898,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,12898,Nom_12898,3.39,4.04,3.04,1.76,48.976333,2.498194,Montpellier
ARR_12899,Nom_12899,49.286151,2.537719,Marseille,12899,6.24,7.73,1.28,6.91,13,2.73,Nom_12899,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,12899,Nom_12899,4.63,1.77,7.76,7.56,48.999233,2.757735,Lyon
ARR_12900,Nom_12900,49.124969,1.979615,Marseille,12900,1.49,1.80,6.16,9.69,18,5.60,Nom_12900,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,12900,Nom_12900,7.34,2.76,6.07,7.72,48.382859,2.669695,Toulouse
ARR_12901,Nom_12901,49.001692,1.971784,Montpellier,12901,8.30,2.31,8.81,4.92,16,8.75,Nom_12901,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00,12901,Nom_12901,5.48,1.19,9.42,2.87,48.451595,2.723548,Lyon
ARR_12902,Nom_12902,48.757766,2.611007,Bordeaux,12902,3.03,9.69,3.22,1.42,24,5.86,Nom_12902,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,12902,Nom_12902,7.30,3.59,7.74,5.63,49.259565,1.875568,Paris
ARR_12903,Nom_12903,48.538090,2.479355,Paris,12903,9.98,6.57,8.01,2.26,15,2.63,Nom_12903,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00,12903,Nom_12903,9.14,8.62,8.78,5.60,48.455422,2.017270,Nice
ARR_12904,Nom_12904,48.878771,2.282636,Marseille,12904,9.05,3.14,8.76,8.80,24,6.89,Nom_12904,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00,12904,Nom_12904,6.81,2.45,5.94,2.50,49.063429,2.741387,Bordeaux
ARR_12905,Nom_12905,48.834375,2.417387,Montpellier,12905,2.36,6.35,6.90,5.54,25,2.23,Nom_12905,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,12905,Nom_12905,9.14,5.83,7.67,9.64,49.018787,2.201598,Nice
ARR_12906,Nom_12906,48.465996,2.121163,Lyon,12906,3.96,2.70,4.30,9.52,8,3.68,Nom_12906,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,12906,Nom_12906,9.39,8.49,2.80,6.84,49.047828,2.490654,Strasbourg
ARR_12907,Nom_12907,49.051831,2.265293,Paris,12907,3.22,1.08,9.34,9.78,25,7.04,Nom_12907,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00,12907,Nom_12907,8.19,1.30,7.23,5.10,49.187709,2.074938,Montpellier
ARR_12908,Nom_12908,48.445558,2.088020,Lyon,12908,9.61,1.17,7.36,7.60,4,8.33,Nom_12908,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00,12908,Nom_12908,5.00,2.09,7.08,6.84,48.380129,2.508930,Lille
ARR_12909,Nom_12909,48.615789,2.279772,Nice,12909,6.94,8.26,6.43,1.39,14,2.52,Nom_12909,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,12909,Nom_12909,7.76,6.10,1.50,8.28,49.227912,1.862612,Nantes
ARR_12910,Nom_12910,48.430167,1.937488,Paris,12910,2.97,9.18,8.80,3.95,24,6.92,Nom_12910,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00,12910,Nom_12910,7.56,7.75,9.14,1.88,49.237317,2.499676,Toulouse
ARR_12911,Nom_12911,48.914003,2.803050,Strasbourg,12911,8.93,7.67,3.26,9.36,25,3.11,Nom_12911,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,12911,Nom_12911,5.42,4.25,4.70,3.40,48.869813,2.463727,Nantes
ARR_12912,Nom_12912,48.495543,2.102101,Nantes,12912,1.98,4.06,7.73,2.79,22,8.44,Nom_12912,Banlieue Sud,Meteo_France,2024-01-01 00:00:00,12912,Nom_12912,2.48,9.67,1.92,5.58,49.268772,2.793441,Nice
ARR_12913,Nom_12913,48.847954,1.978174,Montpellier,12913,7.42,6.75,6.59,2.32,7,4.60,Nom_12913,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,12913,Nom_12913,4.70,8.34,3.27,8.00,48.966887,2.274865,Lyon
ARR_12914,Nom_12914,49.248723,2.096858,Nice,12914,4.65,7.65,7.63,9.35,9,1.49,Nom_12914,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,12914,Nom_12914,8.41,4.95,5.68,2.48,48.758891,2.203815,Strasbourg
ARR_12915,Nom_12915,49.129023,2.512348,Nantes,12915,1.95,7.08,9.43,1.27,28,9.09,Nom_12915,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,12915,Nom_12915,9.82,4.57,8.30,6.67,48.383861,2.297992,Paris
ARR_12916,Nom_12916,48.598074,2.218241,Bordeaux,12916,2.53,8.29,1.65,4.33,23,9.26,Nom_12916,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,12916,Nom_12916,8.54,5.07,6.26,5.70,48.488650,2.505405,Marseille
ARR_12917,Nom_12917,48.351743,2.494665,Lille,12917,2.14,8.25,3.14,5.17,19,4.40,Nom_12917,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,12917,Nom_12917,9.35,4.62,9.62,6.38,48.462188,2.346086,Montpellier
ARR_12918,Nom_12918,48.662185,2.394771,Montpellier,12918,4.03,1.48,8.98,1.54,25,3.37,Nom_12918,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00,12918,Nom_12918,6.10,3.66,5.95,9.47,48.461054,2.265928,Paris
ARR_12919,Nom_12919,48.896905,2.351839,Nice,12919,7.33,3.69,7.43,7.88,9,4.60,Nom_12919,Parc Central,Data.gouv.fr,2024-01-01 00:00:00,12919,Nom_12919,7.84,9.10,4.55,8.80,48.749873,2.678801,Montpellier
ARR_12920,Nom_12920,48.923542,1.930336,Montpellier,12920,6.74,9.13,9.41,4.79,2,7.05,Nom_12920,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00,12920,Nom_12920,3.33,7.38,8.06,1.65,49.007465,2.437367,Nantes
ARR_12921,Nom_12921,48.444637,2.305610,Strasbourg,12921,2.78,8.94,3.03,5.16,13,5.09,Nom_12921,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,12921,Nom_12921,2.38,7.30,9.19,2.07,49.114819,2.610697,Paris
ARR_12922,Nom_12922,49.212069,2.713958,Bordeaux,12922,1.21,3.60,7.79,4.54,22,3.72,Nom_12922,Parc Central,AirParif_2024,2024-01-01 00:00:00,12922,Nom_12922,1.02,7.63,1.47,4.42,48.809787,2.495215,Toulouse
ARR_12923,Nom_12923,48.668816,2.097498,Lyon,12923,1.73,5.26,2.57,6.26,16,5.40,Nom_12923,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,12923,Nom_12923,1.49,3.26,6.94,2.08,48.481058,2.496581,Bordeaux
ARR_12924,Nom_12924,48.543687,2.545457,Strasbourg,12924,8.99,9.76,2.18,5.22,26,6.07,Nom_12924,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,12924,Nom_12924,5.18,9.74,5.41,9.42,48.562835,2.604663,Lyon
ARR_12925,Nom_12925,49.284598,2.170698,Montpellier,12925,3.27,9.26,2.89,1.93,4,6.14,Nom_12925,Quartier Nord,Meteo_France,2024-01-01 00:00:00,12925,Nom_12925,4.22,9.21,4.13,7.27,49.247777,2.171661,Bordeaux
ARR_12926,Nom_12926,48.665992,2.555139,Lyon,12926,8.12,3.64,3.76,5.33,1,7.82,Nom_12926,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00,12926,Nom_12926,6.11,1.31,2.09,1.90,49.283944,2.819319,Montpellier
ARR_12927,Nom_12927,49.175553,2.812748,Paris,12927,4.88,3.10,6.03,4.16,4,2.63,Nom_12927,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00,12927,Nom_12927,9.25,3.17,6.54,6.68,48.829016,2.819927,Lyon
ARR_12928,Nom_12928,48.503814,2.680125,Paris,12928,7.61,6.92,1.24,9.12,21,1.00,Nom_12928,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00,12928,Nom_12928,8.05,9.80,6.12,7.50,49.244602,2.192707,Lille
ARR_12929,Nom_12929,49.331120,2.319657,Lille,12929,7.02,3.22,7.95,9.51,26,1.28,Nom_12929,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00,12929,Nom_12929,7.12,2.39,3.40,1.76,48.698360,2.156106,Lille
ARR_12930,Nom_12930,48.632272,2.477665,Nantes,12930,4.28,5.01,7.49,6.49,2,4.43,Nom_12930,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00,12930,Nom_12930,3.93,3.13,8.16,6.51,48.947764,1.927773,Lille
ARR_12931,Nom_12931,49.098090,2.366514,Nantes,12931,9.92,3.27,1.85,3.37,7,9.93,Nom_12931,Quartier Nord,Meteo_France,2024-01-01 00:00:00,12931,Nom_12931,5.83,4.08,5.00,2.42,48.610989,2.055638,Bordeaux
ARR_12932,Nom_12932,49.201279,2.777495,Bordeaux,12932,5.55,6.43,3.77,9.40,23,9.25,Nom_12932,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,12932,Nom_12932,4.67,5.27,1.39,1.42,48.705095,2.359379,Strasbourg
ARR_12933,Nom_12933,48.713285,1.941649,Montpellier,12933,4.24,5.05,9.31,7.69,28,9.21,Nom_12933,Quartier Nord,Meteo_France,2024-01-01 00:00:00,12933,Nom_12933,3.68,5.71,5.52,8.34,48.534039,2.478611,Marseille
ARR_12934,Nom_12934,49.056848,2.697974,Lyon,12934,6.82,8.16,7.56,9.66,14,2.53,Nom_12934,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,12934,Nom_12934,8.03,8.60,4.02,1.66,48.966818,2.209407,Paris
ARR_12935,Nom_12935,48.589834,2.679617,Marseille,12935,3.40,9.84,5.46,1.69,18,8.20,Nom_12935,Centre-Ville,Meteo_France,2024-01-01 00:00:00,12935,Nom_12935,2.06,5.07,4.24,1.41,49.223747,2.391640,Strasbourg
ARR_12936,Nom_12936,48.408752,2.285952,Nantes,12936,7.11,5.42,1.89,2.25,23,1.85,Nom_12936,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,12936,Nom_12936,9.06,5.48,1.79,1.78,48.420013,2.526830,Lyon
ARR_12937,Nom_12937,48.909152,1.853577,Lille,12937,4.19,3.73,7.29,5.89,1,1.98,Nom_12937,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,12937,Nom_12937,1.41,8.46,9.61,1.76,48.484307,1.945379,Bordeaux
ARR_12938,Nom_12938,49.127148,2.341952,Lyon,12938,6.18,9.22,3.81,8.49,17,8.77,Nom_12938,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,12938,Nom_12938,6.48,2.38,3.02,8.97,48.774761,2.811154,Nantes
ARR_12939,Nom_12939,48.667249,2.598940,Paris,12939,1.60,4.36,8.70,5.20,25,4.34,Nom_12939,Résidentiel,AirParif_2024,2024-01-01 00:00:00,12939,Nom_12939,7.33,5.47,2.09,2.20,48.847786,2.796861,Toulouse
ARR_12940,Nom_12940,48.778824,2.579421,Nantes,12940,5.51,6.20,4.01,2.14,22,3.61,Nom_12940,Résidentiel,Meteo_France,2024-01-01 00:00:00,12940,Nom_12940,4.01,8.75,5.35,7.22,48.557709,2.152400,Paris
ARR_12941,Nom_12941,49.173157,2.333848,Toulouse,12941,7.57,1.86,4.16,6.74,14,6.49,Nom_12941,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,12941,Nom_12941,7.38,6.00,1.02,8.72,48.809760,2.411802,Toulouse
ARR_12942,Nom_12942,49.308155,1.889456,Lille,12942,6.25,3.53,5.77,4.28,2,7.68,Nom_12942,Parc Central,Meteo_France,2024-01-01 00:00:00,12942,Nom_12942,8.04,3.92,3.35,3.87,48.661846,2.282298,Strasbourg
ARR_12943,Nom_12943,48.473704,1.981639,Nice,12943,10.00,1.96,2.67,7.65,10,7.80,Nom_12943,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00,12943,Nom_12943,6.44,8.72,8.04,3.64,48.760521,2.383855,Lyon
ARR_12944,Nom_12944,48.718466,2.707815,Lyon,12944,5.25,1.76,9.91,1.17,19,8.23,Nom_12944,Résidentiel,AirParif_2024,2024-01-01 00:00:00,12944,Nom_12944,2.28,4.97,8.26,4.71,48.426572,2.175569,Paris
ARR_12945,Nom_12945,48.657756,2.760605,Nantes,12945,6.92,9.64,6.16,2.06,20,7.91,Nom_12945,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00,12945,Nom_12945,5.16,9.50,3.81,6.37,49.341387,2.444734,Toulouse
ARR_12946,Nom_12946,49.110272,2.391857,Paris,12946,9.43,6.07,4.61,6.59,15,6.32,Nom_12946,ZAC Ouest,Meteo_France,2024-01-01 00:00:00,12946,Nom_12946,6.02,2.00,5.37,3.71,49.331655,1.869986,Nantes
ARR_12947,Nom_12947,48.549833,2.650652,Nantes,12947,4.58,9.36,6.12,9.09,22,7.25,Nom_12947,Parc Central,AirParif_2024,2024-01-01 00:00:00,12947,Nom_12947,5.49,4.56,4.35,5.83,48.721230,2.437175,Paris
ARR_12948,Nom_12948,49.122929,2.579702,Marseille,12948,9.88,2.66,9.36,3.63,20,9.32,Nom_12948,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,12948,Nom_12948,1.21,3.14,3.53,2.72,48.410143,1.893165,Strasbourg
ARR_12949,Nom_12949,48.586533,2.647089,Bordeaux,12949,3.77,2.53,3.19,8.96,22,4.08,Nom_12949,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00,12949,Nom_12949,4.81,4.71,2.32,7.27,48.527109,2.803703,Lille
ARR_12950,Nom_12950,48.832670,2.511477,Lille,12950,4.63,8.32,3.00,4.32,24,4.70,Nom_12950,Résidentiel,AirParif_2024,2024-01-01 00:00:00,12950,Nom_12950,3.05,4.09,2.97,9.62,49.238886,2.095118,Toulouse
ARR_12951,Nom_12951,49.154270,2.462868,Montpellier,12951,5.69,7.61,6.66,8.51,5,8.89,Nom_12951,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,12951,Nom_12951,3.42,9.82,9.40,1.16,49.099065,2.717495,Lyon
ARR_12952,Nom_12952,48.813270,1.981905,Bordeaux,12952,6.00,9.49,1.27,7.20,27,9.01,Nom_12952,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,12952,Nom_12952,9.97,7.90,4.81,3.06,48.525762,2.081143,Nice
ARR_12953,Nom_12953,49.258667,2.708619,Toulouse,12953,5.03,2.52,3.43,2.35,14,7.52,Nom_12953,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,12953,Nom_12953,2.89,5.74,5.25,4.01,48.701641,2.639185,Montpellier
ARR_12954,Nom_12954,48.646435,2.172429,Nice,12954,1.46,5.50,6.80,9.08,15,7.30,Nom_12954,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00,12954,Nom_12954,7.94,6.12,2.47,6.76,48.620622,2.422293,Toulouse
ARR_12955,Nom_12955,49.253010,2.790787,Nantes,12955,3.36,4.23,1.37,3.78,5,9.15,Nom_12955,ZAC Ouest,Meteo_France,2024-01-01 00:00:00,12955,Nom_12955,5.36,9.78,5.56,8.02,48.794806,2.419327,Bordeaux
ARR_12956,Nom_12956,49.051471,2.668076,Marseille,12956,5.75,4.11,3.80,3.39,27,2.64,Nom_12956,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00,12956,Nom_12956,5.14,3.77,2.98,9.61,49.085478,2.474577,Bordeaux
ARR_12957,Nom_12957,48.475260,2.537721,Nice,12957,9.56,5.67,1.76,2.85,19,3.64,Nom_12957,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,12957,Nom_12957,8.09,5.12,4.32,9.01,48.772383,2.049333,Strasbourg
ARR_12958,Nom_12958,48.581127,2.354962,Lyon,12958,4.36,7.15,8.50,9.80,13,1.27,Nom_12958,Parc Central,AirParif_2024,2024-01-01 00:00:00,12958,Nom_12958,4.38,6.57,1.30,1.93,49.069125,2.160280,Toulouse
ARR_12959,Nom_12959,49.124609,2.771049,Nice,12959,3.81,6.28,3.30,2.69,3,6.17,Nom_12959,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,12959,Nom_12959,2.42,9.34,4.92,4.42,48.641034,2.773914,Toulouse
ARR_12960,Nom_12960,48.438453,2.122471,Nantes,12960,5.40,7.01,5.02,3.41,9,6.45,Nom_12960,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,12960,Nom_12960,8.22,3.59,3.88,9.39,49.234516,2.531267,Marseille
ARR_12961,Nom_12961,48.399283,2.415841,Strasbourg,12961,7.16,3.81,5.60,4.32,9,7.32,Nom_12961,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,12961,Nom_12961,9.39,8.16,4.10,8.33,48.995679,2.255643,Bordeaux
ARR_12962,Nom_12962,49.277560,2.373382,Nice,12962,8.55,4.18,1.42,4.46,6,6.00,Nom_12962,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00,12962,Nom_12962,2.58,8.09,9.70,7.82,48.555965,2.098428,Paris
ARR_12963,Nom_12963,48.735567,2.517415,Marseille,12963,1.35,2.34,7.60,4.44,8,8.54,Nom_12963,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00,12963,Nom_12963,9.16,8.81,5.39,1.74,49.113699,2.478028,Toulouse
ARR_12964,Nom_12964,48.848618,2.419940,Marseille,12964,6.36,7.48,1.53,4.77,15,7.68,Nom_12964,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00,12964,Nom_12964,4.02,5.83,2.02,9.38,49.336843,2.722708,Montpellier
ARR_12965,Nom_12965,48.466031,2.523014,Montpellier,12965,8.49,4.65,1.08,9.77,13,6.85,Nom_12965,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,12965,Nom_12965,5.06,5.68,2.63,1.24,48.728232,2.607581,Lille
ARR_12966,Nom_12966,48.871433,2.567985,Montpellier,12966,5.39,7.56,6.41,6.93,13,6.47,Nom_12966,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00,12966,Nom_12966,9.52,1.59,4.80,8.93,49.053727,1.909043,Paris
ARR_12967,Nom_12967,48.778015,2.247357,Marseille,12967,6.77,2.48,5.58,5.61,21,1.05,Nom_12967,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00,12967,Nom_12967,1.67,4.15,3.22,4.19,48.592769,2.378098,Bordeaux
ARR_12968,Nom_12968,49.096997,2.144094,Nantes,12968,5.73,5.34,7.06,9.78,28,5.05,Nom_12968,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,12968,Nom_12968,1.71,9.93,9.54,8.12,48.998786,1.966005,Lille
ARR_12969,Nom_12969,48.384724,2.019651,Nice,12969,9.19,8.22,1.35,5.15,1,5.33,Nom_12969,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00,12969,Nom_12969,2.00,9.80,6.47,3.73,48.999021,2.101762,Paris
ARR_12970,Nom_12970,48.702469,2.092541,Paris,12970,6.99,9.47,9.40,2.45,10,8.86,Nom_12970,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,12970,Nom_12970,5.91,1.95,1.60,5.90,49.184355,2.543113,Paris
ARR_12971,Nom_12971,48.640592,2.202062,Nantes,12971,6.28,9.60,6.94,9.19,13,1.44,Nom_12971,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,12971,Nom_12971,6.66,3.90,4.33,2.80,48.687080,1.968342,Lyon
ARR_12972,Nom_12972,49.108611,2.787572,Marseille,12972,4.91,5.37,1.95,8.10,18,4.41,Nom_12972,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00,12972,Nom_12972,7.09,2.15,9.41,5.37,48.503267,1.989003,Montpellier
ARR_12973,Nom_12973,49.064912,2.660531,Paris,12973,8.58,7.61,7.74,6.15,22,7.02,Nom_12973,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,12973,Nom_12973,8.71,9.38,4.79,6.09,49.063618,2.699045,Montpellier
ARR_12974,Nom_12974,48.632133,2.125695,Marseille,12974,7.00,3.16,7.02,4.05,27,3.69,Nom_12974,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00,12974,Nom_12974,3.48,8.43,9.67,1.87,48.822923,2.744529,Strasbourg
ARR_12975,Nom_12975,48.702075,1.853560,Nice,12975,8.79,7.07,1.04,6.48,23,7.66,Nom_12975,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00,12975,Nom_12975,4.66,7.93,3.21,1.13,48.722830,2.327709,Lyon
ARR_12976,Nom_12976,49.257111,1.939595,Marseille,12976,2.80,2.57,4.50,1.33,6,6.60,Nom_12976,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,12976,Nom_12976,1.97,4.24,9.91,4.58,48.866251,2.456604,Marseille
ARR_12977,Nom_12977,49.126605,2.048079,Montpellier,12977,1.65,5.85,1.86,7.58,7,9.06,Nom_12977,Parc Central,AirParif_2024,2024-01-01 00:00:00,12977,Nom_12977,4.34,6.91,2.70,8.23,48.582180,2.209454,Lyon
ARR_12978,Nom_12978,48.650562,2.434002,Lyon,12978,6.18,4.91,2.71,1.06,20,8.91,Nom_12978,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00,12978,Nom_12978,9.96,7.97,8.76,9.27,48.458422,2.781001,Strasbourg
ARR_12979,Nom_12979,48.770526,2.219204,Strasbourg,12979,1.83,9.91,5.04,8.73,7,7.98,Nom_12979,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,12979,Nom_12979,9.22,2.03,7.76,1.32,48.792886,2.148699,Nice
ARR_12980,Nom_12980,48.528617,2.060715,Montpellier,12980,3.98,3.10,9.31,6.76,16,7.72,Nom_12980,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,12980,Nom_12980,6.41,4.88,8.41,3.34,48.651752,2.586866,Toulouse
ARR_12981,Nom_12981,49.195825,2.050763,Toulouse,12981,8.81,5.47,1.28,9.12,24,9.44,Nom_12981,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00,12981,Nom_12981,2.14,4.55,1.82,6.00,48.758401,2.226291,Lille
ARR_12982,Nom_12982,49.022426,2.699983,Montpellier,12982,2.23,1.48,2.95,9.27,15,7.92,Nom_12982,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,12982,Nom_12982,7.73,8.01,3.64,4.02,48.888878,2.668826,Marseille
ARR_12983,Nom_12983,49.184024,2.677061,Marseille,12983,5.53,9.08,6.80,9.12,18,8.78,Nom_12983,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00,12983,Nom_12983,3.76,2.63,3.19,1.63,48.511050,2.448045,Strasbourg
