col_securite_id,col_nom_zone,col_ville,col_niveau_securite,col_nbr_cameras,col_sentiment_securite,col_taux_delinquance,col_periodicite_patrouille,col_zone_couverte_camera,col_source,col_date_maj
SEC_09445,Quartier Nord,Lyon,Faible,29,8.73,1.85,4.70,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09446,Banlieue Sud,Nice,Faible,63,9.13,8.71,7.07,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09447,Zone Industrielle,Montpellier,Modéré,99,8.11,4.96,5.49,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09448,Zone Industrielle,Nantes,Critique,61,7.72,1.65,9.83,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_09449,Banlieue Sud,Bordeaux,Modéré,93,8.94,9.07,9.11,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_09450,Centre-Ville,Paris,Élevé,90,1.55,1.24,9.75,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09451,Quartier Nord,Marseille,Modéré,98,8.85,1.60,1.25,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_09452,Centre-Ville,Marseille,Critique,46,9.51,1.86,5.16,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09453,Parc Central,Paris,Faible,55,7.77,6.34,6.79,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09454,Résidentiel,Lille,Élevé,5,5.08,4.85,7.11,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_09455,Quartier Nord,Paris,Élevé,94,7.34,4.36,3.58,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09456,Zone Industrielle,Bordeaux,Modéré,74,7.92,7.97,6.45,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_09457,Banlieue Sud,Lille,Élevé,21,5.14,8.70,2.14,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_09458,ZAC Ouest,Strasbourg,Faible,74,4.48,6.11,9.99,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09459,ZAC Ouest,Strasbourg,Élevé,69,2.73,6.33,3.42,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09460,Quartier Nord,Montpellier,Modéré,74,8.94,6.12,3.11,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09461,Zone Industrielle,Lyon,Faible,38,4.18,6.87,2.93,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_09462,Parc Central,Bordeaux,Élevé,96,8.48,5.76,6.49,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_09463,Parc Central,Montpellier,Élevé,10,6.50,6.85,4.18,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_09464,Centre-Ville,Lyon,Critique,52,4.05,2.64,6.55,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_09465,Quartier Nord,Nice,Élevé,85,1.54,3.47,7.39,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_09466,Résidentiel,Paris,Critique,2,2.26,6.05,5.39,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09467,Banlieue Sud,Lyon,Modéré,20,5.09,4.82,7.82,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09468,Banlieue Sud,Montpellier,Faible,2,3.25,8.57,8.77,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09469,Parc Central,Nantes,Modéré,36,3.88,8.31,1.77,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09470,ZAC Ouest,Bordeaux,Élevé,33,5.99,4.46,8.52,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_09471,Banlieue Sud,Nice,Élevé,85,2.84,6.88,5.15,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_09472,Résidentiel,Lyon,Modéré,45,2.49,3.33,9.64,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09473,ZAC Ouest,Lille,Critique,82,2.70,9.06,9.35,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_09474,Parc Central,Toulouse,Élevé,60,3.14,5.98,3.45,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_09475,Résidentiel,Toulouse,Modéré,89,5.47,1.47,4.50,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_09476,Résidentiel,Paris,Modéré,25,2.42,9.26,3.65,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09477,Quartier Nord,Paris,Modéré,34,8.44,8.00,8.52,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09478,ZAC Ouest,Marseille,Modéré,43,1.78,6.51,2.58,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09479,Zone Industrielle,Montpellier,Faible,44,8.43,5.50,5.30,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_09480,Quartier Nord,Toulouse,Modéré,43,7.72,4.17,6.58,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_09481,Centre-Ville,Strasbourg,Faible,86,8.13,8.13,9.14,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_09482,Centre-Ville,Nantes,Modéré,11,5.09,8.48,8.60,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09483,Parc Central,Lille,Modéré,73,7.10,9.23,8.38,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09484,Résidentiel,Nice,Faible,36,4.29,7.06,9.60,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_09485,Zone Industrielle,Marseille,Critique,40,6.46,1.98,6.32,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_09486,Quartier Nord,Bordeaux,Critique,47,5.69,6.56,3.36,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00
SEC_09487,Banlieue Sud,Lille,Critique,81,4.13,2.46,8.82,Quartier Nord,AirParif_2024,2024-01-01 00:00:00
SEC_09488,Résidentiel,Marseille,Faible,4,7.67,4.95,8.22,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_09489,Banlieue Sud,Bordeaux,Modéré,44,6.41,8.66,3.87,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09490,ZAC Ouest,Lyon,Critique,45,8.71,5.36,1.50,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09491,Banlieue Sud,Strasbourg,Faible,37,8.21,4.48,3.85,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09492,Parc Central,Nice,Faible,2,4.39,5.11,4.59,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_09493,Zone Industrielle,Marseille,Modéré,36,4.26,3.33,9.02,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_09494,Résidentiel,Lyon,Faible,55,5.57,9.80,9.75,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09495,ZAC Ouest,Nantes,Faible,27,3.57,2.77,8.24,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09496,Résidentiel,Marseille,Critique,77,4.02,5.69,8.69,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_09497,Quartier Nord,Lille,Faible,83,3.27,5.19,4.95,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_09498,Zone Industrielle,Lyon,Faible,35,2.68,1.79,9.05,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09499,Banlieue Sud,Toulouse,Faible,2,1.50,9.32,1.85,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09500,Centre-Ville,Lyon,Critique,63,3.28,2.25,6.18,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_09501,Résidentiel,Bordeaux,Élevé,59,2.94,5.24,9.28,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09502,ZAC Ouest,Montpellier,Modéré,96,4.35,1.58,2.54,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09503,Résidentiel,Bordeaux,Critique,37,1.31,6.02,8.73,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_09504,Résidentiel,Strasbourg,Faible,70,9.71,9.65,8.56,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_09505,Quartier Nord,Marseille,Modéré,92,3.12,1.50,6.58,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_09506,Centre-Ville,Strasbourg,Élevé,93,2.17,5.60,8.07,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_09507,Centre-Ville,Lyon,Élevé,92,6.51,1.49,1.19,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_09508,ZAC Ouest,Montpellier,Élevé,93,7.81,3.20,2.81,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09509,Parc Central,Nice,Critique,90,2.87,3.11,3.39,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00
SEC_09510,Quartier Nord,Nice,Modéré,18,1.79,9.90,3.11,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_09511,Résidentiel,Bordeaux,Élevé,15,6.18,4.44,4.04,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09512,Zone Industrielle,Nice,Modéré,2,9.94,8.39,2.38,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09513,Quartier Nord,Lyon,Modéré,60,5.10,4.58,3.04,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09514,Quartier Nord,Bordeaux,Élevé,30,3.54,7.31,6.63,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09515,Quartier Nord,Lyon,Faible,32,3.73,7.76,7.71,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_09516,Quartier Nord,Nice,Faible,85,6.16,3.86,9.63,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_09517,Parc Central,Marseille,Élevé,26,6.84,2.94,3.91,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_09518,Résidentiel,Strasbourg,Élevé,90,8.88,3.83,2.81,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_09519,Résidentiel,Montpellier,Critique,100,1.89,8.64,3.81,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_09520,Quartier Nord,Paris,Faible,81,5.96,2.07,1.77,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_09521,Quartier Nord,Bordeaux,Faible,95,1.41,1.79,7.73,Quartier Nord,AirParif_2024,2024-01-01 00:00:00
SEC_09522,Résidentiel,Paris,Critique,64,9.23,8.36,1.39,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_09523,Résidentiel,Montpellier,Élevé,45,2.81,3.62,8.53,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_09524,ZAC Ouest,Paris,Faible,2,4.69,8.85,7.39,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09525,Résidentiel,Montpellier,Critique,76,4.22,5.34,7.67,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_09526,Résidentiel,Bordeaux,Faible,76,3.06,4.68,2.41,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09527,Banlieue Sud,Toulouse,Critique,76,1.92,9.25,5.07,Quartier Nord,AirParif_2024,2024-01-01 00:00:00
SEC_09528,Banlieue Sud,Nantes,Élevé,12,2.97,8.93,4.39,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09529,Parc Central,Bordeaux,Critique,81,7.59,7.96,7.08,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09530,Banlieue Sud,Toulouse,Élevé,4,4.91,7.29,1.66,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_09531,Résidentiel,Paris,Critique,34,8.87,3.09,5.64,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09532,Parc Central,Montpellier,Faible,81,6.26,3.87,3.55,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_09533,Résidentiel,Nice,Modéré,27,5.67,8.98,1.93,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_09534,ZAC Ouest,Strasbourg,Modéré,56,8.32,6.98,1.71,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_09535,Zone Industrielle,Paris,Élevé,92,2.41,2.75,6.34,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_09536,Quartier Nord,Lyon,Faible,63,3.39,6.67,6.87,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09537,Résidentiel,Nice,Critique,57,5.92,1.71,9.69,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09538,Zone Industrielle,Bordeaux,Critique,59,4.69,5.99,1.72,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_09539,Quartier Nord,Lyon,Critique,71,6.67,1.64,4.71,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00
SEC_09540,Banlieue Sud,Paris,Élevé,95,8.50,6.58,4.20,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09541,ZAC Ouest,Toulouse,Modéré,45,8.83,8.86,6.89,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09542,Parc Central,Lyon,Critique,8,5.49,6.35,9.94,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_09543,Quartier Nord,Montpellier,Modéré,16,6.57,1.78,7.96,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_09544,Zone Industrielle,Lille,Modéré,14,5.96,7.17,6.38,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_09545,Résidentiel,Lille,Élevé,39,8.83,7.31,4.06,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09546,Centre-Ville,Lille,Modéré,66,6.46,6.63,3.88,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_09547,Quartier Nord,Marseille,Élevé,6,1.34,7.16,5.48,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_09548,ZAC Ouest,Bordeaux,Modéré,99,1.11,1.29,4.15,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09549,Banlieue Sud,Nantes,Modéré,82,6.11,8.84,3.50,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09550,Parc Central,Bordeaux,Élevé,4,8.22,1.98,6.99,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_09551,ZAC Ouest,Marseille,Faible,83,7.81,3.68,8.36,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_09552,ZAC Ouest,Marseille,Élevé,56,4.46,7.06,9.17,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09553,ZAC Ouest,Lyon,Modéré,22,4.19,5.67,1.61,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_09554,Résidentiel,Montpellier,Élevé,60,7.77,8.24,7.07,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09555,Quartier Nord,Lille,Élevé,37,5.52,1.89,6.50,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09556,Résidentiel,Lyon,Élevé,72,6.20,4.68,9.28,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09557,Résidentiel,Paris,Modéré,64,6.83,7.69,4.91,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09558,Banlieue Sud,Montpellier,Critique,80,4.26,5.87,6.77,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_09559,Banlieue Sud,Nantes,Modéré,37,4.83,4.67,3.39,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09560,Résidentiel,Toulouse,Modéré,89,8.92,2.09,6.16,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_09561,Centre-Ville,Montpellier,Critique,67,3.22,9.16,1.04,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09562,Parc Central,Lyon,Faible,65,3.41,8.03,3.42,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_09563,Quartier Nord,Nice,Faible,36,8.49,5.41,2.81,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_09564,ZAC Ouest,Nantes,Élevé,14,2.55,9.65,4.70,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09565,Banlieue Sud,Lille,Modéré,29,6.57,3.26,5.03,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09566,ZAC Ouest,Paris,Faible,96,1.49,3.49,5.31,Quartier Nord,AirParif_2024,2024-01-01 00:00:00
SEC_09567,Parc Central,Lille,Faible,72,6.85,4.85,1.75,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_09568,Résidentiel,Lyon,Critique,11,3.74,6.92,8.01,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_09569,Parc Central,Nice,Faible,15,1.82,2.36,9.95,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09570,Zone Industrielle,Bordeaux,Élevé,74,4.51,2.70,5.32,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09571,Zone Industrielle,Marseille,Faible,11,2.05,6.38,1.76,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_09572,Banlieue Sud,Bordeaux,Critique,38,3.09,3.60,4.34,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09573,ZAC Ouest,Lille,Élevé,73,5.11,9.79,7.37,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_09574,Banlieue Sud,Toulouse,Modéré,94,6.46,5.44,6.21,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09575,Centre-Ville,Nantes,Faible,6,3.85,2.10,7.33,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09576,Centre-Ville,Marseille,Élevé,97,4.68,6.24,7.92,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_09577,Résidentiel,Paris,Élevé,85,7.05,7.83,5.35,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09578,Parc Central,Paris,Élevé,36,9.06,4.85,9.89,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_09579,Banlieue Sud,Nice,Modéré,19,5.41,4.50,2.89,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09580,Centre-Ville,Nice,Modéré,26,3.89,6.83,2.25,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09581,Résidentiel,Nantes,Faible,39,2.43,6.15,6.56,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_09582,Zone Industrielle,Montpellier,Élevé,89,6.78,8.24,6.48,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09583,Résidentiel,Montpellier,Critique,90,2.86,6.58,2.96,Quartier Nord,AirParif_2024,2024-01-01 00:00:00
SEC_09584,Banlieue Sud,Lille,Faible,24,5.96,6.06,1.28,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_09585,Parc Central,Paris,Critique,67,4.96,1.71,8.65,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09586,Résidentiel,Strasbourg,Faible,53,5.85,1.88,5.07,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09587,Parc Central,Nantes,Élevé,6,6.73,7.07,4.65,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09588,Résidentiel,Marseille,Élevé,7,3.46,1.84,4.87,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_09589,Banlieue Sud,Nice,Critique,100,4.50,8.74,1.30,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09590,Parc Central,Montpellier,Critique,7,6.23,6.21,1.32,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09591,Quartier Nord,Bordeaux,Élevé,92,9.59,8.03,1.28,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_09592,Quartier Nord,Nantes,Faible,59,7.46,8.11,5.08,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_09593,Centre-Ville,Nice,Faible,12,9.48,9.35,5.15,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_09594,Banlieue Sud,Strasbourg,Élevé,75,6.88,7.26,4.46,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_09595,Quartier Nord,Lille,Faible,12,1.34,6.26,3.11,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_09596,Zone Industrielle,Toulouse,Élevé,1,3.71,6.46,1.96,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09597,Banlieue Sud,Lyon,Critique,70,5.69,1.37,3.05,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09598,Centre-Ville,Nice,Élevé,92,2.64,5.28,5.65,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_09599,Résidentiel,Nice,Modéré,44,4.39,6.81,3.93,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_09600,ZAC Ouest,Toulouse,Élevé,100,3.13,7.09,7.84,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_09601,Parc Central,Nice,Élevé,52,7.86,4.70,6.23,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09602,Quartier Nord,Toulouse,Élevé,22,1.57,5.53,8.14,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09603,Parc Central,Nice,Élevé,6,9.96,3.83,3.85,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09604,Résidentiel,Paris,Critique,12,5.64,8.60,4.21,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09605,Banlieue Sud,Lille,Élevé,70,6.14,6.40,1.24,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_09606,Parc Central,Toulouse,Élevé,97,8.47,5.85,7.83,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_09607,Zone Industrielle,Montpellier,Critique,87,3.89,1.65,3.79,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_09608,Banlieue Sud,Bordeaux,Modéré,83,2.00,6.77,1.11,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_09609,Centre-Ville,Paris,Faible,96,3.02,8.14,5.85,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_09610,Résidentiel,Paris,Critique,1,9.62,6.20,7.31,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_09611,Résidentiel,Paris,Modéré,72,9.35,5.97,7.16,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09612,Zone Industrielle,Bordeaux,Critique,100,9.13,8.24,6.04,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00
SEC_09613,ZAC Ouest,Toulouse,Faible,30,1.79,7.84,4.88,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_09614,ZAC Ouest,Marseille,Critique,7,5.86,8.87,6.25,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_09615,Parc Central,Paris,Modéré,29,4.30,3.75,5.79,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_09616,Centre-Ville,Lille,Critique,96,7.63,2.13,9.91,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09617,Quartier Nord,Nice,Modéré,38,8.37,3.15,5.55,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_09618,Centre-Ville,Montpellier,Faible,35,2.61,7.44,7.44,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09619,Quartier Nord,Lyon,Élevé,57,5.41,6.97,3.13,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_09620,ZAC Ouest,Paris,Critique,98,3.66,3.65,7.21,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_09621,Quartier Nord,Paris,Modéré,71,9.95,3.60,3.10,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09622,Résidentiel,Toulouse,Faible,42,5.09,8.98,3.00,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09623,Résidentiel,Nice,Élevé,41,8.06,7.63,8.04,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_09624,Quartier Nord,Paris,Élevé,85,7.77,8.78,1.46,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09625,Banlieue Sud,Nantes,Élevé,5,8.47,4.64,7.49,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_09626,Zone Industrielle,Bordeaux,Modéré,63,2.09,3.02,6.46,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_09627,Zone Industrielle,Nice,Élevé,74,5.95,1.25,2.02,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_09628,Parc Central,Toulouse,Modéré,92,5.19,10.00,6.42,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_09629,Parc Central,Nantes,Faible,44,1.12,5.90,7.39,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09630,ZAC Ouest,Nantes,Faible,97,7.37,4.47,5.04,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_09631,Résidentiel,Toulouse,Élevé,67,9.82,2.80,2.47,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09632,Quartier Nord,Lille,Élevé,99,6.18,1.75,4.02,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09633,Résidentiel,Lille,Élevé,57,4.83,6.34,5.22,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09634,ZAC Ouest,Bordeaux,Faible,26,9.69,7.04,9.02,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_09635,Banlieue Sud,Lille,Critique,46,9.41,8.79,4.73,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_09636,Parc Central,Marseille,Faible,79,2.33,4.64,6.90,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_09637,Centre-Ville,Marseille,Critique,7,5.77,8.68,9.01,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_09638,Parc Central,Marseille,Modéré,55,7.19,3.15,5.53,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_09639,Résidentiel,Nantes,Faible,23,5.89,6.54,3.16,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09640,Quartier Nord,Nice,Critique,100,1.08,8.50,3.19,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_09641,Banlieue Sud,Nice,Élevé,96,4.31,9.61,7.44,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_09642,Parc Central,Strasbourg,Élevé,63,3.50,8.87,6.06,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09643,Quartier Nord,Lyon,Modéré,65,4.41,3.93,5.88,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_09644,ZAC Ouest,Bordeaux,Critique,36,9.78,1.19,2.81,Résidentiel,Meteo_France,2024-01-01 00:00:00
