col_segment_id,col_line_id,col_stop_id_from,col_stop_id_to,col_distance_m,col_temps_theorique_s,col_segment_id_line_id_stop_from,col_stop_to,col_dist_m_t_theo,col_stop_from,col_dist_m,col_t_theo,col_nom_rue,col_type_route,col_vitesse_limite,col_nb_voies,col_longueur_m,col_sens_unique,col_date_maj
SEG_11671,11671,11671,11671,7.15,3.08,11671,1.69,1.71,1.84,6.95,9.62,Nom_11671,3.46,5.12,3.26,2.762270,2.59,2024-01-01 00:00:00
SEG_11672,11672,11672,11672,8.90,2.75,11672,6.25,5.50,3.95,7.92,1.10,Nom_11672,6.64,5.05,8.91,2.327058,8.70,2024-01-01 00:00:00
SEG_11673,11673,11673,11673,1.06,9.96,11673,7.84,3.46,7.01,6.95,3.85,Nom_11673,8.47,5.35,8.42,2.620353,2.14,2024-01-01 00:00:00
SEG_11674,11674,11674,11674,5.11,1.96,11674,4.47,9.63,9.37,8.46,2.84,Nom_11674,8.04,8.03,6.98,2.609010,1.21,2024-01-01 00:00:00
SEG_11675,11675,11675,11675,1.61,8.01,11675,3.80,1.93,2.45,2.16,8.74,Nom_11675,4.25,1.99,4.31,2.423465,2.79,2024-01-01 00:00:00
SEG_11676,11676,11676,11676,9.16,9.61,11676,3.96,1.46,3.24,5.51,3.81,Nom_11676,8.51,4.08,2.95,1.977633,8.53,2024-01-01 00:00:00
SEG_11677,11677,11677,11677,9.98,7.41,11677,2.29,8.78,5.96,3.21,9.69,Nom_11677,2.67,9.33,1.01,2.634923,2.57,2024-01-01 00:00:00
SEG_11678,11678,11678,11678,8.41,9.90,11678,9.01,4.10,8.17,5.28,2.44,Nom_11678,6.73,5.67,8.35,2.282539,1.02,2024-01-01 00:00:00
SEG_11679,11679,11679,11679,9.08,4.98,11679,1.38,9.91,6.60,7.04,6.34,Nom_11679,7.03,1.04,7.33,1.970918,9.04,2024-01-01 00:00:00
SEG_11680,11680,11680,11680,4.24,5.00,11680,5.89,2.38,8.87,9.46,8.32,Nom_11680,8.42,2.63,9.95,2.576942,2.59,2024-01-01 00:00:00
SEG_11681,11681,11681,11681,9.37,1.13,11681,7.81,3.79,1.85,2.48,7.66,Nom_11681,9.71,6.30,4.64,2.213352,6.03,2024-01-01 00:00:00
SEG_11682,11682,11682,11682,4.58,5.31,11682,9.76,1.28,2.39,6.33,9.60,Nom_11682,6.55,7.52,2.54,2.153089,7.42,2024-01-01 00:00:00
SEG_11683,11683,11683,11683,3.44,5.14,11683,2.99,9.00,9.88,2.32,5.01,Nom_11683,6.63,7.09,3.75,2.642486,9.43,2024-01-01 00:00:00
SEG_11684,11684,11684,11684,4.16,3.41,11684,5.27,4.02,1.61,6.04,5.34,Nom_11684,3.57,9.30,3.13,1.904835,8.61,2024-01-01 00:00:00
SEG_11685,11685,11685,11685,9.57,7.94,11685,5.82,7.66,8.05,3.68,3.90,Nom_11685,9.80,8.62,9.67,2.608015,9.47,2024-01-01 00:00:00
SEG_11686,11686,11686,11686,3.89,7.48,11686,3.92,9.42,8.50,2.28,7.36,Nom_11686,9.46,5.62,9.79,2.425639,3.11,2024-01-01 00:00:00
SEG_11687,11687,11687,11687,4.54,9.94,11687,6.04,1.93,6.83,9.62,9.86,Nom_11687,8.29,9.92,3.77,2.297032,4.11,2024-01-01 00:00:00
SEG_11688,11688,11688,11688,7.52,1.02,11688,7.76,6.95,8.59,9.72,8.26,Nom_11688,7.59,9.43,8.62,2.789085,2.42,2024-01-01 00:00:00
SEG_11689,11689,11689,11689,1.09,9.56,11689,7.60,3.59,1.49,6.94,3.75,Nom_11689,5.85,8.74,6.30,1.906410,4.48,2024-01-01 00:00:00
SEG_11690,11690,11690,11690,7.66,8.51,11690,8.45,9.61,3.23,2.03,6.03,Nom_11690,2.46,5.23,7.88,2.092368,9.26,2024-01-01 00:00:00
SEG_11691,11691,11691,11691,7.04,8.53,11691,3.66,7.19,5.00,6.59,9.47,Nom_11691,6.69,9.24,2.16,1.951409,4.42,2024-01-01 00:00:00
SEG_11692,11692,11692,11692,4.48,2.63,11692,3.85,2.27,8.28,4.06,1.27,Nom_11692,8.51,7.94,2.76,2.721536,3.94,2024-01-01 00:00:00
SEG_11693,11693,11693,11693,7.50,5.94,11693,6.40,8.80,6.08,4.58,1.39,Nom_11693,1.79,1.30,9.67,2.725882,1.26,2024-01-01 00:00:00
SEG_11694,11694,11694,11694,9.78,5.00,11694,2.55,4.91,5.12,8.20,9.23,Nom_11694,6.89,5.84,9.05,2.375181,5.20,2024-01-01 00:00:00
SEG_11695,11695,11695,11695,8.14,8.03,11695,8.79,2.29,3.67,2.65,5.00,Nom_11695,7.63,1.83,5.97,2.411609,7.46,2024-01-01 00:00:00
SEG_11696,11696,11696,11696,2.26,6.43,11696,6.42,9.73,8.24,2.15,1.40,Nom_11696,3.11,5.67,7.18,2.047153,4.15,2024-01-01 00:00:00
SEG_11697,11697,11697,11697,1.87,3.40,11697,1.49,8.28,8.70,2.47,9.55,Nom_11697,6.81,6.01,7.31,2.578578,9.01,2024-01-01 00:00:00
SEG_11698,11698,11698,11698,2.75,5.67,11698,9.15,5.99,6.97,3.68,5.52,Nom_11698,6.86,5.12,9.27,2.169661,1.25,2024-01-01 00:00:00
SEG_11699,11699,11699,11699,8.56,8.50,11699,6.70,9.00,1.80,2.87,1.04,Nom_11699,3.23,6.34,3.44,2.003905,2.68,2024-01-01 00:00:00
SEG_11700,11700,11700,11700,3.62,3.57,11700,5.24,2.40,9.32,4.38,3.78,Nom_11700,4.92,3.98,8.30,2.623454,4.41,2024-01-01 00:00:00
SEG_11701,11701,11701,11701,1.54,5.58,11701,4.08,4.55,6.57,8.81,3.13,Nom_11701,2.95,6.39,2.68,1.882917,6.82,2024-01-01 00:00:00
SEG_11702,11702,11702,11702,8.58,8.10,11702,1.84,9.86,6.77,4.04,3.83,Nom_11702,5.43,5.44,8.98,2.299214,4.26,2024-01-01 00:00:00
SEG_11703,11703,11703,11703,4.01,7.01,11703,5.00,1.27,7.82,6.44,6.93,Nom_11703,9.67,9.58,4.76,2.225838,4.92,2024-01-01 00:00:00
SEG_11704,11704,11704,11704,4.23,6.52,11704,8.35,7.86,3.52,4.87,9.02,Nom_11704,6.65,1.97,9.97,2.785539,7.58,2024-01-01 00:00:00
SEG_11705,11705,11705,11705,9.48,4.73,11705,2.77,9.94,5.52,4.81,6.85,Nom_11705,2.60,5.67,9.85,2.070580,4.27,2024-01-01 00:00:00
SEG_11706,11706,11706,11706,9.99,2.24,11706,2.44,1.71,7.47,5.13,1.02,Nom_11706,9.97,1.16,9.69,2.041565,6.42,2024-01-01 00:00:00
SEG_11707,11707,11707,11707,1.74,4.87,11707,1.74,2.21,7.68,4.27,7.07,Nom_11707,2.09,9.95,2.56,2.704532,2.06,2024-01-01 00:00:00
SEG_11708,11708,11708,11708,3.58,3.69,11708,8.66,2.04,4.38,7.33,4.14,Nom_11708,6.67,8.07,7.56,2.621767,2.85,2024-01-01 00:00:00
SEG_11709,11709,11709,11709,6.86,7.05,11709,4.01,7.72,6.00,1.09,1.77,Nom_11709,9.05,3.10,1.61,2.625584,6.18,2024-01-01 00:00:00
SEG_11710,11710,11710,11710,3.67,5.38,11710,7.83,3.87,2.34,1.42,1.23,Nom_11710,1.36,8.08,6.87,2.351002,4.24,2024-01-01 00:00:00
SEG_11711,11711,11711,11711,9.99,8.45,11711,1.78,5.89,4.62,4.44,2.28,Nom_11711,7.42,8.13,7.71,2.643893,9.85,2024-01-01 00:00:00
SEG_11712,11712,11712,11712,5.55,8.43,11712,1.77,9.93,2.38,8.00,2.16,Nom_11712,3.31,3.73,1.53,1.993956,4.06,2024-01-01 00:00:00
SEG_11713,11713,11713,11713,1.58,7.40,11713,2.14,9.55,6.03,3.07,9.41,Nom_11713,2.40,4.35,8.22,2.296959,9.64,2024-01-01 00:00:00
SEG_11714,11714,11714,11714,8.36,7.44,11714,7.22,5.75,6.77,4.43,1.76,Nom_11714,4.15,3.27,3.98,2.100213,4.27,2024-01-01 00:00:00
SEG_11715,11715,11715,11715,7.66,4.27,11715,5.38,3.56,9.64,6.21,2.81,Nom_11715,3.17,2.88,5.32,2.770473,7.74,2024-01-01 00:00:00
SEG_11716,11716,11716,11716,1.40,6.31,11716,7.05,7.47,5.74,2.85,6.61,Nom_11716,5.58,1.67,5.91,2.817705,8.70,2024-01-01 00:00:00
SEG_11717,11717,11717,11717,6.71,8.88,11717,3.85,3.76,7.48,9.37,1.33,Nom_11717,1.08,9.78,7.29,2.329756,5.09,2024-01-01 00:00:00
SEG_11718,11718,11718,11718,1.19,9.24,11718,2.59,4.44,6.17,6.27,7.12,Nom_11718,1.59,5.52,2.94,2.602969,7.99,2024-01-01 00:00:00
SEG_11719,11719,11719,11719,1.77,6.17,11719,5.37,1.07,4.98,7.66,7.61,Nom_11719,1.21,9.05,1.12,2.520914,6.42,2024-01-01 00:00:00
SEG_11720,11720,11720,11720,4.78,6.27,11720,1.81,3.59,5.39,2.26,4.57,Nom_11720,8.84,6.24,6.35,1.951305,6.19,2024-01-01 00:00:00
SEG_11721,11721,11721,11721,4.60,1.11,11721,6.68,7.28,3.87,5.83,5.35,Nom_11721,6.47,2.31,5.50,1.888042,2.33,2024-01-01 00:00:00
SEG_11722,11722,11722,11722,9.55,1.39,11722,3.12,6.10,1.31,2.04,5.61,Nom_11722,1.65,4.35,1.27,2.394393,7.07,2024-01-01 00:00:00
SEG_11723,11723,11723,11723,6.61,5.54,11723,7.83,3.31,7.92,6.39,8.48,Nom_11723,7.80,9.03,9.79,2.582874,3.01,2024-01-01 00:00:00
SEG_11724,11724,11724,11724,2.71,2.84,11724,3.47,1.44,8.99,1.77,1.25,Nom_11724,9.94,2.92,6.49,2.238826,9.47,2024-01-01 00:00:00
SEG_11725,11725,11725,11725,1.13,9.90,11725,9.46,9.85,1.89,1.36,5.77,Nom_11725,1.93,3.62,3.69,2.713679,3.95,2024-01-01 00:00:00
SEG_11726,11726,11726,11726,7.44,5.93,11726,8.54,2.04,1.19,7.70,5.05,Nom_11726,8.98,4.22,7.45,1.943224,7.88,2024-01-01 00:00:00
SEG_11727,11727,11727,11727,5.88,2.69,11727,3.53,6.59,3.73,6.02,4.67,Nom_11727,4.72,4.22,2.00,1.926664,5.82,2024-01-01 00:00:00
SEG_11728,11728,11728,11728,8.22,7.95,11728,8.85,8.90,4.61,6.25,4.06,Nom_11728,8.16,3.90,9.80,2.127342,1.61,2024-01-01 00:00:00
SEG_11729,11729,11729,11729,1.01,2.54,11729,6.50,2.36,4.29,1.42,8.96,Nom_11729,9.40,3.49,5.14,2.003681,5.48,2024-01-01 00:00:00
SEG_11730,11730,11730,11730,4.65,7.97,11730,5.99,3.28,8.58,1.96,8.66,Nom_11730,8.47,2.55,7.43,1.971488,6.31,2024-01-01 00:00:00
SEG_11731,11731,11731,11731,3.05,9.98,11731,4.88,7.45,6.27,9.17,4.26,Nom_11731,6.45,4.68,2.80,2.055323,2.66,2024-01-01 00:00:00
SEG_11732,11732,11732,11732,8.85,9.73,11732,5.35,4.49,5.93,9.11,6.99,Nom_11732,5.00,3.19,4.03,2.729133,8.87,2024-01-01 00:00:00
SEG_11733,11733,11733,11733,9.69,9.81,11733,3.06,2.40,9.27,5.83,4.20,Nom_11733,6.06,3.44,4.37,1.981204,8.42,2024-01-01 00:00:00
SEG_11734,11734,11734,11734,1.51,3.04,11734,4.49,1.55,6.26,9.47,5.79,Nom_11734,2.37,5.29,6.28,2.000564,3.20,2024-01-01 00:00:00
SEG_11735,11735,11735,11735,7.65,1.46,11735,5.04,5.81,1.91,7.10,6.99,Nom_11735,7.90,2.80,3.75,2.556890,8.62,2024-01-01 00:00:00
SEG_11736,11736,11736,11736,9.60,7.13,11736,7.22,8.02,6.16,5.05,9.14,Nom_11736,6.04,2.81,2.39,2.381804,9.04,2024-01-01 00:00:00
SEG_11737,11737,11737,11737,6.15,8.42,11737,3.85,4.79,3.37,5.73,1.13,Nom_11737,2.66,2.04,5.71,2.274817,2.32,2024-01-01 00:00:00
SEG_11738,11738,11738,11738,2.39,3.46,11738,9.86,1.69,4.71,2.00,5.47,Nom_11738,1.87,7.40,6.05,2.429737,2.25,2024-01-01 00:00:00
SEG_11739,11739,11739,11739,7.78,9.73,11739,8.23,5.12,6.15,6.43,6.38,Nom_11739,4.38,9.34,9.76,2.418053,6.93,2024-01-01 00:00:00
SEG_11740,11740,11740,11740,9.10,6.74,11740,9.32,1.03,1.66,9.55,5.87,Nom_11740,5.23,8.86,4.20,1.956997,4.57,2024-01-01 00:00:00
SEG_11741,11741,11741,11741,2.66,6.00,11741,8.19,3.92,2.02,6.40,8.49,Nom_11741,9.22,6.92,6.13,2.179038,4.88,2024-01-01 00:00:00
SEG_11742,11742,11742,11742,6.29,5.44,11742,8.36,6.94,1.91,1.51,1.17,Nom_11742,6.79,9.76,7.40,2.054902,4.66,2024-01-01 00:00:00
SEG_11743,11743,11743,11743,2.03,2.47,11743,4.75,6.08,2.27,2.15,8.76,Nom_11743,2.56,4.91,6.09,2.431543,7.61,2024-01-01 00:00:00
SEG_11744,11744,11744,11744,9.54,7.54,11744,9.23,8.67,4.80,4.39,8.36,Nom_11744,3.11,9.81,5.69,2.446251,1.55,2024-01-01 00:00:00
SEG_11745,11745,11745,11745,5.92,4.72,11745,2.57,6.68,3.10,4.59,5.36,Nom_11745,7.37,6.63,4.55,2.310692,3.51,2024-01-01 00:00:00
SEG_11746,11746,11746,11746,1.67,8.29,11746,9.28,8.61,6.02,8.82,6.31,Nom_11746,6.25,7.49,7.01,2.299456,3.24,2024-01-01 00:00:00
SEG_11747,11747,11747,11747,3.20,7.85,11747,2.52,2.36,4.76,7.71,1.17,Nom_11747,4.54,2.32,7.81,2.725817,1.70,2024-01-01 00:00:00
SEG_11748,11748,11748,11748,3.65,2.52,11748,2.71,6.04,6.09,2.97,6.94,Nom_11748,4.23,6.96,7.35,2.729278,7.39,2024-01-01 00:00:00
SEG_11749,11749,11749,11749,8.57,1.20,11749,4.49,3.13,1.44,7.49,1.39,Nom_11749,7.75,3.24,9.55,2.012476,6.83,2024-01-01 00:00:00
SEG_11750,11750,11750,11750,9.13,7.28,11750,5.27,3.97,3.63,7.82,9.64,Nom_11750,9.29,2.24,6.23,2.212279,4.68,2024-01-01 00:00:00
SEG_11751,11751,11751,11751,8.35,1.70,11751,7.61,3.86,3.64,4.53,7.26,Nom_11751,3.84,3.42,5.43,2.691470,2.43,2024-01-01 00:00:00
SEG_11752,11752,11752,11752,2.14,5.59,11752,8.86,4.01,3.54,8.94,4.87,Nom_11752,2.66,5.81,1.82,2.477542,6.47,2024-01-01 00:00:00
SEG_11753,11753,11753,11753,6.97,2.64,11753,7.60,5.72,7.02,6.61,7.72,Nom_11753,2.34,8.51,2.55,2.417552,5.94,2024-01-01 00:00:00
SEG_11754,11754,11754,11754,6.48,8.96,11754,9.75,5.43,6.33,6.73,8.46,Nom_11754,2.20,4.81,4.20,2.713087,9.35,2024-01-01 00:00:00
SEG_11755,11755,11755,11755,7.81,1.10,11755,3.17,8.10,9.17,9.28,3.04,Nom_11755,2.65,3.46,3.71,2.062503,3.51,2024-01-01 00:00:00
SEG_11756,11756,11756,11756,3.48,1.34,11756,2.43,9.19,2.51,4.75,3.06,Nom_11756,5.01,1.26,2.52,2.600385,1.37,2024-01-01 00:00:00
SEG_11757,11757,11757,11757,2.65,6.19,11757,7.36,3.62,5.84,1.01,8.32,Nom_11757,6.59,4.25,1.79,2.257718,6.47,2024-01-01 00:00:00
SEG_11758,11758,11758,11758,3.57,3.81,11758,2.70,1.05,2.50,9.87,9.60,Nom_11758,1.65,6.88,3.65,2.449441,6.88,2024-01-01 00:00:00
SEG_11759,11759,11759,11759,7.87,3.85,11759,8.94,9.17,4.98,7.69,1.07,Nom_11759,2.51,6.99,6.92,2.374830,4.00,2024-01-01 00:00:00
SEG_11760,11760,11760,11760,5.14,8.56,11760,3.93,3.77,3.32,4.72,9.37,Nom_11760,6.75,1.38,5.87,2.771386,1.68,2024-01-01 00:00:00
SEG_11761,11761,11761,11761,5.66,6.69,11761,4.53,9.26,4.81,4.53,9.79,Nom_11761,9.62,5.26,8.19,2.677265,8.30,2024-01-01 00:00:00
SEG_11762,11762,11762,11762,8.52,4.65,11762,5.64,9.66,1.99,9.74,8.54,Nom_11762,2.15,7.52,6.32,2.104548,3.55,2024-01-01 00:00:00
SEG_11763,11763,11763,11763,2.43,3.22,11763,9.77,7.24,6.96,6.46,7.89,Nom_11763,9.79,9.83,3.78,2.039721,7.90,2024-01-01 00:00:00
SEG_11764,11764,11764,11764,9.76,6.25,11764,7.06,9.27,1.44,3.55,1.89,Nom_11764,1.92,7.09,4.32,2.430898,6.08,2024-01-01 00:00:00
SEG_11765,11765,11765,11765,6.66,6.73,11765,7.08,8.75,8.91,5.65,1.33,Nom_11765,2.45,8.86,2.31,1.911343,4.81,2024-01-01 00:00:00
SEG_11766,11766,11766,11766,1.98,2.36,11766,8.75,9.41,2.24,9.90,4.07,Nom_11766,7.91,7.10,2.23,1.976977,4.09,2024-01-01 00:00:00
SEG_11767,11767,11767,11767,8.62,1.39,11767,1.79,1.39,9.92,9.28,8.78,Nom_11767,2.46,8.67,8.58,2.192888,3.65,2024-01-01 00:00:00
SEG_11768,11768,11768,11768,6.29,6.97,11768,3.54,1.94,4.01,1.02,7.18,Nom_11768,3.73,4.03,3.38,2.806367,8.07,2024-01-01 00:00:00
SEG_11769,11769,11769,11769,2.39,5.41,11769,3.36,6.54,8.04,5.55,3.73,Nom_11769,4.39,4.04,4.30,2.727848,3.11,2024-01-01 00:00:00
SEG_11770,11770,11770,11770,8.11,4.69,11770,1.77,9.88,5.80,1.71,4.10,Nom_11770,1.48,3.26,2.96,2.083194,5.73,2024-01-01 00:00:00
SEG_11771,11771,11771,11771,9.50,1.97,11771,3.58,1.80,3.16,3.99,3.16,Nom_11771,2.80,3.83,9.08,2.013726,9.31,2024-01-01 00:00:00
SEG_11772,11772,11772,11772,5.83,4.99,11772,6.44,4.24,6.20,4.12,3.12,Nom_11772,9.30,5.33,6.36,2.296562,4.92,2024-01-01 00:00:00
SEG_11773,11773,11773,11773,2.68,5.51,11773,3.68,4.46,7.98,9.58,9.63,Nom_11773,5.56,3.69,5.24,1.887400,2.95,2024-01-01 00:00:00
SEG_11774,11774,11774,11774,1.73,2.89,11774,3.91,1.25,4.33,6.27,4.54,Nom_11774,3.41,7.22,5.62,2.630494,3.56,2024-01-01 00:00:00
SEG_11775,11775,11775,11775,6.93,9.65,11775,1.38,4.30,9.41,4.16,3.70,Nom_11775,3.94,2.17,1.87,1.982438,7.40,2024-01-01 00:00:00
SEG_11776,11776,11776,11776,7.57,6.79,11776,7.37,3.03,4.98,5.86,9.44,Nom_11776,8.41,6.84,6.89,2.100125,6.87,2024-01-01 00:00:00
SEG_11777,11777,11777,11777,2.66,8.48,11777,7.49,5.75,2.86,8.54,4.15,Nom_11777,8.28,6.63,2.73,2.514303,3.19,2024-01-01 00:00:00
SEG_11778,11778,11778,11778,4.64,4.67,11778,6.80,4.06,2.77,8.75,4.67,Nom_11778,2.19,9.24,9.02,2.654400,4.76,2024-01-01 00:00:00
SEG_11779,11779,11779,11779,3.36,9.00,11779,7.62,7.77,1.41,8.52,9.10,Nom_11779,9.79,6.83,6.52,2.795735,7.82,2024-01-01 00:00:00
SEG_11780,11780,11780,11780,6.25,2.60,11780,1.98,6.71,3.27,9.47,5.00,Nom_11780,9.85,8.86,6.92,2.547715,4.25,2024-01-01 00:00:00
SEG_11781,11781,11781,11781,3.26,4.09,11781,5.43,9.00,6.86,5.68,6.46,Nom_11781,8.49,8.95,7.08,2.451698,9.96,2024-01-01 00:00:00
SEG_11782,11782,11782,11782,5.50,1.55,11782,7.78,8.83,8.85,9.67,4.87,Nom_11782,6.11,7.39,7.37,1.994514,3.87,2024-01-01 00:00:00
SEG_11783,11783,11783,11783,2.21,2.95,11783,6.54,2.95,8.94,2.05,2.64,Nom_11783,5.88,7.29,7.39,1.990669,6.60,2024-01-01 00:00:00
SEG_11784,11784,11784,11784,3.90,8.76,11784,5.50,6.29,5.07,6.34,1.36,Nom_11784,9.10,5.12,8.03,2.744251,7.68,2024-01-01 00:00:00
SEG_11785,11785,11785,11785,6.86,6.58,11785,7.20,3.04,2.22,5.90,5.60,Nom_11785,6.25,5.54,1.14,2.009536,2.09,2024-01-01 00:00:00
SEG_11786,11786,11786,11786,3.75,9.81,11786,1.73,1.40,8.92,6.68,4.08,Nom_11786,9.12,8.67,9.73,2.735165,8.24,2024-01-01 00:00:00
SEG_11787,11787,11787,11787,7.25,1.43,11787,1.49,4.26,1.69,3.79,1.22,Nom_11787,7.33,4.52,3.18,2.501970,4.46,2024-01-01 00:00:00
SEG_11788,11788,11788,11788,7.62,5.08,11788,9.44,4.61,3.21,5.97,4.87,Nom_11788,8.95,6.71,4.08,2.039711,7.53,2024-01-01 00:00:00
SEG_11789,11789,11789,11789,3.43,5.59,11789,3.64,6.21,8.61,8.22,8.99,Nom_11789,2.61,1.42,3.06,2.330545,3.98,2024-01-01 00:00:00
SEG_11790,11790,11790,11790,7.83,9.41,11790,8.44,5.95,5.31,7.64,4.73,Nom_11790,1.36,1.64,4.70,2.575270,1.74,2024-01-01 00:00:00
SEG_11791,11791,11791,11791,8.56,3.59,11791,9.64,1.53,6.43,3.39,3.52,Nom_11791,5.20,7.84,8.26,2.110032,7.81,2024-01-01 00:00:00
SEG_11792,11792,11792,11792,8.64,3.08,11792,2.79,3.16,7.83,6.65,9.82,Nom_11792,5.07,2.15,2.77,2.654943,3.89,2024-01-01 00:00:00
SEG_11793,11793,11793,11793,3.56,7.19,11793,1.00,6.69,6.17,4.56,8.98,Nom_11793,7.93,9.47,6.85,2.521807,1.76,2024-01-01 00:00:00
SEG_11794,11794,11794,11794,8.35,5.32,11794,7.69,8.26,3.39,6.98,6.75,Nom_11794,7.13,8.18,6.13,2.394879,6.64,2024-01-01 00:00:00
SEG_11795,11795,11795,11795,8.39,6.96,11795,3.45,8.50,8.56,4.68,1.42,Nom_11795,7.15,9.49,2.94,2.488679,9.77,2024-01-01 00:00:00
SEG_11796,11796,11796,11796,9.01,9.75,11796,8.62,6.81,5.79,3.57,3.42,Nom_11796,3.94,7.02,9.25,1.998265,6.74,2024-01-01 00:00:00
SEG_11797,11797,11797,11797,9.17,9.39,11797,2.70,3.90,1.74,4.07,1.04,Nom_11797,3.08,3.87,8.36,2.242330,8.55,2024-01-01 00:00:00
SEG_11798,11798,11798,11798,4.05,1.01,11798,7.76,8.89,1.24,2.99,2.67,Nom_11798,2.72,6.72,9.33,2.552686,1.82,2024-01-01 00:00:00
SEG_11799,11799,11799,11799,1.36,4.93,11799,6.54,9.56,7.24,2.09,1.26,Nom_11799,5.87,6.28,6.59,2.735286,8.96,2024-01-01 00:00:00
SEG_11800,11800,11800,11800,9.45,3.96,11800,4.09,2.88,1.53,9.18,2.65,Nom_11800,4.51,8.25,7.53,2.336684,8.73,2024-01-01 00:00:00
SEG_11801,11801,11801,11801,3.08,6.34,11801,8.29,6.77,4.14,5.61,6.13,Nom_11801,9.58,6.87,4.88,2.395045,7.73,2024-01-01 00:00:00
SEG_11802,11802,11802,11802,9.19,1.36,11802,2.61,5.06,7.72,1.50,4.55,Nom_11802,5.97,3.81,7.11,1.873855,3.87,2024-01-01 00:00:00
SEG_11803,11803,11803,11803,9.07,7.84,11803,7.62,1.38,6.34,9.52,5.83,Nom_11803,4.46,6.22,8.08,2.340021,2.63,2024-01-01 00:00:00
SEG_11804,11804,11804,11804,9.23,5.12,11804,2.18,5.58,5.27,3.78,6.94,Nom_11804,9.47,3.11,9.80,2.667381,2.55,2024-01-01 00:00:00
SEG_11805,11805,11805,11805,5.72,8.06,11805,8.29,2.82,1.69,6.97,2.26,Nom_11805,4.95,1.10,3.70,1.920775,1.52,2024-01-01 00:00:00
SEG_11806,11806,11806,11806,4.67,2.68,11806,7.23,7.45,3.96,9.58,6.27,Nom_11806,3.83,5.14,9.69,1.926792,7.72,2024-01-01 00:00:00
SEG_11807,11807,11807,11807,7.40,4.52,11807,2.57,5.62,2.03,1.21,7.86,Nom_11807,6.09,2.25,7.22,2.497094,7.40,2024-01-01 00:00:00
SEG_11808,11808,11808,11808,4.47,8.32,11808,1.93,6.80,7.08,3.41,6.16,Nom_11808,5.27,7.42,3.51,2.640192,7.99,2024-01-01 00:00:00
SEG_11809,11809,11809,11809,3.86,3.89,11809,3.52,6.41,4.30,1.36,5.10,Nom_11809,3.44,4.28,3.22,2.752904,3.74,2024-01-01 00:00:00
SEG_11810,11810,11810,11810,7.71,2.05,11810,3.62,5.25,5.12,6.57,5.69,Nom_11810,5.44,1.25,3.62,1.915443,4.69,2024-01-01 00:00:00
SEG_11811,11811,11811,11811,3.14,7.19,11811,3.53,6.52,8.26,9.00,8.89,Nom_11811,9.70,6.84,5.11,1.916135,1.58,2024-01-01 00:00:00
SEG_11812,11812,11812,11812,2.04,6.41,11812,2.34,4.96,1.15,7.21,3.61,Nom_11812,3.67,4.77,3.59,2.557906,9.94,2024-01-01 00:00:00
SEG_11813,11813,11813,11813,4.71,8.21,11813,2.48,6.16,6.58,8.45,6.86,Nom_11813,5.52,4.26,8.35,2.692422,2.96,2024-01-01 00:00:00
SEG_11814,11814,11814,11814,7.31,4.77,11814,9.97,2.85,9.97,5.48,7.26,Nom_11814,8.55,6.79,5.38,2.822139,7.98,2024-01-01 00:00:00
SEG_11815,11815,11815,11815,2.11,9.75,11815,6.12,2.17,4.21,5.90,7.72,Nom_11815,7.70,1.22,2.47,2.399934,7.63,2024-01-01 00:00:00
SEG_11816,11816,11816,11816,2.88,7.18,11816,5.32,4.40,7.99,9.71,4.80,Nom_11816,3.26,3.18,1.38,2.548929,3.50,2024-01-01 00:00:00
SEG_11817,11817,11817,11817,3.44,3.02,11817,8.48,8.57,6.68,9.41,6.11,Nom_11817,3.57,9.21,4.66,2.673020,6.78,2024-01-01 00:00:00
SEG_11818,11818,11818,11818,5.09,6.32,11818,6.67,6.88,8.60,3.31,2.53,Nom_11818,6.80,2.20,3.05,2.692801,3.57,2024-01-01 00:00:00
SEG_11819,11819,11819,11819,1.91,5.57,11819,7.66,2.58,3.62,4.66,4.76,Nom_11819,5.68,3.00,6.68,2.190733,9.57,2024-01-01 00:00:00
SEG_11820,11820,11820,11820,8.60,7.90,11820,8.60,3.18,2.67,2.33,3.09,Nom_11820,5.21,3.70,9.66,1.942539,1.68,2024-01-01 00:00:00
SEG_11821,11821,11821,11821,8.24,2.73,11821,3.89,5.62,9.01,1.05,1.60,Nom_11821,4.51,1.27,4.93,2.848763,8.91,2024-01-01 00:00:00
SEG_11822,11822,11822,11822,5.21,9.33,11822,6.38,7.26,5.29,7.23,6.73,Nom_11822,2.18,4.55,9.22,2.592358,9.83,2024-01-01 00:00:00
SEG_11823,11823,11823,11823,4.03,8.00,11823,8.84,4.99,3.20,6.72,7.91,Nom_11823,4.35,3.23,1.71,2.125148,2.46,2024-01-01 00:00:00
SEG_11824,11824,11824,11824,4.55,6.41,11824,2.98,3.39,1.60,1.89,7.01,Nom_11824,9.15,6.02,2.42,2.182119,3.85,2024-01-01 00:00:00
SEG_11825,11825,11825,11825,9.45,7.47,11825,5.61,4.17,5.84,8.69,5.96,Nom_11825,9.47,9.19,5.76,2.116471,5.05,2024-01-01 00:00:00
SEG_11826,11826,11826,11826,6.53,1.80,11826,5.38,1.96,5.93,1.05,9.68,Nom_11826,3.42,2.30,8.45,2.363357,6.21,2024-01-01 00:00:00
SEG_11827,11827,11827,11827,2.93,6.44,11827,2.25,3.26,5.85,6.50,6.23,Nom_11827,2.54,2.50,9.37,2.707600,7.67,2024-01-01 00:00:00
