col_environnement_id,col_time_id,col_zone_id,col_polluant_id,col_mode_id,col_station_id,col_valeur_co2,col_niveau_pollution,col_aqi_moyen,col_condition_meteo,col_temperature,col_prix_carburant_ref,col_energie_renouvelable_pourcent,col_impact_sante_index,col_cout_pollution,col_energy_consumption_per_vehicle,col_source,col_date_insertion
ENV_11802,11802,11802,11802,11802,11802,42.33,Modéré,8.04,Orage,7.74,7.33,6.53,24,4.33,7.21,AirParif_2024,2024-01-01 00:00:00
ENV_11803,11803,11803,11803,11803,11803,21.55,Modéré,5.14,Orage,9.23,5.94,7.60,8,1.11,3.38,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11804,11804,11804,11804,11804,11804,11.21,Faible,6.68,Soleil,8.12,2.59,3.28,71,2.01,6.99,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11805,11805,11805,11805,11805,11805,28.39,Faible,2.65,Orage,2.06,5.02,9.08,36,6.54,2.81,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11806,11806,11806,11806,11806,11806,27.99,Élevé,6.59,Orage,7.18,8.67,9.32,5,8.07,5.41,AirParif_2024,2024-01-01 00:00:00
ENV_11807,11807,11807,11807,11807,11807,16.76,Critique,7.00,Orage,8.13,4.20,1.89,3,2.77,3.97,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11808,11808,11808,11808,11808,11808,26.16,Modéré,8.71,Pluie,2.24,2.75,5.41,61,3.45,1.85,AirParif_2024,2024-01-01 00:00:00
ENV_11809,11809,11809,11809,11809,11809,47.49,Critique,9.79,Brouillard,5.66,7.36,2.74,99,0.58,6.10,Meteo_France,2024-01-01 00:00:00
ENV_11810,11810,11810,11810,11810,11810,17.34,Critique,8.66,Pluie,8.03,2.82,2.37,52,2.10,7.70,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11811,11811,11811,11811,11811,11811,48.13,Élevé,4.50,Brouillard,1.45,4.74,3.23,98,4.93,7.85,Meteo_France,2024-01-01 00:00:00
ENV_11812,11812,11812,11812,11812,11812,20.19,Élevé,2.90,Nuageux,9.67,3.04,9.55,4,8.96,7.04,Data.gouv.fr,2024-01-01 00:00:00
ENV_11813,11813,11813,11813,11813,11813,15.51,Critique,4.96,Brouillard,5.56,8.79,2.99,67,2.65,4.03,AirParif_2024,2024-01-01 00:00:00
ENV_11814,11814,11814,11814,11814,11814,1.56,Élevé,4.49,Orage,4.64,1.52,4.20,11,3.23,9.31,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11815,11815,11815,11815,11815,11815,13.39,Élevé,9.25,Soleil,1.87,4.77,9.72,77,4.02,2.43,Data.gouv.fr,2024-01-01 00:00:00
ENV_11816,11816,11816,11816,11816,11816,25.59,Élevé,5.56,Soleil,9.08,5.73,8.18,51,5.32,6.14,Meteo_France,2024-01-01 00:00:00
ENV_11817,11817,11817,11817,11817,11817,38.90,Critique,4.45,Nuageux,1.30,6.70,3.50,14,4.37,2.58,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11818,11818,11818,11818,11818,11818,36.25,Faible,9.44,Brouillard,2.21,9.14,6.09,3,6.75,9.14,Meteo_France,2024-01-01 00:00:00
ENV_11819,11819,11819,11819,11819,11819,12.64,Faible,7.68,Pluie,9.86,6.82,2.96,55,7.36,3.27,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11820,11820,11820,11820,11820,11820,40.45,Critique,3.05,Orage,7.65,0.83,3.29,14,6.24,1.82,Meteo_France,2024-01-01 00:00:00
ENV_11821,11821,11821,11821,11821,11821,12.32,Critique,6.57,Brouillard,3.13,1.93,6.72,12,3.40,7.51,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11822,11822,11822,11822,11822,11822,33.12,Modéré,6.11,Orage,4.92,9.89,7.80,86,4.93,4.28,Data.gouv.fr,2024-01-01 00:00:00
ENV_11823,11823,11823,11823,11823,11823,7.78,Élevé,8.69,Orage,2.46,9.50,7.66,8,9.73,9.27,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11824,11824,11824,11824,11824,11824,7.19,Critique,7.14,Soleil,6.42,1.06,1.13,92,6.72,2.20,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11825,11825,11825,11825,11825,11825,13.36,Critique,9.60,Brouillard,1.24,1.14,3.67,60,8.96,8.86,Meteo_France,2024-01-01 00:00:00
ENV_11826,11826,11826,11826,11826,11826,3.87,Critique,3.75,Pluie,3.86,7.41,9.28,69,8.68,6.04,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11827,11827,11827,11827,11827,11827,30.88,Faible,2.81,Orage,5.44,6.97,2.17,83,0.52,1.35,Meteo_France,2024-01-01 00:00:00
ENV_11828,11828,11828,11828,11828,11828,48.14,Élevé,9.85,Orage,5.20,1.13,3.94,83,8.48,4.45,AirParif_2024,2024-01-01 00:00:00
ENV_11829,11829,11829,11829,11829,11829,5.30,Modéré,9.03,Brouillard,4.04,5.42,1.19,28,5.44,6.33,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11830,11830,11830,11830,11830,11830,49.30,Élevé,4.86,Brouillard,9.33,3.16,5.63,20,8.34,7.85,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11831,11831,11831,11831,11831,11831,4.16,Faible,3.21,Orage,3.41,8.29,2.19,70,8.01,7.44,AirParif_2024,2024-01-01 00:00:00
ENV_11832,11832,11832,11832,11832,11832,9.10,Critique,5.51,Pluie,6.10,1.14,1.98,45,7.45,3.46,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11833,11833,11833,11833,11833,11833,32.51,Faible,6.90,Soleil,6.52,8.41,9.19,58,1.38,2.13,Meteo_France,2024-01-01 00:00:00
ENV_11834,11834,11834,11834,11834,11834,43.69,Élevé,4.40,Orage,7.93,2.51,8.24,95,6.75,8.77,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11835,11835,11835,11835,11835,11835,39.83,Élevé,1.15,Orage,2.25,3.09,6.62,57,8.24,6.81,AirParif_2024,2024-01-01 00:00:00
ENV_11836,11836,11836,11836,11836,11836,22.24,Modéré,9.56,Orage,4.99,4.93,2.48,13,2.33,2.49,Data.gouv.fr,2024-01-01 00:00:00
ENV_11837,11837,11837,11837,11837,11837,34.58,Critique,6.95,Orage,6.95,3.22,4.42,68,6.89,6.73,AirParif_2024,2024-01-01 00:00:00
ENV_11838,11838,11838,11838,11838,11838,47.33,Faible,1.06,Soleil,1.45,1.98,2.76,9,4.43,7.53,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11839,11839,11839,11839,11839,11839,16.75,Critique,8.81,Pluie,7.75,3.81,2.37,74,6.42,8.20,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11840,11840,11840,11840,11840,11840,14.83,Critique,6.58,Pluie,9.02,1.95,9.50,88,1.63,8.18,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11841,11841,11841,11841,11841,11841,26.34,Modéré,4.90,Orage,5.94,5.38,9.15,77,5.48,9.28,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11842,11842,11842,11842,11842,11842,31.54,Élevé,3.34,Pluie,8.85,4.68,2.55,54,2.68,7.30,Data.gouv.fr,2024-01-01 00:00:00
ENV_11843,11843,11843,11843,11843,11843,49.38,Critique,4.07,Brouillard,5.50,5.04,6.69,23,9.22,1.81,AirParif_2024,2024-01-01 00:00:00
ENV_11844,11844,11844,11844,11844,11844,33.44,Critique,4.09,Brouillard,8.72,5.91,2.22,80,1.15,9.68,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11845,11845,11845,11845,11845,11845,18.20,Modéré,8.90,Nuageux,1.73,7.59,9.59,59,7.29,7.03,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11846,11846,11846,11846,11846,11846,14.09,Élevé,8.57,Orage,9.75,4.95,6.19,43,4.24,5.95,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11847,11847,11847,11847,11847,11847,49.45,Faible,9.52,Nuageux,7.88,7.29,4.55,2,5.00,7.55,Meteo_France,2024-01-01 00:00:00
ENV_11848,11848,11848,11848,11848,11848,20.35,Faible,9.56,Nuageux,3.84,4.28,9.46,67,8.54,8.43,AirParif_2024,2024-01-01 00:00:00
ENV_11849,11849,11849,11849,11849,11849,7.57,Faible,8.05,Brouillard,8.05,0.98,9.43,24,3.40,5.42,Data.gouv.fr,2024-01-01 00:00:00
ENV_11850,11850,11850,11850,11850,11850,13.86,Critique,8.98,Soleil,5.18,5.00,7.32,92,3.81,3.85,Data.gouv.fr,2024-01-01 00:00:00
ENV_11851,11851,11851,11851,11851,11851,39.93,Critique,9.94,Soleil,9.38,5.99,5.61,73,9.42,4.09,Meteo_France,2024-01-01 00:00:00
ENV_11852,11852,11852,11852,11852,11852,37.91,Critique,4.77,Soleil,5.10,1.78,8.36,53,7.87,6.30,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11853,11853,11853,11853,11853,11853,34.79,Faible,4.24,Soleil,4.86,0.81,7.65,79,4.24,4.05,Data.gouv.fr,2024-01-01 00:00:00
ENV_11854,11854,11854,11854,11854,11854,1.07,Faible,7.75,Brouillard,8.56,5.47,6.10,31,2.28,9.51,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11855,11855,11855,11855,11855,11855,22.87,Élevé,3.72,Pluie,6.79,7.24,3.06,56,8.53,1.15,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11856,11856,11856,11856,11856,11856,21.48,Élevé,9.14,Orage,4.89,1.54,4.62,22,8.32,1.66,Data.gouv.fr,2024-01-01 00:00:00
ENV_11857,11857,11857,11857,11857,11857,31.59,Critique,8.49,Brouillard,1.91,2.76,7.52,34,1.95,2.49,Meteo_France,2024-01-01 00:00:00
ENV_11858,11858,11858,11858,11858,11858,24.05,Élevé,1.05,Nuageux,4.76,0.95,9.17,90,9.66,7.04,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11859,11859,11859,11859,11859,11859,15.68,Critique,4.94,Brouillard,2.86,2.48,4.46,27,8.74,8.83,AirParif_2024,2024-01-01 00:00:00
ENV_11860,11860,11860,11860,11860,11860,20.45,Élevé,5.21,Pluie,4.10,7.20,3.02,41,5.19,5.15,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11861,11861,11861,11861,11861,11861,18.73,Élevé,6.49,Soleil,6.69,1.13,9.94,76,4.10,1.83,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11862,11862,11862,11862,11862,11862,41.48,Élevé,6.88,Pluie,7.16,1.80,8.93,63,4.08,2.71,AirParif_2024,2024-01-01 00:00:00
ENV_11863,11863,11863,11863,11863,11863,11.91,Faible,3.61,Orage,6.13,3.76,6.40,48,7.93,3.17,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11864,11864,11864,11864,11864,11864,16.39,Faible,9.73,Orage,8.75,1.48,7.23,73,8.95,4.97,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11865,11865,11865,11865,11865,11865,32.06,Critique,7.30,Orage,6.60,7.00,3.88,73,2.01,7.25,AirParif_2024,2024-01-01 00:00:00
ENV_11866,11866,11866,11866,11866,11866,20.10,Faible,2.48,Pluie,6.21,7.58,2.01,71,2.79,7.55,Meteo_France,2024-01-01 00:00:00
ENV_11867,11867,11867,11867,11867,11867,30.55,Modéré,9.50,Orage,6.12,2.28,6.16,58,5.67,3.75,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11868,11868,11868,11868,11868,11868,2.68,Élevé,6.58,Nuageux,8.58,4.70,7.62,95,3.78,8.74,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11869,11869,11869,11869,11869,11869,18.44,Modéré,2.35,Pluie,8.45,9.44,8.61,15,4.90,5.97,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11870,11870,11870,11870,11870,11870,35.99,Modéré,7.63,Nuageux,2.43,1.40,2.71,34,9.53,8.40,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11871,11871,11871,11871,11871,11871,38.94,Élevé,4.72,Nuageux,9.05,7.48,7.71,47,2.41,8.00,AirParif_2024,2024-01-01 00:00:00
ENV_11872,11872,11872,11872,11872,11872,26.71,Faible,4.99,Pluie,4.87,6.50,4.76,59,0.70,1.41,Data.gouv.fr,2024-01-01 00:00:00
ENV_11873,11873,11873,11873,11873,11873,29.35,Modéré,7.03,Nuageux,1.35,9.52,1.74,43,6.06,3.77,Data.gouv.fr,2024-01-01 00:00:00
ENV_11874,11874,11874,11874,11874,11874,27.99,Faible,5.11,Soleil,3.73,9.31,4.16,51,3.34,6.04,Meteo_France,2024-01-01 00:00:00
ENV_11875,11875,11875,11875,11875,11875,36.92,Modéré,7.85,Soleil,1.83,7.20,7.75,15,4.23,6.52,Meteo_France,2024-01-01 00:00:00
ENV_11876,11876,11876,11876,11876,11876,15.89,Élevé,5.06,Pluie,5.40,7.25,3.76,70,9.74,6.76,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11877,11877,11877,11877,11877,11877,48.76,Critique,3.43,Brouillard,9.60,6.51,8.29,50,5.62,2.10,Meteo_France,2024-01-01 00:00:00
ENV_11878,11878,11878,11878,11878,11878,21.05,Modéré,8.40,Soleil,3.49,4.28,2.81,90,5.85,4.26,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11879,11879,11879,11879,11879,11879,14.83,Faible,3.22,Brouillard,4.94,1.86,4.44,33,3.50,8.49,Data.gouv.fr,2024-01-01 00:00:00
ENV_11880,11880,11880,11880,11880,11880,45.66,Modéré,9.33,Brouillard,2.91,6.49,4.47,99,5.93,1.84,Data.gouv.fr,2024-01-01 00:00:00
ENV_11881,11881,11881,11881,11881,11881,30.01,Modéré,9.62,Orage,9.90,4.00,5.02,81,2.84,5.32,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11882,11882,11882,11882,11882,11882,14.41,Élevé,2.44,Soleil,8.82,2.01,7.04,17,2.37,3.92,AirParif_2024,2024-01-01 00:00:00
ENV_11883,11883,11883,11883,11883,11883,4.60,Élevé,3.65,Soleil,8.50,0.98,5.78,58,9.85,9.27,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11884,11884,11884,11884,11884,11884,23.83,Faible,7.08,Soleil,6.55,9.99,5.13,87,9.96,6.69,AirParif_2024,2024-01-01 00:00:00
ENV_11885,11885,11885,11885,11885,11885,13.60,Modéré,3.55,Pluie,2.65,2.19,3.90,55,7.18,9.99,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11886,11886,11886,11886,11886,11886,11.52,Modéré,9.75,Pluie,8.99,0.92,6.31,37,1.69,1.08,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11887,11887,11887,11887,11887,11887,40.02,Faible,9.60,Soleil,2.29,0.83,8.69,45,2.05,1.36,Data.gouv.fr,2024-01-01 00:00:00
ENV_11888,11888,11888,11888,11888,11888,6.56,Modéré,4.75,Nuageux,3.89,6.54,4.04,83,2.16,5.71,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11889,11889,11889,11889,11889,11889,25.50,Faible,9.41,Nuageux,2.01,6.83,9.25,77,9.06,6.59,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11890,11890,11890,11890,11890,11890,47.07,Modéré,8.41,Pluie,2.83,7.47,1.24,17,2.79,2.85,Data.gouv.fr,2024-01-01 00:00:00
ENV_11891,11891,11891,11891,11891,11891,26.55,Faible,2.73,Brouillard,5.51,8.45,9.11,5,2.13,8.85,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11892,11892,11892,11892,11892,11892,35.99,Élevé,3.01,Pluie,1.31,8.64,9.41,62,2.10,9.53,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11893,11893,11893,11893,11893,11893,14.45,Modéré,5.29,Nuageux,8.69,6.18,5.85,50,9.90,5.03,AirParif_2024,2024-01-01 00:00:00
ENV_11894,11894,11894,11894,11894,11894,13.10,Faible,1.03,Nuageux,6.88,7.95,9.87,99,5.76,9.52,Data.gouv.fr,2024-01-01 00:00:00
ENV_11895,11895,11895,11895,11895,11895,39.00,Critique,1.76,Nuageux,4.54,4.89,4.17,99,7.84,9.49,AirParif_2024,2024-01-01 00:00:00
ENV_11896,11896,11896,11896,11896,11896,9.71,Élevé,6.20,Orage,2.03,9.83,2.68,63,5.60,9.30,AirParif_2024,2024-01-01 00:00:00
ENV_11897,11897,11897,11897,11897,11897,14.46,Faible,2.85,Pluie,5.14,7.55,2.86,71,0.77,7.84,Data.gouv.fr,2024-01-01 00:00:00
ENV_11898,11898,11898,11898,11898,11898,42.50,Faible,9.70,Nuageux,6.35,4.72,7.36,87,3.60,5.61,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11899,11899,11899,11899,11899,11899,8.24,Faible,3.09,Nuageux,7.25,6.17,9.67,97,9.55,3.91,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11900,11900,11900,11900,11900,11900,44.90,Modéré,7.13,Pluie,2.42,8.47,9.01,11,3.08,5.43,Meteo_France,2024-01-01 00:00:00
ENV_11901,11901,11901,11901,11901,11901,22.83,Élevé,8.70,Brouillard,2.96,2.54,2.29,66,7.88,9.33,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11902,11902,11902,11902,11902,11902,32.23,Critique,3.29,Pluie,9.80,9.07,9.54,41,7.42,1.46,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11903,11903,11903,11903,11903,11903,24.85,Modéré,7.28,Nuageux,7.11,1.10,3.53,29,5.03,9.20,AirParif_2024,2024-01-01 00:00:00
ENV_11904,11904,11904,11904,11904,11904,37.95,Élevé,4.34,Orage,4.41,4.49,1.01,76,2.44,9.70,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11905,11905,11905,11905,11905,11905,2.34,Élevé,3.18,Nuageux,2.89,1.97,4.84,42,4.97,7.31,Data.gouv.fr,2024-01-01 00:00:00
ENV_11906,11906,11906,11906,11906,11906,24.16,Critique,3.75,Pluie,7.22,7.29,9.66,5,2.36,1.16,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11907,11907,11907,11907,11907,11907,15.18,Élevé,7.92,Pluie,3.42,8.42,9.25,1,6.67,6.73,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11908,11908,11908,11908,11908,11908,30.82,Critique,5.21,Orage,5.27,8.44,3.16,74,4.70,1.88,Meteo_France,2024-01-01 00:00:00
ENV_11909,11909,11909,11909,11909,11909,12.01,Critique,8.41,Nuageux,3.70,9.52,7.51,5,8.39,7.70,Meteo_France,2024-01-01 00:00:00
ENV_11910,11910,11910,11910,11910,11910,24.58,Faible,3.60,Pluie,1.58,4.96,9.73,76,8.71,2.87,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11911,11911,11911,11911,11911,11911,6.58,Élevé,8.54,Orage,5.57,2.67,8.73,88,0.76,9.39,AirParif_2024,2024-01-01 00:00:00
ENV_11912,11912,11912,11912,11912,11912,20.12,Modéré,8.26,Orage,2.44,8.40,4.19,74,7.63,9.47,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11913,11913,11913,11913,11913,11913,21.39,Critique,8.93,Brouillard,8.99,2.99,7.97,98,2.98,3.26,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11914,11914,11914,11914,11914,11914,10.32,Critique,4.36,Orage,2.29,3.08,8.07,94,7.89,2.56,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11915,11915,11915,11915,11915,11915,4.57,Faible,6.64,Nuageux,3.11,3.98,3.75,44,8.76,8.67,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11916,11916,11916,11916,11916,11916,8.63,Modéré,6.07,Orage,9.13,0.85,7.79,68,8.00,2.52,Data.gouv.fr,2024-01-01 00:00:00
ENV_11917,11917,11917,11917,11917,11917,22.78,Faible,8.16,Soleil,7.82,3.91,7.45,59,8.78,9.49,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11918,11918,11918,11918,11918,11918,8.33,Modéré,5.65,Pluie,9.51,5.34,8.41,19,9.11,2.93,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11919,11919,11919,11919,11919,11919,25.14,Faible,7.45,Pluie,7.58,9.85,9.91,86,7.44,9.30,Data.gouv.fr,2024-01-01 00:00:00
ENV_11920,11920,11920,11920,11920,11920,47.82,Modéré,4.81,Orage,2.05,3.17,3.45,28,1.45,7.06,AirParif_2024,2024-01-01 00:00:00
ENV_11921,11921,11921,11921,11921,11921,4.39,Critique,4.21,Soleil,1.64,7.18,7.88,39,2.47,1.04,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11922,11922,11922,11922,11922,11922,37.42,Élevé,2.65,Orage,2.65,7.19,9.11,54,4.05,8.26,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11923,11923,11923,11923,11923,11923,20.07,Faible,5.66,Pluie,4.84,4.82,3.76,65,1.30,7.15,AirParif_2024,2024-01-01 00:00:00
ENV_11924,11924,11924,11924,11924,11924,31.64,Critique,7.06,Nuageux,6.59,1.49,5.32,47,1.81,3.16,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11925,11925,11925,11925,11925,11925,39.20,Modéré,1.14,Soleil,3.29,8.50,5.77,18,1.13,7.28,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11926,11926,11926,11926,11926,11926,48.64,Faible,8.72,Soleil,8.02,5.25,1.21,100,8.30,3.85,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11927,11927,11927,11927,11927,11927,10.79,Faible,4.59,Orage,8.68,5.22,7.91,69,3.13,5.71,Data.gouv.fr,2024-01-01 00:00:00
ENV_11928,11928,11928,11928,11928,11928,24.19,Critique,7.89,Orage,4.79,0.71,4.45,48,7.64,1.49,Meteo_France,2024-01-01 00:00:00
ENV_11929,11929,11929,11929,11929,11929,44.75,Critique,2.70,Nuageux,7.77,6.75,8.51,80,4.49,7.60,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11930,11930,11930,11930,11930,11930,29.19,Élevé,6.33,Brouillard,7.41,5.72,3.21,23,4.34,7.06,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11931,11931,11931,11931,11931,11931,11.72,Modéré,5.70,Nuageux,1.48,0.95,5.33,78,8.72,4.15,Data.gouv.fr,2024-01-01 00:00:00
ENV_11932,11932,11932,11932,11932,11932,45.35,Faible,6.80,Soleil,3.89,9.21,7.78,98,1.64,6.56,Meteo_France,2024-01-01 00:00:00
ENV_11933,11933,11933,11933,11933,11933,13.21,Élevé,2.04,Pluie,2.36,5.27,7.28,82,3.72,5.65,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11934,11934,11934,11934,11934,11934,39.35,Faible,1.26,Nuageux,6.54,9.52,6.70,45,5.92,4.45,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11935,11935,11935,11935,11935,11935,40.97,Critique,2.09,Nuageux,7.26,2.26,2.68,41,3.38,8.97,AirParif_2024,2024-01-01 00:00:00
ENV_11936,11936,11936,11936,11936,11936,40.70,Critique,7.59,Brouillard,3.43,9.62,8.06,3,6.68,4.90,Data.gouv.fr,2024-01-01 00:00:00
ENV_11937,11937,11937,11937,11937,11937,41.12,Critique,8.68,Pluie,2.24,3.28,8.08,65,4.05,2.37,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11938,11938,11938,11938,11938,11938,13.91,Faible,3.84,Soleil,2.51,1.87,9.05,74,4.50,2.48,Data.gouv.fr,2024-01-01 00:00:00
ENV_11939,11939,11939,11939,11939,11939,46.25,Élevé,3.90,Pluie,5.11,3.55,2.85,52,4.25,4.04,Meteo_France,2024-01-01 00:00:00
ENV_11940,11940,11940,11940,11940,11940,41.20,Faible,2.79,Soleil,6.92,8.09,8.19,60,7.51,8.63,AirParif_2024,2024-01-01 00:00:00
ENV_11941,11941,11941,11941,11941,11941,24.52,Critique,4.90,Pluie,6.81,2.84,8.91,79,3.36,6.06,Meteo_France,2024-01-01 00:00:00
ENV_11942,11942,11942,11942,11942,11942,22.71,Élevé,7.84,Orage,4.02,6.09,9.65,65,7.75,1.07,Meteo_France,2024-01-01 00:00:00
ENV_11943,11943,11943,11943,11943,11943,33.83,Modéré,5.85,Orage,6.36,3.91,3.88,65,2.46,6.61,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11944,11944,11944,11944,11944,11944,30.32,Élevé,4.83,Pluie,8.98,4.38,8.16,58,1.68,1.10,Data.gouv.fr,2024-01-01 00:00:00
ENV_11945,11945,11945,11945,11945,11945,11.33,Élevé,6.13,Soleil,5.13,2.79,7.98,81,2.23,8.96,Meteo_France,2024-01-01 00:00:00
ENV_11946,11946,11946,11946,11946,11946,13.76,Modéré,5.29,Orage,3.22,7.55,4.49,67,9.55,7.98,Data.gouv.fr,2024-01-01 00:00:00
ENV_11947,11947,11947,11947,11947,11947,25.42,Critique,3.82,Soleil,4.95,4.94,5.29,54,6.87,8.03,Data.gouv.fr,2024-01-01 00:00:00
ENV_11948,11948,11948,11948,11948,11948,47.06,Élevé,6.21,Nuageux,8.14,1.39,1.76,4,2.60,7.69,AirParif_2024,2024-01-01 00:00:00
ENV_11949,11949,11949,11949,11949,11949,45.67,Critique,7.75,Pluie,6.12,7.44,7.10,62,1.30,3.76,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11950,11950,11950,11950,11950,11950,26.26,Élevé,4.77,Pluie,6.03,6.73,3.77,8,5.94,6.12,AirParif_2024,2024-01-01 00:00:00
ENV_11951,11951,11951,11951,11951,11951,23.98,Modéré,8.92,Soleil,9.09,1.63,4.69,65,0.60,9.35,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11952,11952,11952,11952,11952,11952,26.67,Modéré,2.47,Nuageux,1.59,8.24,5.63,83,4.16,1.75,Data.gouv.fr,2024-01-01 00:00:00
ENV_11953,11953,11953,11953,11953,11953,33.26,Élevé,2.23,Nuageux,7.90,9.38,6.80,83,6.28,3.46,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11954,11954,11954,11954,11954,11954,43.16,Critique,3.74,Brouillard,4.03,6.87,6.41,14,6.30,3.21,AirParif_2024,2024-01-01 00:00:00
ENV_11955,11955,11955,11955,11955,11955,6.93,Faible,5.46,Orage,9.83,8.89,1.98,95,5.37,5.99,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_11956,11956,11956,11956,11956,11956,9.90,Critique,8.09,Orage,5.43,8.25,5.60,91,1.01,9.65,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11957,11957,11957,11957,11957,11957,42.93,Élevé,9.49,Pluie,8.81,2.28,4.18,60,6.97,5.44,AirParif_2024,2024-01-01 00:00:00
ENV_11958,11958,11958,11958,11958,11958,27.09,Critique,9.53,Orage,8.50,0.85,7.10,81,2.61,8.45,AirParif_2024,2024-01-01 00:00:00
ENV_11959,11959,11959,11959,11959,11959,33.58,Élevé,8.93,Orage,3.86,8.28,4.06,58,8.26,7.23,Meteo_France,2024-01-01 00:00:00
ENV_11960,11960,11960,11960,11960,11960,3.40,Faible,4.59,Orage,5.63,1.17,4.54,17,1.79,1.95,SNCF_Open_Data,2024-01-01 00:00:00
ENV_11961,11961,11961,11961,11961,11961,49.95,Faible,9.72,Nuageux,3.07,2.19,2.40,86,8.74,9.04,AirParif_2024,2024-01-01 00:00:00
ENV_11962,11962,11962,11962,11962,11962,10.89,Élevé,9.72,Nuageux,4.54,5.38,9.56,63,4.52,1.34,Meteo_France,2024-01-01 00:00:00
ENV_11963,11963,11963,11963,11963,11963,35.84,Modéré,6.60,Orage,6.24,7.17,3.84,42,3.14,5.70,Data.gouv.fr,2024-01-01 00:00:00
ENV_11964,11964,11964,11964,11964,11964,23.31,Modéré,2.98,Pluie,1.62,9.11,4.14,89,9.41,9.42,SNCF_Open_Data,2024-01-01 00:00:00
