col_aq_id,col_date,col_zone_id,col_pm25_ugm3,col_no2_ugm3,col_aqi_index,col_indice_qualite_air,col_date_enrichissement
ID_015,2024-02-17 00:00:00,ID_015,6.18,5.02,66.73,6.75,2024-10-26 00:00:00
ID_016,2024-10-01 00:00:00,ID_016,2.89,4.04,29.32,4.42,2024-05-18 00:00:00
ID_017,2024-10-04 00:00:00,ID_017,3.98,5.07,33.86,2.18,2024-07-09 00:00:00
ID_018,2024-03-26 00:00:00,ID_018,4.93,3.83,40.36,8.6,2024-05-22 00:00:00
ID_019,2024-09-23 00:00:00,ID_019,8.58,4.21,21.43,7.49,2024-12-02 00:00:00
ID_020,2024-02-15 00:00:00,ID_020,7.19,2.78,50.42,8.35,2024-04-23 00:00:00
ID_021,2024-08-08 00:00:00,ID_021,3.32,7.39,83.07,7.12,2024-11-26 00:00:00
ID_022,2024-04-26 00:00:00,ID_022,3.82,5.68,40.59,2.45,2024-08-05 00:00:00
ID_023,2024-09-27 00:00:00,ID_023,1.33,6.24,82.61,7.48,2024-11-06 00:00:00
ID_024,2024-01-26 00:00:00,ID_024,2.91,8.48,70.74,8.24,2024-11-03 00:00:00
ID_025,2024-12-15 00:00:00,ID_025,8.33,2.09,29.17,1.87,2024-04-02 00:00:00
ID_026,2024-10-11 00:00:00,ID_026,8.61,2.58,8.25,6.21,2024-11-23 00:00:00
ID_027,2024-11-04 00:00:00,ID_027,7.67,5.12,33.18,5.37,2024-02-05 00:00:00
ID_028,2024-04-11 00:00:00,ID_028,7.02,4.46,34.25,3.63,2024-05-28 00:00:00
ID_029,2024-02-12 00:00:00,ID_029,1.41,6.83,42.29,6.04,2024-09-01 00:00:00
ID_030,2024-12-06 00:00:00,ID_030,8.22,8.8,58.19,6.99,2024-01-17 00:00:00
ID_031,2024-12-13 00:00:00,ID_031,2.21,4.01,63.84,8.2,2024-07-28 00:00:00
ID_032,2024-01-08 00:00:00,ID_032,5.46,3.69,3.02,4.98,2024-01-17 00:00:00
ID_033,2024-02-14 00:00:00,ID_033,6.72,6.42,53.03,6.7,2024-01-12 00:00:00
ID_034,2024-03-19 00:00:00,ID_034,4.22,8.48,60.69,6.54,2024-08-11 00:00:00
ID_035,2024-07-26 00:00:00,ID_035,4.16,4.1,6.55,4.58,2024-07-20 00:00:00
ID_036,2024-12-17 00:00:00,ID_036,6.35,3.69,67.69,3.25,2024-01-12 00:00:00
ID_037,2024-03-31 00:00:00,ID_037,5.07,3.59,6.14,3.47,2024-08-20 00:00:00
ID_038,2024-04-09 00:00:00,ID_038,3.92,5.59,55.24,2.73,2024-06-29 00:00:00
ID_039,2024-06-09 00:00:00,ID_039,5.7,2.7,57.97,3.9,2024-07-25 00:00:00
ID_040,2024-06-28 00:00:00,ID_040,4.62,2.56,11.15,7.84,2024-06-14 00:00:00
ID_041,2024-05-30 00:00:00,ID_041,4.55,7.86,49.38,5.75,2024-02-27 00:00:00
ID_042,2024-12-14 00:00:00,ID_042,2.89,7.41,40.99,5.64,2024-11-14 00:00:00
ID_043,2024-12-01 00:00:00,ID_043,6.13,6.07,66.88,7.47,2024-09-01 00:00:00
ID_044,2024-02-15 00:00:00,ID_044,7.03,1.99,62.33,2.77,2024-10-27 00:00:00
ID_045,2024-04-08 00:00:00,ID_045,6.21,4.36,66.5,8.05,2024-09-29 00:00:00
ID_046,2024-01-13 00:00:00,ID_046,8.25,3.66,60.91,7.32,2024-10-31 00:00:00
ID_047,2024-06-29 00:00:00,ID_047,7.6,6.24,17.51,2.2,2024-08-27 00:00:00
ID_048,2024-01-12 00:00:00,ID_048,4.64,5.57,11.85,4.64,2024-12-25 00:00:00
ID_049,2024-12-18 00:00:00,ID_049,3.28,8.06,35.17,8.23,2024-12-26 00:00:00
ID_050,2024-01-12 00:00:00,ID_050,6.8,7.95,67.85,4.69,2024-05-12 00:00:00
ID_051,2024-05-08 00:00:00,ID_051,7.98,4.57,62.69,4.82,2024-01-04 00:00:00
ID_052,2024-09-17 00:00:00,ID_052,2.62,1.42,52.95,1.84,2024-07-05 00:00:00
ID_053,2024-08-03 00:00:00,ID_053,7.2,2.46,5.19,3.78,2024-12-21 00:00:00
ID_054,2024-11-28 00:00:00,ID_054,2.34,5.1,46.27,8.3,2024-08-24 00:00:00
ID_055,2024-01-13 00:00:00,ID_055,3.52,4.27,31.21,3.07,2024-08-28 00:00:00
ID_056,2024-04-09 00:00:00,ID_056,2.13,1.36,65.85,8.51,2024-10-25 00:00:00
ID_057,2024-05-03 00:00:00,ID_057,5.04,4.9,61.19,6.98,2024-11-08 00:00:00
ID_058,2024-08-02 00:00:00,ID_058,2.23,2.46,14.3,2.98,2024-08-01 00:00:00
ID_059,2024-12-01 00:00:00,ID_059,1.49,6.95,38.02,5.13,2024-07-18 00:00:00
ID_060,2024-07-11 00:00:00,ID_060,3.76,4.7,72.66,7.29,2024-04-04 00:00:00
ID_061,2024-01-08 00:00:00,ID_061,8.3,6.14,84.62,8.61,2024-10-14 00:00:00
ID_062,2024-05-04 00:00:00,ID_062,4.37,2.23,66.23,8.09,2024-10-30 00:00:00
ID_063,2024-01-11 00:00:00,ID_063,2.93,7.13,14.78,5.95,2024-02-22 00:00:00
ID_064,2024-10-13 00:00:00,ID_064,8.51,2.61,76.75,1.62,2024-11-19 00:00:00
ID_065,2024-02-07 00:00:00,ID_065,6.58,3.24,63.81,3.01,2024-11-14 00:00:00
ID_066,2024-03-05 00:00:00,ID_066,5.53,1.83,53.01,7.81,2024-10-09 00:00:00
ID_067,2024-04-08 00:00:00,ID_067,5.59,8.4,61.29,1.63,2024-04-08 00:00:00
ID_068,2024-11-07 00:00:00,ID_068,7.6,2.52,8.33,4.64,2024-08-07 00:00:00
ID_069,2024-04-29 00:00:00,ID_069,1.57,3.84,46.12,4.52,2024-09-20 00:00:00
ID_070,2024-10-01 00:00:00,ID_070,4.67,8.5,42.4,3.24,2024-06-19 00:00:00
ID_071,2024-02-13 00:00:00,ID_071,2.04,3.49,41.92,5.69,2024-05-10 00:00:00
ID_072,2024-10-02 00:00:00,ID_072,2.71,2.3,48.13,6.02,2024-10-02 00:00:00
ID_073,2024-01-26 00:00:00,ID_073,8.41,2.25,50.95,3.88,2024-06-15 00:00:00
ID_074,2024-04-05 00:00:00,ID_074,1.59,8.65,60.88,5.02,2024-07-03 00:00:00
ID_075,2024-03-22 00:00:00,ID_075,3.94,4.7,21.52,3.58,2024-01-11 00:00:00
ID_076,2024-04-15 00:00:00,ID_076,1.34,7.67,2.73,7.33,2024-08-03 00:00:00
ID_077,2024-10-08 00:00:00,ID_077,6.04,3.59,52.55,7.8,2024-09-15 00:00:00
ID_078,2024-09-27 00:00:00,ID_078,5.06,1.49,35.95,7.92,2024-07-30 00:00:00
ID_079,2024-05-03 00:00:00,ID_079,8.4,2.35,46.2,7.66,2024-10-18 00:00:00
ID_080,2024-05-24 00:00:00,ID_080,1.52,7.27,34.09,4.0,2024-11-30 00:00:00
ID_081,2024-03-19 00:00:00,ID_081,7.98,2.38,68.03,2.03,2024-12-06 00:00:00
ID_082,2024-03-06 00:00:00,ID_082,7.54,8.02,40.19,3.11,2024-05-11 00:00:00
ID_083,2024-09-28 00:00:00,ID_083,6.77,1.22,67.7,1.31,2024-09-15 00:00:00
ID_084,2024-05-10 00:00:00,ID_084,5.7,6.15,52.19,7.45,2024-05-31 00:00:00
ID_085,2024-12-09 00:00:00,ID_085,4.0,8.43,60.81,4.65,2024-12-06 00:00:00
ID_086,2024-09-29 00:00:00,ID_086,5.27,1.97,69.92,1.76,2024-11-25 00:00:00
ID_087,2024-07-02 00:00:00,ID_087,8.2,6.9,74.44,5.06,2024-01-12 00:00:00
ID_088,2024-07-06 00:00:00,ID_088,4.71,2.09,25.82,6.51,2024-10-01 00:00:00
ID_089,2024-03-16 00:00:00,ID_089,5.95,6.75,43.67,1.75,2024-08-30 00:00:00
ID_090,2024-04-13 00:00:00,ID_090,3.26,4.9,83.99,3.57,2024-12-18 00:00:00
ID_091,2024-05-06 00:00:00,ID_091,1.8,5.05,16.89,3.49,2024-02-26 00:00:00
ID_092,2024-07-27 00:00:00,ID_092,3.1,6.74,52.67,6.21,2024-04-06 00:00:00
ID_093,2024-01-13 00:00:00,ID_093,1.93,2.81,16.87,7.1,2024-02-27 00:00:00
ID_094,2024-07-22 00:00:00,ID_094,6.8,8.63,4.34,3.65,2024-09-21 00:00:00
ID_095,2024-03-11 00:00:00,ID_095,6.95,6.12,70.49,2.91,2024-11-02 00:00:00
ID_096,2024-10-09 00:00:00,ID_096,5.34,3.2,52.14,8.7,2024-12-23 00:00:00
ID_097,2024-03-04 00:00:00,ID_097,3.28,5.71,28.18,2.81,2024-05-21 00:00:00
ID_098,2024-08-11 00:00:00,ID_098,8.51,8.21,12.53,7.96,2024-08-02 00:00:00
ID_099,2024-07-14 00:00:00,ID_099,7.24,6.63,82.29,5.64,2024-02-23 00:00:00
ID_000,2024-12-07 00:00:00,ID_000,4.73,1.81,14.94,5.24,2024-05-02 00:00:00
ID_001,2024-06-14 00:00:00,ID_001,2.7,4.34,84.58,7.88,2024-04-16 00:00:00
ID_002,2024-10-19 00:00:00,ID_002,3.57,4.29,71.74,5.4,2024-07-06 00:00:00
ID_003,2024-08-21 00:00:00,ID_003,6.16,4.98,8.36,6.52,2024-06-28 00:00:00
ID_004,2024-11-06 00:00:00,ID_004,4.21,6.8,11.39,7.84,2024-10-27 00:00:00
ID_005,2024-03-15 00:00:00,ID_005,7.98,1.55,60.55,4.58,2024-03-30 00:00:00
ID_006,2024-06-22 00:00:00,ID_006,5.28,2.62,57.22,2.71,2024-07-28 00:00:00
ID_007,2024-11-12 00:00:00,ID_007,7.97,2.82,4.01,2.38,2024-03-07 00:00:00
ID_008,2024-10-30 00:00:00,ID_008,3.1,6.4,61.38,6.48,2024-07-05 00:00:00
ID_009,2024-08-20 00:00:00,ID_009,3.22,1.47,44.43,6.93,2024-08-28 00:00:00
ID_010,2024-05-23 00:00:00,ID_010,5.58,1.51,80.82,3.25,2024-01-27 00:00:00
ID_011,2024-01-16 00:00:00,ID_011,4.33,5.1,73.94,5.0,2024-02-04 00:00:00
ID_012,2024-09-17 00:00:00,ID_012,1.8,1.31,43.31,3.8,2024-06-08 00:00:00
ID_013,2024-10-10 00:00:00,ID_013,7.04,2.2,81.69,2.8,2024-10-22 00:00:00
ID_014,2024-05-18 00:00:00,ID_014,5.21,8.29,60.7,2.65,2024-06-17 00:00:00
ID_015,2024-03-17 00:00:00,ID_015,5.06,6.53,20.16,5.72,2024-05-25 00:00:00
ID_016,2024-01-13 00:00:00,ID_016,2.82,5.24,61.76,2.05,2024-10-23 00:00:00
ID_017,2024-03-14 00:00:00,ID_017,8.12,2.32,45.58,3.59,2024-05-29 00:00:00
ID_018,2024-04-24 00:00:00,ID_018,5.11,2.23,62.06,3.62,2024-12-18 00:00:00
ID_019,2024-01-07 00:00:00,ID_019,6.72,6.52,22.46,4.43,2024-09-23 00:00:00
ID_020,2024-11-04 00:00:00,ID_020,6.26,3.69,57.18,8.41,2024-03-13 00:00:00
ID_021,2024-06-19 00:00:00,ID_021,6.71,1.7,41.66,2.43,2024-05-10 00:00:00
ID_022,2024-09-10 00:00:00,ID_022,5.89,2.88,62.85,4.79,2024-02-28 00:00:00
ID_023,2024-03-22 00:00:00,ID_023,3.41,3.83,57.68,5.48,2024-02-07 00:00:00
ID_024,2024-07-17 00:00:00,ID_024,7.96,5.43,76.51,3.07,2024-03-05 00:00:00
ID_025,2024-06-04 00:00:00,ID_025,2.0,4.84,56.1,7.15,2024-04-21 00:00:00
ID_026,2024-09-25 00:00:00,ID_026,2.1,5.98,66.5,4.01,2024-02-15 00:00:00
ID_027,2024-01-05 00:00:00,ID_027,5.96,5.86,51.37,4.11,2024-02-26 00:00:00
ID_028,2024-08-07 00:00:00,ID_028,2.95,4.01,83.4,5.35,2024-07-01 00:00:00
ID_029,2024-12-24 00:00:00,ID_029,8.69,6.36,78.89,5.94,2024-10-31 00:00:00
ID_030,2024-10-01 00:00:00,ID_030,2.0,6.99,78.85,4.72,2024-06-11 00:00:00
ID_031,2024-04-16 00:00:00,ID_031,3.38,1.74,24.52,3.49,2024-10-06 00:00:00
ID_032,2024-09-28 00:00:00,ID_032,2.11,6.07,48.53,6.45,2024-08-21 00:00:00
ID_033,2024-04-13 00:00:00,ID_033,3.87,2.28,27.37,3.88,2024-05-13 00:00:00
ID_034,2024-06-07 00:00:00,ID_034,1.58,7.77,14.77,8.77,2024-07-20 00:00:00
ID_035,2024-11-06 00:00:00,ID_035,8.42,5.83,35.4,6.58,2024-09-12 00:00:00
ID_036,2024-12-26 00:00:00,ID_036,1.41,5.41,31.73,5.11,2024-01-11 00:00:00
ID_037,2024-06-20 00:00:00,ID_037,8.0,8.21,21.21,4.75,2024-08-17 00:00:00
ID_038,2024-07-12 00:00:00,ID_038,6.06,7.72,4.36,7.35,2024-11-13 00:00:00
ID_039,2024-06-17 00:00:00,ID_039,4.6,2.6,78.67,2.31,2024-01-24 00:00:00
ID_040,2024-07-23 00:00:00,ID_040,2.22,4.48,66.39,3.29,2024-11-30 00:00:00
ID_041,2024-02-06 00:00:00,ID_041,5.73,8.75,62.54,8.25,2024-06-02 00:00:00
ID_042,2024-10-24 00:00:00,ID_042,7.02,5.3,5.78,3.45,2024-08-07 00:00:00
ID_043,2024-03-05 00:00:00,ID_043,4.97,3.78,81.21,8.64,2024-01-30 00:00:00
ID_044,2024-12-15 00:00:00,ID_044,7.62,4.93,28.4,8.47,2024-11-03 00:00:00
ID_045,2024-12-25 00:00:00,ID_045,1.56,2.6,51.58,8.48,2024-05-22 00:00:00
ID_046,2024-08-13 00:00:00,ID_046,6.98,4.53,68.12,1.31,2024-05-31 00:00:00
ID_047,2024-10-19 00:00:00,ID_047,1.85,8.08,26.16,8.43,2024-11-18 00:00:00
ID_048,2024-01-05 00:00:00,ID_048,7.22,2.12,18.11,5.33,2024-09-22 00:00:00
ID_049,2024-06-15 00:00:00,ID_049,3.03,4.05,73.5,2.5,2024-08-19 00:00:00
ID_050,2024-06-10 00:00:00,ID_050,4.81,1.79,67.57,5.51,2024-02-10 00:00:00
ID_051,2024-03-22 00:00:00,ID_051,5.2,7.37,60.08,7.45,2024-12-26 00:00:00
ID_052,2024-07-18 00:00:00,ID_052,1.6,7.58,81.53,2.03,2024-10-21 00:00:00
ID_053,2024-01-24 00:00:00,ID_053,8.33,7.31,63.8,6.43,2024-11-01 00:00:00
ID_054,2024-02-24 00:00:00,ID_054,4.23,5.93,11.19,3.91,2024-01-17 00:00:00
ID_055,2024-04-23 00:00:00,ID_055,4.25,7.41,56.49,2.56,2024-03-16 00:00:00
ID_056,2024-03-22 00:00:00,ID_056,4.53,4.22,75.33,5.51,2024-01-10 00:00:00
ID_057,2024-10-14 00:00:00,ID_057,2.81,5.49,47.97,7.26,2024-03-19 00:00:00
ID_058,2024-10-09 00:00:00,ID_058,3.56,8.59,38.24,5.22,2024-09-27 00:00:00
ID_059,2024-03-02 00:00:00,ID_059,6.36,4.99,83.73,8.52,2024-12-17 00:00:00
ID_060,2024-09-16 00:00:00,ID_060,8.76,6.35,66.6,3.98,2024-04-01 00:00:00
ID_061,2024-06-03 00:00:00,ID_061,4.82,6.95,34.47,4.77,2024-10-03 00:00:00
ID_062,2024-06-15 00:00:00,ID_062,6.17,4.38,60.21,1.46,2024-03-12 00:00:00
ID_063,2024-05-19 00:00:00,ID_063,5.1,8.23,29.71,8.03,2024-06-28 00:00:00
ID_064,2024-03-10 00:00:00,ID_064,6.23,7.12,51.63,7.1,2024-12-02 00:00:00
ID_065,2024-09-28 00:00:00,ID_065,5.67,1.54,10.51,3.7,2024-09-09 00:00:00
ID_066,2024-04-22 00:00:00,ID_066,2.66,6.32,36.33,4.49,2024-08-17 00:00:00
ID_067,2024-04-20 00:00:00,ID_067,2.27,6.34,15.83,8.08,2024-08-07 00:00:00
ID_068,2024-09-03 00:00:00,ID_068,7.78,2.47,83.56,5.86,2024-10-27 00:00:00
ID_069,2024-03-12 00:00:00,ID_069,8.33,4.48,71.83,4.29,2024-12-21 00:00:00
ID_070,2024-08-10 00:00:00,ID_070,4.58,5.21,50.91,1.35,2024-04-28 00:00:00
ID_071,2024-11-09 00:00:00,ID_071,2.99,3.97,72.09,7.25,2024-08-14 00:00:00
ID_072,2024-07-10 00:00:00,ID_072,7.67,5.09,76.39,6.31,2024-07-17 00:00:00
ID_073,2024-10-26 00:00:00,ID_073,1.31,1.64,19.83,4.26,2024-08-02 00:00:00
ID_074,2024-05-05 00:00:00,ID_074,8.69,4.28,78.88,7.08,2024-09-27 00:00:00
ID_075,2024-06-21 00:00:00,ID_075,2.85,2.32,7.67,5.2,2024-11-20 00:00:00
ID_076,2024-09-19 00:00:00,ID_076,4.47,3.36,28.0,5.51,2024-07-07 00:00:00
ID_077,2024-05-22 00:00:00,ID_077,7.4,5.62,4.72,6.44,2024-12-19 00:00:00
ID_078,2024-07-03 00:00:00,ID_078,8.37,1.69,63.64,4.16,2024-01-23 00:00:00
ID_079,2024-04-20 00:00:00,ID_079,6.95,7.0,45.64,2.76,2024-12-22 00:00:00
ID_080,2024-05-23 00:00:00,ID_080,1.83,5.92,84.09,1.21,2024-07-26 00:00:00
ID_081,2024-10-18 00:00:00,ID_081,6.56,2.03,23.49,1.62,2024-10-30 00:00:00
ID_082,2024-01-21 00:00:00,ID_082,4.28,5.61,30.78,8.5,2024-06-11 00:00:00
ID_083,2024-01-25 00:00:00,ID_083,5.67,3.85,15.82,2.22,2024-04-07 00:00:00
ID_084,2024-07-17 00:00:00,ID_084,5.97,4.83,62.91,3.56,2024-05-23 00:00:00
ID_085,2024-01-01 00:00:00,ID_085,1.25,5.13,59.31,2.74,2024-09-14 00:00:00
ID_086,2024-08-08 00:00:00,ID_086,6.89,4.18,56.84,8.0,2024-03-13 00:00:00
ID_087,2024-04-27 00:00:00,ID_087,2.5,5.4,78.75,5.9,2024-02-26 00:00:00
ID_088,2024-11-20 00:00:00,ID_088,3.77,4.77,54.88,4.49,2024-04-12 00:00:00
ID_089,2024-12-09 00:00:00,ID_089,3.04,8.69,63.65,2.56,2024-10-24 00:00:00
ID_090,2024-11-09 00:00:00,ID_090,2.66,4.48,19.75,3.46,2024-04-04 00:00:00
ID_091,2024-01-14 00:00:00,ID_091,3.17,3.3,41.31,5.95,2024-11-13 00:00:00
ID_092,2024-02-29 00:00:00,ID_092,5.01,1.76,75.72,8.21,2024-09-11 00:00:00
ID_093,2024-01-17 00:00:00,ID_093,3.97,8.51,8.19,1.38,2024-10-17 00:00:00
ID_094,2024-07-05 00:00:00,ID_094,1.69,5.93,2.46,8.11,2024-08-23 00:00:00
ID_095,2024-12-19 00:00:00,ID_095,7.93,7.64,56.97,6.7,2024-06-04 00:00:00
ID_096,2024-10-16 00:00:00,ID_096,1.78,5.87,21.8,2.19,2024-03-20 00:00:00
ID_097,2024-05-04 00:00:00,ID_097,7.69,3.95,59.91,7.23,2024-07-29 00:00:00
ID_098,2024-04-02 00:00:00,ID_098,2.07,6.35,39.6,5.64,2024-06-26 00:00:00
ID_099,2024-08-09 00:00:00,ID_099,6.74,2.0,6.78,4.09,2024-11-16 00:00:00
ID_000,2024-03-23 00:00:00,ID_000,6.86,7.72,79.47,8.22,2024-08-03 00:00:00
ID_001,2024-04-26 00:00:00,ID_001,6.81,8.23,80.17,5.69,2024-04-30 00:00:00
ID_002,2024-09-23 00:00:00,ID_002,4.34,6.63,37.23,3.8,2024-06-09 00:00:00
ID_003,2024-07-06 00:00:00,ID_003,4.05,3.76,75.67,6.17,2024-11-10 00:00:00
ID_004,2024-05-10 00:00:00,ID_004,7.63,5.0,46.72,7.62,2024-05-08 00:00:00
ID_005,2024-03-15 00:00:00,ID_005,5.7,2.41,40.73,8.74,2024-01-07 00:00:00
ID_006,2024-04-08 00:00:00,ID_006,4.62,7.82,12.71,8.01,2024-02-27 00:00:00
ID_007,2024-05-06 00:00:00,ID_007,4.04,2.82,27.13,7.14,2024-11-11 00:00:00
ID_008,2024-06-24 00:00:00,ID_008,7.53,7.69,51.07,2.1,2024-10-06 00:00:00
ID_009,2024-10-19 00:00:00,ID_009,6.69,7.02,32.98,8.48,2024-07-13 00:00:00
ID_010,2024-02-02 00:00:00,ID_010,1.42,4.11,2.11,3.14,2024-03-11 00:00:00
ID_011,2024-03-06 00:00:00,ID_011,4.22,1.52,66.8,1.58,2024-10-09 00:00:00
ID_012,2024-03-30 00:00:00,ID_012,7.75,4.77,82.94,5.29,2024-03-31 00:00:00
ID_013,2024-11-28 00:00:00,ID_013,5.96,3.57,75.7,4.98,2024-11-25 00:00:00
ID_014,2024-08-24 00:00:00,ID_014,6.21,6.39,7.49,5.83,2024-04-03 00:00:00
ID_015,2024-02-16 00:00:00,ID_015,8.66,6.42,34.93,7.95,2024-08-23 00:00:00
ID_016,2024-08-03 00:00:00,ID_016,1.64,4.87,74.37,2.99,2024-11-04 00:00:00
ID_017,2024-01-18 00:00:00,ID_017,3.37,2.9,9.71,3.71,2024-11-23 00:00:00
ID_018,2024-08-14 00:00:00,ID_018,1.33,2.91,56.97,6.53,2024-05-23 00:00:00
ID_019,2024-11-26 00:00:00,ID_019,4.35,2.99,19.42,3.19,2024-04-09 00:00:00
ID_020,2024-01-15 00:00:00,ID_020,6.85,2.2,52.02,4.66,2024-10-21 00:00:00
ID_021,2024-10-14 00:00:00,ID_021,2.45,5.5,71.29,6.48,2024-06-16 00:00:00
ID_022,2024-03-04 00:00:00,ID_022,8.74,3.55,8.85,7.74,2024-03-21 00:00:00
ID_023,2024-08-10 00:00:00,ID_023,4.89,6.47,23.28,8.28,2024-06-08 00:00:00
ID_024,2024-08-03 00:00:00,ID_024,3.44,7.68,27.3,3.04,2024-05-28 00:00:00
ID_025,2024-02-24 00:00:00,ID_025,7.11,6.58,21.39,1.4,2024-09-08 00:00:00
ID_026,2024-12-19 00:00:00,ID_026,7.73,5.43,39.96,5.58,2024-04-18 00:00:00
ID_027,2024-10-22 00:00:00,ID_027,3.6,6.95,5.07,3.17,2024-09-23 00:00:00
ID_028,2024-09-22 00:00:00,ID_028,3.5,7.89,14.25,7.05,2024-10-02 00:00:00
ID_029,2024-04-23 00:00:00,ID_029,3.68,3.25,11.95,3.14,2024-01-30 00:00:00
ID_030,2024-11-07 00:00:00,ID_030,1.3,5.32,50.12,5.84,2024-02-28 00:00:00
ID_031,2024-03-10 00:00:00,ID_031,6.06,4.86,5.88,6.74,2024-04-10 00:00:00
ID_032,2024-07-13 00:00:00,ID_032,1.46,7.19,66.75,4.22,2024-09-24 00:00:00
ID_033,2024-09-16 00:00:00,ID_033,8.79,2.48,42.84,2.26,2024-12-05 00:00:00
ID_034,2024-01-21 00:00:00,ID_034,7.42,6.93,57.55,4.52,2024-09-14 00:00:00
ID_035,2024-08-15 00:00:00,ID_035,3.13,3.19,82.74,6.35,2024-04-29 00:00:00
ID_036,2024-02-29 00:00:00,ID_036,5.47,7.02,34.38,2.94,2024-12-11 00:00:00
ID_037,2024-07-24 00:00:00,ID_037,5.12,1.35,3.13,6.75,2024-01-04 00:00:00
ID_038,2024-12-15 00:00:00,ID_038,4.88,2.95,2.87,5.27,2024-04-02 00:00:00
ID_039,2024-03-12 00:00:00,ID_039,6.49,5.11,11.32,4.07,2024-07-03 00:00:00
ID_040,2024-07-03 00:00:00,ID_040,3.43,4.46,63.19,1.26,2024-06-23 00:00:00
ID_041,2024-04-14 00:00:00,ID_041,6.06,1.73,43.84,5.35,2024-07-23 00:00:00
ID_042,2024-04-03 00:00:00,ID_042,5.91,2.96,29.75,7.51,2024-10-16 00:00:00
ID_043,2024-04-23 00:00:00,ID_043,3.76,6.23,64.86,7.97,2024-05-17 00:00:00
ID_044,2024-04-22 00:00:00,ID_044,2.53,4.78,2.7,6.35,2024-12-22 00:00:00
ID_045,2024-08-24 00:00:00,ID_045,3.6,3.89,66.39,5.21,2024-07-17 00:00:00
ID_046,2024-08-04 00:00:00,ID_046,6.75,6.29,14.83,6.62,2024-06-30 00:00:00
ID_047,2024-04-01 00:00:00,ID_047,4.81,4.9,84.14,8.74,2024-12-01 00:00:00
ID_048,2024-07-30 00:00:00,ID_048,6.13,8.29,25.81,7.82,2024-03-01 00:00:00
ID_049,2024-11-02 00:00:00,ID_049,5.01,3.27,77.06,8.11,2024-04-05 00:00:00
ID_050,2024-09-17 00:00:00,ID_050,2.99,4.55,36.47,5.27,2024-05-12 00:00:00
ID_051,2024-10-06 00:00:00,ID_051,2.16,7.11,62.65,8.46,2024-03-10 00:00:00
ID_052,2024-07-24 00:00:00,ID_052,6.68,3.01,3.51,5.58,2024-08-15 00:00:00
ID_053,2024-04-02 00:00:00,ID_053,3.35,2.18,25.75,2.0,2024-04-19 00:00:00
ID_054,2024-04-16 00:00:00,ID_054,8.21,2.28,31.55,4.3,2024-04-30 00:00:00
ID_055,2024-06-11 00:00:00,ID_055,7.17,5.62,42.13,1.47,2024-06-21 00:00:00
ID_056,2024-03-08 00:00:00,ID_056,4.66,8.22,37.66,8.55,2024-06-28 00:00:00
ID_057,2024-04-27 00:00:00,ID_057,4.74,6.61,41.65,3.02,2024-09-15 00:00:00
ID_058,2024-01-16 00:00:00,ID_058,2.11,7.09,5.17,6.73,2024-06-26 00:00:00
ID_059,2024-12-08 00:00:00,ID_059,5.9,3.53,29.35,2.78,2024-11-26 00:00:00
ID_060,2024-10-01 00:00:00,ID_060,7.38,1.62,25.04,1.57,2024-03-05 00:00:00
ID_061,2024-07-18 00:00:00,ID_061,2.42,7.22,14.42,4.45,2024-05-29 00:00:00
ID_062,2024-04-24 00:00:00,ID_062,4.93,7.07,31.55,1.28,2024-08-12 00:00:00
ID_063,2024-03-06 00:00:00,ID_063,3.83,1.41,6.53,3.78,2024-07-16 00:00:00
ID_064,2024-08-15 00:00:00,ID_064,3.43,7.28,49.26,7.3,2024-05-17 00:00:00
ID_065,2024-08-13 00:00:00,ID_065,3.47,3.04,71.97,1.4,2024-04-03 00:00:00
ID_066,2024-09-06 00:00:00,ID_066,3.57,5.76,5.08,8.1,2024-02-24 00:00:00
ID_067,2024-01-02 00:00:00,ID_067,4.62,2.63,58.92,3.19,2024-05-24 00:00:00
ID_068,2024-11-19 00:00:00,ID_068,2.18,3.99,6.3,4.84,2024-01-23 00:00:00
ID_069,2024-10-09 00:00:00,ID_069,2.06,3.74,25.34,3.23,2024-07-27 00:00:00
ID_070,2024-07-18 00:00:00,ID_070,7.34,5.5,40.3,1.31,2024-03-07 00:00:00
ID_071,2024-09-04 00:00:00,ID_071,2.54,8.37,29.2,6.17,2024-02-17 00:00:00
ID_072,2024-10-18 00:00:00,ID_072,1.2,4.07,51.4,3.39,2024-10-13 00:00:00
ID_073,2024-05-01 00:00:00,ID_073,4.91,6.2,41.52,2.63,2024-12-13 00:00:00
ID_074,2024-08-06 00:00:00,ID_074,4.65,5.39,47.23,3.38,2024-11-05 00:00:00
ID_075,2024-04-29 00:00:00,ID_075,4.28,1.92,53.51,6.91,2024-06-08 00:00:00
ID_076,2024-01-05 00:00:00,ID_076,5.75,4.63,34.65,4.01,2024-09-29 00:00:00
ID_077,2024-03-15 00:00:00,ID_077,2.37,5.48,7.11,6.22,2024-12-25 00:00:00
ID_078,2024-11-15 00:00:00,ID_078,1.65,7.56,53.01,3.49,2024-04-12 00:00:00
ID_079,2024-12-16 00:00:00,ID_079,1.49,4.68,24.04,2.49,2024-07-31 00:00:00
ID_080,2024-06-30 00:00:00,ID_080,5.75,3.89,47.99,1.49,2024-03-22 00:00:00
ID_081,2024-04-26 00:00:00,ID_081,3.21,1.79,36.15,3.28,2024-01-12 00:00:00
