col_aq_id,col_date,col_zone_id,col_pm25_ugm3,col_no2_ugm3,col_aqi_index
ID_077,2024-07-29 00:00:00,ID_077,8.23,6.39,12.21
ID_078,2024-03-13 00:00:00,ID_078,3.94,8.23,64.24
ID_079,2024-07-04 00:00:00,ID_079,7.99,5.53,39.56
ID_080,2024-07-07 00:00:00,ID_080,7.39,5.41,67.02
ID_081,2024-12-14 00:00:00,ID_081,6.81,2.16,47.22
ID_082,2024-09-04 00:00:00,ID_082,3.77,6.89,2.13
ID_083,2024-09-14 00:00:00,ID_083,7.23,1.49,65.4
ID_084,2024-05-20 00:00:00,ID_084,1.9,3.05,5.14
ID_085,2024-07-08 00:00:00,ID_085,3.04,5.08,67.96
ID_086,2024-04-18 00:00:00,ID_086,5.91,4.42,19.52
ID_087,2024-04-16 00:00:00,ID_087,1.83,6.32,57.47
ID_088,2024-05-15 00:00:00,ID_088,1.97,5.33,75.29
ID_089,2024-10-30 00:00:00,ID_089,3.32,7.12,47.4
ID_090,2024-10-25 00:00:00,ID_090,8.33,8.08,25.67
ID_091,2024-02-19 00:00:00,ID_091,2.14,8.15,8.35
ID_092,2024-07-06 00:00:00,ID_092,7.65,5.39,5.12
ID_093,2024-02-07 00:00:00,ID_093,7.56,7.12,64.11
ID_094,2024-01-30 00:00:00,ID_094,4.54,2.1,26.43
ID_095,2024-05-20 00:00:00,ID_095,2.92,7.34,2.6
ID_096,2024-01-17 00:00:00,ID_096,8.46,4.99,70.85
ID_097,2024-02-27 00:00:00,ID_097,7.08,7.59,29.18
ID_098,2024-05-04 00:00:00,ID_098,8.46,2.69,47.17
ID_099,2024-09-20 00:00:00,ID_099,3.97,5.1,47.25
ID_000,2024-06-09 00:00:00,ID_000,8.02,2.53,79.69
ID_001,2024-01-20 00:00:00,ID_001,3.28,7.29,50.64
ID_002,2024-03-15 00:00:00,ID_002,2.9,7.75,5.29
ID_003,2024-02-24 00:00:00,ID_003,2.46,4.36,67.93
ID_004,2024-10-12 00:00:00,ID_004,5.78,6.75,66.62
ID_005,2024-11-26 00:00:00,ID_005,5.11,3.85,4.8
ID_006,2024-12-26 00:00:00,ID_006,2.45,6.24,80.15
ID_007,2024-11-13 00:00:00,ID_007,3.68,7.57,5.61
ID_008,2024-10-02 00:00:00,ID_008,3.31,7.69,42.44
ID_009,2024-09-28 00:00:00,ID_009,3.7,8.71,70.22
ID_010,2024-08-08 00:00:00,ID_010,5.71,5.22,45.3
ID_011,2024-11-12 00:00:00,ID_011,3.34,2.97,54.79
ID_012,2024-02-25 00:00:00,ID_012,8.13,3.73,76.16
ID_013,2024-01-14 00:00:00,ID_013,3.77,7.67,78.89
ID_014,2024-03-09 00:00:00,ID_014,5.68,5.41,75.63
ID_015,2024-01-10 00:00:00,ID_015,4.14,3.56,72.72
ID_016,2024-10-04 00:00:00,ID_016,1.27,4.24,40.47
ID_017,2024-07-08 00:00:00,ID_017,7.98,5.62,39.89
ID_018,2024-01-12 00:00:00,ID_018,8.66,8.78,49.35
ID_019,2024-10-02 00:00:00,ID_019,5.3,7.91,18.82
ID_020,2024-03-25 00:00:00,ID_020,7.96,8.04,22.22
ID_021,2024-05-07 00:00:00,ID_021,3.26,4.25,46.0
ID_022,2024-08-15 00:00:00,ID_022,7.62,3.21,40.49
ID_023,2024-04-10 00:00:00,ID_023,6.36,4.47,35.19
ID_024,2024-03-25 00:00:00,ID_024,1.38,3.85,80.6
ID_025,2024-12-14 00:00:00,ID_025,2.43,7.33,60.63
ID_026,2024-05-18 00:00:00,ID_026,2.83,3.58,67.74
ID_027,2024-11-10 00:00:00,ID_027,2.91,4.32,68.67
ID_028,2024-04-19 00:00:00,ID_028,6.74,5.32,27.78
ID_029,2024-01-01 00:00:00,ID_029,2.71,4.67,6.69
ID_030,2024-05-18 00:00:00,ID_030,8.13,2.52,43.38
ID_031,2024-05-25 00:00:00,ID_031,7.61,3.17,33.35
ID_032,2024-01-17 00:00:00,ID_032,8.49,2.73,80.16
ID_033,2024-02-25 00:00:00,ID_033,2.23,4.69,7.31
ID_034,2024-06-05 00:00:00,ID_034,8.27,7.67,62.16
ID_035,2024-09-02 00:00:00,ID_035,5.17,2.76,30.93
ID_036,2024-10-10 00:00:00,ID_036,2.82,5.9,57.95
ID_037,2024-05-17 00:00:00,ID_037,7.17,7.09,41.02
ID_038,2024-05-23 00:00:00,ID_038,3.73,2.0,34.18
ID_039,2024-04-17 00:00:00,ID_039,3.08,1.42,11.12
ID_040,2024-04-18 00:00:00,ID_040,6.92,8.75,36.49
ID_041,2024-06-23 00:00:00,ID_041,3.64,2.11,79.34
ID_042,2024-02-13 00:00:00,ID_042,1.25,4.8,52.57
ID_043,2024-09-01 00:00:00,ID_043,1.34,4.19,59.35
ID_044,2024-12-04 00:00:00,ID_044,2.64,6.61,11.0
ID_045,2024-12-12 00:00:00,ID_045,1.6,4.31,49.29
ID_046,2024-10-04 00:00:00,ID_046,2.93,2.87,74.67
ID_047,2024-06-19 00:00:00,ID_047,5.37,6.21,54.04
ID_048,2024-02-17 00:00:00,ID_048,5.66,2.62,61.19
ID_049,2024-08-04 00:00:00,ID_049,7.63,7.36,75.07
ID_050,2024-08-24 00:00:00,ID_050,8.16,7.55,81.82
ID_051,2024-04-22 00:00:00,ID_051,6.03,2.12,77.8
ID_052,2024-01-21 00:00:00,ID_052,3.69,2.46,8.31
ID_053,2024-03-05 00:00:00,ID_053,2.2,8.27,19.99
ID_054,2024-08-26 00:00:00,ID_054,2.44,1.89,69.66
ID_055,2024-03-23 00:00:00,ID_055,3.34,4.74,82.19
ID_056,2024-02-08 00:00:00,ID_056,4.15,7.98,55.59
ID_057,2024-01-17 00:00:00,ID_057,7.28,5.74,74.1
ID_058,2024-06-14 00:00:00,ID_058,1.98,8.63,72.98
ID_059,2024-06-05 00:00:00,ID_059,4.38,5.09,79.15
ID_060,2024-08-03 00:00:00,ID_060,6.35,1.95,70.12
ID_061,2024-01-13 00:00:00,ID_061,6.01,3.74,56.15
ID_062,2024-06-21 00:00:00,ID_062,5.78,6.74,34.44
ID_063,2024-11-09 00:00:00,ID_063,5.84,2.01,64.48
ID_064,2024-11-29 00:00:00,ID_064,6.02,6.06,40.91
ID_065,2024-05-14 00:00:00,ID_065,5.31,2.94,2.99
ID_066,2024-11-22 00:00:00,ID_066,2.67,7.87,58.32
ID_067,2024-06-15 00:00:00,ID_067,2.86,6.31,39.74
ID_068,2024-08-14 00:00:00,ID_068,8.79,8.51,29.18
ID_069,2024-05-03 00:00:00,ID_069,3.7,1.48,84.07
ID_070,2024-03-30 00:00:00,ID_070,5.68,3.63,64.54
ID_071,2024-09-11 00:00:00,ID_071,7.68,6.18,14.04
ID_072,2024-01-02 00:00:00,ID_072,3.46,2.22,16.77
ID_073,2024-08-25 00:00:00,ID_073,2.01,6.77,31.91
ID_074,2024-08-03 00:00:00,ID_074,4.06,4.37,5.3
ID_075,2024-10-20 00:00:00,ID_075,7.35,6.57,20.63
ID_076,2024-11-01 00:00:00,ID_076,6.0,6.96,22.61
ID_077,2024-03-05 00:00:00,ID_077,5.71,8.05,5.07
ID_078,2024-09-09 00:00:00,ID_078,1.69,5.21,49.82
ID_079,2024-07-05 00:00:00,ID_079,1.94,8.1,12.87
ID_080,2024-11-25 00:00:00,ID_080,7.68,4.51,56.42
ID_081,2024-07-30 00:00:00,ID_081,6.64,1.51,81.37
ID_082,2024-03-17 00:00:00,ID_082,1.65,8.5,74.55
ID_083,2024-03-12 00:00:00,ID_083,5.11,1.81,82.86
ID_084,2024-02-18 00:00:00,ID_084,5.44,2.6,78.01
ID_085,2024-12-16 00:00:00,ID_085,6.19,7.06,13.2
ID_086,2024-08-14 00:00:00,ID_086,1.73,8.07,18.08
ID_087,2024-01-16 00:00:00,ID_087,4.0,7.9,73.67
ID_088,2024-01-31 00:00:00,ID_088,7.34,6.02,62.43
ID_089,2024-09-24 00:00:00,ID_089,4.44,7.58,26.59
ID_090,2024-04-29 00:00:00,ID_090,6.71,7.97,70.12
ID_091,2024-05-20 00:00:00,ID_091,7.46,6.26,15.58
ID_092,2024-09-09 00:00:00,ID_092,8.68,7.06,4.88
ID_093,2024-11-28 00:00:00,ID_093,8.27,4.21,25.04
ID_094,2024-11-29 00:00:00,ID_094,5.93,4.57,84.97
ID_095,2024-05-12 00:00:00,ID_095,2.53,7.38,39.07
ID_096,2024-04-02 00:00:00,ID_096,1.58,7.48,56.95
ID_097,2024-07-13 00:00:00,ID_097,5.93,8.25,79.14
ID_098,2024-07-04 00:00:00,ID_098,5.44,4.34,9.61
ID_099,2024-04-07 00:00:00,ID_099,5.82,4.34,41.08
ID_000,2024-10-06 00:00:00,ID_000,4.61,8.51,37.91
ID_001,2024-11-27 00:00:00,ID_001,4.93,1.22,20.02
ID_002,2024-02-10 00:00:00,ID_002,4.33,2.88,32.23
ID_003,2024-06-17 00:00:00,ID_003,3.21,5.9,61.24
ID_004,2024-05-03 00:00:00,ID_004,1.54,4.37,25.07
ID_005,2024-12-25 00:00:00,ID_005,8.61,1.4,8.96
ID_006,2024-02-28 00:00:00,ID_006,5.07,5.4,60.73
ID_007,2024-08-07 00:00:00,ID_007,5.8,4.78,69.89
ID_008,2024-05-26 00:00:00,ID_008,5.56,3.32,45.46
ID_009,2024-07-03 00:00:00,ID_009,2.22,2.71,50.0
ID_010,2024-12-18 00:00:00,ID_010,3.97,3.04,39.62
ID_011,2024-12-20 00:00:00,ID_011,6.95,5.53,54.63
ID_012,2024-12-15 00:00:00,ID_012,6.53,4.35,12.8
ID_013,2024-06-28 00:00:00,ID_013,4.07,5.73,43.47
ID_014,2024-03-11 00:00:00,ID_014,7.35,6.02,27.51
ID_015,2024-12-22 00:00:00,ID_015,5.72,2.89,22.2
ID_016,2024-04-13 00:00:00,ID_016,2.73,6.59,11.32
ID_017,2024-12-23 00:00:00,ID_017,1.32,8.72,44.95
ID_018,2024-02-28 00:00:00,ID_018,8.26,4.15,20.53
ID_019,2024-08-16 00:00:00,ID_019,1.79,2.77,3.72
ID_020,2024-03-08 00:00:00,ID_020,5.53,5.62,3.35
ID_021,2024-04-05 00:00:00,ID_021,6.33,3.57,11.58
ID_022,2024-06-18 00:00:00,ID_022,8.77,5.89,53.8
ID_023,2024-12-02 00:00:00,ID_023,2.25,7.48,82.89
ID_024,2024-06-14 00:00:00,ID_024,5.76,2.88,54.79
ID_025,2024-10-14 00:00:00,ID_025,5.17,7.41,26.4
ID_026,2024-04-12 00:00:00,ID_026,3.87,3.85,31.51
ID_027,2024-09-01 00:00:00,ID_027,7.9,7.13,24.55
ID_028,2024-02-15 00:00:00,ID_028,5.48,8.47,15.58
ID_029,2024-12-06 00:00:00,ID_029,2.73,7.22,55.79
ID_030,2024-12-02 00:00:00,ID_030,1.77,5.58,83.49
ID_031,2024-07-19 00:00:00,ID_031,1.73,5.34,16.36
ID_032,2024-12-20 00:00:00,ID_032,4.72,3.46,14.37
ID_033,2024-01-19 00:00:00,ID_033,6.24,2.16,50.96
ID_034,2024-02-09 00:00:00,ID_034,8.42,1.99,7.1
ID_035,2024-05-08 00:00:00,ID_035,5.51,4.52,69.98
ID_036,2024-03-15 00:00:00,ID_036,2.76,3.84,19.88
ID_037,2024-10-19 00:00:00,ID_037,8.21,3.49,51.47
ID_038,2024-08-20 00:00:00,ID_038,8.77,6.03,79.01
ID_039,2024-04-21 00:00:00,ID_039,3.38,6.13,78.85
ID_040,2024-09-17 00:00:00,ID_040,6.59,1.78,36.44
ID_041,2024-08-03 00:00:00,ID_041,1.44,6.04,35.62
ID_042,2024-05-09 00:00:00,ID_042,7.4,3.82,20.25
ID_043,2024-05-07 00:00:00,ID_043,7.55,4.05,80.94
ID_044,2024-04-11 00:00:00,ID_044,3.3,7.04,61.43
ID_045,2024-10-08 00:00:00,ID_045,8.8,6.42,29.34
ID_046,2024-01-19 00:00:00,ID_046,3.91,7.92,63.81
ID_047,2024-04-05 00:00:00,ID_047,6.65,7.71,77.25
ID_048,2024-01-06 00:00:00,ID_048,3.3,2.44,14.45
ID_049,2024-03-25 00:00:00,ID_049,8.47,1.52,36.64
ID_050,2024-04-09 00:00:00,ID_050,3.83,6.25,63.73
ID_051,2024-07-17 00:00:00,ID_051,4.45,5.27,31.98
ID_052,2024-04-14 00:00:00,ID_052,1.21,2.32,20.5
ID_053,2024-03-10 00:00:00,ID_053,1.88,5.54,44.38
ID_054,2024-08-08 00:00:00,ID_054,3.5,2.68,69.62
ID_055,2024-01-11 00:00:00,ID_055,8.76,3.76,8.13
ID_056,2024-04-09 00:00:00,ID_056,7.07,8.78,68.87
ID_057,2024-10-14 00:00:00,ID_057,5.49,6.63,2.24
ID_058,2024-03-23 00:00:00,ID_058,4.79,7.4,19.81
ID_059,2024-02-22 00:00:00,ID_059,3.48,1.41,13.64
ID_060,2024-03-15 00:00:00,ID_060,3.44,3.29,6.43
ID_061,2024-03-23 00:00:00,ID_061,6.25,2.49,62.38
ID_062,2024-01-29 00:00:00,ID_062,2.59,3.78,27.24
ID_063,2024-12-07 00:00:00,ID_063,5.92,3.65,69.2
ID_064,2024-06-19 00:00:00,ID_064,8.46,3.32,43.4
ID_065,2024-06-25 00:00:00,ID_065,4.22,5.56,17.22
ID_066,2024-09-16 00:00:00,ID_066,2.65,8.64,82.42
ID_067,2024-01-02 00:00:00,ID_067,8.75,8.18,43.25
ID_068,2024-03-15 00:00:00,ID_068,6.5,3.25,71.1
ID_069,2024-03-29 00:00:00,ID_069,8.38,1.61,79.35
ID_070,2024-03-30 00:00:00,ID_070,5.16,2.92,8.17
ID_071,2024-09-07 00:00:00,ID_071,2.79,4.9,67.88
ID_072,2024-03-08 00:00:00,ID_072,4.29,5.48,38.16
ID_073,2024-03-25 00:00:00,ID_073,3.45,7.6,25.1
ID_074,2024-02-24 00:00:00,ID_074,4.31,8.43,30.48
ID_075,2024-05-25 00:00:00,ID_075,5.3,3.7,41.17
ID_076,2024-02-29 00:00:00,ID_076,6.54,5.19,16.8
ID_077,2024-09-04 00:00:00,ID_077,2.26,3.02,39.02
ID_078,2024-09-26 00:00:00,ID_078,5.74,2.98,11.78
ID_079,2024-08-20 00:00:00,ID_079,7.74,6.08,68.39
ID_080,2024-09-24 00:00:00,ID_080,5.16,7.03,41.31
ID_081,2024-11-13 00:00:00,ID_081,8.55,3.31,37.53
ID_082,2024-05-29 00:00:00,ID_082,5.17,3.29,26.25
ID_083,2024-03-01 00:00:00,ID_083,3.39,5.33,35.96
ID_084,2024-02-07 00:00:00,ID_084,2.69,3.91,41.27
ID_085,2024-03-04 00:00:00,ID_085,1.77,5.55,52.74
ID_086,2024-12-18 00:00:00,ID_086,4.82,1.4,67.67
ID_087,2024-10-28 00:00:00,ID_087,4.86,3.03,66.61
ID_088,2024-05-31 00:00:00,ID_088,4.08,5.5,52.99
ID_089,2024-04-24 00:00:00,ID_089,7.05,2.37,15.09
ID_090,2024-10-29 00:00:00,ID_090,5.5,8.44,51.26
ID_091,2024-01-15 00:00:00,ID_091,6.17,7.01,8.98
ID_092,2024-11-03 00:00:00,ID_092,3.54,2.77,81.52
ID_093,2024-06-28 00:00:00,ID_093,2.7,4.2,59.74
ID_094,2024-01-27 00:00:00,ID_094,3.38,7.6,76.1
ID_095,2024-02-22 00:00:00,ID_095,1.73,6.45,67.78
ID_096,2024-01-21 00:00:00,ID_096,1.57,4.32,39.54
ID_097,2024-11-24 00:00:00,ID_097,3.69,4.57,20.3
ID_098,2024-01-25 00:00:00,ID_098,6.78,3.11,41.95
ID_099,2024-06-27 00:00:00,ID_099,2.79,5.97,56.73
ID_000,2024-07-13 00:00:00,ID_000,4.59,3.89,6.2
ID_001,2024-09-24 00:00:00,ID_001,6.48,4.0,50.54
ID_002,2024-07-29 00:00:00,ID_002,6.75,4.21,59.88
ID_003,2024-01-27 00:00:00,ID_003,5.52,5.07,59.25
ID_004,2024-07-27 00:00:00,ID_004,2.61,8.44,9.44
ID_005,2024-11-03 00:00:00,ID_005,3.15,4.6,50.03
ID_006,2024-02-12 00:00:00,ID_006,3.85,7.57,12.56
ID_007,2024-01-30 00:00:00,ID_007,3.72,4.55,57.69
ID_008,2024-02-19 00:00:00,ID_008,3.74,1.69,66.1
ID_009,2024-04-30 00:00:00,ID_009,1.54,7.68,27.34
ID_010,2024-10-22 00:00:00,ID_010,2.52,7.32,21.31
ID_011,2024-06-28 00:00:00,ID_011,2.88,1.42,75.1
ID_012,2024-08-08 00:00:00,ID_012,4.79,2.26,60.02
ID_013,2024-02-13 00:00:00,ID_013,6.15,7.3,57.73
ID_014,2024-11-24 00:00:00,ID_014,8.01,1.27,68.25
ID_015,2024-07-23 00:00:00,ID_015,4.72,7.4,68.71
ID_016,2024-06-22 00:00:00,ID_016,8.7,1.84,38.28
ID_017,2024-12-10 00:00:00,ID_017,2.33,5.52,12.04
ID_018,2024-05-19 00:00:00,ID_018,5.01,3.49,29.84
ID_019,2024-01-31 00:00:00,ID_019,6.83,1.99,74.27
ID_020,2024-01-03 00:00:00,ID_020,6.35,8.5,71.4
ID_021,2024-06-26 00:00:00,ID_021,6.68,2.11,18.4
ID_022,2024-02-12 00:00:00,ID_022,6.39,7.84,80.27
ID_023,2024-04-30 00:00:00,ID_023,2.98,4.09,32.12
ID_024,2024-04-13 00:00:00,ID_024,3.49,4.81,15.3
ID_025,2024-03-23 00:00:00,ID_025,3.63,6.29,23.4
ID_026,2024-11-04 00:00:00,ID_026,1.6,4.08,24.35
ID_027,2024-07-16 00:00:00,ID_027,6.44,8.11,6.33
ID_028,2024-02-02 00:00:00,ID_028,5.45,5.28,3.57
ID_029,2024-01-17 00:00:00,ID_029,3.51,8.53,78.75
ID_030,2024-11-27 00:00:00,ID_030,3.77,5.09,17.18
ID_031,2024-09-24 00:00:00,ID_031,2.7,2.03,5.86
ID_032,2024-03-15 00:00:00,ID_032,6.65,1.56,61.52
ID_033,2024-12-03 00:00:00,ID_033,1.55,4.98,36.58
ID_034,2024-01-18 00:00:00,ID_034,2.75,3.37,27.52
ID_035,2024-12-24 00:00:00,ID_035,6.64,5.72,33.04
ID_036,2024-01-24 00:00:00,ID_036,2.9,5.11,19.28
ID_037,2024-09-28 00:00:00,ID_037,4.45,5.72,15.89
ID_038,2024-12-16 00:00:00,ID_038,8.61,6.61,78.93
ID_039,2024-09-20 00:00:00,ID_039,4.17,1.58,59.95
ID_040,2024-05-21 00:00:00,ID_040,7.86,5.73,76.45
ID_041,2024-03-04 00:00:00,ID_041,2.85,2.64,15.33
ID_042,2024-11-26 00:00:00,ID_042,1.26,6.46,21.24
ID_043,2024-01-12 00:00:00,ID_043,5.16,2.47,36.82
ID_044,2024-08-19 00:00:00,ID_044,6.3,6.53,73.41
ID_045,2024-06-07 00:00:00,ID_045,2.22,2.48,26.5
ID_046,2024-09-19 00:00:00,ID_046,4.87,7.67,60.41
ID_047,2024-05-17 00:00:00,ID_047,2.46,1.75,59.76
ID_048,2024-07-03 00:00:00,ID_048,6.3,4.73,34.64
ID_049,2024-06-14 00:00:00,ID_049,6.71,7.37,15.88
ID_050,2024-05-06 00:00:00,ID_050,8.79,6.18,11.67
ID_051,2024-12-02 00:00:00,ID_051,8.61,2.02,13.11
ID_052,2024-02-10 00:00:00,ID_052,1.96,8.14,17.5
ID_053,2024-08-12 00:00:00,ID_053,8.12,7.87,66.6
ID_054,2024-10-07 00:00:00,ID_054,3.34,2.49,71.0
ID_055,2024-04-24 00:00:00,ID_055,6.36,1.36,51.7
ID_056,2024-11-28 00:00:00,ID_056,8.03,4.34,77.39
ID_057,2024-08-22 00:00:00,ID_057,6.65,2.65,68.61
ID_058,2024-07-05 00:00:00,ID_058,1.88,4.69,78.36
ID_059,2024-10-06 00:00:00,ID_059,3.5,2.51,78.12
ID_060,2024-02-20 00:00:00,ID_060,3.15,5.14,9.88
ID_061,2024-02-20 00:00:00,ID_061,5.74,4.32,10.14
ID_062,2024-01-26 00:00:00,ID_062,8.46,2.99,21.62
ID_063,2024-11-10 00:00:00,ID_063,5.71,5.44,49.92
ID_064,2024-01-06 00:00:00,ID_064,5.62,7.12,70.52
ID_065,2024-08-10 00:00:00,ID_065,7.12,2.91,82.52
ID_066,2024-10-03 00:00:00,ID_066,4.99,4.96,71.89
ID_067,2024-02-01 00:00:00,ID_067,8.46,6.32,10.19
ID_068,2024-11-28 00:00:00,ID_068,8.42,6.97,44.5
ID_069,2024-04-05 00:00:00,ID_069,5.7,7.71,58.39
ID_070,2024-02-04 00:00:00,ID_070,2.57,7.43,2.65
ID_071,2024-09-08 00:00:00,ID_071,6.17,3.73,66.07
ID_072,2024-11-10 00:00:00,ID_072,3.57,3.47,48.72
ID_073,2024-08-13 00:00:00,ID_073,2.89,2.63,32.64
ID_074,2024-02-09 00:00:00,ID_074,7.05,2.48,76.1
ID_075,2024-04-23 00:00:00,ID_075,3.18,8.05,12.6
ID_076,2024-04-26 00:00:00,ID_076,3.52,2.6,70.53
ID_077,2024-02-18 00:00:00,ID_077,2.46,6.52,62.8
ID_078,2024-09-08 00:00:00,ID_078,8.23,4.04,19.94
ID_079,2024-04-23 00:00:00,ID_079,8.09,4.16,40.42
ID_080,2024-01-25 00:00:00,ID_080,2.71,2.92,2.85
ID_081,2024-12-17 00:00:00,ID_081,4.22,3.81,46.19
ID_082,2024-05-06 00:00:00,ID_082,7.34,3.31,59.77
ID_083,2024-07-12 00:00:00,ID_083,8.48,5.8,11.81
ID_084,2024-10-06 00:00:00,ID_084,5.45,4.28,79.84
ID_085,2024-05-17 00:00:00,ID_085,6.33,7.54,13.58
ID_086,2024-10-22 00:00:00,ID_086,4.2,4.32,68.34
ID_087,2024-07-27 00:00:00,ID_087,4.13,5.53,54.98
ID_088,2024-01-20 00:00:00,ID_088,4.39,6.25,54.91
ID_089,2024-05-20 00:00:00,ID_089,8.28,8.59,45.2
ID_090,2024-03-17 00:00:00,ID_090,3.97,5.91,27.42
ID_091,2024-04-01 00:00:00,ID_091,2.76,3.13,56.9
ID_092,2024-04-19 00:00:00,ID_092,5.98,1.37,51.99
ID_093,2024-02-02 00:00:00,ID_093,4.13,5.14,45.64
ID_094,2024-08-17 00:00:00,ID_094,6.62,1.7,70.04
ID_095,2024-05-17 00:00:00,ID_095,1.7,1.46,22.11
ID_096,2024-08-03 00:00:00,ID_096,6.24,2.18,10.09
ID_097,2024-12-13 00:00:00,ID_097,2.05,7.26,73.44
ID_098,2024-11-22 00:00:00,ID_098,5.28,4.04,24.42
ID_099,2024-04-05 00:00:00,ID_099,7.02,6.11,47.66
ID_000,2024-01-15 00:00:00,ID_000,4.13,5.25,35.41
ID_001,2024-09-12 00:00:00,ID_001,5.65,5.89,70.69
ID_002,2024-02-18 00:00:00,ID_002,7.48,1.82,74.85
ID_003,2024-03-22 00:00:00,ID_003,7.28,3.59,58.55
ID_004,2024-06-08 00:00:00,ID_004,4.55,8.66,36.1
ID_005,2024-10-09 00:00:00,ID_005,7.91,2.2,50.93
ID_006,2024-04-17 00:00:00,ID_006,7.7,7.62,70.45
ID_007,2024-10-26 00:00:00,ID_007,6.31,2.18,33.0
ID_008,2024-11-16 00:00:00,ID_008,3.76,5.37,79.68
ID_009,2024-10-31 00:00:00,ID_009,8.69,6.96,7.85
ID_010,2024-11-11 00:00:00,ID_010,2.33,4.05,75.07
ID_011,2024-06-23 00:00:00,ID_011,7.69,3.1,64.6
ID_012,2024-11-21 00:00:00,ID_012,5.34,8.27,76.85
ID_013,2024-10-22 00:00:00,ID_013,3.51,6.53,36.04
ID_014,2024-12-13 00:00:00,ID_014,7.47,3.88,48.25
ID_015,2024-12-20 00:00:00,ID_015,4.91,1.89,14.51
ID_016,2024-10-10 00:00:00,ID_016,3.38,8.56,41.86
ID_017,2024-09-02 00:00:00,ID_017,2.22,7.7,33.1
ID_018,2024-11-02 00:00:00,ID_018,8.57,6.32,11.06
ID_019,2024-07-20 00:00:00,ID_019,7.44,8.58,73.54
ID_020,2024-02-20 00:00:00,ID_020,2.88,1.22,7.11
ID_021,2024-08-31 00:00:00,ID_021,7.34,5.81,3.36
ID_022,2024-02-28 00:00:00,ID_022,5.44,3.38,34.83
ID_023,2024-01-02 00:00:00,ID_023,5.87,8.64,11.82
ID_024,2024-09-15 00:00:00,ID_024,7.48,2.97,80.59
ID_025,2024-09-02 00:00:00,ID_025,4.4,2.78,11.02
ID_026,2024-09-21 00:00:00,ID_026,7.74,4.05,10.22
ID_027,2024-12-05 00:00:00,ID_027,4.25,7.72,58.5
ID_028,2024-01-17 00:00:00,ID_028,8.34,5.4,24.68
ID_029,2024-02-16 00:00:00,ID_029,2.66,5.43,3.3
ID_030,2024-10-07 00:00:00,ID_030,6.74,3.88,61.35
ID_031,2024-12-14 00:00:00,ID_031,1.6,3.07,45.08
ID_032,2024-05-21 00:00:00,ID_032,4.48,4.82,52.51
ID_033,2024-05-29 00:00:00,ID_033,8.47,7.3,2.29
ID_034,2024-02-05 00:00:00,ID_034,4.52,5.57,43.19
ID_035,2024-02-23 00:00:00,ID_035,6.81,2.76,23.94
ID_036,2024-09-21 00:00:00,ID_036,5.2,3.9,8.78
ID_037,2024-03-07 00:00:00,ID_037,3.05,2.5,2.1
ID_038,2024-05-10 00:00:00,ID_038,6.27,1.61,78.17
ID_039,2024-11-22 00:00:00,ID_039,3.71,7.4,9.78
ID_040,2024-07-26 00:00:00,ID_040,5.11,4.97,76.67
ID_041,2024-05-28 00:00:00,ID_041,2.64,8.25,69.47
ID_042,2024-10-29 00:00:00,ID_042,7.2,5.0,19.74
ID_043,2024-08-01 00:00:00,ID_043,4.46,4.01,58.22
ID_044,2024-05-10 00:00:00,ID_044,3.88,2.77,38.46
ID_045,2024-10-10 00:00:00,ID_045,1.9,6.23,9.56
ID_046,2024-02-23 00:00:00,ID_046,5.38,7.92,27.17
ID_047,2024-01-26 00:00:00,ID_047,4.64,5.95,66.82
ID_048,2024-07-22 00:00:00,ID_048,8.22,4.74,34.97
ID_049,2024-03-09 00:00:00,ID_049,2.8,4.02,31.18
ID_050,2024-12-12 00:00:00,ID_050,4.53,5.93,75.27
ID_051,2024-12-15 00:00:00,ID_051,2.83,6.05,58.07
ID_052,2024-05-01 00:00:00,ID_052,3.17,1.26,48.37
ID_053,2024-08-10 00:00:00,ID_053,1.29,4.61,48.26
ID_054,2024-11-25 00:00:00,ID_054,6.89,1.54,64.18
ID_055,2024-12-03 00:00:00,ID_055,2.65,3.06,49.41
ID_056,2024-09-24 00:00:00,ID_056,6.3,4.57,43.52
ID_057,2024-12-11 00:00:00,ID_057,1.65,2.56,20.88
ID_058,2024-02-03 00:00:00,ID_058,6.53,8.15,84.96
ID_059,2024-07-22 00:00:00,ID_059,3.6,2.86,12.2
ID_060,2024-01-19 00:00:00,ID_060,6.15,2.03,7.9
ID_061,2024-09-05 00:00:00,ID_061,5.92,4.75,21.94
ID_062,2024-05-21 00:00:00,ID_062,8.13,6.49,21.44
ID_063,2024-08-26 00:00:00,ID_063,5.71,3.4,77.33
ID_064,2024-11-27 00:00:00,ID_064,3.01,6.32,62.89
ID_065,2024-02-07 00:00:00,ID_065,5.94,4.22,56.07
ID_066,2024-11-29 00:00:00,ID_066,4.24,6.96,11.37
ID_067,2024-02-19 00:00:00,ID_067,3.99,6.57,26.05
ID_068,2024-01-04 00:00:00,ID_068,5.14,1.38,17.17
ID_069,2024-12-11 00:00:00,ID_069,7.6,1.85,57.1
ID_070,2024-12-17 00:00:00,ID_070,4.4,4.78,49.06
ID_071,2024-05-16 00:00:00,ID_071,2.0,2.18,66.42
ID_072,2024-01-02 00:00:00,ID_072,1.67,3.56,17.01
ID_073,2024-12-21 00:00:00,ID_073,8.13,1.81,9.75
ID_074,2024-06-02 00:00:00,ID_074,4.5,2.1,66.0
