col_emission_id,col_annee,col_mois,col_zone_id,col_mode,col_activity_type,col_activity_value,col_emission_factor,col_co2_kg
ID_022,8.2,6.79,ID_022,Bus RATP,2.98,7.42,5.56,6.32
ID_023,6.22,6.73,ID_023,Métro,3.62,7.67,7.98,3.35
ID_024,5.77,5.87,ID_024,RER,5.96,6.85,7.11,8.51
ID_025,4.23,6.34,ID_025,Métro,7.44,1.3,5.17,6.48
ID_026,4.93,7.81,ID_026,Transilien,5.68,4.42,1.53,4.43
ID_027,3.17,3.36,ID_027,RER,4.23,6.41,5.35,2.04
ID_028,4.84,6.35,ID_028,Transilien,6.58,7.33,5.57,8.18
ID_029,8.2,5.1,ID_029,Bus RATP,3.21,6.65,7.79,1.26
ID_030,7.41,1.32,ID_030,Métro,5.51,3.16,5.57,6.08
ID_031,4.78,1.49,ID_031,Transilien,5.37,2.61,4.55,7.44
ID_032,8.77,7.36,ID_032,TGV,7.14,3.4,4.33,2.49
ID_033,4.09,6.89,ID_033,Transilien,7.47,7.84,3.37,1.88
ID_034,7.27,6.29,ID_034,Tramway,3.0,8.26,2.45,7.85
ID_035,8.06,6.04,ID_035,Bus RATP,6.36,3.74,4.27,3.22
ID_036,4.32,7.76,ID_036,Transilien,1.43,2.43,2.51,1.33
ID_037,1.84,6.73,ID_037,Tramway,6.79,5.96,1.9,3.93
ID_038,3.61,2.81,ID_038,Bus RATP,8.3,8.19,1.38,5.45
ID_039,5.74,1.59,ID_039,TGV,1.91,8.42,6.51,5.19
ID_040,2.42,2.87,ID_040,Transilien,6.17,6.07,2.97,2.22
ID_041,3.69,6.72,ID_041,Bus RATP,4.51,4.95,6.45,5.57
ID_042,5.0,8.05,ID_042,Bus RATP,4.81,8.69,5.45,6.68
ID_043,4.18,1.88,ID_043,Métro,1.9,3.95,5.73,6.69
ID_044,3.04,2.25,ID_044,Tramway,6.8,3.55,8.74,4.16
ID_045,8.21,5.5,ID_045,Bus RATP,5.49,1.56,8.13,4.14
ID_046,7.06,6.14,ID_046,TER,2.95,5.8,2.07,2.64
ID_047,5.71,8.35,ID_047,RER,1.22,8.7,4.13,3.94
ID_048,7.59,6.8,ID_048,Tramway,3.51,2.13,3.48,8.07
ID_049,4.55,8.53,ID_049,TER,8.34,1.94,5.99,8.72
ID_050,4.8,6.0,ID_050,Transilien,3.4,6.19,1.71,3.27
ID_051,3.86,3.99,ID_051,TER,6.23,4.69,6.52,8.52
ID_052,1.38,6.32,ID_052,Transilien,4.86,5.82,3.16,3.02
ID_053,2.08,4.35,ID_053,TGV,5.48,4.23,6.91,3.02
ID_054,4.89,2.08,ID_054,TGV,6.72,8.03,1.45,4.19
ID_055,8.09,8.19,ID_055,TGV,2.24,1.8,1.28,7.47
ID_056,7.78,5.68,ID_056,Métro,5.57,7.79,3.8,8.31
ID_057,7.46,3.52,ID_057,TGV,4.18,1.27,2.25,6.72
ID_058,8.13,6.04,ID_058,Transilien,8.6,8.13,8.4,8.07
ID_059,8.67,5.38,ID_059,RER,1.77,4.87,8.59,5.84
ID_060,7.1,4.97,ID_060,Transilien,7.1,6.86,4.52,5.46
ID_061,6.32,3.79,ID_061,TGV,8.36,7.78,4.26,7.38
ID_062,5.62,4.54,ID_062,RER,7.92,3.26,7.49,6.66
ID_063,8.44,2.45,ID_063,TGV,1.76,1.54,6.55,6.87
ID_064,6.67,2.68,ID_064,Tramway,6.64,3.59,3.12,1.74
ID_065,2.92,5.32,ID_065,Transilien,2.32,1.44,4.99,7.1
ID_066,7.11,6.43,ID_066,Bus RATP,5.28,3.44,5.61,8.21
ID_067,6.79,6.13,ID_067,RER,3.71,2.22,7.32,1.97
ID_068,3.57,7.15,ID_068,RER,7.15,3.86,5.74,7.41
ID_069,6.59,2.02,ID_069,TGV,4.0,5.68,6.66,3.38
ID_070,6.91,4.37,ID_070,Transilien,1.85,5.97,3.25,3.28
ID_071,2.99,1.29,ID_071,Métro,3.35,2.52,6.4,6.76
ID_072,7.31,6.69,ID_072,RER,8.1,1.9,2.52,1.58
ID_073,3.61,7.31,ID_073,RER,8.32,2.99,4.1,7.13
ID_074,8.63,1.31,ID_074,Transilien,3.78,2.11,2.69,7.77
ID_075,2.12,4.97,ID_075,Transilien,8.18,1.34,2.96,3.35
ID_076,7.12,4.34,ID_076,Bus RATP,3.13,1.28,3.41,3.11
ID_077,7.55,8.53,ID_077,TER,7.18,3.74,2.9,6.41
ID_078,6.92,7.36,ID_078,Transilien,4.99,3.99,8.14,6.43
ID_079,2.09,1.75,ID_079,TGV,2.07,5.52,7.5,5.38
ID_080,5.71,3.7,ID_080,TGV,4.46,6.87,5.01,6.06
ID_081,6.4,3.39,ID_081,Tramway,7.54,4.41,7.92,1.82
ID_082,1.43,2.87,ID_082,RER,3.44,6.69,2.41,1.49
ID_083,4.67,8.6,ID_083,TER,7.19,7.9,5.05,1.51
ID_084,7.35,5.13,ID_084,Tramway,5.22,8.15,2.04,8.02
ID_085,2.94,4.95,ID_085,TGV,3.98,5.77,7.41,2.1
ID_086,2.4,6.83,ID_086,Transilien,2.21,4.95,5.44,6.94
ID_087,4.52,5.38,ID_087,Tramway,6.96,8.14,8.8,2.2
ID_088,8.6,5.55,ID_088,Métro,3.76,1.88,5.0,5.28
ID_089,8.14,4.62,ID_089,Métro,2.49,6.12,6.33,7.94
ID_090,6.27,3.84,ID_090,TER,6.03,4.54,4.99,7.62
ID_091,3.26,4.31,ID_091,Bus RATP,6.64,1.21,7.48,3.22
ID_092,6.21,3.07,ID_092,TGV,5.89,6.14,4.78,6.62
ID_093,7.29,8.12,ID_093,Métro,1.26,5.31,7.05,1.24
ID_094,8.08,2.04,ID_094,TGV,3.99,8.02,8.13,6.48
ID_095,6.86,4.35,ID_095,Bus RATP,3.52,7.27,5.79,7.08
ID_096,3.15,7.55,ID_096,Transilien,1.99,5.37,5.96,7.7
ID_097,3.48,4.21,ID_097,RER,5.8,7.44,7.34,3.82
ID_098,3.73,4.54,ID_098,RER,5.56,7.87,2.32,6.63
ID_099,3.2,4.64,ID_099,TER,6.86,2.27,3.19,6.47
ID_000,7.4,7.19,ID_000,TER,5.29,5.02,2.1,2.56
ID_001,8.08,6.58,ID_001,TGV,1.61,2.67,6.84,5.08
ID_002,1.68,5.93,ID_002,Bus RATP,5.91,5.03,2.8,7.85
ID_003,3.44,1.22,ID_003,TGV,8.57,5.13,7.82,3.57
ID_004,2.48,6.9,ID_004,Tramway,6.99,5.77,1.7,7.76
ID_005,6.54,1.39,ID_005,Métro,6.67,5.32,3.63,7.13
ID_006,2.02,7.63,ID_006,Transilien,5.01,6.43,6.3,8.3
ID_007,1.3,6.53,ID_007,TER,5.6,1.35,2.91,6.19
ID_008,5.78,3.89,ID_008,TGV,6.51,6.69,8.54,2.2
ID_009,2.08,5.93,ID_009,TER,5.18,8.65,8.2,6.84
ID_010,4.98,4.18,ID_010,TER,1.7,4.67,4.93,6.19
ID_011,7.65,3.44,ID_011,Métro,5.21,3.3,4.86,7.35
ID_012,8.17,4.73,ID_012,Transilien,6.34,1.83,2.71,8.05
ID_013,7.51,2.2,ID_013,TER,4.84,7.17,8.1,1.45
ID_014,4.62,4.33,ID_014,Tramway,1.29,5.84,7.5,2.48
ID_015,5.09,7.13,ID_015,Transilien,1.49,5.83,1.76,1.3
ID_016,2.99,4.44,ID_016,Métro,5.18,3.37,7.44,5.87
ID_017,3.88,3.04,ID_017,Métro,7.23,1.72,1.6,2.83
ID_018,6.5,7.22,ID_018,Métro,2.08,2.47,5.61,6.47
ID_019,3.57,1.58,ID_019,Métro,5.39,5.09,8.6,2.24
ID_020,1.62,3.67,ID_020,Métro,1.5,6.31,4.7,6.71
ID_021,6.99,5.04,ID_021,Métro,1.99,5.06,6.2,4.41
ID_022,6.34,1.57,ID_022,Tramway,2.37,2.28,8.3,5.19
ID_023,4.11,2.18,ID_023,RER,1.25,7.99,3.06,5.51
ID_024,1.83,6.91,ID_024,Bus RATP,3.39,3.98,7.68,3.28
ID_025,3.52,2.04,ID_025,Tramway,2.68,2.62,3.03,8.42
ID_026,3.2,8.53,ID_026,Tramway,5.42,8.35,7.94,1.54
ID_027,7.27,6.12,ID_027,Tramway,8.68,6.17,6.24,5.23
ID_028,5.6,7.3,ID_028,Tramway,6.09,3.37,7.07,2.64
ID_029,2.84,6.95,ID_029,TER,5.58,2.34,3.92,5.17
ID_030,7.6,6.02,ID_030,RER,4.44,7.46,4.59,2.75
ID_031,1.99,8.27,ID_031,Tramway,1.46,7.24,5.33,2.07
ID_032,2.1,1.96,ID_032,TGV,1.39,6.48,8.73,7.12
ID_033,7.1,4.96,ID_033,Tramway,5.32,5.13,4.32,4.48
ID_034,8.23,1.38,ID_034,TGV,5.95,8.13,3.2,8.5
ID_035,8.27,4.93,ID_035,Tramway,5.11,7.8,2.63,6.83
ID_036,2.34,6.15,ID_036,Bus RATP,3.57,7.85,5.56,8.44
ID_037,7.59,4.98,ID_037,Métro,7.12,5.59,8.41,7.62
ID_038,2.67,3.14,ID_038,RER,8.69,2.91,5.14,8.17
ID_039,7.37,3.59,ID_039,TER,5.09,2.66,6.45,2.24
ID_040,1.29,6.91,ID_040,TGV,1.91,3.55,6.62,2.76
ID_041,1.38,3.89,ID_041,TGV,5.33,3.81,4.6,4.17
ID_042,5.35,4.71,ID_042,TGV,6.58,5.1,7.36,2.97
ID_043,8.38,7.72,ID_043,TGV,6.49,1.86,1.49,8.63
ID_044,6.26,7.16,ID_044,Transilien,7.35,3.04,7.18,5.26
ID_045,2.72,7.02,ID_045,Tramway,5.34,6.15,8.2,3.78
ID_046,4.79,1.37,ID_046,Tramway,4.24,4.76,8.19,3.07
ID_047,3.45,1.46,ID_047,TER,8.47,2.28,1.64,3.27
ID_048,2.62,1.34,ID_048,Métro,4.74,4.48,4.9,3.1
ID_049,3.7,1.7,ID_049,TGV,1.73,3.32,3.0,2.1
ID_050,4.98,3.47,ID_050,Métro,3.1,1.23,4.49,4.82
ID_051,8.4,6.01,ID_051,Tramway,8.64,2.33,3.29,6.84
ID_052,1.7,2.79,ID_052,Bus RATP,7.19,4.35,4.04,5.05
ID_053,7.71,1.85,ID_053,TER,4.58,1.62,3.26,6.78
ID_054,6.66,4.66,ID_054,Transilien,3.74,2.69,6.3,2.58
ID_055,3.48,4.97,ID_055,TGV,7.08,2.55,5.26,6.53
ID_056,7.56,3.68,ID_056,RER,3.91,8.55,5.78,2.91
ID_057,8.21,7.45,ID_057,TGV,5.34,4.57,5.87,7.56
ID_058,7.12,3.62,ID_058,Transilien,8.0,5.66,1.52,2.52
ID_059,7.31,5.99,ID_059,TGV,8.06,7.13,2.16,1.67
ID_060,7.2,5.08,ID_060,Métro,4.02,7.91,4.87,1.23
ID_061,6.15,5.89,ID_061,Transilien,7.26,5.67,6.39,2.86
ID_062,5.43,4.79,ID_062,RER,1.43,5.75,7.3,3.6
ID_063,8.16,4.61,ID_063,Transilien,1.74,4.92,3.41,2.79
ID_064,6.74,7.83,ID_064,Tramway,5.55,7.0,3.45,2.67
ID_065,2.82,3.5,ID_065,Métro,3.97,4.36,7.69,7.82
ID_066,6.43,8.5,ID_066,TER,6.46,1.26,3.27,3.41
ID_067,8.71,1.9,ID_067,Transilien,8.35,3.28,2.14,7.0
ID_068,5.22,3.55,ID_068,RER,6.92,6.19,4.01,1.53
ID_069,5.44,1.5,ID_069,Métro,4.09,6.99,8.22,3.19
ID_070,1.48,1.33,ID_070,Transilien,3.23,3.51,1.47,6.72
ID_071,2.81,2.84,ID_071,TGV,3.04,7.34,3.9,7.33
ID_072,5.73,4.59,ID_072,Métro,1.28,5.42,8.13,2.4
ID_073,7.51,8.14,ID_073,Métro,1.89,3.4,8.11,2.73
ID_074,1.24,6.55,ID_074,Tramway,8.69,6.96,1.66,4.44
ID_075,4.91,7.26,ID_075,TGV,8.24,7.25,4.09,3.8
ID_076,4.85,6.08,ID_076,Transilien,7.55,1.84,2.62,2.06
ID_077,3.42,5.87,ID_077,TER,3.66,6.58,7.06,3.68
ID_078,2.56,1.75,ID_078,RER,8.34,4.1,1.77,7.18
ID_079,4.26,7.66,ID_079,Transilien,7.24,8.46,7.74,4.32
ID_080,2.59,8.43,ID_080,Transilien,4.6,4.98,4.19,4.11
ID_081,1.94,2.22,ID_081,Tramway,5.1,1.39,1.68,1.71
ID_082,7.65,2.94,ID_082,RER,6.14,4.85,6.99,7.71
ID_083,8.64,6.32,ID_083,TER,6.51,7.79,4.28,7.64
ID_084,6.6,4.2,ID_084,Métro,4.23,3.26,6.23,7.81
ID_085,4.3,7.1,ID_085,Bus RATP,6.02,2.59,6.67,4.14
ID_086,7.69,6.76,ID_086,Transilien,2.31,7.17,4.29,8.74
ID_087,2.09,2.61,ID_087,RER,7.95,7.6,8.41,3.29
ID_088,5.67,6.22,ID_088,Tramway,5.31,5.77,5.75,2.73
ID_089,4.17,7.36,ID_089,RER,7.39,4.56,1.59,5.66
ID_090,2.0,4.43,ID_090,Métro,5.93,4.73,1.81,7.54
ID_091,1.41,7.27,ID_091,Tramway,6.49,3.98,5.19,4.35
ID_092,3.1,4.11,ID_092,Bus RATP,8.79,6.55,7.83,2.74
ID_093,8.26,3.58,ID_093,RER,7.94,1.91,8.68,6.51
ID_094,1.54,6.65,ID_094,Métro,4.61,4.63,2.42,7.62
ID_095,7.03,6.75,ID_095,TER,5.6,4.05,8.45,6.55
ID_096,5.89,5.34,ID_096,RER,6.47,8.34,3.32,6.08
ID_097,7.77,4.82,ID_097,RER,6.29,4.55,5.72,8.45
ID_098,3.03,2.27,ID_098,Transilien,5.24,6.91,6.76,6.55
ID_099,7.68,8.05,ID_099,TGV,4.99,8.42,2.9,5.37
ID_000,8.61,5.79,ID_000,Transilien,1.64,2.11,6.76,3.84
ID_001,1.58,5.24,ID_001,Transilien,2.39,2.52,4.27,4.17
ID_002,1.21,2.8,ID_002,RER,3.29,5.63,3.48,4.68
ID_003,8.14,1.84,ID_003,TGV,5.36,1.4,5.39,7.88
ID_004,6.28,5.83,ID_004,Métro,3.94,7.25,8.21,7.7
ID_005,1.35,8.72,ID_005,Tramway,5.71,8.56,6.04,4.25
ID_006,6.89,4.89,ID_006,Métro,5.42,8.2,5.91,8.77
ID_007,6.52,5.71,ID_007,RER,4.69,5.69,1.87,1.9
ID_008,1.21,7.62,ID_008,Tramway,3.24,5.3,7.75,2.23
ID_009,2.74,6.79,ID_009,Métro,7.34,1.32,3.84,8.65
ID_010,5.91,7.39,ID_010,Métro,6.88,8.55,4.16,1.63
ID_011,5.46,7.93,ID_011,Transilien,2.71,4.44,1.64,6.71
ID_012,1.85,3.7,ID_012,TER,2.58,7.22,7.72,7.7
ID_013,6.3,1.44,ID_013,Bus RATP,2.67,5.09,8.6,3.79
ID_014,2.18,8.55,ID_014,RER,2.58,5.84,5.81,8.06
ID_015,5.43,7.99,ID_015,TGV,1.71,7.86,5.5,2.72
ID_016,2.55,7.21,ID_016,TER,3.32,5.18,3.38,8.34
ID_017,6.53,3.25,ID_017,Transilien,1.53,2.76,5.73,5.92
ID_018,5.56,8.24,ID_018,Tramway,7.97,4.01,5.92,3.07
ID_019,4.22,6.79,ID_019,TER,7.29,5.42,6.41,5.3
ID_020,7.13,7.7,ID_020,Métro,2.67,6.89,4.99,4.72
ID_021,7.17,1.22,ID_021,RER,4.61,4.83,6.07,5.41
ID_022,4.08,2.34,ID_022,Bus RATP,7.95,3.46,3.6,5.1
ID_023,1.55,3.23,ID_023,TER,5.17,5.64,6.46,8.54
ID_024,5.31,1.52,ID_024,RER,4.24,2.83,1.29,8.57
ID_025,4.74,7.8,ID_025,Métro,1.54,7.8,5.38,5.16
ID_026,7.74,8.57,ID_026,TGV,5.27,3.38,4.61,3.42
ID_027,7.2,1.93,ID_027,Tramway,3.21,6.91,2.57,6.3
ID_028,7.84,2.01,ID_028,TGV,8.3,8.61,6.95,7.52
ID_029,1.49,7.92,ID_029,RER,1.81,3.35,1.46,5.37
ID_030,6.11,4.39,ID_030,TGV,7.6,2.7,6.13,6.05
ID_031,4.52,6.36,ID_031,Transilien,2.15,2.39,5.33,1.57
ID_032,1.79,3.55,ID_032,Tramway,1.3,6.46,7.88,1.79
ID_033,7.75,8.51,ID_033,TGV,2.73,1.7,8.18,2.56
ID_034,7.67,6.79,ID_034,Transilien,7.4,4.57,7.65,1.29
ID_035,2.4,3.12,ID_035,TGV,3.89,8.04,2.11,6.79
ID_036,2.88,8.42,ID_036,Tramway,3.84,1.23,1.72,4.71
ID_037,6.58,1.36,ID_037,Tramway,5.72,2.28,4.4,3.88
ID_038,1.44,3.41,ID_038,RER,6.47,6.42,6.78,1.95
ID_039,6.92,1.86,ID_039,TGV,8.78,8.09,7.01,2.4
ID_040,8.44,3.19,ID_040,Transilien,4.17,7.5,6.42,5.09
ID_041,2.41,4.96,ID_041,Métro,2.21,3.96,5.25,1.49
ID_042,4.08,3.2,ID_042,Tramway,6.04,5.96,4.27,2.81
ID_043,1.92,3.17,ID_043,TER,3.45,8.18,1.93,7.41
ID_044,2.43,8.04,ID_044,TGV,4.6,1.31,7.83,4.36
ID_045,4.35,3.7,ID_045,TER,4.26,5.87,4.99,2.66
ID_046,1.46,6.75,ID_046,Tramway,4.87,3.97,6.26,3.35
ID_047,7.6,5.19,ID_047,TGV,7.77,4.12,6.52,2.32
ID_048,4.63,1.62,ID_048,Tramway,6.31,2.55,2.77,8.61
ID_049,5.78,7.37,ID_049,Tramway,1.88,2.58,4.44,4.07
ID_050,8.07,2.07,ID_050,Tramway,7.6,3.98,3.73,5.71
ID_051,8.52,6.38,ID_051,RER,1.62,3.89,1.98,4.58
ID_052,2.21,8.28,ID_052,Tramway,2.32,4.22,1.84,1.6
ID_053,6.74,4.71,ID_053,RER,7.48,3.18,1.57,1.37
ID_054,3.53,3.02,ID_054,TGV,8.46,5.98,6.06,7.68
ID_055,6.85,2.01,ID_055,RER,8.48,1.84,4.7,7.03
ID_056,5.42,6.84,ID_056,TGV,5.4,8.23,5.72,5.08
ID_057,8.65,7.6,ID_057,Métro,6.04,3.74,3.49,6.64
ID_058,4.2,4.97,ID_058,TGV,4.66,1.25,8.56,4.82
ID_059,3.19,3.88,ID_059,Métro,1.86,5.12,1.56,5.92
ID_060,2.53,1.42,ID_060,Métro,6.37,2.84,6.4,3.96
ID_061,4.19,3.19,ID_061,TER,8.69,5.2,5.79,5.79
ID_062,6.09,7.91,ID_062,Tramway,7.23,1.42,2.44,4.19
ID_063,1.37,6.23,ID_063,Bus RATP,6.57,3.21,4.6,7.28
ID_064,1.62,6.51,ID_064,RER,8.34,6.44,1.59,6.81
ID_065,8.66,7.01,ID_065,TER,2.39,2.5,7.35,2.9
ID_066,2.58,5.61,ID_066,Bus RATP,2.61,8.02,3.72,6.19
ID_067,2.69,2.46,ID_067,Bus RATP,4.49,4.81,7.87,8.44
ID_068,1.55,1.62,ID_068,TGV,3.67,4.33,8.54,5.68
ID_069,6.12,4.41,ID_069,Tramway,6.57,1.37,4.74,4.19
ID_070,3.99,1.88,ID_070,TER,2.35,8.65,8.17,6.02
ID_071,8.15,8.69,ID_071,RER,4.23,3.66,8.7,1.39
ID_072,5.45,6.8,ID_072,TGV,5.54,2.44,7.15,8.23
ID_073,1.91,3.59,ID_073,Métro,8.29,4.81,5.68,2.3
ID_074,1.92,3.8,ID_074,RER,3.56,7.4,1.57,2.23
ID_075,1.89,5.96,ID_075,Métro,5.46,2.09,5.72,4.92
ID_076,2.48,7.43,ID_076,Transilien,8.77,4.87,4.15,4.3
ID_077,7.22,4.78,ID_077,Métro,5.08,2.9,5.33,5.59
ID_078,5.63,5.36,ID_078,RER,4.35,6.73,2.28,6.0
ID_079,2.23,7.21,ID_079,Bus RATP,2.24,6.55,5.94,7.15
ID_080,3.33,3.36,ID_080,Transilien,2.23,3.95,5.0,4.66
ID_081,4.57,7.14,ID_081,RER,3.3,4.47,7.19,7.21
ID_082,3.24,7.1,ID_082,Métro,8.75,8.19,6.7,2.93
ID_083,1.86,8.51,ID_083,Bus RATP,5.35,3.65,8.43,2.71
ID_084,3.37,6.05,ID_084,RER,5.72,1.93,5.46,1.71
ID_085,7.4,8.37,ID_085,Transilien,5.47,8.8,8.53,7.5
ID_086,8.71,3.32,ID_086,RER,1.79,4.15,8.56,7.81
ID_087,7.53,7.7,ID_087,Transilien,1.68,1.5,5.01,4.48
ID_088,3.69,8.3,ID_088,Transilien,8.33,8.39,3.4,4.71
ID_089,6.18,7.27,ID_089,Métro,5.44,4.88,5.97,4.77
ID_090,5.23,8.03,ID_090,RER,8.6,8.29,1.57,5.64
ID_091,8.26,7.51,ID_091,TGV,2.3,4.45,3.37,1.24
ID_092,3.54,3.27,ID_092,RER,6.77,6.29,7.22,4.57
ID_093,2.84,7.46,ID_093,Métro,1.42,7.29,3.71,3.01
ID_094,1.25,6.57,ID_094,RER,8.65,3.82,6.54,7.22
ID_095,1.72,1.65,ID_095,RER,2.84,8.34,6.77,3.08
ID_096,3.2,2.15,ID_096,RER,7.18,5.36,6.93,4.95
ID_097,8.54,1.49,ID_097,Métro,7.49,1.5,2.22,4.82
ID_098,5.18,4.99,ID_098,TGV,4.43,6.0,4.94,8.54
ID_099,4.3,7.38,ID_099,Tramway,8.06,3.21,6.52,7.16
ID_000,2.91,5.06,ID_000,Tramway,3.11,2.71,4.92,2.62
ID_001,6.87,1.73,ID_001,RER,6.59,3.14,1.53,3.41
ID_002,5.69,2.09,ID_002,Bus RATP,5.97,1.25,8.01,7.29
ID_003,2.99,4.34,ID_003,Bus RATP,5.26,7.76,3.03,6.94
ID_004,6.25,1.24,ID_004,TER,4.71,3.7,7.41,4.32
ID_005,7.84,7.6,ID_005,TGV,3.65,6.32,6.14,3.24
ID_006,2.23,4.94,ID_006,Transilien,4.92,8.75,7.76,4.41
ID_007,1.36,6.65,ID_007,Métro,4.78,4.55,4.94,1.76
ID_008,8.43,4.98,ID_008,Métro,2.05,6.61,2.12,7.72
ID_009,2.39,2.91,ID_009,RER,2.08,7.34,2.19,7.33
ID_010,5.78,8.51,ID_010,Transilien,8.72,3.69,3.8,3.4
ID_011,8.59,1.3,ID_011,TGV,4.04,2.76,2.95,3.71
ID_012,3.21,5.55,ID_012,Transilien,2.26,2.6,7.02,5.65
ID_013,6.32,5.62,ID_013,RER,2.12,8.54,2.42,5.52
ID_014,6.14,5.63,ID_014,TGV,8.22,1.61,7.85,2.88
ID_015,3.65,7.43,ID_015,Transilien,3.32,6.44,5.99,2.89
ID_016,7.66,8.31,ID_016,Bus RATP,7.44,6.7,6.25,5.49
ID_017,5.25,8.46,ID_017,Bus RATP,6.7,2.44,7.69,2.04
ID_018,8.77,4.91,ID_018,RER,7.31,4.19,8.63,8.54
ID_019,2.75,2.38,ID_019,TER,5.28,4.57,6.89,5.4
ID_020,4.94,5.67,ID_020,TER,2.49,4.82,1.29,1.47
ID_021,2.61,3.7,ID_021,Bus RATP,2.03,8.47,6.33,2.2
ID_022,3.48,6.62,ID_022,TER,6.64,7.43,3.74,4.96
ID_023,5.37,6.42,ID_023,RER,2.52,2.75,4.32,7.92
ID_024,8.28,1.35,ID_024,RER,1.66,3.15,3.47,3.55
ID_025,5.42,2.83,ID_025,Bus RATP,5.18,7.64,6.9,3.64
ID_026,3.64,4.87,ID_026,Tramway,6.83,7.02,5.49,8.25
ID_027,2.72,3.04,ID_027,TGV,8.3,4.82,1.88,3.74
ID_028,4.68,2.06,ID_028,Bus RATP,5.5,7.36,8.42,2.81
ID_029,3.21,4.27,ID_029,Tramway,7.36,4.75,5.1,2.43
ID_030,5.17,4.41,ID_030,Bus RATP,4.9,3.74,5.57,8.08
ID_031,3.98,2.51,ID_031,TGV,5.11,1.55,2.05,7.61
ID_032,7.0,8.34,ID_032,Bus RATP,5.31,3.92,2.12,5.86
ID_033,7.88,4.71,ID_033,Bus RATP,2.95,4.89,3.79,3.0
ID_034,8.05,7.4,ID_034,Métro,8.07,6.65,5.07,7.95
ID_035,5.68,6.0,ID_035,Tramway,1.25,8.08,2.76,7.25
ID_036,1.94,2.23,ID_036,TGV,1.55,3.02,6.49,6.36
ID_037,3.71,5.75,ID_037,Tramway,6.98,5.11,2.29,3.61
ID_038,7.3,6.76,ID_038,RER,3.57,3.42,2.47,4.79
ID_039,2.77,7.75,ID_039,TER,6.83,1.52,4.69,2.99
ID_040,3.5,6.54,ID_040,TER,7.74,3.99,3.71,6.23
ID_041,3.78,1.32,ID_041,Tramway,3.82,5.24,7.04,1.98
ID_042,4.27,5.84,ID_042,Métro,1.63,5.97,5.29,8.34
ID_043,1.72,7.98,ID_043,Transilien,3.51,4.73,4.53,3.85
ID_044,2.18,5.41,ID_044,Métro,1.8,2.3,4.86,2.73
ID_045,3.75,8.33,ID_045,Tramway,3.24,1.64,7.62,8.03
ID_046,2.03,1.43,ID_046,Tramway,8.08,8.02,8.5,1.4
ID_047,6.25,8.08,ID_047,Bus RATP,2.0,3.19,4.32,2.76
ID_048,5.51,6.75,ID_048,RER,7.57,4.81,2.41,8.44
ID_049,4.8,2.58,ID_049,Métro,2.06,4.38,5.95,3.8
ID_050,8.08,2.13,ID_050,Tramway,7.92,6.06,8.01,8.38
ID_051,1.27,6.71,ID_051,TER,7.63,3.74,3.33,6.83
ID_052,4.16,6.87,ID_052,Tramway,3.21,7.24,6.32,7.4
ID_053,8.0,1.96,ID_053,TER,1.73,3.72,2.28,4.14
ID_054,1.34,3.46,ID_054,Bus RATP,8.7,2.65,5.73,6.36
ID_055,5.01,3.33,ID_055,TER,8.47,3.88,7.48,8.61
ID_056,6.49,6.23,ID_056,Bus RATP,6.75,8.0,3.59,7.12
ID_057,3.97,2.23,ID_057,Métro,4.75,8.52,8.62,3.27
ID_058,1.76,5.73,ID_058,Transilien,3.14,1.6,3.97,4.27
ID_059,4.56,4.36,ID_059,RER,2.08,4.55,3.68,8.53
ID_060,7.58,6.31,ID_060,Tramway,2.17,4.02,2.8,5.57
ID_061,5.37,4.31,ID_061,Transilien,2.26,8.61,8.18,6.59
ID_062,7.49,1.86,ID_062,TGV,7.79,6.57,2.56,7.66
ID_063,7.11,5.81,ID_063,TER,1.25,6.99,2.26,7.38
ID_064,8.77,6.83,ID_064,RER,8.75,5.6,2.07,6.07
ID_065,6.67,1.99,ID_065,Transilien,1.62,6.55,3.46,6.77
ID_066,1.58,7.06,ID_066,Bus RATP,5.66,3.43,6.11,4.93
ID_067,2.73,3.05,ID_067,Transilien,7.73,4.15,1.57,6.74
ID_068,7.85,4.91,ID_068,TGV,5.74,2.01,7.25,3.59
ID_069,6.84,4.79,ID_069,TGV,4.53,3.1,8.45,6.32
ID_070,4.65,4.0,ID_070,Bus RATP,8.17,2.04,8.3,4.74
ID_071,1.94,4.51,ID_071,RER,3.76,7.98,3.86,3.75
ID_072,8.04,7.01,ID_072,TER,1.57,3.62,7.61,2.42
ID_073,4.58,3.83,ID_073,Transilien,4.87,3.84,2.14,7.57
ID_074,6.77,5.58,ID_074,Bus RATP,2.8,5.13,5.38,7.69
ID_075,1.51,5.0,ID_075,Tramway,5.67,4.07,7.55,8.07
ID_076,5.3,2.75,ID_076,TGV,7.61,4.85,4.38,5.98
ID_077,1.3,8.46,ID_077,Bus RATP,3.55,3.79,7.76,1.84
ID_078,3.71,6.19,ID_078,Tramway,8.71,2.8,5.81,5.77
ID_079,2.24,7.03,ID_079,Bus RATP,4.57,2.64,5.79,6.99
ID_080,5.33,2.09,ID_080,Métro,4.16,6.2,1.62,3.88
ID_081,4.27,8.6,ID_081,RER,6.14,4.78,4.2,5.54
ID_082,2.0,3.77,ID_082,TGV,2.15,1.23,8.78,2.07
ID_083,3.81,7.6,ID_083,Transilien,5.06,7.56,4.22,7.65
ID_084,7.53,7.01,ID_084,TGV,6.59,7.73,4.49,1.65
