col_scenario,col_nom_scenario,col_description,col_annee,col_age_moyen_parc,col_taux_renouvellement_annuel,col_reduction_emissions_pct,col_nombre_vehicules_remplaces_cumules,col_cout_politique_millions_eur,col_co2_evite_millions_tonnes,col_gain_qualite_air_pct,col_emplois_crees_estimes,col_rentabilite_annees,col_region,col_code_type,col_type_vehicule,col_tranche_age,col_age_moyen_tranche,col_nombre_vehicules,col_pourcentage_type_region,col_pourcentage_total_national,col_emissions_co2_g_km,col_consommation_l_100km,col_norme_euro,col_critair,col_impact_environnemental,col_cout_entretien_annuel_eur,col_taux_controle_technique_defaut,col_risque_accident,col_date_mise_circulation_moyenne,col_ville,col_population,col_date_mise_place_zfe,col_niveau_critair,col_total_vehicules_ville,col_vehicules_impactes,col_pourcentage_impactes,col_reduction_emissions_locale_pct,col_amelioration_qualite_air_pct,col_cout_adaptation_estime_eur,col_economies_sante_estimees_eur,col_date_conformite_complete
3.59,3.22,8.06,4.54,3.02,8.61,6.59,3.43,8.12,4.92,2.32,2024-11-08 00:00:00,3.88,Auvergne-Rhône-Alpes,6.95,3.18,8.4,3.84,7.7,Normandie,6.1,1.32,5.47,3.16,1.77,4.03,4.71,5.2,ID_089,52.561518,Montpellier,52.561518,2024-09-08 00:00:00,8.02,Bordeaux,6.98,1.27,3.51,6.63,2024-06-21 00:00:00,2024-08-03 00:00:00,2024-11-30 00:00:00
4.64,2.26,5.32,7.65,1.56,2.01,2.28,6.56,3.89,2.86,7.1,2024-01-21 00:00:00,5.61,Île-de-France,7.87,3.16,5.11,1.47,6.86,Nouvelle-Aquitaine,6.49,5.1,5.25,1.69,2.01,4.62,6.17,3.8,ID_090,47.672653,Strasbourg,47.672653,2024-08-15 00:00:00,4.76,Nice,7.0,5.59,7.61,5.72,2024-12-15 00:00:00,2024-05-31 00:00:00,2024-09-18 00:00:00
2.0,2.91,4.42,4.23,2.33,2.62,3.6,6.55,8.57,5.12,4.07,2024-08-27 00:00:00,1.3,Normandie,5.36,2.96,6.04,8.63,6.26,Grand Est,3.14,2.34,3.23,3.47,7.01,4.31,8.49,6.47,ID_091,50.651215,Nantes,50.651215,2024-11-20 00:00:00,6.29,Lyon,1.35,1.71,6.25,5.13,2024-05-27 00:00:00,2024-10-03 00:00:00,2024-04-23 00:00:00
4.64,2.2,5.85,5.71,2.89,7.56,1.88,7.15,7.23,2.75,4.55,2024-11-14 00:00:00,7.21,Nouvelle-Aquitaine,7.52,8.75,2.59,4.9,5.92,Hauts-de-France,6.33,3.25,7.59,4.26,4.75,4.65,2.05,4.14,ID_092,51.459385,Strasbourg,51.459385,2024-06-06 00:00:00,3.74,Toulouse,6.47,7.71,1.42,4.18,2024-05-21 00:00:00,2024-05-01 00:00:00,2024-04-19 00:00:00
4.77,6.81,3.21,6.78,5.73,2.81,5.66,5.51,3.36,5.6,4.21,2024-02-07 00:00:00,3.07,Île-de-France,7.09,1.94,1.87,6.56,7.11,Hauts-de-France,4.52,3.04,2.19,1.28,1.8,8.61,4.21,5.56,ID_093,48.597202,Bordeaux,48.597202,2024-11-14 00:00:00,7.97,Paris,5.6,3.04,5.17,1.26,2024-10-21 00:00:00,2024-04-08 00:00:00,2024-09-11 00:00:00
1.6,3.15,3.38,8.16,6.16,4.99,4.14,3.15,1.23,6.44,2.59,2024-03-20 00:00:00,5.91,Nouvelle-Aquitaine,2.63,7.39,8.32,7.76,4.43,Normandie,1.31,5.73,8.33,8.01,1.77,4.19,5.67,5.17,ID_094,46.518995,Montpellier,46.518995,2024-07-31 00:00:00,7.55,Lille,2.83,1.21,8.19,8.07,2024-07-02 00:00:00,2024-12-24 00:00:00,2024-10-07 00:00:00
4.06,5.8,7.14,8.77,5.25,2.2,1.33,5.76,2.73,5.6,7.29,2024-08-02 00:00:00,4.12,Pays de la Loire,2.82,2.64,5.65,7.17,2.64,Hauts-de-France,1.67,8.0,7.71,6.85,8.32,3.6,4.6,4.34,ID_095,50.988785,Nantes,50.988785,2024-11-13 00:00:00,4.46,Marseille,1.86,6.57,8.41,3.14,2024-10-23 00:00:00,2024-04-25 00:00:00,2024-05-14 00:00:00
6.25,3.84,5.98,4.67,1.67,3.86,4.3,7.57,5.53,2.06,3.62,2024-01-09 00:00:00,8.22,Normandie,8.2,2.76,6.47,6.82,2.61,Grand Est,8.39,5.57,2.09,1.85,6.4,5.55,1.79,8.15,ID_096,45.757912,Montpellier,45.757912,2024-09-29 00:00:00,3.6,Lyon,8.73,2.63,8.75,5.37,2024-11-13 00:00:00,2024-08-15 00:00:00,2024-10-31 00:00:00
1.56,3.56,3.87,7.89,3.5,7.97,1.83,4.97,5.38,3.46,4.59,2024-08-11 00:00:00,5.43,Auvergne-Rhône-Alpes,1.9,4.2,8.01,5.77,2.07,Bretagne,7.28,2.61,2.76,2.28,6.04,1.45,1.34,5.37,ID_097,50.324259,Lille,50.324259,2024-04-12 00:00:00,4.41,Nantes,6.63,2.36,5.19,5.95,2024-11-28 00:00:00,2024-01-04 00:00:00,2024-10-21 00:00:00
5.9,2.41,8.2,3.78,3.63,1.86,6.22,6.3,3.51,6.27,6.78,2024-01-13 00:00:00,3.74,Nouvelle-Aquitaine,4.67,3.37,3.32,6.15,2.45,Grand Est,1.37,1.55,5.17,1.34,1.66,6.38,1.53,7.98,ID_098,45.12968,Montpellier,45.12968,2024-11-10 00:00:00,2.53,Lyon,1.3,4.13,3.48,5.25,2024-04-08 00:00:00,2024-12-08 00:00:00,2024-06-04 00:00:00
4.26,5.15,3.85,1.65,6.4,5.58,5.9,5.45,3.88,4.91,5.4,2024-01-09 00:00:00,4.91,Pays de la Loire,8.05,4.59,5.81,7.53,4.87,Pays de la Loire,8.63,7.76,4.11,2.61,5.99,4.29,7.53,4.68,ID_099,46.396829,Nantes,46.396829,2024-06-19 00:00:00,6.6,Paris,3.75,3.09,3.09,6.84,2024-12-08 00:00:00,2024-09-20 00:00:00,2024-07-17 00:00:00
6.13,2.4,3.96,8.28,6.71,1.42,1.95,7.07,6.5,4.92,5.17,2024-02-23 00:00:00,4.77,Occitanie,7.55,2.97,3.77,4.5,1.37,Île-de-France,1.67,7.15,1.27,3.24,8.69,4.81,4.55,1.82,ID_000,44.957036,Strasbourg,44.957036,2024-08-14 00:00:00,4.36,Montpellier,2.48,4.42,4.4,7.69,2024-07-27 00:00:00,2024-05-14 00:00:00,2024-09-12 00:00:00
8.36,2.97,6.15,3.09,1.57,3.9,6.29,5.26,8.06,2.73,8.27,2024-06-29 00:00:00,4.0,Île-de-France,8.57,6.0,2.2,1.72,3.7,Auvergne-Rhône-Alpes,1.27,7.42,8.67,6.03,5.24,5.31,5.67,3.88,ID_001,46.589853,Nice,46.589853,2024-04-27 00:00:00,1.32,Strasbourg,5.09,1.47,4.83,8.18,2024-02-26 00:00:00,2024-01-16 00:00:00,2024-01-24 00:00:00
4.45,2.77,4.8,8.64,6.76,5.86,5.01,7.75,8.26,6.9,8.44,2024-07-07 00:00:00,5.61,Provence-Alpes-Côte d'Azur,8.06,8.21,7.87,4.02,5.39,Pays de la Loire,2.6,6.58,4.84,4.43,3.39,4.38,5.42,1.24,ID_002,47.332755,Paris,47.332755,2024-07-03 00:00:00,5.22,Nantes,7.55,7.37,2.07,5.05,2024-08-19 00:00:00,2024-06-10 00:00:00,2024-01-02 00:00:00
4.05,6.01,6.93,4.87,8.41,6.6,7.0,8.01,2.29,4.51,2.12,2024-03-08 00:00:00,6.11,Auvergne-Rhône-Alpes,1.88,2.49,1.85,6.33,5.87,Grand Est,4.91,1.81,2.09,2.81,7.85,7.58,8.18,7.43,ID_003,52.71158,Nantes,52.71158,2024-01-06 00:00:00,5.75,Strasbourg,4.73,2.0,5.6,1.92,2024-04-23 00:00:00,2024-12-04 00:00:00,2024-08-06 00:00:00
4.41,4.08,7.62,2.87,2.03,3.38,6.6,1.46,2.13,3.6,2.47,2024-08-07 00:00:00,6.82,Occitanie,2.5,1.91,4.05,3.05,5.82,Normandie,6.25,4.24,2.55,7.48,1.41,8.15,6.29,2.95,ID_004,51.099632,Toulouse,51.099632,2024-06-11 00:00:00,5.0,Nice,3.79,2.34,2.89,5.99,2024-09-10 00:00:00,2024-03-07 00:00:00,2024-06-22 00:00:00
3.79,8.47,8.32,2.89,7.36,6.56,6.42,4.09,4.21,6.43,4.91,2024-07-06 00:00:00,4.48,Hauts-de-France,8.56,4.24,6.28,7.96,7.67,Provence-Alpes-Côte d'Azur,6.0,2.47,8.06,6.3,3.94,1.71,5.94,5.02,ID_005,45.582613,Toulouse,45.582613,2024-12-17 00:00:00,3.6,Montpellier,7.99,6.35,7.76,6.72,2024-08-24 00:00:00,2024-06-18 00:00:00,2024-08-27 00:00:00
5.02,2.21,7.2,6.19,2.47,6.81,4.25,4.84,8.39,5.82,7.41,2024-09-16 00:00:00,5.61,Bretagne,3.79,1.8,8.8,6.93,4.82,Île-de-France,4.68,6.95,5.29,6.07,1.39,3.9,7.33,7.58,ID_006,47.820101,Montpellier,47.820101,2024-02-05 00:00:00,6.6,Bordeaux,7.22,2.4,5.5,3.19,2024-03-01 00:00:00,2024-05-03 00:00:00,2024-11-19 00:00:00
4.35,8.52,3.81,3.65,8.55,6.7,8.61,2.71,1.67,8.51,2.04,2024-12-14 00:00:00,7.56,Bretagne,1.98,6.18,6.43,2.75,2.81,Nouvelle-Aquitaine,1.38,7.22,4.54,2.84,7.65,2.06,1.77,7.78,ID_007,45.250921,Paris,45.250921,2024-06-05 00:00:00,2.94,Bordeaux,6.05,6.08,4.58,7.32,2024-09-30 00:00:00,2024-06-18 00:00:00,2024-06-11 00:00:00
5.04,8.28,7.61,4.45,2.91,7.94,6.89,4.3,6.77,1.38,6.08,2024-10-28 00:00:00,4.73,Occitanie,4.12,1.61,4.31,7.81,8.7,Hauts-de-France,7.42,4.77,4.91,8.25,2.3,7.88,2.84,4.4,ID_008,46.266705,Strasbourg,46.266705,2024-02-29 00:00:00,8.05,Paris,2.25,2.96,3.51,7.43,2024-11-15 00:00:00,2024-10-05 00:00:00,2024-09-18 00:00:00
5.0,8.27,6.05,7.57,6.67,4.73,8.52,3.14,7.34,6.14,7.05,2024-07-11 00:00:00,7.5,Grand Est,1.54,6.76,3.0,1.62,8.29,Pays de la Loire,5.13,8.68,8.31,6.8,8.7,5.35,2.46,5.69,ID_009,51.955957,Paris,51.955957,2024-01-26 00:00:00,3.46,Bordeaux,4.74,3.0,8.2,6.87,2024-08-22 00:00:00,2024-12-21 00:00:00,2024-12-22 00:00:00
2.37,1.65,3.73,3.87,4.22,8.19,2.71,4.52,3.95,6.74,5.03,2024-08-28 00:00:00,7.79,Nouvelle-Aquitaine,5.49,4.21,2.62,1.67,4.39,Provence-Alpes-Côte d'Azur,1.45,4.82,1.87,6.96,2.04,6.71,5.84,2.62,ID_010,51.110848,Nantes,51.110848,2024-01-22 00:00:00,4.34,Strasbourg,3.0,5.72,7.32,7.9,2024-04-09 00:00:00,2024-03-12 00:00:00,2024-04-14 00:00:00
6.19,7.56,7.87,8.28,5.66,1.55,1.54,2.96,3.78,6.35,5.37,2024-06-16 00:00:00,8.52,Occitanie,6.0,2.04,6.38,3.6,7.36,Normandie,6.17,8.45,4.24,5.79,3.49,3.23,5.16,3.9,ID_011,46.655032,Toulouse,46.655032,2024-08-27 00:00:00,3.57,Lille,5.08,2.15,1.98,8.07,2024-01-15 00:00:00,2024-07-10 00:00:00,2024-06-14 00:00:00
3.36,5.68,7.94,3.98,5.61,3.96,3.31,6.56,6.1,1.41,3.76,2024-03-25 00:00:00,4.02,Normandie,2.89,3.56,6.71,8.02,3.51,Grand Est,5.08,5.92,4.31,2.25,6.68,5.35,5.28,1.85,ID_012,51.270728,Nice,51.270728,2024-04-24 00:00:00,3.46,Nice,2.46,4.8,2.17,1.95,2024-11-29 00:00:00,2024-09-26 00:00:00,2024-09-07 00:00:00
2.82,5.48,8.37,5.43,8.35,6.59,6.41,7.45,2.19,1.33,1.51,2024-12-18 00:00:00,2.01,Pays de la Loire,4.43,7.11,5.98,6.85,2.51,Île-de-France,5.98,6.76,2.47,3.59,8.64,3.72,3.67,1.25,ID_013,45.511887,Lille,45.511887,2024-01-13 00:00:00,2.65,Bordeaux,6.01,8.0,4.03,6.57,2024-01-25 00:00:00,2024-09-16 00:00:00,2024-09-19 00:00:00
3.47,1.36,6.53,2.61,7.61,4.12,4.52,6.82,6.74,7.42,2.09,2024-08-25 00:00:00,5.68,Provence-Alpes-Côte d'Azur,6.23,5.02,1.64,3.41,6.51,Occitanie,3.61,2.45,7.33,8.76,2.42,3.11,6.11,8.22,ID_014,50.595985,Lyon,50.595985,2024-11-20 00:00:00,6.11,Toulouse,2.47,6.2,4.15,3.95,2024-03-22 00:00:00,2024-07-21 00:00:00,2024-11-07 00:00:00
6.76,5.15,2.99,4.35,5.94,7.5,2.24,1.53,2.13,1.94,8.12,2024-07-08 00:00:00,4.52,Grand Est,8.7,2.92,1.41,2.03,2.91,Hauts-de-France,5.38,8.44,4.86,8.77,3.05,4.04,6.98,3.35,ID_015,45.984333,Marseille,45.984333,2024-05-07 00:00:00,4.81,Nice,6.78,1.5,7.79,1.26,2024-02-25 00:00:00,2024-12-23 00:00:00,2024-03-03 00:00:00
4.04,6.63,3.58,4.16,2.41,8.05,7.18,2.93,2.88,4.64,2.51,2024-06-02 00:00:00,8.67,Occitanie,4.2,5.51,1.7,8.62,7.33,Bretagne,7.94,6.08,7.3,5.15,3.59,6.78,8.73,4.54,ID_016,51.267334,Bordeaux,51.267334,2024-04-02 00:00:00,6.89,Nantes,5.51,6.0,8.05,2.42,2024-05-31 00:00:00,2024-01-15 00:00:00,2024-03-13 00:00:00
4.15,5.55,8.46,7.13,4.7,8.17,7.03,4.7,5.63,8.42,1.5,2024-11-21 00:00:00,3.5,Auvergne-Rhône-Alpes,2.5,6.96,3.57,7.71,1.91,Auvergne-Rhône-Alpes,7.64,8.47,2.96,8.03,4.15,3.67,1.28,2.97,ID_017,48.813127,Lille,48.813127,2024-12-26 00:00:00,1.21,Paris,6.44,2.0,1.85,6.92,2024-11-21 00:00:00,2024-07-15 00:00:00,2024-07-24 00:00:00
8.15,5.52,7.05,2.31,5.33,6.82,8.14,4.25,3.5,1.21,3.76,2024-10-28 00:00:00,7.0,Normandie,3.98,5.86,3.87,1.71,8.52,Hauts-de-France,6.32,5.36,4.97,8.78,7.12,5.98,6.49,7.95,ID_018,47.479553,Nice,47.479553,2024-12-02 00:00:00,5.59,Toulouse,3.2,6.6,1.68,3.55,2024-10-08 00:00:00,2024-11-11 00:00:00,2024-05-01 00:00:00
2.47,3.53,7.95,7.44,8.62,5.67,5.69,7.5,2.42,6.64,4.48,2024-02-24 00:00:00,4.2,Île-de-France,6.77,2.85,3.82,6.64,5.13,Pays de la Loire,8.69,6.01,3.01,3.32,1.45,6.59,6.29,8.05,ID_019,51.582369,Montpellier,51.582369,2024-08-15 00:00:00,2.12,Bordeaux,6.42,6.51,7.23,7.63,2024-08-13 00:00:00,2024-11-21 00:00:00,2024-02-14 00:00:00
4.4,2.19,3.83,1.87,2.26,3.94,1.36,2.14,8.07,6.79,3.22,2024-06-29 00:00:00,2.69,Bretagne,5.71,3.63,7.06,2.97,6.49,Normandie,5.89,2.03,4.14,5.43,8.49,2.04,7.51,3.74,ID_020,48.89495,Lille,48.89495,2024-11-11 00:00:00,8.01,Paris,1.27,3.2,5.55,3.33,2024-07-17 00:00:00,2024-04-05 00:00:00,2024-06-27 00:00:00
8.75,8.15,1.34,5.88,3.85,2.85,4.93,8.43,6.86,6.93,2.06,2024-03-28 00:00:00,5.8,Pays de la Loire,6.92,3.89,4.97,6.4,2.97,Pays de la Loire,7.42,1.34,5.19,5.51,8.1,6.22,2.72,7.02,ID_021,46.644156,Nantes,46.644156,2024-04-13 00:00:00,4.59,Marseille,5.13,4.61,2.83,4.9,2024-02-22 00:00:00,2024-08-24 00:00:00,2024-04-24 00:00:00
5.03,8.27,3.95,2.26,6.38,4.61,3.42,2.49,5.92,8.65,1.62,2024-01-23 00:00:00,1.51,Île-de-France,7.09,2.1,3.75,6.63,5.71,Pays de la Loire,6.47,8.41,4.52,6.58,2.13,5.37,1.69,1.69,ID_022,48.507895,Paris,48.507895,2024-06-17 00:00:00,7.23,Lille,5.35,8.65,3.95,5.86,2024-04-26 00:00:00,2024-04-19 00:00:00,2024-03-29 00:00:00
2.5,6.03,3.16,2.82,7.54,3.35,5.64,5.94,2.23,5.67,5.06,2024-07-01 00:00:00,8.16,Hauts-de-France,6.52,3.7,6.58,2.15,3.63,Hauts-de-France,4.85,6.45,1.33,5.75,6.06,4.82,6.24,2.3,ID_023,45.137224,Nantes,45.137224,2024-01-29 00:00:00,7.05,Toulouse,6.96,4.73,4.71,4.33,2024-07-10 00:00:00,2024-06-19 00:00:00,2024-06-17 00:00:00
7.25,4.03,6.82,3.38,6.6,1.72,1.93,2.13,5.57,4.34,7.44,2024-03-23 00:00:00,4.45,Normandie,4.75,3.03,7.54,8.08,2.98,Occitanie,6.51,7.85,1.75,6.39,4.79,3.17,4.79,7.23,ID_024,48.750873,Lyon,48.750873,2024-05-13 00:00:00,8.25,Montpellier,3.92,7.88,1.98,8.47,2024-10-02 00:00:00,2024-11-17 00:00:00,2024-09-11 00:00:00
5.39,4.3,6.49,6.93,7.94,8.12,6.4,7.78,7.16,6.67,6.4,2024-06-05 00:00:00,4.95,Normandie,4.53,2.75,8.71,7.44,5.48,Provence-Alpes-Côte d'Azur,2.68,7.37,4.11,1.27,4.13,8.19,3.76,6.68,ID_025,47.493093,Marseille,47.493093,2024-02-10 00:00:00,1.79,Toulouse,6.49,7.07,7.77,5.46,2024-07-15 00:00:00,2024-12-15 00:00:00,2024-07-12 00:00:00
7.4,5.94,5.88,2.57,6.04,5.16,8.42,5.63,2.19,6.38,8.0,2024-04-14 00:00:00,7.64,Île-de-France,4.53,2.17,4.99,3.43,5.36,Occitanie,1.38,7.19,6.09,7.45,4.92,3.1,4.56,5.51,ID_026,52.618326,Nantes,52.618326,2024-12-13 00:00:00,7.45,Lyon,4.45,7.63,1.31,6.44,2024-08-06 00:00:00,2024-10-25 00:00:00,2024-07-08 00:00:00
7.53,4.49,1.61,8.19,1.61,4.32,2.82,3.39,4.85,7.93,3.42,2024-08-07 00:00:00,3.27,Bretagne,6.42,6.91,8.09,5.76,8.08,Provence-Alpes-Côte d'Azur,8.09,5.1,2.23,7.87,5.48,3.6,4.3,2.88,ID_027,52.691022,Lyon,52.691022,2024-05-06 00:00:00,8.27,Paris,8.7,3.92,3.21,2.98,2024-08-08 00:00:00,2024-05-31 00:00:00,2024-01-06 00:00:00
6.36,5.4,6.42,4.48,8.65,6.37,3.89,1.82,4.48,7.56,1.88,2024-08-11 00:00:00,6.21,Occitanie,8.36,6.58,7.02,8.4,7.54,Bretagne,3.36,1.38,8.59,8.04,4.15,1.92,4.28,5.76,ID_028,50.976655,Nice,50.976655,2024-11-01 00:00:00,3.72,Bordeaux,1.6,1.75,4.85,8.78,2024-06-23 00:00:00,2024-01-21 00:00:00,2024-02-10 00:00:00
1.68,3.21,7.99,1.73,5.47,1.33,1.25,6.45,3.92,5.06,6.73,2024-08-12 00:00:00,5.81,Auvergne-Rhône-Alpes,4.24,4.31,3.57,4.87,7.86,Nouvelle-Aquitaine,2.05,1.86,6.93,6.21,5.22,6.1,6.95,2.41,ID_029,47.166311,Nantes,47.166311,2024-12-22 00:00:00,4.67,Nice,5.13,7.41,4.71,3.12,2024-06-24 00:00:00,2024-10-19 00:00:00,2024-05-13 00:00:00
3.44,6.11,6.4,3.17,2.11,2.37,6.75,8.02,7.24,3.19,3.0,2024-07-25 00:00:00,6.67,Pays de la Loire,6.61,1.98,8.36,3.31,2.71,Provence-Alpes-Côte d'Azur,7.54,1.66,5.33,3.57,1.54,2.79,3.31,2.15,ID_030,47.059792,Paris,47.059792,2024-10-04 00:00:00,4.65,Strasbourg,6.98,3.44,5.6,1.21,2024-02-20 00:00:00,2024-04-07 00:00:00,2024-07-14 00:00:00
3.76,4.62,6.85,2.14,2.7,1.38,3.44,1.33,4.19,5.16,8.63,2024-03-08 00:00:00,2.94,Hauts-de-France,4.65,7.87,1.59,5.58,2.5,Occitanie,8.8,8.72,6.33,1.67,2.23,2.89,6.04,2.77,ID_031,47.49876,Lille,47.49876,2024-05-18 00:00:00,7.57,Strasbourg,8.48,4.88,7.07,2.56,2024-04-24 00:00:00,2024-09-10 00:00:00,2024-07-06 00:00:00
1.97,7.09,6.78,4.84,7.8,6.01,6.28,7.14,5.05,1.81,7.8,2024-10-09 00:00:00,4.21,Provence-Alpes-Côte d'Azur,2.97,3.77,2.73,2.88,6.04,Normandie,2.31,5.12,5.17,5.42,5.82,3.98,6.64,1.72,ID_032,45.210314,Bordeaux,45.210314,2024-05-18 00:00:00,2.69,Nantes,2.31,7.57,4.82,5.42,2024-12-19 00:00:00,2024-03-05 00:00:00,2024-04-08 00:00:00
4.1,7.82,8.53,1.25,5.47,6.11,3.81,7.75,6.86,3.93,3.74,2024-06-04 00:00:00,5.25,Bretagne,4.24,5.53,5.06,3.77,2.46,Provence-Alpes-Côte d'Azur,2.64,2.35,4.11,3.68,4.56,6.52,5.81,1.45,ID_033,48.241983,Lyon,48.241983,2024-11-08 00:00:00,1.46,Montpellier,6.72,2.03,5.25,2.87,2024-09-06 00:00:00,2024-07-23 00:00:00,2024-02-06 00:00:00
3.01,1.76,1.93,5.28,4.65,7.27,5.37,5.8,3.52,3.66,5.76,2024-09-15 00:00:00,5.36,Nouvelle-Aquitaine,2.76,4.9,5.33,2.77,3.28,Auvergne-Rhône-Alpes,1.51,6.74,3.43,8.2,6.94,1.25,3.97,6.57,ID_034,46.854399,Lille,46.854399,2024-10-14 00:00:00,7.8,Marseille,4.01,1.8,6.73,8.79,2024-10-14 00:00:00,2024-03-25 00:00:00,2024-03-17 00:00:00
2.1,4.42,8.15,3.35,5.08,8.79,3.61,7.42,8.21,5.78,2.58,2024-05-23 00:00:00,4.03,Grand Est,1.25,2.03,2.37,4.03,1.76,Provence-Alpes-Côte d'Azur,6.3,5.35,7.53,3.25,3.11,3.93,2.79,5.61,ID_035,45.497206,Bordeaux,45.497206,2024-10-02 00:00:00,1.89,Toulouse,8.73,7.12,8.69,3.94,2024-07-04 00:00:00,2024-08-25 00:00:00,2024-11-24 00:00:00
2.0,2.03,4.07,4.56,7.01,6.82,7.94,5.1,4.99,3.83,2.43,2024-01-29 00:00:00,3.35,Normandie,5.89,3.05,1.32,5.03,7.01,Occitanie,4.42,1.25,1.59,3.43,1.31,5.58,5.26,6.69,ID_036,52.095099,Toulouse,52.095099,2024-05-07 00:00:00,2.46,Lyon,7.98,6.49,4.68,2.34,2024-05-20 00:00:00,2024-05-21 00:00:00,2024-09-02 00:00:00
6.99,3.95,6.74,7.51,2.06,2.53,3.49,1.52,7.28,5.47,7.11,2024-10-15 00:00:00,6.37,Pays de la Loire,2.9,2.09,1.92,7.96,4.35,Normandie,4.07,4.1,6.39,8.09,4.94,4.65,7.53,8.27,ID_037,47.119437,Toulouse,47.119437,2024-02-23 00:00:00,1.82,Bordeaux,5.5,2.24,2.78,1.47,2024-02-05 00:00:00,2024-02-07 00:00:00,2024-03-16 00:00:00
4.59,1.68,6.08,4.2,3.04,7.49,4.73,3.31,1.68,4.12,1.44,2024-05-03 00:00:00,4.28,Bretagne,2.99,1.87,6.65,2.89,3.0,Hauts-de-France,6.48,8.72,2.98,6.17,2.19,3.22,1.34,3.56,ID_038,52.28278,Montpellier,52.28278,2024-01-15 00:00:00,2.67,Strasbourg,7.69,7.57,7.33,7.33,2024-03-24 00:00:00,2024-02-21 00:00:00,2024-09-01 00:00:00
5.63,7.04,7.84,6.97,3.39,2.51,6.13,8.7,5.79,4.85,1.66,2024-08-09 00:00:00,4.42,Hauts-de-France,5.16,1.43,4.36,1.53,2.93,Hauts-de-France,2.03,2.12,7.87,6.65,5.54,2.63,7.07,1.99,ID_039,48.884575,Montpellier,48.884575,2024-11-02 00:00:00,8.76,Nantes,7.74,4.27,5.58,3.99,2024-08-01 00:00:00,2024-02-20 00:00:00,2024-03-06 00:00:00
1.6,6.08,7.23,8.53,6.55,4.71,8.26,5.57,6.83,8.38,4.75,2024-08-01 00:00:00,5.85,Grand Est,4.65,2.78,6.24,7.08,6.93,Hauts-de-France,4.59,2.83,3.92,1.26,4.54,1.5,6.9,5.88,ID_040,52.693359,Lille,52.693359,2024-02-29 00:00:00,5.88,Toulouse,6.86,4.92,3.65,2.33,2024-06-11 00:00:00,2024-01-24 00:00:00,2024-01-31 00:00:00
4.71,4.17,1.86,8.76,5.4,6.22,5.72,7.72,7.11,4.21,4.49,2024-02-21 00:00:00,5.69,Normandie,2.3,6.18,2.76,5.78,7.01,Grand Est,6.23,2.3,8.57,8.43,7.0,8.1,6.17,3.2,ID_041,46.759017,Paris,46.759017,2024-01-26 00:00:00,3.53,Strasbourg,1.48,5.03,3.69,3.95,2024-01-26 00:00:00,2024-12-23 00:00:00,2024-03-25 00:00:00
5.29,3.27,1.29,1.79,7.72,6.55,5.75,4.6,8.74,2.35,8.18,2024-12-19 00:00:00,8.57,Hauts-de-France,6.46,6.7,5.95,5.2,2.57,Normandie,8.58,4.81,5.76,1.98,2.44,5.75,4.93,2.54,ID_042,49.265174,Lille,49.265174,2024-05-29 00:00:00,3.74,Nantes,1.23,5.01,3.83,2.15,2024-08-10 00:00:00,2024-02-25 00:00:00,2024-09-21 00:00:00
2.72,3.55,5.31,6.08,3.63,7.95,1.97,7.79,1.71,6.31,3.09,2024-01-07 00:00:00,2.97,Occitanie,7.22,1.66,5.35,4.32,2.09,Bretagne,3.17,8.23,5.31,3.72,4.04,7.93,5.61,8.43,ID_043,45.821905,Lyon,45.821905,2024-01-30 00:00:00,5.46,Nantes,3.1,6.18,1.91,6.38,2024-12-13 00:00:00,2024-02-08 00:00:00,2024-03-25 00:00:00
5.24,8.26,4.23,2.41,4.07,6.28,2.71,1.47,5.4,1.91,7.39,2024-08-19 00:00:00,7.66,Pays de la Loire,1.77,4.82,1.31,6.33,1.21,Occitanie,7.6,4.87,3.42,1.84,1.65,5.83,5.15,3.02,ID_044,47.11437,Marseille,47.11437,2024-09-02 00:00:00,4.65,Montpellier,4.18,3.48,8.18,6.96,2024-08-24 00:00:00,2024-04-13 00:00:00,2024-10-24 00:00:00
6.64,5.49,1.96,4.5,3.52,5.78,4.79,3.44,5.32,1.99,5.57,2024-03-10 00:00:00,5.58,Normandie,7.37,5.88,2.45,3.38,1.97,Bretagne,2.8,4.46,5.42,4.43,5.93,3.46,8.02,3.53,ID_045,48.535263,Nantes,48.535263,2024-06-11 00:00:00,7.95,Strasbourg,3.06,4.29,2.28,4.32,2024-08-17 00:00:00,2024-07-30 00:00:00,2024-01-25 00:00:00
2.65,7.06,3.56,3.87,6.09,5.96,5.53,2.83,6.06,2.56,8.13,2024-11-04 00:00:00,6.78,Pays de la Loire,5.88,6.86,1.41,6.88,7.03,Île-de-France,4.32,6.54,4.0,5.61,2.37,3.89,7.38,3.88,ID_046,51.4397,Paris,51.4397,2024-02-28 00:00:00,6.98,Nantes,2.28,4.68,5.39,8.37,2024-04-04 00:00:00,2024-08-03 00:00:00,2024-12-11 00:00:00
4.92,8.7,2.05,6.5,1.91,4.3,3.39,4.21,7.96,5.09,3.82,2024-02-11 00:00:00,4.39,Nouvelle-Aquitaine,5.74,8.41,3.53,7.2,2.06,Bretagne,4.49,6.44,1.43,8.35,3.87,6.64,1.61,4.8,ID_047,46.051386,Lille,46.051386,2024-08-20 00:00:00,5.43,Nice,5.77,5.73,5.51,3.72,2024-06-30 00:00:00,2024-08-07 00:00:00,2024-01-17 00:00:00
