col_par_saison,col_par_creneau_horaire,col_par_polluant,col_weekend_vs_semaine,col_vacances_vs_scolaire,col_0,col_time_id,col_date,col_date_complete,col_annee,col_mois,col_jour,col_heure,col_creneau_horaire,col_saison,col_est_weekend,col_est_ferie,col_est_vacances_scolaires,col_polluant,col_concentration,col_unite,col_station,col_source_environnementale
7.94,8.45,O3,OUI,1,2.5,ID_031,2024-01-06 00:00:00,2024-11-18 00:00:00,7.79,8.33,6.35,8.61,5.45,1.49,OUI,0,1,PM10,58.9,µg/m³,Haussmann Saint-Lazare 5,Météo-France
5.32,3.65,SO2,NON,0,4.61,ID_032,2024-05-12 00:00:00,2024-06-19 00:00:00,6.65,7.65,6.21,5.92,7.05,1.36,0,OUI,1,SO2,70.77,µg/m³,Montparnasse 8,Airparif
5.01,4.81,PM10,0,0,2.33,ID_033,2024-01-17 00:00:00,2024-08-28 00:00:00,7.19,2.13,3.15,1.78,6.49,4.71,1,1,0,PM10,54.67,µg/m³,Gare de Lyon 9,Météo-France
7.31,5.4,CO,1,0,2.34,ID_034,2024-05-27 00:00:00,2024-04-17 00:00:00,2.81,8.15,7.44,5.03,7.23,2.07,1,NON,0,NO2,41.45,µg/m³,Saint-Jean 5,RATP_Open_Data_2024
7.93,1.99,NO2,OUI,NON,2.03,ID_035,2024-11-22 00:00:00,2024-03-12 00:00:00,6.48,6.2,1.33,5.45,5.47,5.02,NON,NON,1,NO2,68.99,µg/m³,Saint-Jean 3,SNCF_Open_Data
8.45,4.64,SO2,OUI,1,7.06,ID_036,2024-05-27 00:00:00,2024-03-14 00:00:00,3.18,4.19,4.58,1.65,8.26,2.18,NON,1,NON,PM2.5,76.98,µg/m³,Matabiau 6,Data.gouv.fr
1.73,5.41,PM2.5,OUI,1,5.17,ID_037,2024-09-08 00:00:00,2024-11-03 00:00:00,1.42,5.06,3.45,4.31,5.28,4.8,0,OUI,1,PM10,11.6,µg/m³,Matabiau 3,Data.gouv.fr
8.24,6.41,PM2.5,0,OUI,4.84,ID_038,2024-05-22 00:00:00,2024-04-11 00:00:00,3.71,8.21,8.25,5.62,8.8,5.42,NON,1,OUI,PM10,54.4,µg/m³,Saint-Jean 9,Airparif
3.12,1.69,PM10,1,OUI,1.61,ID_039,2024-10-08 00:00:00,2024-01-09 00:00:00,8.46,7.42,8.64,3.69,3.98,5.9,NON,1,0,PM10,40.6,µg/m³,Saint-Jean 8,Airparif
2.11,2.35,PM10,NON,0,7.87,ID_040,2024-11-03 00:00:00,2024-01-12 00:00:00,5.22,1.3,6.82,5.56,3.76,2.87,NON,OUI,0,SO2,57.55,µg/m³,Gare de l'Est 8,SNCF_Open_Data
8.56,6.26,CO,NON,0,4.22,ID_041,2024-07-30 00:00:00,2024-10-06 00:00:00,4.97,8.33,1.68,2.58,5.35,6.57,OUI,OUI,OUI,PM2.5,26.87,µg/m³,Saint-Jean 5,RATP_Open_Data_2024
1.54,1.21,CO,NON,0,7.05,ID_042,2024-11-04 00:00:00,2024-06-17 00:00:00,6.82,7.9,1.78,5.45,6.75,6.65,0,NON,0,O3,38.95,µg/m³,Haussmann Saint-Lazare 3,RATP_Open_Data_2024
7.39,4.18,PM10,OUI,OUI,6.14,ID_043,2024-07-31 00:00:00,2024-01-18 00:00:00,2.93,4.81,2.77,8.22,4.6,1.64,NON,NON,1,PM2.5,83.71,µg/m³,Montparnasse 4,RATP_Open_Data_2024
2.83,6.48,O3,OUI,1,2.94,ID_044,2024-11-26 00:00:00,2024-08-18 00:00:00,4.27,2.07,1.66,1.46,6.28,2.24,1,1,NON,PM2.5,8.67,µg/m³,Gare de Lyon 6,Météo-France
1.64,5.15,SO2,OUI,OUI,5.12,ID_045,2024-08-15 00:00:00,2024-08-29 00:00:00,2.0,8.36,8.21,2.76,5.38,3.75,1,1,NON,SO2,80.94,µg/m³,Saint-Charles 1,Météo-France
5.78,3.04,CO,1,OUI,3.92,ID_046,2024-06-07 00:00:00,2024-10-12 00:00:00,8.18,4.13,4.21,3.66,8.07,1.78,OUI,0,OUI,SO2,3.33,µg/m³,Montparnasse 8,Météo-France
8.13,3.76,SO2,OUI,OUI,5.75,ID_047,2024-11-17 00:00:00,2024-11-07 00:00:00,5.06,4.35,2.16,4.89,5.92,7.42,1,1,NON,NO2,41.85,µg/m³,Saint-Jean 7,SNCF_Open_Data
4.45,6.24,PM10,0,OUI,8.41,ID_048,2024-10-20 00:00:00,2024-09-05 00:00:00,2.58,6.78,1.52,1.37,3.57,5.58,OUI,1,0,CO,46.08,µg/m³,Saint-Jean 9,Airparif
4.63,1.36,PM2.5,OUI,0,5.18,ID_049,2024-09-23 00:00:00,2024-03-19 00:00:00,1.86,3.99,4.43,7.04,4.56,4.63,0,1,OUI,NO2,70.12,µg/m³,Saint-Charles 6,Airparif
2.71,7.2,O3,1,NON,6.87,ID_050,2024-10-30 00:00:00,2024-07-13 00:00:00,3.5,8.6,1.66,6.48,7.93,2.07,OUI,NON,1,PM10,78.66,µg/m³,Matabiau 3,Airparif
2.86,5.75,PM2.5,1,OUI,5.22,ID_051,2024-04-23 00:00:00,2024-06-09 00:00:00,1.64,4.51,7.31,4.19,1.84,7.55,OUI,NON,OUI,PM2.5,49.9,µg/m³,Montparnasse 1,Airparif
1.29,6.24,CO,1,OUI,7.15,ID_052,2024-11-04 00:00:00,2024-01-09 00:00:00,5.31,7.41,3.65,6.57,8.55,6.12,1,OUI,OUI,PM10,58.8,µg/m³,Part-Dieu 6,SNCF_Open_Data
8.76,6.77,NO2,OUI,OUI,7.89,ID_053,2024-06-24 00:00:00,2024-12-13 00:00:00,6.95,3.76,3.1,1.24,1.54,6.71,NON,NON,1,PM10,79.53,µg/m³,Matabiau 2,RATP_Open_Data_2024
5.69,1.24,PM2.5,NON,0,8.54,ID_054,2024-02-13 00:00:00,2024-04-17 00:00:00,3.55,6.16,7.54,6.49,3.56,4.0,OUI,0,1,PM10,58.77,µg/m³,Gare du Nord 9,Météo-France
8.71,6.72,CO,NON,1,7.81,ID_055,2024-08-21 00:00:00,2024-06-11 00:00:00,7.05,7.22,5.56,6.76,1.69,1.49,0,1,0,NO2,71.98,µg/m³,Saint-Jean 4,Météo-France
7.58,8.03,O3,0,0,1.92,ID_056,2024-03-02 00:00:00,2024-06-15 00:00:00,5.66,3.76,3.77,7.56,5.21,7.64,OUI,0,NON,O3,75.44,µg/m³,Saint-Charles 2,Data.gouv.fr
7.21,2.94,NO2,0,0,3.16,ID_057,2024-02-29 00:00:00,2024-07-05 00:00:00,2.5,8.32,8.29,7.01,1.85,5.71,NON,0,1,PM2.5,75.62,µg/m³,Haussmann Saint-Lazare 4,Météo-France
8.23,4.77,CO,0,1,7.8,ID_058,2024-09-03 00:00:00,2024-06-27 00:00:00,2.0,7.55,3.74,3.49,4.03,1.71,NON,0,0,PM10,33.34,µg/m³,Haussmann Saint-Lazare 7,Météo-France
3.56,4.34,NO2,1,0,3.64,ID_059,2024-10-11 00:00:00,2024-09-24 00:00:00,3.11,5.77,2.4,1.27,7.49,3.22,1,NON,NON,NO2,28.84,µg/m³,Haussmann Saint-Lazare 8,Météo-France
2.67,2.91,CO,0,1,5.61,ID_060,2024-03-26 00:00:00,2024-06-28 00:00:00,1.35,1.85,2.93,5.29,5.18,4.46,0,OUI,NON,PM10,35.24,µg/m³,Montparnasse 2,RATP_Open_Data_2024
4.75,2.52,PM2.5,NON,NON,1.31,ID_061,2024-11-23 00:00:00,2024-02-04 00:00:00,6.51,2.36,2.23,4.04,1.83,4.7,OUI,OUI,0,PM10,83.09,µg/m³,Haussmann Saint-Lazare 8,Data.gouv.fr
4.37,8.23,PM10,0,NON,2.89,ID_062,2024-07-09 00:00:00,2024-10-18 00:00:00,6.61,4.36,6.96,6.62,7.12,8.32,OUI,1,OUI,CO,78.04,µg/m³,Matabiau 7,Airparif
6.51,3.14,NO2,1,OUI,6.71,ID_063,2024-12-12 00:00:00,2024-09-03 00:00:00,1.32,3.7,7.24,1.51,5.83,4.33,NON,0,1,NO2,74.32,µg/m³,Part-Dieu 7,Data.gouv.fr
3.35,2.57,PM10,NON,1,3.32,ID_064,2024-06-21 00:00:00,2024-12-15 00:00:00,7.75,2.88,6.41,2.26,4.03,5.75,NON,OUI,NON,NO2,65.46,µg/m³,Gare du Nord 8,Data.gouv.fr
5.64,6.16,NO2,OUI,OUI,7.38,ID_065,2024-10-10 00:00:00,2024-10-22 00:00:00,1.98,8.34,7.02,6.51,7.38,2.49,1,1,1,CO,24.9,µg/m³,Saint-Charles 4,Data.gouv.fr
5.39,8.75,PM2.5,OUI,0,5.36,ID_066,2024-04-14 00:00:00,2024-02-03 00:00:00,6.4,8.13,3.4,7.6,4.61,6.85,NON,0,OUI,PM2.5,47.21,µg/m³,Part-Dieu 7,Data.gouv.fr
4.45,7.13,NO2,1,1,6.04,ID_067,2024-07-17 00:00:00,2024-11-11 00:00:00,1.51,4.34,5.64,2.44,6.97,7.4,OUI,NON,0,SO2,77.39,µg/m³,Gare du Nord 4,RATP_Open_Data_2024
1.5,4.45,O3,OUI,1,7.0,ID_068,2024-05-06 00:00:00,2024-05-28 00:00:00,8.77,2.72,8.68,6.41,4.3,1.36,0,0,1,NO2,35.16,µg/m³,Saint-Charles 3,SNCF_Open_Data
5.27,6.71,SO2,OUI,0,8.66,ID_069,2024-12-03 00:00:00,2024-11-05 00:00:00,2.12,4.86,4.46,2.18,6.75,8.03,1,NON,0,PM10,47.84,µg/m³,Part-Dieu 3,Airparif
4.13,7.28,PM10,NON,OUI,5.9,ID_070,2024-08-03 00:00:00,2024-12-21 00:00:00,8.35,4.28,1.4,3.51,7.15,1.94,OUI,0,0,PM2.5,61.93,µg/m³,Gare du Nord 5,Airparif
2.32,5.51,SO2,0,1,4.32,ID_071,2024-04-08 00:00:00,2024-11-02 00:00:00,6.94,8.63,3.31,4.62,2.54,7.36,0,0,1,PM10,53.3,µg/m³,Saint-Jean 4,Météo-France
8.39,1.54,SO2,NON,NON,7.59,ID_072,2024-02-23 00:00:00,2024-12-02 00:00:00,1.68,6.82,2.79,4.98,2.81,8.19,NON,1,0,SO2,53.6,µg/m³,Matabiau 9,Data.gouv.fr
7.87,4.59,PM2.5,0,NON,4.87,ID_073,2024-09-22 00:00:00,2024-12-17 00:00:00,1.34,6.85,3.63,7.84,2.2,3.39,OUI,OUI,1,PM2.5,47.55,µg/m³,Haussmann Saint-Lazare 6,Airparif
1.32,1.72,SO2,0,0,4.02,ID_074,2024-01-26 00:00:00,2024-02-07 00:00:00,8.61,2.02,3.11,4.14,8.51,8.36,NON,OUI,1,PM10,18.09,µg/m³,Saint-Jean 6,SNCF_Open_Data
5.59,4.56,SO2,0,OUI,2.04,ID_075,2024-03-10 00:00:00,2024-07-04 00:00:00,2.97,8.42,5.55,3.37,6.95,1.93,OUI,0,0,CO,53.94,µg/m³,Part-Dieu 9,SNCF_Open_Data
7.18,8.27,PM2.5,OUI,0,3.74,ID_076,2024-05-15 00:00:00,2024-06-24 00:00:00,1.77,5.0,3.09,4.51,2.17,7.43,NON,1,OUI,SO2,73.33,µg/m³,Haussmann Saint-Lazare 6,Météo-France
7.48,1.86,PM10,1,0,6.92,ID_077,2024-11-17 00:00:00,2024-10-31 00:00:00,8.71,2.71,2.77,3.43,2.24,8.8,0,NON,1,CO,65.48,µg/m³,Saint-Jean 1,Airparif
3.96,2.73,PM10,0,NON,2.09,ID_078,2024-09-18 00:00:00,2024-01-01 00:00:00,1.87,1.52,1.61,5.72,5.02,3.87,0,OUI,NON,PM2.5,76.02,µg/m³,Matabiau 3,Airparif
3.66,4.49,SO2,0,1,2.62,ID_079,2024-10-25 00:00:00,2024-06-17 00:00:00,7.14,7.21,2.32,2.75,2.95,2.66,1,0,1,PM2.5,44.9,µg/m³,Matabiau 7,Airparif
7.98,6.7,O3,OUI,OUI,8.41,ID_080,2024-01-21 00:00:00,2024-05-17 00:00:00,6.25,8.35,3.65,1.41,4.73,7.32,0,0,1,PM10,68.84,µg/m³,Gare de Lyon 8,Météo-France
8.69,2.21,PM2.5,1,1,1.34,ID_081,2024-06-02 00:00:00,2024-11-16 00:00:00,6.39,4.74,8.01,6.83,6.58,1.6,0,NON,1,NO2,8.39,µg/m³,Gare de l'Est 7,Airparif
4.57,4.33,CO,0,NON,6.81,ID_082,2024-12-19 00:00:00,2024-08-20 00:00:00,7.79,4.72,6.91,7.13,4.81,4.53,0,0,OUI,CO,70.71,µg/m³,Matabiau 5,Data.gouv.fr
4.68,8.75,O3,OUI,NON,7.19,ID_083,2024-05-29 00:00:00,2024-07-09 00:00:00,5.13,5.11,8.28,8.09,4.54,5.7,NON,1,1,CO,80.87,µg/m³,Gare de Lyon 5,Airparif
7.9,5.44,CO,OUI,OUI,2.57,ID_084,2024-10-24 00:00:00,2024-06-15 00:00:00,7.2,3.56,5.75,8.22,6.77,2.6,1,1,NON,PM2.5,69.6,µg/m³,Haussmann Saint-Lazare 7,SNCF_Open_Data
8.32,7.16,SO2,OUI,0,6.01,ID_085,2024-03-31 00:00:00,2024-06-12 00:00:00,3.93,5.38,6.39,7.27,4.33,5.71,OUI,0,NON,NO2,3.92,µg/m³,Saint-Charles 9,SNCF_Open_Data
2.92,5.61,PM10,1,1,8.25,ID_086,2024-07-23 00:00:00,2024-10-23 00:00:00,4.36,2.18,4.59,5.31,3.23,6.93,1,1,OUI,PM10,22.42,µg/m³,Gare de l'Est 5,Data.gouv.fr
6.65,1.58,PM10,NON,OUI,6.35,ID_087,2024-09-14 00:00:00,2024-02-18 00:00:00,4.32,5.98,6.12,2.0,2.1,3.76,NON,0,1,CO,80.6,µg/m³,Saint-Jean 2,Météo-France
7.18,3.71,NO2,0,OUI,8.26,ID_088,2024-04-05 00:00:00,2024-05-11 00:00:00,4.18,3.87,1.55,4.54,6.42,8.15,0,NON,0,O3,76.26,µg/m³,Gare de l'Est 9,Data.gouv.fr
2.4,8.55,O3,OUI,1,7.18,ID_089,2024-10-10 00:00:00,2024-08-27 00:00:00,6.61,7.69,3.46,6.58,6.46,3.85,OUI,OUI,OUI,SO2,40.59,µg/m³,Saint-Charles 9,Data.gouv.fr
5.97,4.54,NO2,NON,NON,7.95,ID_090,2024-02-14 00:00:00,2024-08-11 00:00:00,5.91,5.2,6.49,1.71,7.64,2.28,0,1,OUI,CO,47.65,µg/m³,Gare de l'Est 5,Airparif
7.31,7.56,CO,OUI,OUI,1.59,ID_091,2024-05-31 00:00:00,2024-03-14 00:00:00,6.88,5.18,8.75,4.42,7.63,6.23,0,1,0,NO2,83.48,µg/m³,Matabiau 7,Data.gouv.fr
7.4,1.5,PM2.5,1,0,2.02,ID_092,2024-11-29 00:00:00,2024-08-03 00:00:00,8.68,8.56,2.81,8.32,8.29,5.84,OUI,NON,0,O3,72.05,µg/m³,Saint-Charles 5,Data.gouv.fr
1.67,1.85,CO,OUI,0,2.82,ID_093,2024-09-02 00:00:00,2024-09-06 00:00:00,2.51,5.66,7.97,7.34,7.59,4.38,OUI,1,NON,SO2,8.29,µg/m³,Saint-Charles 7,Météo-France
5.67,6.85,PM2.5,NON,OUI,8.21,ID_094,2024-08-30 00:00:00,2024-05-16 00:00:00,6.51,7.27,7.36,8.45,1.74,1.81,OUI,OUI,0,NO2,63.14,µg/m³,Part-Dieu 5,SNCF_Open_Data
1.79,8.15,PM2.5,OUI,OUI,6.24,ID_095,2024-09-05 00:00:00,2024-05-07 00:00:00,7.42,6.53,7.47,8.35,6.16,7.41,OUI,1,NON,NO2,45.36,µg/m³,Gare du Nord 4,Data.gouv.fr
5.95,7.23,CO,1,1,1.73,ID_096,2024-11-27 00:00:00,2024-06-18 00:00:00,7.91,5.96,4.77,2.56,1.25,5.21,1,1,1,PM10,77.89,µg/m³,Part-Dieu 5,Météo-France
7.5,6.37,NO2,0,1,6.27,ID_097,2024-08-23 00:00:00,2024-12-23 00:00:00,3.32,3.02,7.84,7.2,1.42,2.22,NON,OUI,0,O3,33.26,µg/m³,Part-Dieu 3,Météo-France
4.66,3.46,PM2.5,1,1,2.62,ID_098,2024-10-25 00:00:00,2024-12-22 00:00:00,2.51,1.35,8.2,5.02,7.7,8.55,NON,0,0,SO2,56.53,µg/m³,Saint-Charles 7,SNCF_Open_Data
4.17,4.85,O3,NON,0,6.04,ID_099,2024-06-02 00:00:00,2024-08-25 00:00:00,3.84,5.63,3.07,3.25,3.19,7.79,OUI,NON,OUI,CO,56.99,µg/m³,Matabiau 4,Airparif
2.51,6.94,CO,1,0,2.3,ID_000,2024-10-09 00:00:00,2024-12-22 00:00:00,5.33,8.13,5.63,6.9,5.22,5.85,OUI,1,NON,PM10,7.74,µg/m³,Montparnasse 2,Data.gouv.fr
8.37,7.09,SO2,1,0,3.94,ID_001,2024-09-28 00:00:00,2024-05-26 00:00:00,6.67,6.46,4.59,7.64,8.19,7.09,0,NON,NON,PM10,39.21,µg/m³,Saint-Jean 2,RATP_Open_Data_2024
2.95,5.56,SO2,1,1,3.19,ID_002,2024-09-10 00:00:00,2024-10-05 00:00:00,8.12,5.06,8.51,4.51,2.09,7.61,1,NON,1,PM10,19.9,µg/m³,Gare de Lyon 6,RATP_Open_Data_2024
1.41,4.29,SO2,0,0,1.46,ID_003,2024-01-13 00:00:00,2024-06-11 00:00:00,7.17,5.61,8.25,4.88,7.65,3.7,OUI,OUI,1,PM2.5,18.66,µg/m³,Gare du Nord 1,SNCF_Open_Data
7.65,6.06,PM10,1,NON,1.58,ID_004,2024-06-05 00:00:00,2024-05-01 00:00:00,4.51,1.75,1.2,6.49,6.43,5.63,OUI,1,0,CO,35.57,µg/m³,Matabiau 9,Data.gouv.fr
3.61,5.53,PM2.5,0,0,4.24,ID_005,2024-01-21 00:00:00,2024-01-20 00:00:00,5.05,1.82,7.01,8.04,3.88,1.56,1,NON,NON,CO,84.88,µg/m³,Haussmann Saint-Lazare 8,Météo-France
5.89,6.07,CO,0,OUI,7.28,ID_006,2024-08-14 00:00:00,2024-08-26 00:00:00,1.92,8.55,3.22,8.31,4.26,2.52,NON,1,OUI,CO,52.6,µg/m³,Part-Dieu 9,RATP_Open_Data_2024
8.57,2.07,O3,1,0,8.69,ID_007,2024-06-02 00:00:00,2024-03-28 00:00:00,2.37,3.62,8.75,6.4,7.59,2.48,OUI,0,OUI,SO2,84.06,µg/m³,Montparnasse 4,RATP_Open_Data_2024
7.92,1.35,CO,OUI,NON,4.01,ID_008,2024-07-29 00:00:00,2024-09-24 00:00:00,4.11,3.11,7.57,8.72,8.09,3.14,OUI,NON,0,SO2,30.5,µg/m³,Montparnasse 8,Météo-France
8.6,4.13,O3,OUI,NON,1.44,ID_009,2024-04-11 00:00:00,2024-10-17 00:00:00,6.81,8.78,3.29,1.89,5.03,2.91,1,1,NON,SO2,25.35,µg/m³,Part-Dieu 4,RATP_Open_Data_2024
7.11,1.54,PM2.5,0,NON,8.48,ID_010,2024-01-26 00:00:00,2024-11-29 00:00:00,5.93,7.27,8.03,6.16,1.66,2.93,1,0,NON,SO2,22.75,µg/m³,Saint-Jean 6,Data.gouv.fr
1.75,6.32,NO2,NON,NON,4.51,ID_011,2024-02-27 00:00:00,2024-02-13 00:00:00,6.21,5.44,2.71,8.54,7.67,2.73,0,OUI,1,O3,49.68,µg/m³,Montparnasse 5,Data.gouv.fr
2.84,5.87,PM2.5,0,0,7.05,ID_012,2024-06-17 00:00:00,2024-05-09 00:00:00,7.68,2.81,6.6,7.96,2.38,1.43,NON,0,NON,CO,59.84,µg/m³,Gare de Lyon 7,RATP_Open_Data_2024
6.03,5.9,PM2.5,OUI,NON,7.62,ID_013,2024-04-22 00:00:00,2024-01-25 00:00:00,8.25,1.91,1.81,8.55,1.6,4.49,1,OUI,NON,NO2,18.27,µg/m³,Part-Dieu 1,SNCF_Open_Data
8.26,1.28,NO2,OUI,OUI,5.82,ID_014,2024-04-02 00:00:00,2024-02-26 00:00:00,4.73,8.5,8.28,1.48,4.03,8.65,NON,OUI,NON,SO2,32.2,µg/m³,Part-Dieu 9,RATP_Open_Data_2024
1.39,5.33,PM10,NON,1,5.48,ID_015,2024-06-12 00:00:00,2024-09-20 00:00:00,3.05,8.7,8.63,6.52,5.52,8.71,OUI,1,OUI,CO,23.27,µg/m³,Gare de l'Est 4,Airparif
1.78,7.94,NO2,NON,1,3.99,ID_016,2024-05-26 00:00:00,2024-09-06 00:00:00,3.8,2.6,8.28,2.26,4.65,3.17,NON,1,0,PM2.5,18.28,µg/m³,Gare du Nord 9,Airparif
8.39,8.17,PM2.5,0,0,7.61,ID_017,2024-12-05 00:00:00,2024-03-09 00:00:00,2.6,1.39,3.02,1.64,8.39,5.44,1,NON,NON,SO2,39.37,µg/m³,Matabiau 4,Airparif
2.93,1.43,PM2.5,1,NON,8.0,ID_018,2024-12-01 00:00:00,2024-03-20 00:00:00,1.93,4.04,2.51,1.65,3.84,8.18,OUI,0,0,O3,34.89,µg/m³,Montparnasse 4,Météo-France
6.47,7.38,CO,0,0,7.06,ID_019,2024-09-21 00:00:00,2024-11-26 00:00:00,6.16,6.82,6.0,6.45,2.78,4.49,0,NON,1,SO2,29.79,µg/m³,Matabiau 7,Météo-France
4.07,3.74,PM2.5,1,NON,5.56,ID_020,2024-11-20 00:00:00,2024-10-30 00:00:00,8.19,8.45,3.29,6.98,3.16,3.18,OUI,OUI,NON,SO2,14.76,µg/m³,Saint-Charles 9,Data.gouv.fr
3.48,8.74,SO2,OUI,0,6.33,ID_021,2024-11-04 00:00:00,2024-07-18 00:00:00,1.35,3.84,6.81,5.04,1.85,1.82,0,1,0,NO2,40.06,µg/m³,Part-Dieu 9,RATP_Open_Data_2024
4.9,8.64,CO,OUI,NON,5.03,ID_022,2024-02-17 00:00:00,2024-08-30 00:00:00,7.55,3.51,6.33,3.32,2.18,4.4,NON,1,0,NO2,5.61,µg/m³,Montparnasse 3,Data.gouv.fr
5.73,1.57,CO,0,NON,3.69,ID_023,2024-02-29 00:00:00,2024-03-10 00:00:00,8.45,5.94,5.74,2.8,2.84,7.56,OUI,1,1,NO2,70.94,µg/m³,Gare de Lyon 8,Météo-France
4.53,1.68,PM2.5,NON,1,4.45,ID_024,2024-03-07 00:00:00,2024-04-10 00:00:00,2.8,1.98,7.06,4.87,2.55,4.76,0,NON,0,NO2,2.46,µg/m³,Gare du Nord 6,Airparif
4.17,7.49,PM10,OUI,NON,7.3,ID_025,2024-01-29 00:00:00,2024-08-09 00:00:00,3.59,2.86,2.97,7.24,3.42,1.85,0,1,1,CO,58.91,µg/m³,Part-Dieu 9,Airparif
8.0,2.77,PM10,1,0,4.05,ID_026,2024-12-12 00:00:00,2024-10-23 00:00:00,2.47,2.78,5.71,7.4,8.5,3.63,0,0,NON,PM2.5,21.96,µg/m³,Gare de Lyon 4,Météo-France
2.04,2.12,PM2.5,0,1,7.7,ID_027,2024-09-13 00:00:00,2024-10-25 00:00:00,3.4,3.58,6.1,1.97,2.8,3.82,0,1,1,PM2.5,29.16,µg/m³,Montparnasse 9,Météo-France
1.7,3.08,PM10,0,OUI,5.0,ID_028,2024-04-22 00:00:00,2024-02-24 00:00:00,4.36,1.95,7.58,4.59,4.6,7.37,0,0,OUI,PM10,65.15,µg/m³,Saint-Charles 2,Data.gouv.fr
8.36,1.74,SO2,1,0,4.08,ID_029,2024-10-16 00:00:00,2024-06-30 00:00:00,4.12,6.17,8.73,4.0,4.01,4.77,1,NON,NON,PM10,56.78,µg/m³,Matabiau 7,Data.gouv.fr
3.17,4.2,CO,NON,OUI,4.08,ID_030,2024-09-24 00:00:00,2024-02-18 00:00:00,7.66,3.04,1.22,5.48,7.75,7.95,1,1,NON,NO2,42.91,µg/m³,Gare de l'Est 6,Data.gouv.fr
6.18,1.61,O3,NON,NON,7.39,ID_031,2024-05-30 00:00:00,2024-07-23 00:00:00,2.66,5.27,8.76,2.83,5.35,1.64,OUI,1,NON,CO,46.89,µg/m³,Saint-Charles 4,Data.gouv.fr
6.87,1.88,NO2,1,NON,1.58,ID_032,2024-04-28 00:00:00,2024-08-29 00:00:00,4.2,5.35,7.87,3.78,7.09,4.17,OUI,0,OUI,PM10,38.31,µg/m³,Montparnasse 3,Data.gouv.fr
6.94,1.25,O3,1,0,8.29,ID_033,2024-05-06 00:00:00,2024-11-04 00:00:00,7.29,5.73,6.8,4.48,8.29,5.3,0,1,NON,PM2.5,78.17,µg/m³,Gare de Lyon 1,Airparif
3.39,7.05,CO,OUI,0,5.94,ID_034,2024-08-10 00:00:00,2024-04-04 00:00:00,4.05,1.5,8.15,8.66,8.74,7.13,NON,OUI,0,PM2.5,68.85,µg/m³,Gare de Lyon 8,Météo-France
3.66,6.33,CO,OUI,1,6.26,ID_035,2024-05-07 00:00:00,2024-10-25 00:00:00,7.78,6.92,3.48,6.82,4.17,8.71,0,NON,NON,PM10,19.8,µg/m³,Gare de Lyon 8,Data.gouv.fr
2.43,4.68,PM2.5,NON,NON,7.4,ID_036,2024-05-01 00:00:00,2024-12-10 00:00:00,6.28,5.67,2.51,1.52,1.91,4.46,1,1,OUI,O3,63.0,µg/m³,Saint-Charles 9,Airparif
7.3,4.12,CO,1,NON,6.42,ID_037,2024-05-14 00:00:00,2024-09-12 00:00:00,1.44,8.7,1.6,5.31,8.44,3.74,NON,1,OUI,O3,18.02,µg/m³,Matabiau 1,Météo-France
5.74,6.5,PM10,NON,1,7.0,ID_038,2024-01-13 00:00:00,2024-12-25 00:00:00,5.1,7.3,7.1,8.75,3.42,8.71,0,OUI,OUI,PM2.5,60.71,µg/m³,Gare de Lyon 8,Airparif
6.24,5.11,PM2.5,1,OUI,4.28,ID_039,2024-01-26 00:00:00,2024-11-20 00:00:00,4.43,3.98,1.78,3.57,5.85,1.91,NON,0,1,PM2.5,12.3,µg/m³,Montparnasse 1,Airparif
3.0,6.0,SO2,0,1,6.21,ID_040,2024-09-19 00:00:00,2024-10-15 00:00:00,2.42,4.65,3.76,3.95,4.77,7.0,OUI,0,NON,CO,52.25,µg/m³,Part-Dieu 5,RATP_Open_Data_2024
7.72,2.23,PM10,1,NON,5.74,ID_041,2024-06-27 00:00:00,2024-07-21 00:00:00,7.92,7.79,7.98,2.51,1.92,5.27,1,0,0,SO2,43.52,µg/m³,Montparnasse 4,SNCF_Open_Data
8.77,5.31,PM10,OUI,1,4.3,ID_042,2024-04-10 00:00:00,2024-07-25 00:00:00,8.0,2.97,7.55,7.27,2.62,5.2,NON,OUI,OUI,SO2,10.12,µg/m³,Gare de Lyon 7,Airparif
8.63,1.61,O3,OUI,1,3.55,ID_043,2024-03-25 00:00:00,2024-10-20 00:00:00,2.46,5.33,6.42,8.41,8.36,2.69,OUI,OUI,0,O3,64.02,µg/m³,Montparnasse 9,Météo-France
5.99,3.94,SO2,NON,0,1.21,ID_044,2024-05-06 00:00:00,2024-03-21 00:00:00,6.39,8.79,2.0,5.46,3.32,6.33,0,OUI,1,NO2,13.32,µg/m³,Gare de Lyon 9,RATP_Open_Data_2024
4.75,8.23,CO,1,0,8.29,ID_045,2024-09-06 00:00:00,2024-06-16 00:00:00,4.77,7.76,4.14,5.21,7.08,3.66,NON,NON,0,PM2.5,32.94,µg/m³,Matabiau 8,Météo-France
5.88,5.64,CO,1,OUI,4.03,ID_046,2024-11-14 00:00:00,2024-08-19 00:00:00,3.97,3.09,1.26,4.76,5.54,5.52,0,NON,1,SO2,32.4,µg/m³,Matabiau 6,Météo-France
2.03,8.58,NO2,NON,OUI,6.37,ID_047,2024-02-15 00:00:00,2024-10-11 00:00:00,6.76,6.32,2.51,7.78,6.49,3.56,OUI,0,OUI,PM2.5,15.66,µg/m³,Part-Dieu 4,Data.gouv.fr
