col_environnement_id,col_time_id,col_zone_environnement_id,col_mode_environnement_id,col_polluant_id,col_station_mesure_id,col_type_carburant_id,col_emission_co2_kg,col_emission_co2_km,col_emission_par_habitant_kg,col_reduction_emission_pct,col_indice_aqi,col_niveau_qualite_air,col_pm25_ugm3,col_pm10_ugm3,col_no2_ugm3,col_o3_ugm3,col_energie_consommee_kwh,col_part_renouvelable_pct,col_cout_energie_eur,col_age_vehicule_moyen,col_nb_vehicules_electriques,col_taux_renouvellement_pct,col_valeur_cible,col_ecart_objectif_pct,col_atteint_objectif,col_reduction_trafic_covid_pct,col_gain_environnemental_kg
ID_025,ID_025,ID_025,ID_025,ID_025,ID_025,ID_025,5.63,6.54,7.02,7.83,9.44,8.53,4.18,7.25,5.74,1.21,5.36,6.21,1.92,2.01,6.58,6.93,45.72,3.84,6.06,ID_025,1.54
ID_026,ID_026,ID_026,ID_026,ID_026,ID_026,ID_026,1.74,2.07,5.53,8.13,66.91,4.95,2.41,1.97,2.39,7.39,8.4,4.02,1.22,1.28,3.12,4.72,75.26,1.43,2.79,ID_026,7.04
ID_027,ID_027,ID_027,ID_027,ID_027,ID_027,ID_027,2.69,5.36,7.76,6.52,74.5,3.38,6.87,7.82,7.72,5.41,6.39,3.36,6.19,7.58,6.74,1.57,8.62,2.94,8.72,ID_027,6.04
ID_028,ID_028,ID_028,ID_028,ID_028,ID_028,ID_028,3.62,7.64,5.65,7.25,53.2,5.12,8.74,4.76,1.61,5.68,8.66,2.53,5.35,5.2,3.46,6.13,35.96,2.62,8.8,ID_028,3.71
ID_029,ID_029,ID_029,ID_029,ID_029,ID_029,ID_029,7.04,4.02,2.51,2.39,29.83,3.91,6.39,6.11,4.74,5.67,3.1,7.27,4.16,6.39,1.41,6.39,68.25,2.87,6.08,ID_029,7.8
ID_030,ID_030,ID_030,ID_030,ID_030,ID_030,ID_030,6.0,3.54,3.76,2.02,72.4,3.48,3.75,6.1,7.13,3.18,1.88,1.54,5.17,8.58,4.12,7.73,42.91,3.69,3.72,ID_030,1.81
ID_031,ID_031,ID_031,ID_031,ID_031,ID_031,ID_031,5.7,4.32,4.58,5.54,22.2,6.0,6.1,7.94,3.5,6.21,6.75,4.1,1.39,8.41,8.53,6.36,84.2,1.3,4.36,ID_031,5.14
ID_032,ID_032,ID_032,ID_032,ID_032,ID_032,ID_032,3.42,3.79,3.64,6.87,66.46,5.11,4.3,6.35,8.16,2.32,7.07,5.95,8.3,6.87,2.61,5.02,71.68,3.29,4.78,ID_032,3.48
ID_033,ID_033,ID_033,ID_033,ID_033,ID_033,ID_033,2.76,8.72,3.85,4.81,64.49,3.86,4.08,8.14,4.64,1.82,8.51,4.26,5.68,3.3,6.21,7.03,64.71,6.76,6.25,ID_033,7.11
ID_034,ID_034,ID_034,ID_034,ID_034,ID_034,ID_034,8.67,1.73,6.44,7.81,27.77,3.71,6.34,6.83,4.18,4.48,3.14,2.1,5.93,1.68,6.92,6.95,51.72,7.93,3.36,ID_034,7.8
ID_035,ID_035,ID_035,ID_035,ID_035,ID_035,ID_035,6.8,4.38,7.25,2.83,80.48,6.96,6.98,3.57,8.21,1.78,4.37,2.16,4.69,7.98,3.05,7.01,76.21,3.39,8.79,ID_035,6.74
ID_036,ID_036,ID_036,ID_036,ID_036,ID_036,ID_036,1.92,8.76,2.04,8.11,66.02,4.81,1.24,5.19,6.89,1.68,2.8,8.54,3.6,6.12,1.81,5.68,19.41,8.52,5.36,ID_036,2.5
ID_037,ID_037,ID_037,ID_037,ID_037,ID_037,ID_037,5.82,6.55,6.73,2.6,60.81,7.36,7.3,5.41,2.97,7.72,5.86,4.49,6.68,1.5,5.69,5.4,50.5,5.09,1.22,ID_037,7.24
ID_038,ID_038,ID_038,ID_038,ID_038,ID_038,ID_038,1.47,8.65,1.69,8.37,76.59,1.86,7.84,5.55,3.45,8.74,6.04,2.84,4.47,1.9,1.6,3.22,22.79,6.22,5.28,ID_038,4.0
ID_039,ID_039,ID_039,ID_039,ID_039,ID_039,ID_039,1.87,2.65,5.61,4.02,81.47,4.58,7.59,6.42,4.57,6.3,3.46,1.26,6.39,2.87,6.5,6.48,66.91,8.2,7.32,ID_039,5.93
ID_040,ID_040,ID_040,ID_040,ID_040,ID_040,ID_040,4.68,2.65,3.56,4.41,9.6,8.42,4.59,5.99,1.21,5.38,3.57,8.04,7.98,1.44,8.02,4.49,56.11,8.38,7.17,ID_040,3.93
ID_041,ID_041,ID_041,ID_041,ID_041,ID_041,ID_041,7.99,6.92,2.63,3.13,34.36,5.01,4.67,2.55,4.51,6.22,5.03,7.8,2.22,6.08,3.57,5.67,35.32,3.71,7.49,ID_041,7.63
ID_042,ID_042,ID_042,ID_042,ID_042,ID_042,ID_042,7.84,1.85,8.68,6.34,56.7,1.92,8.76,2.95,7.92,3.68,1.89,6.81,8.64,4.36,7.59,8.38,5.92,2.88,7.04,ID_042,4.02
ID_043,ID_043,ID_043,ID_043,ID_043,ID_043,ID_043,6.5,8.19,6.96,2.02,51.11,3.13,6.07,3.08,7.25,5.45,3.17,3.8,7.07,4.4,3.05,3.44,77.48,6.62,2.09,ID_043,6.83
ID_044,ID_044,ID_044,ID_044,ID_044,ID_044,ID_044,8.67,2.95,4.72,4.4,69.1,3.3,2.64,1.38,8.03,3.08,4.18,5.34,2.23,8.68,2.89,2.74,45.15,1.79,5.11,ID_044,6.59
ID_045,ID_045,ID_045,ID_045,ID_045,ID_045,ID_045,8.42,8.58,1.37,3.84,54.45,4.71,6.01,2.29,1.51,8.73,2.96,7.8,3.37,6.57,8.74,2.25,27.94,2.77,7.05,ID_045,5.19
ID_046,ID_046,ID_046,ID_046,ID_046,ID_046,ID_046,3.11,3.28,8.77,8.01,61.79,6.98,1.7,8.78,4.26,6.63,4.11,5.47,2.59,6.57,6.72,2.06,70.51,2.86,4.5,ID_046,2.11
ID_047,ID_047,ID_047,ID_047,ID_047,ID_047,ID_047,8.46,2.18,1.58,3.65,76.29,4.16,6.21,3.92,6.47,6.02,8.6,7.43,6.06,7.36,6.59,6.65,72.51,1.54,6.08,ID_047,3.15
ID_048,ID_048,ID_048,ID_048,ID_048,ID_048,ID_048,6.74,1.6,7.09,7.22,58.58,1.99,4.07,2.15,2.44,2.77,7.63,7.15,2.09,6.43,6.56,4.57,78.66,1.44,4.93,ID_048,4.41
ID_049,ID_049,ID_049,ID_049,ID_049,ID_049,ID_049,2.58,7.59,6.31,6.56,61.88,3.02,6.3,4.2,7.61,7.37,5.75,4.67,6.06,7.19,1.4,6.27,82.56,7.7,3.62,ID_049,8.01
ID_050,ID_050,ID_050,ID_050,ID_050,ID_050,ID_050,4.68,2.72,3.6,1.62,50.98,1.47,2.65,8.59,8.5,4.62,6.64,3.78,8.42,6.97,3.54,6.71,51.58,6.57,6.42,ID_050,1.36
ID_051,ID_051,ID_051,ID_051,ID_051,ID_051,ID_051,2.65,6.19,8.56,2.04,84.75,5.77,6.4,6.25,6.48,7.03,2.04,4.9,3.88,7.65,5.78,7.97,66.18,4.37,2.74,ID_051,3.63
ID_052,ID_052,ID_052,ID_052,ID_052,ID_052,ID_052,3.97,2.23,5.6,6.03,4.99,5.04,1.74,6.4,5.97,3.23,7.1,1.92,3.84,6.17,1.82,4.7,55.46,2.36,2.12,ID_052,7.98
ID_053,ID_053,ID_053,ID_053,ID_053,ID_053,ID_053,2.86,2.48,4.8,3.11,47.47,6.72,6.41,1.56,3.25,6.73,5.76,3.71,4.44,7.02,2.57,6.13,45.02,4.46,3.36,ID_053,4.22
ID_054,ID_054,ID_054,ID_054,ID_054,ID_054,ID_054,8.24,6.62,7.26,8.35,78.03,7.63,6.97,2.25,6.7,5.26,4.96,2.19,1.88,7.92,3.89,3.66,45.6,3.6,6.07,ID_054,2.55
ID_055,ID_055,ID_055,ID_055,ID_055,ID_055,ID_055,4.01,6.46,1.81,4.2,38.8,5.0,7.34,5.33,1.39,3.45,2.51,2.87,5.32,6.59,7.2,1.5,43.36,3.89,2.19,ID_055,7.93
ID_056,ID_056,ID_056,ID_056,ID_056,ID_056,ID_056,5.44,8.02,7.5,2.0,82.21,4.47,5.96,1.35,5.36,4.84,5.14,6.93,8.37,2.42,5.7,4.14,60.52,2.5,7.48,ID_056,5.7
ID_057,ID_057,ID_057,ID_057,ID_057,ID_057,ID_057,6.79,5.85,8.8,2.0,29.81,5.39,4.48,5.81,2.34,6.37,6.68,2.84,2.49,8.65,3.9,4.2,29.57,2.59,1.8,ID_057,5.23
ID_058,ID_058,ID_058,ID_058,ID_058,ID_058,ID_058,2.8,7.05,6.28,8.37,30.31,5.26,8.59,7.64,2.34,1.46,6.95,7.51,2.53,3.03,3.47,2.18,20.09,7.24,8.67,ID_058,2.01
ID_059,ID_059,ID_059,ID_059,ID_059,ID_059,ID_059,2.02,6.27,2.39,6.59,40.55,6.5,7.04,4.5,4.47,2.04,8.23,4.71,6.88,6.03,7.6,7.58,19.28,4.8,5.02,ID_059,5.0
ID_060,ID_060,ID_060,ID_060,ID_060,ID_060,ID_060,2.94,7.99,3.49,5.01,21.11,5.93,3.27,5.19,2.99,1.51,1.47,7.72,6.52,4.1,2.46,7.64,4.21,8.75,6.43,ID_060,3.41
ID_061,ID_061,ID_061,ID_061,ID_061,ID_061,ID_061,6.15,3.19,2.87,7.98,13.31,8.46,3.59,3.48,8.46,1.72,2.6,6.6,3.42,7.32,7.8,8.09,47.4,1.4,3.95,ID_061,4.73
ID_062,ID_062,ID_062,ID_062,ID_062,ID_062,ID_062,5.55,1.25,5.8,1.32,60.75,4.57,4.19,5.64,5.86,8.77,2.02,5.01,8.69,5.81,6.93,4.41,8.87,5.18,7.55,ID_062,8.76
ID_063,ID_063,ID_063,ID_063,ID_063,ID_063,ID_063,3.46,2.66,7.47,5.5,13.98,2.99,2.51,6.12,3.3,7.48,7.57,8.79,8.68,1.23,2.09,2.58,64.57,4.14,8.23,ID_063,1.49
ID_064,ID_064,ID_064,ID_064,ID_064,ID_064,ID_064,5.65,7.57,4.53,7.03,79.17,2.98,2.97,3.76,3.93,2.91,8.42,6.21,8.67,6.33,3.85,2.94,10.53,7.56,5.74,ID_064,5.53
ID_065,ID_065,ID_065,ID_065,ID_065,ID_065,ID_065,3.5,3.93,8.44,3.38,74.55,4.68,7.08,5.15,6.51,7.91,4.4,7.71,3.47,7.14,2.08,3.73,7.22,3.57,1.69,ID_065,5.65
ID_066,ID_066,ID_066,ID_066,ID_066,ID_066,ID_066,8.19,1.8,8.35,4.0,49.86,8.57,5.92,2.87,6.7,4.51,4.95,6.77,5.41,4.38,2.05,3.09,40.63,6.29,1.67,ID_066,6.23
ID_067,ID_067,ID_067,ID_067,ID_067,ID_067,ID_067,5.69,3.13,6.6,5.05,10.9,5.42,8.13,4.61,4.37,2.55,5.65,7.76,8.32,4.58,4.16,7.59,79.32,8.32,4.32,ID_067,2.53
ID_068,ID_068,ID_068,ID_068,ID_068,ID_068,ID_068,3.41,8.51,5.99,5.01,49.2,2.01,2.56,5.64,7.77,5.9,3.36,7.77,4.57,7.43,7.53,1.79,55.16,2.04,6.9,ID_068,2.04
ID_069,ID_069,ID_069,ID_069,ID_069,ID_069,ID_069,8.48,2.1,7.77,7.6,3.89,1.93,1.32,1.99,5.61,5.79,7.51,5.94,5.66,6.36,7.68,6.13,79.12,5.12,4.09,ID_069,5.47
ID_070,ID_070,ID_070,ID_070,ID_070,ID_070,ID_070,1.65,6.42,5.65,2.62,64.23,5.89,2.54,7.81,7.78,4.04,5.3,4.05,6.71,7.53,2.73,4.65,11.47,6.44,5.71,ID_070,6.02
ID_071,ID_071,ID_071,ID_071,ID_071,ID_071,ID_071,5.18,3.86,7.7,7.16,83.9,2.61,4.3,7.36,8.04,2.11,8.48,3.19,6.92,1.42,2.98,7.38,12.15,5.25,5.29,ID_071,4.44
ID_072,ID_072,ID_072,ID_072,ID_072,ID_072,ID_072,5.68,3.67,6.74,1.58,7.71,7.85,2.46,1.55,8.02,5.4,1.71,3.82,2.46,7.06,5.04,7.06,10.13,4.82,7.74,ID_072,6.6
ID_073,ID_073,ID_073,ID_073,ID_073,ID_073,ID_073,2.69,5.38,2.33,8.16,61.9,3.95,3.95,7.86,3.02,2.44,3.37,6.2,6.26,4.66,7.38,7.32,27.17,4.26,2.89,ID_073,6.77
ID_074,ID_074,ID_074,ID_074,ID_074,ID_074,ID_074,2.54,6.87,8.4,7.48,19.12,3.14,7.5,1.32,5.55,3.12,8.28,7.0,8.78,3.0,2.61,4.57,53.57,2.77,4.06,ID_074,8.13
ID_075,ID_075,ID_075,ID_075,ID_075,ID_075,ID_075,5.12,8.12,6.95,2.47,34.75,7.58,8.68,7.77,6.44,7.45,5.96,3.33,6.78,6.48,5.83,1.76,53.36,5.75,1.43,ID_075,7.3
ID_076,ID_076,ID_076,ID_076,ID_076,ID_076,ID_076,8.18,7.37,4.01,5.58,35.37,8.66,3.38,5.4,2.05,7.97,6.23,4.51,3.85,5.3,1.61,2.34,12.42,4.78,6.33,ID_076,8.69
ID_077,ID_077,ID_077,ID_077,ID_077,ID_077,ID_077,7.2,4.47,1.52,5.89,43.12,4.22,8.58,1.54,5.19,2.24,1.83,8.52,2.34,2.28,7.05,4.15,21.62,8.27,4.89,ID_077,4.7
ID_078,ID_078,ID_078,ID_078,ID_078,ID_078,ID_078,7.51,6.26,2.83,5.24,34.22,5.93,5.78,2.32,3.65,4.13,7.58,4.59,7.91,2.45,1.44,3.96,27.44,3.49,4.24,ID_078,1.36
ID_079,ID_079,ID_079,ID_079,ID_079,ID_079,ID_079,7.57,3.37,2.76,3.66,60.02,8.26,6.1,4.42,7.62,5.86,6.63,6.95,7.28,4.03,6.29,1.73,18.68,5.86,4.78,ID_079,3.57
ID_080,ID_080,ID_080,ID_080,ID_080,ID_080,ID_080,6.25,8.73,7.14,6.1,25.69,4.05,1.5,1.23,7.8,5.84,3.06,5.49,7.1,6.81,2.57,6.99,22.52,6.22,2.65,ID_080,2.26
ID_081,ID_081,ID_081,ID_081,ID_081,ID_081,ID_081,7.15,1.3,3.14,2.46,14.72,6.28,6.95,7.05,6.53,2.08,7.37,6.51,3.71,7.5,3.7,7.85,84.6,1.96,3.91,ID_081,8.26
ID_082,ID_082,ID_082,ID_082,ID_082,ID_082,ID_082,8.6,2.15,7.54,7.6,70.01,2.82,5.56,7.08,2.44,7.31,2.36,1.71,6.61,6.64,8.75,6.34,20.33,8.05,1.55,ID_082,4.64
ID_083,ID_083,ID_083,ID_083,ID_083,ID_083,ID_083,5.14,6.73,8.23,8.27,66.56,1.75,7.22,4.62,6.51,1.22,5.22,1.77,8.79,2.18,5.55,6.31,56.17,1.4,5.08,ID_083,6.65
ID_084,ID_084,ID_084,ID_084,ID_084,ID_084,ID_084,5.42,5.76,6.06,5.34,34.04,3.5,1.59,7.14,5.5,7.91,8.77,8.03,7.79,6.3,7.54,8.08,31.31,5.42,4.46,ID_084,3.45
ID_085,ID_085,ID_085,ID_085,ID_085,ID_085,ID_085,6.0,6.39,3.73,6.37,10.21,6.26,3.69,2.45,6.1,3.14,2.97,7.59,2.61,2.7,8.57,4.53,75.7,6.96,2.47,ID_085,7.03
ID_086,ID_086,ID_086,ID_086,ID_086,ID_086,ID_086,8.53,7.5,1.38,4.52,81.64,3.04,3.11,3.09,3.74,1.47,5.89,5.91,8.64,8.0,6.26,8.45,25.38,2.89,7.47,ID_086,2.18
ID_087,ID_087,ID_087,ID_087,ID_087,ID_087,ID_087,7.35,1.77,3.92,2.85,23.05,7.62,4.11,6.12,4.73,7.51,6.05,6.72,7.39,7.47,1.54,7.34,66.76,6.62,1.98,ID_087,3.4
ID_088,ID_088,ID_088,ID_088,ID_088,ID_088,ID_088,1.96,4.46,6.44,5.89,77.54,5.33,2.71,5.07,3.75,3.04,8.6,8.29,3.15,2.09,4.24,6.33,25.64,3.37,8.42,ID_088,4.0
ID_089,ID_089,ID_089,ID_089,ID_089,ID_089,ID_089,1.32,5.02,7.72,4.14,20.84,7.28,7.25,5.46,3.91,2.15,7.72,1.56,3.16,3.52,5.25,7.63,79.31,8.79,7.83,ID_089,1.42
ID_090,ID_090,ID_090,ID_090,ID_090,ID_090,ID_090,1.53,8.07,2.51,6.38,79.42,8.53,7.81,8.79,4.58,2.36,7.16,1.24,8.75,6.45,6.41,5.3,72.93,2.12,2.85,ID_090,8.7
ID_091,ID_091,ID_091,ID_091,ID_091,ID_091,ID_091,1.41,2.16,5.47,2.09,62.33,6.74,8.48,3.29,1.62,3.71,1.73,5.18,8.21,4.04,6.42,4.51,69.95,4.61,6.33,ID_091,6.73
ID_092,ID_092,ID_092,ID_092,ID_092,ID_092,ID_092,3.27,3.0,5.59,8.2,12.96,2.7,5.37,5.39,6.74,5.62,7.25,2.49,7.76,7.51,8.32,6.77,62.83,6.51,4.62,ID_092,3.93
ID_093,ID_093,ID_093,ID_093,ID_093,ID_093,ID_093,2.87,5.74,6.4,7.93,58.39,4.54,1.94,4.19,5.58,5.57,1.45,3.44,1.46,3.9,1.79,2.05,68.41,1.42,8.37,ID_093,4.73
ID_094,ID_094,ID_094,ID_094,ID_094,ID_094,ID_094,4.88,4.58,2.18,6.45,49.67,3.71,5.06,6.59,2.26,5.99,1.79,5.55,8.33,5.32,3.95,2.39,9.31,2.47,6.0,ID_094,5.91
ID_095,ID_095,ID_095,ID_095,ID_095,ID_095,ID_095,5.2,8.01,3.3,3.39,33.3,5.74,6.35,1.4,8.07,7.08,3.52,2.12,6.88,1.54,3.74,4.38,32.39,2.52,3.36,ID_095,5.23
ID_096,ID_096,ID_096,ID_096,ID_096,ID_096,ID_096,3.85,4.94,4.2,5.93,24.77,3.55,6.91,6.76,5.42,8.13,4.02,7.62,8.31,3.91,7.63,2.77,30.41,4.62,7.35,ID_096,8.2
ID_097,ID_097,ID_097,ID_097,ID_097,ID_097,ID_097,8.56,1.94,7.9,2.85,40.5,6.99,7.41,3.6,8.77,8.35,5.1,5.44,3.15,5.32,4.14,2.46,59.96,1.39,5.79,ID_097,5.43
ID_098,ID_098,ID_098,ID_098,ID_098,ID_098,ID_098,7.73,8.76,4.09,3.15,5.37,7.0,2.54,7.44,6.21,1.66,5.5,8.27,6.44,8.46,8.01,1.39,55.53,6.05,8.79,ID_098,8.11
ID_099,ID_099,ID_099,ID_099,ID_099,ID_099,ID_099,5.43,6.6,7.6,6.96,72.0,2.38,2.99,4.24,4.14,6.14,6.68,4.8,2.9,8.73,1.3,7.4,72.84,2.17,6.34,ID_099,3.34
ID_000,ID_000,ID_000,ID_000,ID_000,ID_000,ID_000,8.5,5.1,2.54,6.84,65.53,3.66,3.04,4.68,4.62,1.89,3.83,8.09,4.32,2.71,1.99,3.06,5.24,6.54,5.28,ID_000,6.13
ID_001,ID_001,ID_001,ID_001,ID_001,ID_001,ID_001,7.44,2.08,2.39,7.34,70.92,6.46,8.24,7.07,2.84,3.37,6.06,3.46,6.26,5.46,3.88,6.68,38.09,6.23,5.51,ID_001,6.33
ID_002,ID_002,ID_002,ID_002,ID_002,ID_002,ID_002,6.13,5.28,6.67,3.3,40.34,6.42,7.04,2.18,8.51,1.23,7.7,4.62,8.44,1.7,8.0,6.57,5.51,6.21,3.85,ID_002,6.89
ID_003,ID_003,ID_003,ID_003,ID_003,ID_003,ID_003,3.6,5.17,3.19,6.77,5.8,4.23,2.49,6.44,6.54,4.66,3.41,1.46,7.86,3.51,2.38,1.27,18.21,6.72,2.33,ID_003,3.82
ID_004,ID_004,ID_004,ID_004,ID_004,ID_004,ID_004,6.63,1.89,6.13,3.03,26.33,7.16,6.61,7.02,3.75,6.36,2.65,4.69,8.06,6.28,3.55,2.27,78.58,6.43,7.39,ID_004,3.57
ID_005,ID_005,ID_005,ID_005,ID_005,ID_005,ID_005,2.94,1.73,4.58,7.96,54.27,2.03,7.03,4.74,1.34,3.96,2.7,2.22,6.46,7.74,1.21,2.36,82.92,7.57,5.0,ID_005,7.6
ID_006,ID_006,ID_006,ID_006,ID_006,ID_006,ID_006,2.22,6.86,6.39,2.05,12.51,6.29,7.04,1.66,4.21,7.52,6.31,7.58,2.86,8.64,6.7,6.77,32.4,7.38,7.16,ID_006,5.03
ID_007,ID_007,ID_007,ID_007,ID_007,ID_007,ID_007,7.02,3.86,5.8,2.54,6.3,6.28,7.31,1.5,1.5,7.38,3.36,4.63,4.36,7.79,5.65,7.39,30.17,6.13,6.3,ID_007,8.76
ID_008,ID_008,ID_008,ID_008,ID_008,ID_008,ID_008,2.41,7.31,6.71,5.82,82.78,2.89,5.2,7.05,8.61,4.07,4.52,1.43,8.56,6.06,7.37,8.63,65.4,1.64,8.21,ID_008,1.85
ID_009,ID_009,ID_009,ID_009,ID_009,ID_009,ID_009,1.73,6.23,1.94,7.22,72.24,3.15,4.19,5.59,6.44,6.74,4.17,8.78,2.33,5.15,2.14,4.9,26.6,2.42,6.07,ID_009,3.87
ID_010,ID_010,ID_010,ID_010,ID_010,ID_010,ID_010,5.49,6.37,5.9,2.76,76.86,7.14,1.23,3.57,6.98,3.85,2.1,5.51,7.6,8.43,7.09,8.45,15.49,8.37,1.84,ID_010,2.15
ID_011,ID_011,ID_011,ID_011,ID_011,ID_011,ID_011,4.13,7.53,8.71,7.72,71.02,5.84,6.91,8.16,6.74,8.66,7.05,8.13,3.47,8.65,3.55,7.07,32.24,3.02,6.03,ID_011,3.55
ID_012,ID_012,ID_012,ID_012,ID_012,ID_012,ID_012,3.08,6.48,8.39,4.41,67.13,6.73,7.98,6.88,5.03,7.57,4.36,2.17,1.23,3.13,3.34,7.41,29.61,6.12,5.82,ID_012,6.84
ID_013,ID_013,ID_013,ID_013,ID_013,ID_013,ID_013,8.16,7.44,1.21,2.01,50.32,1.31,4.54,7.28,2.26,2.51,2.5,8.07,7.17,3.66,4.66,8.23,60.42,5.91,2.02,ID_013,7.69
ID_014,ID_014,ID_014,ID_014,ID_014,ID_014,ID_014,2.95,6.07,3.08,8.62,47.99,7.29,4.27,5.67,7.7,4.9,5.67,4.16,1.62,8.37,5.8,3.31,38.45,8.22,6.93,ID_014,3.0
ID_015,ID_015,ID_015,ID_015,ID_015,ID_015,ID_015,8.43,5.95,1.44,4.63,36.21,8.24,2.41,5.19,8.03,2.57,3.64,1.52,8.04,6.46,3.82,5.02,71.96,5.32,7.58,ID_015,1.99
ID_016,ID_016,ID_016,ID_016,ID_016,ID_016,ID_016,5.74,7.27,7.52,7.53,84.79,7.46,4.71,1.26,6.69,8.56,6.67,7.41,6.76,4.28,5.48,1.67,62.21,4.11,3.03,ID_016,3.01
ID_017,ID_017,ID_017,ID_017,ID_017,ID_017,ID_017,4.86,3.72,7.71,5.86,26.94,1.41,6.71,6.94,2.62,5.97,8.74,1.83,8.09,5.12,5.82,6.14,74.85,7.75,8.71,ID_017,4.92
ID_018,ID_018,ID_018,ID_018,ID_018,ID_018,ID_018,1.39,6.39,2.07,5.03,72.61,8.21,5.15,4.76,8.09,6.81,7.1,8.51,4.32,3.58,2.55,3.43,2.9,7.29,4.99,ID_018,8.57
ID_019,ID_019,ID_019,ID_019,ID_019,ID_019,ID_019,5.64,7.78,6.45,5.06,73.67,7.35,1.62,4.85,2.76,2.53,6.4,1.47,1.93,2.34,3.7,3.67,21.86,1.37,2.37,ID_019,4.1
ID_020,ID_020,ID_020,ID_020,ID_020,ID_020,ID_020,5.21,7.85,8.69,8.07,12.11,6.02,2.92,7.85,8.27,3.94,4.35,3.89,3.37,3.55,2.78,6.17,60.57,1.76,2.17,ID_020,2.42
ID_021,ID_021,ID_021,ID_021,ID_021,ID_021,ID_021,7.07,6.05,6.44,7.44,37.07,3.49,4.03,7.61,6.45,1.96,6.62,5.75,1.82,7.77,5.86,5.3,39.14,1.95,3.18,ID_021,1.42
ID_022,ID_022,ID_022,ID_022,ID_022,ID_022,ID_022,6.58,6.23,3.41,4.89,35.43,2.04,4.02,2.22,1.33,2.12,1.71,4.42,2.6,8.71,8.72,2.29,11.42,6.88,3.36,ID_022,3.46
ID_023,ID_023,ID_023,ID_023,ID_023,ID_023,ID_023,6.72,7.31,4.07,2.21,33.11,8.08,8.76,7.08,6.58,8.55,6.18,2.42,2.88,5.58,6.1,2.47,76.97,8.18,6.97,ID_023,3.11
ID_024,ID_024,ID_024,ID_024,ID_024,ID_024,ID_024,3.47,8.49,5.34,4.12,15.0,8.48,7.92,4.23,2.2,4.54,3.65,2.64,2.61,3.59,2.67,4.25,55.79,4.27,3.4,ID_024,7.3
ID_025,ID_025,ID_025,ID_025,ID_025,ID_025,ID_025,7.31,3.18,3.95,5.59,49.9,7.34,2.14,5.2,3.61,3.94,5.68,7.06,3.2,5.05,5.76,2.22,42.79,7.55,4.08,ID_025,2.42
ID_026,ID_026,ID_026,ID_026,ID_026,ID_026,ID_026,7.52,2.45,6.25,4.13,11.21,6.85,8.08,7.24,8.74,8.71,6.31,5.22,1.87,1.79,8.29,7.82,77.55,1.77,7.78,ID_026,4.71
ID_027,ID_027,ID_027,ID_027,ID_027,ID_027,ID_027,4.11,5.69,5.22,3.63,11.49,3.4,5.6,4.3,6.46,2.53,5.04,1.27,5.77,6.61,4.35,1.95,18.13,7.33,1.91,ID_027,3.37
ID_028,ID_028,ID_028,ID_028,ID_028,ID_028,ID_028,1.85,4.32,5.73,5.99,50.16,1.93,8.38,5.11,5.66,2.08,5.08,8.6,5.0,3.33,5.78,7.89,14.09,1.89,3.51,ID_028,5.15
ID_029,ID_029,ID_029,ID_029,ID_029,ID_029,ID_029,3.62,6.01,3.44,6.42,76.07,7.38,4.15,5.15,5.17,5.4,5.39,8.42,8.31,1.78,6.65,1.38,26.8,2.83,3.54,ID_029,8.09
ID_030,ID_030,ID_030,ID_030,ID_030,ID_030,ID_030,6.67,5.0,4.32,6.78,14.53,2.64,8.7,2.48,7.43,3.52,2.32,5.59,4.54,2.54,2.07,7.45,76.49,7.75,6.4,ID_030,5.44
ID_031,ID_031,ID_031,ID_031,ID_031,ID_031,ID_031,6.28,2.89,2.52,4.62,41.18,3.12,5.87,8.13,3.74,2.32,7.82,4.12,2.41,1.39,4.29,3.97,68.09,5.02,5.21,ID_031,4.28
ID_032,ID_032,ID_032,ID_032,ID_032,ID_032,ID_032,6.14,3.89,3.81,5.95,26.42,5.92,1.46,3.44,5.61,7.86,5.63,7.85,1.3,4.62,8.16,5.32,15.77,2.4,3.8,ID_032,6.62
ID_033,ID_033,ID_033,ID_033,ID_033,ID_033,ID_033,8.6,3.04,5.32,7.45,76.44,5.17,4.31,5.56,3.06,7.18,5.53,7.78,2.91,4.33,5.3,1.32,25.13,3.37,2.19,ID_033,1.32
ID_034,ID_034,ID_034,ID_034,ID_034,ID_034,ID_034,8.78,8.39,1.34,1.94,67.55,3.94,7.93,5.36,1.31,2.39,7.98,1.31,3.28,2.42,5.74,4.59,11.28,5.55,2.6,ID_034,1.26
ID_035,ID_035,ID_035,ID_035,ID_035,ID_035,ID_035,5.62,7.89,4.6,4.84,51.55,2.74,8.44,2.41,3.2,2.28,1.44,4.44,8.12,2.51,5.11,5.66,38.57,2.21,8.08,ID_035,3.49
ID_036,ID_036,ID_036,ID_036,ID_036,ID_036,ID_036,8.33,3.87,7.11,1.9,39.71,3.98,5.48,5.58,3.11,5.77,3.56,6.42,5.57,7.1,6.87,6.04,56.29,6.26,6.73,ID_036,3.47
ID_037,ID_037,ID_037,ID_037,ID_037,ID_037,ID_037,2.58,5.87,8.17,7.88,73.94,7.97,3.11,7.98,5.79,1.34,2.82,3.25,7.63,5.95,8.34,4.87,17.85,1.63,2.08,ID_037,2.38
ID_038,ID_038,ID_038,ID_038,ID_038,ID_038,ID_038,3.46,6.38,4.92,5.05,74.65,4.25,6.95,3.12,7.41,3.38,5.2,7.49,2.44,2.49,5.01,4.72,54.7,7.0,1.5,ID_038,7.03
