col_table_source,col_aq_id,col_date,col_zone_id,col_pm25_ugm3,col_no2_ugm3,col_aqi_index,col_source,col_annee,col_secteur,col_emissions_mt_co2eq,col_evolution_annuelle_pourcent,col_part_nationale_pourcent,col_date_collecte,col_emissions_co2_transport_mt,col_indice_qualite_air,col_consommation_energie_transport_twh,col_part_transport_emissions_pourcent,col_reduction_emissions_vs_2019_pourcent,col_amelioration_qualite_air_pourcent,col_objectif_atteint,col_energy_id,col_mois,col_line_id,col_mode,col_energie_kwh,col_ville,col_condition_meteo,col_temperature_celsius,col_humidite_pourcent,col_pression_hpa,col_vitesse_vent_kmh,col_visibilite_km
Data.gouv.fr,ID_019,2024-12-16 00:00:00,ID_019,7.88,5.0,62.93,Airparif,4.69,6.82,8.15,1.53,4.14,2024-11-01 00:00:00,4.92,6.26,3.98,4.22,6.3,1.61,7.03,ID_019,1.33,ID_019,Bus RATP,4.88,Montpellier,6.82,20.8,ID_019,1001.4,70,1.65
RATP_Open_Data_2024,ID_020,2024-05-26 00:00:00,ID_020,5.92,5.03,22.97,RATP_Open_Data_2024,5.25,8.71,5.45,8.66,7.06,2024-06-30 00:00:00,4.68,3.31,1.55,4.16,7.29,7.34,6.61,ID_020,3.61,ID_020,Tramway,8.13,Nantes,4.33,25.6,ID_020,998.1,80,8.49
Airparif,ID_021,2024-02-05 00:00:00,ID_021,5.24,4.68,68.74,Data.gouv.fr,7.02,5.67,8.28,5.5,6.61,2024-05-25 00:00:00,4.94,4.71,6.11,4.03,7.44,7.18,8.47,ID_021,4.79,ID_021,Métro,8.64,Toulouse,8.6,26.6,ID_021,999.6,45,1.52
SNCF_Open_Data,ID_022,2024-03-22 00:00:00,ID_022,4.54,6.23,83.56,RATP_Open_Data_2024,8.38,2.95,6.37,4.07,7.25,2024-01-25 00:00:00,8.57,4.79,3.2,6.81,4.18,2.62,1.92,ID_022,2.79,ID_022,Bus RATP,3.62,Nantes,1.29,21.5,ID_022,1023.2,45,3.23
RATP_Open_Data_2024,ID_023,2024-03-03 00:00:00,ID_023,2.92,7.85,28.31,RATP_Open_Data_2024,6.6,4.41,7.57,6.34,4.31,2024-06-20 00:00:00,7.28,3.6,5.68,7.36,1.38,7.06,1.55,ID_023,1.66,ID_023,TGV,3.07,Marseille,2.79,5.6,ID_023,1005.4,45,5.04
SNCF_Open_Data,ID_024,2024-11-22 00:00:00,ID_024,7.4,5.97,11.77,RATP_Open_Data_2024,6.29,2.26,3.77,1.96,3.11,2024-12-13 00:00:00,1.88,7.12,4.7,7.19,5.47,4.61,3.15,ID_024,2.62,ID_024,Bus RATP,7.81,Lille,2.64,23.0,ID_024,1012.8,45,4.71
Data.gouv.fr,ID_025,2024-10-22 00:00:00,ID_025,8.69,6.5,20.43,Data.gouv.fr,3.23,3.98,6.3,6.76,6.39,2024-01-25 00:00:00,5.51,1.43,7.88,3.25,3.06,7.86,7.35,ID_025,4.11,ID_025,Bus RATP,4.9,Marseille,3.51,10.8,ID_025,1010.2,50,8.47
Data.gouv.fr,ID_026,2024-07-05 00:00:00,ID_026,7.37,8.2,52.27,Data.gouv.fr,7.43,3.35,3.32,7.58,6.79,2024-10-13 00:00:00,8.08,2.19,8.62,5.49,6.19,6.7,3.98,ID_026,4.03,ID_026,Transilien,4.72,Lille,6.26,24.3,ID_026,1009.6,110,3.61
Data.gouv.fr,ID_027,2024-04-17 00:00:00,ID_027,1.81,6.37,81.73,Airparif,8.69,8.36,6.79,1.65,8.42,2024-07-11 00:00:00,1.23,2.2,8.55,4.5,5.77,5.78,5.28,ID_027,1.86,ID_027,Tramway,5.81,Lille,7.37,18.5,ID_027,998.5,110,3.08
RATP_Open_Data_2024,ID_028,2024-12-25 00:00:00,ID_028,3.87,6.78,15.18,Météo-France,4.57,5.74,7.88,6.03,3.61,2024-06-08 00:00:00,5.81,2.89,3.08,4.01,6.89,7.77,4.41,ID_028,4.75,ID_028,Métro,1.39,Strasbourg,6.91,5.5,ID_028,998.7,110,6.46
Airparif,ID_029,2024-10-04 00:00:00,ID_029,2.07,7.27,50.9,Météo-France,1.89,6.88,6.81,3.96,6.58,2024-07-18 00:00:00,8.79,2.72,8.08,7.94,1.62,6.0,6.85,ID_029,2.38,ID_029,RER,5.29,Paris,4.9,20.5,ID_029,998.3,70,1.71
Airparif,ID_030,2024-05-24 00:00:00,ID_030,3.49,5.33,69.25,Airparif,3.29,3.35,6.72,6.65,5.18,2024-12-02 00:00:00,7.88,5.28,2.87,4.39,6.28,5.69,7.95,ID_030,5.09,ID_030,Tramway,8.56,Strasbourg,7.42,25.2,ID_030,1001.5,45,8.78
SNCF_Open_Data,ID_031,2024-05-06 00:00:00,ID_031,6.75,3.92,27.55,Airparif,5.38,4.7,1.8,8.58,5.84,2024-03-01 00:00:00,5.59,4.23,2.2,8.0,3.4,4.06,6.19,ID_031,7.18,ID_031,Tramway,5.24,Strasbourg,5.66,24.4,ID_031,1014.3,130,2.79
RATP_Open_Data_2024,ID_032,2024-09-02 00:00:00,ID_032,6.53,4.57,67.24,Météo-France,2.82,6.55,7.76,8.3,7.0,2024-08-15 00:00:00,7.01,2.4,6.31,4.24,1.53,3.91,1.58,ID_032,5.05,ID_032,Métro,7.15,Paris,4.9,20.2,ID_032,1000.0,50,3.82
Météo-France,ID_033,2024-01-26 00:00:00,ID_033,5.48,3.08,53.11,SNCF_Open_Data,1.64,5.67,2.53,5.95,6.14,2024-08-04 00:00:00,4.94,2.17,7.79,3.5,2.21,3.4,4.44,ID_033,4.27,ID_033,TGV,6.73,Nice,6.84,8.2,ID_033,995.0,45,7.95
RATP_Open_Data_2024,ID_034,2024-10-17 00:00:00,ID_034,8.01,5.25,10.37,SNCF_Open_Data,8.49,4.9,2.45,3.72,1.81,2024-01-28 00:00:00,5.92,8.08,7.21,5.06,8.07,4.08,4.47,ID_034,5.68,ID_034,Métro,1.77,Strasbourg,8.6,9.5,ID_034,1020.5,45,8.3
Data.gouv.fr,ID_035,2024-01-08 00:00:00,ID_035,4.95,7.09,31.36,SNCF_Open_Data,4.24,2.49,6.52,5.63,8.38,2024-05-30 00:00:00,8.07,1.42,7.79,6.27,5.52,1.56,8.21,ID_035,3.82,ID_035,Transilien,2.43,Nice,3.59,13.3,ID_035,1010.1,45,4.95
SNCF_Open_Data,ID_036,2024-04-20 00:00:00,ID_036,6.81,5.29,54.53,RATP_Open_Data_2024,7.72,2.27,8.1,7.21,3.84,2024-08-07 00:00:00,8.34,7.78,8.66,5.81,4.57,2.72,3.13,ID_036,8.3,ID_036,TGV,3.04,Marseille,2.31,8.4,ID_036,1018.5,110,2.51
Airparif,ID_037,2024-08-14 00:00:00,ID_037,2.7,5.27,41.52,RATP_Open_Data_2024,3.6,7.89,5.8,5.97,4.58,2024-04-07 00:00:00,2.24,5.06,6.15,8.61,3.96,1.72,6.02,ID_037,3.79,ID_037,Transilien,6.45,Toulouse,5.61,14.0,ID_037,1004.4,110,4.51
RATP_Open_Data_2024,ID_038,2024-05-11 00:00:00,ID_038,1.58,6.2,32.75,Airparif,4.7,4.01,5.49,3.77,3.66,2024-05-10 00:00:00,5.9,3.92,3.77,6.09,3.7,3.19,4.26,ID_038,5.74,ID_038,Bus RATP,7.21,Bordeaux,8.13,16.8,ID_038,996.3,110,3.14
RATP_Open_Data_2024,ID_039,2024-11-14 00:00:00,ID_039,3.7,6.42,69.6,Météo-France,2.13,1.69,3.67,6.65,5.17,2024-04-22 00:00:00,5.88,8.46,7.26,3.17,1.87,6.71,7.3,ID_039,5.54,ID_039,RER,7.38,Nantes,3.56,7.8,ID_039,1013.8,110,4.31
SNCF_Open_Data,ID_040,2024-07-21 00:00:00,ID_040,8.73,5.39,18.38,Data.gouv.fr,7.91,7.83,4.45,1.63,3.62,2024-04-07 00:00:00,7.09,5.29,8.61,8.55,3.15,2.79,8.51,ID_040,8.25,ID_040,RER,2.71,Strasbourg,7.81,20.0,ID_040,1013.8,110,7.6
Airparif,ID_041,2024-09-26 00:00:00,ID_041,6.49,3.77,20.4,Météo-France,8.37,4.42,5.96,2.52,5.8,2024-09-18 00:00:00,6.45,8.4,5.87,5.47,2.05,8.04,3.07,ID_041,4.52,ID_041,RER,8.23,Toulouse,1.84,14.7,ID_041,1020.0,80,6.08
Data.gouv.fr,ID_042,2024-02-17 00:00:00,ID_042,4.97,7.85,67.44,RATP_Open_Data_2024,6.99,1.88,6.15,4.4,5.15,2024-05-08 00:00:00,6.92,4.5,5.65,7.05,6.67,6.22,3.89,ID_042,4.35,ID_042,Transilien,3.24,Montpellier,7.75,8.3,ID_042,1005.4,30,2.75
Airparif,ID_043,2024-02-12 00:00:00,ID_043,6.65,7.12,7.63,Météo-France,6.4,7.74,2.12,7.57,5.98,2024-12-09 00:00:00,4.39,4.63,6.91,7.94,1.8,6.42,8.03,ID_043,1.66,ID_043,Tramway,4.28,Montpellier,1.42,7.3,ID_043,1004.8,130,2.87
Météo-France,ID_044,2024-02-24 00:00:00,ID_044,7.26,1.35,51.54,Météo-France,7.98,1.21,1.4,2.88,7.73,2024-10-24 00:00:00,5.36,3.21,6.12,4.74,3.65,2.4,1.69,ID_044,8.47,ID_044,Tramway,2.8,Toulouse,3.92,13.1,ID_044,1014.1,130,5.69
SNCF_Open_Data,ID_045,2024-09-06 00:00:00,ID_045,6.27,7.71,73.01,Data.gouv.fr,6.89,5.72,7.56,3.36,1.66,2024-04-12 00:00:00,3.41,1.77,1.41,1.86,1.5,3.76,3.17,ID_045,5.62,ID_045,RER,6.15,Montpellier,6.15,26.8,ID_045,1022.4,70,1.65
Météo-France,ID_046,2024-03-06 00:00:00,ID_046,4.78,7.43,47.8,RATP_Open_Data_2024,8.6,5.99,8.1,2.14,3.64,2024-04-18 00:00:00,6.98,2.98,6.31,3.43,3.18,3.97,3.72,ID_046,3.03,ID_046,Métro,3.04,Strasbourg,4.81,16.5,ID_046,1004.1,30,2.38
Airparif,ID_047,2024-08-26 00:00:00,ID_047,4.17,5.64,68.82,RATP_Open_Data_2024,7.18,3.79,7.05,1.23,3.71,2024-01-28 00:00:00,1.88,3.94,3.78,6.58,7.67,4.86,8.2,ID_047,4.85,ID_047,Transilien,8.19,Lyon,8.32,6.8,ID_047,996.1,80,4.09
SNCF_Open_Data,ID_048,2024-11-21 00:00:00,ID_048,4.82,7.59,6.12,SNCF_Open_Data,6.17,6.12,8.8,6.6,7.87,2024-04-23 00:00:00,5.24,5.02,7.23,3.77,3.33,4.17,3.35,ID_048,5.22,ID_048,Tramway,6.7,Toulouse,8.77,9.6,ID_048,1004.5,110,1.75
RATP_Open_Data_2024,ID_049,2024-10-28 00:00:00,ID_049,6.21,7.14,29.51,Airparif,2.04,3.07,4.27,1.43,3.05,2024-03-21 00:00:00,2.92,3.65,4.73,6.43,4.7,5.88,8.54,ID_049,2.31,ID_049,Tramway,5.61,Toulouse,7.52,12.9,ID_049,1008.7,130,2.85
Airparif,ID_050,2024-11-26 00:00:00,ID_050,8.23,8.79,5.62,SNCF_Open_Data,6.63,6.64,1.82,4.83,7.69,2024-01-01 00:00:00,4.57,7.61,1.56,3.17,6.88,2.04,3.0,ID_050,6.22,ID_050,Bus RATP,4.53,Nantes,2.45,23.4,ID_050,998.2,30,2.95
RATP_Open_Data_2024,ID_051,2024-10-16 00:00:00,ID_051,7.2,1.44,65.01,RATP_Open_Data_2024,8.59,1.65,3.58,4.94,1.36,2024-03-27 00:00:00,2.42,6.14,3.73,7.25,4.91,7.2,6.88,ID_051,5.39,ID_051,RER,2.37,Nantes,6.0,13.4,ID_051,1006.8,45,1.72
Météo-France,ID_052,2024-08-03 00:00:00,ID_052,6.09,4.77,42.2,Airparif,2.05,6.56,5.02,3.05,4.64,2024-11-17 00:00:00,3.73,6.32,4.77,7.64,5.24,8.4,6.0,ID_052,7.15,ID_052,RER,3.54,Montpellier,3.68,10.8,ID_052,1006.2,30,1.68
Météo-France,ID_053,2024-02-25 00:00:00,ID_053,7.18,6.98,70.52,SNCF_Open_Data,7.59,2.1,2.24,5.9,3.15,2024-12-16 00:00:00,2.81,8.02,8.56,4.52,3.52,7.78,8.58,ID_053,4.89,ID_053,Bus RATP,7.23,Nice,7.16,26.6,ID_053,1021.7,130,5.42
RATP_Open_Data_2024,ID_054,2024-01-05 00:00:00,ID_054,1.78,2.55,14.96,SNCF_Open_Data,8.04,7.42,5.98,1.52,4.64,2024-03-18 00:00:00,3.48,3.51,5.44,8.38,2.49,3.3,7.7,ID_054,5.87,ID_054,Tramway,8.03,Strasbourg,4.81,11.7,ID_054,1014.8,130,5.76
Météo-France,ID_055,2024-10-29 00:00:00,ID_055,7.13,8.41,84.06,Airparif,3.02,2.09,6.25,4.81,3.7,2024-06-05 00:00:00,2.41,3.81,1.44,8.38,1.63,2.24,5.35,ID_055,3.19,ID_055,TGV,5.58,Montpellier,1.73,9.5,ID_055,1022.0,70,7.96
Data.gouv.fr,ID_056,2024-07-13 00:00:00,ID_056,5.89,2.21,63.09,Data.gouv.fr,4.91,4.51,8.38,7.22,1.25,2024-02-27 00:00:00,6.64,8.62,7.78,4.74,8.33,1.87,7.67,ID_056,8.17,ID_056,Bus RATP,7.46,Marseille,6.6,26.2,ID_056,1001.5,130,5.34
RATP_Open_Data_2024,ID_057,2024-01-03 00:00:00,ID_057,2.55,6.24,57.8,RATP_Open_Data_2024,5.66,7.83,4.68,1.54,1.68,2024-03-28 00:00:00,5.73,5.06,3.56,5.52,6.88,5.02,2.78,ID_057,5.82,ID_057,TER,6.98,Lyon,8.55,25.9,ID_057,1024.2,130,1.72
SNCF_Open_Data,ID_058,2024-04-02 00:00:00,ID_058,1.88,4.98,39.57,Airparif,8.75,7.01,8.53,7.34,5.28,2024-06-26 00:00:00,2.99,4.77,8.02,5.89,3.03,8.59,7.91,ID_058,4.18,ID_058,TGV,6.14,Montpellier,5.94,17.7,ID_058,1014.2,130,5.83
RATP_Open_Data_2024,ID_059,2024-06-24 00:00:00,ID_059,8.08,2.22,83.96,Data.gouv.fr,3.22,5.19,1.38,8.6,5.29,2024-06-03 00:00:00,8.12,7.82,1.58,1.78,1.62,8.46,3.11,ID_059,5.02,ID_059,RER,2.49,Toulouse,1.36,23.2,ID_059,1002.4,50,5.31
SNCF_Open_Data,ID_060,2024-02-18 00:00:00,ID_060,2.29,5.1,22.13,Airparif,7.35,1.29,3.24,6.29,2.45,2024-03-16 00:00:00,8.49,3.81,6.79,5.62,1.26,5.4,1.95,ID_060,4.52,ID_060,Tramway,6.76,Toulouse,1.95,10.9,ID_060,1011.4,130,2.5
RATP_Open_Data_2024,ID_061,2024-11-26 00:00:00,ID_061,5.7,8.54,44.56,Airparif,2.67,2.92,6.89,3.83,6.46,2024-01-12 00:00:00,8.46,6.59,8.27,6.58,5.89,7.91,7.97,ID_061,2.93,ID_061,Métro,6.64,Strasbourg,1.77,11.9,ID_061,1014.2,80,1.54
SNCF_Open_Data,ID_062,2024-12-17 00:00:00,ID_062,1.66,8.52,75.26,Airparif,6.64,4.3,7.55,5.06,1.4,2024-01-28 00:00:00,7.85,5.2,7.27,5.47,3.14,7.64,8.02,ID_062,1.35,ID_062,TGV,8.62,Nantes,5.98,7.1,ID_062,1024.4,30,2.34
Airparif,ID_063,2024-07-15 00:00:00,ID_063,1.2,7.67,66.4,RATP_Open_Data_2024,4.21,3.33,2.82,2.17,5.16,2024-01-23 00:00:00,6.04,3.2,6.86,8.78,3.89,4.46,5.41,ID_063,1.83,ID_063,TER,5.01,Lille,5.51,9.5,ID_063,1002.0,45,7.14
RATP_Open_Data_2024,ID_064,2024-05-28 00:00:00,ID_064,4.13,4.72,23.61,Météo-France,4.24,5.8,6.35,7.53,3.54,2024-10-08 00:00:00,5.36,8.3,2.21,5.86,2.57,7.22,5.35,ID_064,6.23,ID_064,RER,4.56,Lille,8.33,12.2,ID_064,996.0,110,8.37
Data.gouv.fr,ID_065,2024-04-25 00:00:00,ID_065,2.91,7.14,22.58,Airparif,4.84,4.55,3.45,3.29,7.74,2024-05-11 00:00:00,4.9,2.65,5.44,3.1,6.83,2.71,2.9,ID_065,5.69,ID_065,Tramway,1.26,Nantes,1.9,18.5,ID_065,1020.4,80,5.62
Météo-France,ID_066,2024-01-20 00:00:00,ID_066,2.14,6.42,59.83,Météo-France,5.51,6.02,8.52,5.07,5.64,2024-10-22 00:00:00,4.64,1.91,6.43,3.57,5.71,2.8,8.31,ID_066,2.61,ID_066,Métro,4.3,Montpellier,4.6,5.4,ID_066,1008.3,130,5.5
Météo-France,ID_067,2024-11-05 00:00:00,ID_067,3.01,6.73,48.39,Airparif,4.38,6.97,4.41,4.85,7.18,2024-07-08 00:00:00,3.74,1.36,4.77,3.42,2.33,4.22,2.06,ID_067,8.3,ID_067,RER,6.66,Marseille,6.32,25.3,ID_067,995.8,130,1.53
RATP_Open_Data_2024,ID_068,2024-05-06 00:00:00,ID_068,7.05,7.85,24.83,Data.gouv.fr,3.46,2.01,7.04,3.95,3.6,2024-10-01 00:00:00,6.27,7.88,4.95,2.77,6.8,8.7,4.44,ID_068,6.29,ID_068,RER,7.34,Lille,4.91,7.9,ID_068,1009.6,30,5.62
RATP_Open_Data_2024,ID_069,2024-07-19 00:00:00,ID_069,4.66,2.14,66.62,Météo-France,8.15,6.99,8.75,7.18,7.3,2024-10-17 00:00:00,2.34,2.95,3.41,2.34,3.64,2.34,8.62,ID_069,6.35,ID_069,Tramway,2.58,Paris,2.2,20.4,ID_069,1022.9,130,2.45
RATP_Open_Data_2024,ID_070,2024-07-07 00:00:00,ID_070,5.2,4.81,51.91,Météo-France,7.56,5.99,4.76,3.19,2.51,2024-09-21 00:00:00,7.18,1.2,8.7,5.82,6.45,5.14,6.65,ID_070,8.65,ID_070,Bus RATP,1.47,Bordeaux,2.97,20.5,ID_070,1015.4,110,3.11
SNCF_Open_Data,ID_071,2024-03-31 00:00:00,ID_071,2.23,8.74,14.48,Météo-France,6.15,4.11,4.88,5.33,2.14,2024-03-05 00:00:00,3.01,5.54,5.64,3.39,1.86,1.67,7.92,ID_071,4.91,ID_071,Transilien,8.55,Montpellier,6.46,14.7,ID_071,1017.3,70,7.14
SNCF_Open_Data,ID_072,2024-04-12 00:00:00,ID_072,2.28,3.99,58.81,SNCF_Open_Data,6.5,2.94,8.11,5.83,8.26,2024-05-28 00:00:00,6.22,7.51,4.57,5.33,5.26,2.68,7.31,ID_072,2.39,ID_072,Tramway,3.28,Paris,5.49,17.1,ID_072,1024.2,130,5.43
Data.gouv.fr,ID_073,2024-09-26 00:00:00,ID_073,2.1,5.67,64.23,SNCF_Open_Data,5.46,8.04,4.15,7.97,6.94,2024-02-22 00:00:00,8.47,6.42,4.22,6.06,6.65,7.61,5.14,ID_073,6.08,ID_073,Métro,1.39,Marseille,4.89,25.9,ID_073,1021.9,30,6.15
Airparif,ID_074,2024-05-31 00:00:00,ID_074,7.72,6.04,74.93,SNCF_Open_Data,3.33,3.81,4.2,4.33,1.94,2024-06-25 00:00:00,6.88,2.21,6.42,5.14,7.42,2.25,6.59,ID_074,4.82,ID_074,TGV,8.08,Lille,3.71,17.3,ID_074,996.6,45,3.11
RATP_Open_Data_2024,ID_075,2024-09-25 00:00:00,ID_075,5.52,3.93,13.75,Météo-France,2.05,7.07,3.65,4.25,2.5,2024-04-03 00:00:00,2.67,7.71,4.19,8.75,4.08,7.97,3.58,ID_075,7.18,ID_075,RER,6.05,Paris,2.66,4.8,ID_075,1003.6,30,8.45
Data.gouv.fr,ID_076,2024-03-31 00:00:00,ID_076,7.52,6.88,64.1,RATP_Open_Data_2024,7.26,3.16,8.78,8.75,6.4,2024-05-10 00:00:00,2.17,5.55,2.31,2.98,3.68,2.53,2.55,ID_076,4.51,ID_076,Bus RATP,1.35,Montpellier,2.13,14.4,ID_076,1012.9,30,2.54
Data.gouv.fr,ID_077,2024-02-08 00:00:00,ID_077,7.66,5.4,33.86,RATP_Open_Data_2024,3.57,1.71,4.75,3.48,8.61,2024-03-16 00:00:00,2.49,5.44,8.02,2.49,3.67,2.03,6.08,ID_077,4.1,ID_077,TER,4.77,Paris,2.63,18.9,ID_077,1025.0,130,7.44
RATP_Open_Data_2024,ID_078,2024-03-12 00:00:00,ID_078,4.82,8.36,45.07,SNCF_Open_Data,5.84,3.59,8.25,3.81,5.3,2024-11-12 00:00:00,4.63,8.33,1.91,3.1,6.09,4.34,6.76,ID_078,1.96,ID_078,Tramway,5.39,Montpellier,7.03,17.2,ID_078,1005.6,130,5.1
RATP_Open_Data_2024,ID_079,2024-12-25 00:00:00,ID_079,4.29,1.72,22.67,Data.gouv.fr,4.7,4.67,2.76,6.96,1.34,2024-10-01 00:00:00,8.51,5.98,1.84,4.85,5.88,3.9,7.28,ID_079,4.82,ID_079,RER,2.88,Nantes,5.71,24.0,ID_079,996.9,45,5.54
Météo-France,ID_080,2024-05-28 00:00:00,ID_080,7.55,8.65,26.53,RATP_Open_Data_2024,3.89,8.06,3.12,2.2,6.8,2024-10-29 00:00:00,5.9,2.09,3.12,6.63,4.19,5.1,7.14,ID_080,1.64,ID_080,Tramway,8.49,Strasbourg,8.75,21.8,ID_080,997.1,30,2.37
Data.gouv.fr,ID_081,2024-11-16 00:00:00,ID_081,5.21,2.48,32.4,Airparif,5.55,6.19,8.65,6.41,8.46,2024-03-12 00:00:00,7.14,8.53,2.69,1.68,2.57,8.21,8.71,ID_081,8.56,ID_081,RER,6.52,Lille,4.12,18.7,ID_081,995.1,30,3.49
Airparif,ID_082,2024-01-12 00:00:00,ID_082,6.99,6.69,29.22,Météo-France,6.26,6.99,4.53,2.26,5.89,2024-04-10 00:00:00,6.21,3.28,3.35,1.32,6.26,2.23,1.34,ID_082,5.27,ID_082,Tramway,7.67,Nantes,7.88,7.6,ID_082,1004.1,30,1.82
Météo-France,ID_083,2024-09-08 00:00:00,ID_083,3.96,6.28,48.41,Airparif,2.55,6.39,4.3,6.79,5.74,2024-10-17 00:00:00,4.01,7.45,2.26,3.9,7.9,2.24,5.53,ID_083,5.7,ID_083,TGV,3.12,Nice,7.14,19.2,ID_083,1002.2,110,6.9
RATP_Open_Data_2024,ID_084,2024-02-16 00:00:00,ID_084,2.49,1.95,84.06,Météo-France,2.41,3.38,3.18,4.38,6.88,2024-04-25 00:00:00,7.89,1.88,4.26,6.47,5.67,7.93,3.6,ID_084,2.43,ID_084,TGV,2.08,Paris,4.43,12.0,ID_084,1001.8,50,6.86
Météo-France,ID_085,2024-12-21 00:00:00,ID_085,2.21,6.03,61.64,Airparif,4.65,3.36,6.51,2.28,6.11,2024-02-02 00:00:00,3.83,1.68,7.7,4.97,7.08,7.06,3.05,ID_085,8.68,ID_085,RER,8.55,Toulouse,5.69,22.5,ID_085,1006.8,50,6.65
SNCF_Open_Data,ID_086,2024-03-25 00:00:00,ID_086,1.22,1.2,80.42,Airparif,5.91,4.28,1.47,6.88,5.99,2024-09-06 00:00:00,6.64,4.42,6.0,3.07,2.76,8.04,5.81,ID_086,1.29,ID_086,RER,3.55,Paris,5.24,23.6,ID_086,995.4,45,2.85
Météo-France,ID_087,2024-05-04 00:00:00,ID_087,2.65,2.95,47.38,Airparif,4.82,3.47,4.29,7.85,4.12,2024-05-17 00:00:00,3.46,2.78,8.72,5.32,3.66,7.9,4.46,ID_087,3.91,ID_087,TGV,6.39,Bordeaux,6.75,7.2,ID_087,1003.3,50,7.11
RATP_Open_Data_2024,ID_088,2024-11-29 00:00:00,ID_088,2.16,4.86,61.39,RATP_Open_Data_2024,4.16,2.64,1.5,4.96,3.64,2024-08-15 00:00:00,8.08,8.14,2.54,8.0,3.5,4.37,3.85,ID_088,5.99,ID_088,TGV,2.68,Marseille,2.91,6.0,ID_088,1023.8,50,6.91
SNCF_Open_Data,ID_089,2024-04-18 00:00:00,ID_089,1.5,4.32,7.59,Data.gouv.fr,7.17,6.74,3.46,7.76,3.95,2024-06-29 00:00:00,6.86,4.95,6.19,6.31,6.1,1.2,4.08,ID_089,3.32,ID_089,TER,4.85,Bordeaux,7.53,9.4,ID_089,1010.8,50,4.61
RATP_Open_Data_2024,ID_090,2024-08-01 00:00:00,ID_090,7.87,4.06,40.69,Data.gouv.fr,4.43,4.63,3.95,4.46,3.14,2024-03-04 00:00:00,5.96,3.68,2.25,3.19,3.7,3.96,8.54,ID_090,3.09,ID_090,Bus RATP,4.86,Lille,7.16,18.7,ID_090,1017.7,45,3.35
Data.gouv.fr,ID_091,2024-09-24 00:00:00,ID_091,1.68,3.87,23.91,Météo-France,7.69,3.89,4.43,6.83,7.24,2024-07-02 00:00:00,1.68,7.58,5.55,7.81,8.03,3.79,3.55,ID_091,4.79,ID_091,Métro,8.31,Nantes,3.37,9.0,ID_091,1008.6,50,1.63
SNCF_Open_Data,ID_092,2024-04-18 00:00:00,ID_092,2.41,7.24,29.05,Airparif,8.25,5.67,3.82,1.26,6.15,2024-10-30 00:00:00,5.22,5.65,6.38,2.37,1.27,6.51,4.12,ID_092,2.84,ID_092,Transilien,4.64,Nice,2.65,21.1,ID_092,1005.5,70,5.58
Data.gouv.fr,ID_093,2024-04-02 00:00:00,ID_093,3.62,7.43,28.23,Airparif,6.59,2.63,2.26,7.97,8.71,2024-12-03 00:00:00,2.21,8.09,2.84,6.16,3.94,7.56,8.28,ID_093,2.88,ID_093,Transilien,3.51,Lille,2.04,4.9,ID_093,1004.9,130,8.7
Data.gouv.fr,ID_094,2024-07-14 00:00:00,ID_094,7.42,7.71,4.92,Data.gouv.fr,7.13,8.4,4.45,2.78,8.74,2024-11-07 00:00:00,6.12,7.96,8.63,1.58,1.51,7.01,3.38,ID_094,6.36,ID_094,RER,6.28,Toulouse,4.33,17.2,ID_094,1009.2,130,7.5
SNCF_Open_Data,ID_095,2024-03-11 00:00:00,ID_095,6.48,1.37,15.5,Airparif,2.63,6.79,1.83,4.03,6.33,2024-12-10 00:00:00,4.31,3.53,3.78,4.29,5.22,1.4,1.92,ID_095,2.22,ID_095,Tramway,3.21,Paris,4.77,10.8,ID_095,1022.5,130,8.56
SNCF_Open_Data,ID_096,2024-04-02 00:00:00,ID_096,6.11,2.13,47.16,Airparif,8.61,4.33,8.02,5.2,5.9,2024-10-14 00:00:00,3.15,7.03,8.37,8.19,1.33,6.25,1.59,ID_096,8.27,ID_096,RER,7.51,Paris,6.01,9.7,ID_096,997.5,130,2.45
Airparif,ID_097,2024-10-18 00:00:00,ID_097,5.13,5.71,62.25,RATP_Open_Data_2024,3.99,8.66,7.1,3.38,7.78,2024-03-20 00:00:00,8.23,7.86,5.17,3.78,8.28,7.97,3.78,ID_097,6.55,ID_097,Bus RATP,5.33,Montpellier,5.09,25.3,ID_097,995.1,80,4.91
Airparif,ID_098,2024-04-01 00:00:00,ID_098,7.98,8.63,26.95,Airparif,4.49,8.29,2.58,7.59,5.82,2024-07-27 00:00:00,4.32,1.65,7.92,4.15,2.08,3.67,7.02,ID_098,6.51,ID_098,Métro,2.07,Lille,8.77,15.8,ID_098,1016.4,130,4.58
Data.gouv.fr,ID_099,2024-03-19 00:00:00,ID_099,7.92,7.41,33.63,RATP_Open_Data_2024,6.03,6.79,4.13,7.68,3.94,2024-05-08 00:00:00,5.11,1.86,6.78,2.4,1.86,5.33,2.73,ID_099,5.42,ID_099,RER,1.49,Bordeaux,5.46,11.2,ID_099,1006.2,30,7.91
SNCF_Open_Data,ID_000,2024-08-22 00:00:00,ID_000,8.74,5.27,15.33,SNCF_Open_Data,8.21,7.77,3.57,5.38,6.19,2024-10-31 00:00:00,5.96,7.28,2.4,1.21,4.01,3.56,5.89,ID_000,4.53,ID_000,Métro,4.09,Montpellier,5.82,18.0,ID_000,1020.6,80,4.09
