col_mode_environnement_id,col_code_mode,col_nom_mode,col_type_mode,col_est_electrique,col_emission_factor_co2_gkm,col_type_energie,col_cout_energie_eur_km,col_efficacite_energetique,col_annee,col_pays,col_type_vehicule,col_pourcentage_parc,col_nombre_vehicules,col_emissions_co2_moyennes,col_source
MDE_09299,TER,TGV,Tramway,9.09,6.60,6.39,1.69,5.39,2024,5.17,7.17,9.33,Nom_9299,9.87,RATP_Open_Data_2024
MDE_09300,TER,Bus,Bus,5.45,8.88,7.05,8.04,9.63,2024,4.37,4.18,6.24,Nom_9300,7.83,Data.gouv.fr
MDE_09301,Bus,Velo,TER,7.63,6.01,2.66,5.60,9.15,2024,9.65,5.38,6.20,Nom_9301,9.31,RATP_Open_Data_2024
MDE_09302,Bus,RER,TER,7.20,1.94,3.73,3.43,1.72,2024,6.74,2.13,5.91,Nom_9302,1.76,SNCF_Open_Data
MDE_09303,TGV,Tramway,Bus,5.60,5.07,3.85,3.09,5.58,2024,3.32,8.69,7.58,Nom_9303,6.60,RATP_Open_Data_2024
MDE_09304,RER,TGV,Métro,6.87,5.05,2.65,2.10,6.76,2024,6.49,8.87,5.16,Nom_9304,6.62,AirParif_2024
MDE_09305,Bus,Tramway,TER,2.96,2.44,6.15,0.94,7.61,2024,1.95,9.49,6.54,Nom_9305,2.39,SNCF_Open_Data
MDE_09306,Tramway,TGV,Tramway,8.46,4.93,2.55,9.87,4.69,2024,6.77,3.85,3.20,Nom_9306,2.08,Meteo_France
MDE_09307,TER,RER,Métro,9.15,2.88,7.00,2.92,9.46,2024,6.13,4.31,1.24,Nom_9307,3.29,RATP_Open_Data_2024
MDE_09308,Velo,RER,Bus,3.96,5.85,9.64,3.81,1.92,2024,6.95,4.17,2.28,Nom_9308,2.82,AirParif_2024
MDE_09309,TGV,Métro,Métro,7.97,1.25,8.37,8.05,7.02,2024,8.36,6.23,4.98,Nom_9309,2.55,RATP_Open_Data_2024
MDE_09310,Bus,RER,RER,9.64,6.77,2.77,8.00,9.32,2024,2.86,2.19,6.36,Nom_9310,3.31,Data.gouv.fr
MDE_09311,Bus,Tramway,Métro,4.05,8.61,5.42,5.02,9.37,2024,6.16,2.29,6.68,Nom_9311,8.36,Data.gouv.fr
MDE_09312,Bus,Tramway,Tramway,2.69,6.07,8.69,2.33,3.61,2024,3.32,5.02,2.84,Nom_9312,9.14,RATP_Open_Data_2024
MDE_09313,TGV,TGV,Métro,5.83,7.01,2.76,7.77,2.49,2024,4.74,5.39,7.18,Nom_9313,5.47,Meteo_France
MDE_09314,Métro,Métro,Bus,4.61,7.22,7.33,9.70,6.18,2024,3.63,2.74,6.67,Nom_9314,7.74,AirParif_2024
MDE_09315,TGV,RER,TER,6.52,9.48,4.84,6.50,9.67,2024,1.05,5.10,3.59,Nom_9315,4.90,Data.gouv.fr
MDE_09316,RER,Bus,TGV,1.51,6.63,3.42,1.70,4.78,2024,9.73,4.36,4.53,Nom_9316,2.13,AirParif_2024
MDE_09317,Velo,TGV,Métro,1.20,4.67,1.02,3.71,1.55,2024,6.80,2.19,3.70,Nom_9317,1.22,Data.gouv.fr
MDE_09318,Bus,Tramway,TGV,9.35,3.04,9.10,1.77,9.69,2024,7.21,8.01,8.14,Nom_9318,8.70,Meteo_France
MDE_09319,Métro,Velo,TER,3.60,4.80,1.77,7.81,7.76,2024,3.39,9.88,4.87,Nom_9319,7.41,Data.gouv.fr
MDE_09320,Tramway,Tramway,TER,1.10,3.11,3.66,1.93,3.03,2024,3.52,2.51,1.10,Nom_9320,6.19,Data.gouv.fr
MDE_09321,TGV,Bus,RER,8.31,2.22,7.18,0.61,6.10,2024,8.07,4.19,2.24,Nom_9321,4.89,SNCF_Open_Data
MDE_09322,TER,TGV,Métro,7.40,1.04,7.34,8.82,5.03,2024,2.11,7.23,4.82,Nom_9322,2.77,RATP_Open_Data_2024
MDE_09323,TER,TER,Tramway,6.91,7.66,3.86,9.61,2.17,2024,1.37,7.29,4.07,Nom_9323,7.89,SNCF_Open_Data
MDE_09324,Velo,Velo,TER,9.13,7.17,8.54,6.43,1.38,2024,1.77,6.67,3.67,Nom_9324,1.20,RATP_Open_Data_2024
MDE_09325,Métro,TGV,RER,8.75,9.50,4.20,5.14,3.89,2024,3.15,4.35,3.75,Nom_9325,8.90,RATP_Open_Data_2024
MDE_09326,Métro,RER,Métro,2.87,2.21,7.18,8.78,3.36,2024,9.18,5.37,2.67,Nom_9326,3.84,AirParif_2024
MDE_09327,Tramway,Velo,RER,7.32,1.64,5.47,7.87,6.74,2024,1.08,5.10,6.64,Nom_9327,9.95,Data.gouv.fr
MDE_09328,Velo,Velo,RER,5.22,8.59,7.80,5.40,8.49,2024,4.30,6.91,4.85,Nom_9328,6.81,SNCF_Open_Data
MDE_09329,TGV,Tramway,Bus,3.65,4.12,8.08,0.98,1.88,2024,3.27,1.85,2.93,Nom_9329,9.56,RATP_Open_Data_2024
MDE_09330,RER,TER,TER,4.87,4.88,2.34,2.32,4.01,2024,3.01,8.40,8.42,Nom_9330,9.28,Meteo_France
MDE_09331,TGV,Bus,Velo,7.00,4.41,2.34,6.54,7.80,2024,4.28,6.54,5.12,Nom_9331,6.22,AirParif_2024
MDE_09332,TGV,RER,TGV,8.85,8.02,3.06,0.85,7.98,2024,8.19,1.41,4.69,Nom_9332,3.25,RATP_Open_Data_2024
MDE_09333,RER,Métro,Métro,1.26,5.54,5.97,2.22,7.83,2024,1.49,5.82,6.99,Nom_9333,3.93,AirParif_2024
MDE_09334,TGV,Bus,TER,3.15,3.44,6.77,1.33,1.53,2024,6.84,2.82,8.09,Nom_9334,7.88,Meteo_France
MDE_09335,Tramway,Velo,Tramway,3.39,2.26,2.71,2.38,5.84,2024,6.63,4.29,2.90,Nom_9335,6.34,Meteo_France
MDE_09336,RER,Velo,Métro,2.90,1.52,9.93,8.81,6.69,2024,8.57,6.84,3.18,Nom_9336,1.29,SNCF_Open_Data
MDE_09337,Tramway,TGV,Métro,5.11,7.05,1.69,5.89,5.11,2024,1.54,5.11,8.34,Nom_9337,2.15,AirParif_2024
MDE_09338,Tramway,TGV,Bus,1.18,3.05,5.99,6.18,1.06,2024,9.70,9.18,3.28,Nom_9338,3.27,AirParif_2024
MDE_09339,RER,Velo,Velo,4.86,6.17,8.32,3.53,4.17,2024,8.46,3.02,4.20,Nom_9339,7.36,AirParif_2024
MDE_09340,Velo,RER,Velo,2.86,3.76,9.03,0.71,9.34,2024,2.81,8.67,1.89,Nom_9340,3.65,RATP_Open_Data_2024
MDE_09341,Tramway,Velo,Velo,7.80,6.97,6.52,9.53,3.88,2024,9.21,8.07,4.88,Nom_9341,3.42,Meteo_France
MDE_09342,TER,TER,Velo,9.25,7.57,3.31,2.02,3.85,2024,4.74,2.77,8.74,Nom_9342,1.88,SNCF_Open_Data
MDE_09343,RER,Bus,Tramway,2.47,1.13,2.62,5.07,8.26,2024,5.36,2.57,7.18,Nom_9343,2.71,Data.gouv.fr
MDE_09344,Tramway,TGV,Velo,5.89,9.17,8.40,6.26,5.94,2024,3.76,4.54,5.43,Nom_9344,2.83,SNCF_Open_Data
MDE_09345,Velo,TGV,Velo,6.81,1.77,8.79,3.53,9.95,2024,8.35,7.37,9.38,Nom_9345,8.44,Data.gouv.fr
MDE_09346,Bus,Métro,TER,2.81,8.10,4.01,5.44,7.33,2024,2.65,7.47,4.66,Nom_9346,5.33,RATP_Open_Data_2024
MDE_09347,Tramway,TER,TER,4.68,4.79,3.59,5.35,3.59,2024,8.94,7.06,3.59,Nom_9347,9.89,AirParif_2024
MDE_09348,Bus,TGV,Bus,2.73,8.47,4.07,1.74,8.21,2024,5.38,3.56,2.86,Nom_9348,2.29,AirParif_2024
MDE_09349,Velo,Velo,Métro,6.32,1.17,1.52,4.79,6.92,2024,1.42,5.45,1.90,Nom_9349,5.53,Meteo_France
MDE_09350,TGV,Bus,Bus,3.52,8.97,6.20,4.12,4.25,2024,5.03,4.87,1.16,Nom_9350,4.04,Meteo_France
MDE_09351,RER,TGV,Bus,4.70,1.09,6.45,5.46,3.97,2024,2.24,7.81,4.09,Nom_9351,3.06,AirParif_2024
MDE_09352,TGV,Bus,Tramway,3.38,7.46,7.86,0.60,4.37,2024,2.90,9.35,9.12,Nom_9352,7.18,RATP_Open_Data_2024
MDE_09353,RER,TGV,Bus,1.57,6.48,7.85,8.76,1.93,2024,8.72,7.95,5.26,Nom_9353,9.44,AirParif_2024
MDE_09354,RER,Métro,RER,5.62,5.12,4.95,7.26,1.05,2024,6.85,2.71,4.97,Nom_9354,8.26,AirParif_2024
MDE_09355,Bus,Métro,TGV,1.52,8.86,6.07,1.49,5.02,2024,8.37,3.02,4.45,Nom_9355,6.19,AirParif_2024
MDE_09356,TGV,TER,Tramway,6.74,7.64,4.55,2.20,6.13,2024,4.13,6.50,4.25,Nom_9356,6.38,Data.gouv.fr
MDE_09357,TGV,RER,TGV,6.52,5.77,1.09,9.00,3.88,2024,4.49,7.01,9.77,Nom_9357,7.17,AirParif_2024
MDE_09358,TGV,RER,Velo,1.54,5.08,3.92,4.66,9.32,2024,6.58,2.73,6.66,Nom_9358,6.71,RATP_Open_Data_2024
MDE_09359,Métro,RER,Métro,7.48,7.47,5.61,9.00,1.47,2024,4.51,7.83,2.00,Nom_9359,2.58,SNCF_Open_Data
MDE_09360,Bus,Tramway,Velo,2.89,4.01,1.08,3.71,5.97,2024,8.31,4.34,9.38,Nom_9360,8.98,Meteo_France
MDE_09361,TGV,Bus,TGV,8.94,6.39,3.66,5.01,7.51,2024,3.17,4.22,3.48,Nom_9361,5.19,RATP_Open_Data_2024
MDE_09362,RER,RER,RER,4.04,4.58,5.49,3.38,8.22,2024,8.08,3.91,3.20,Nom_9362,4.35,SNCF_Open_Data
MDE_09363,TER,TGV,Tramway,5.15,7.56,9.73,2.47,9.62,2024,4.18,1.89,9.10,Nom_9363,5.28,Meteo_France
MDE_09364,Velo,TER,TGV,1.31,8.13,3.30,8.57,9.06,2024,9.01,9.33,5.72,Nom_9364,3.40,RATP_Open_Data_2024
MDE_09365,TER,Tramway,RER,8.64,3.39,5.49,9.05,3.41,2024,7.01,4.91,8.15,Nom_9365,1.49,RATP_Open_Data_2024
MDE_09366,TGV,Métro,RER,8.48,6.89,6.16,0.59,6.51,2024,5.00,4.65,1.22,Nom_9366,4.80,AirParif_2024
MDE_09367,TER,TER,Velo,5.43,3.37,4.47,8.41,9.79,2024,4.07,6.11,3.30,Nom_9367,7.05,Data.gouv.fr
MDE_09368,TER,Tramway,Velo,9.86,7.49,7.38,3.20,9.49,2024,9.54,1.08,7.48,Nom_9368,4.43,Data.gouv.fr
MDE_09369,Bus,TGV,TGV,7.81,5.01,9.46,9.10,3.19,2024,5.15,4.78,9.97,Nom_9369,4.22,RATP_Open_Data_2024
MDE_09370,Métro,TGV,Velo,1.92,1.57,1.75,9.62,7.18,2024,2.45,1.64,3.61,Nom_9370,1.39,RATP_Open_Data_2024
MDE_09371,Tramway,TER,Bus,7.55,3.54,1.49,3.54,1.02,2024,2.30,9.08,1.65,Nom_9371,9.25,Data.gouv.fr
MDE_09372,TGV,Velo,Bus,6.05,7.70,9.56,3.60,2.76,2024,5.79,8.82,4.73,Nom_9372,4.53,Data.gouv.fr
MDE_09373,TGV,Bus,Tramway,6.15,6.86,1.03,9.83,3.80,2024,9.18,6.66,9.95,Nom_9373,3.88,RATP_Open_Data_2024
MDE_09374,TER,TER,TER,2.48,3.30,7.23,6.09,2.29,2024,4.66,6.64,3.12,Nom_9374,1.30,Data.gouv.fr
MDE_09375,TGV,Bus,TGV,5.14,6.65,9.04,7.29,3.63,2024,8.64,7.50,1.86,Nom_9375,8.01,SNCF_Open_Data
MDE_09376,Métro,TGV,TGV,8.49,6.78,1.46,8.78,8.10,2024,7.25,7.34,7.11,Nom_9376,9.55,AirParif_2024
MDE_09377,Métro,TGV,Bus,3.67,3.47,8.41,3.28,7.56,2024,1.18,9.48,2.41,Nom_9377,9.92,AirParif_2024
MDE_09378,TGV,Métro,Velo,5.17,8.32,7.88,7.77,8.50,2024,5.32,9.81,2.92,Nom_9378,7.49,Meteo_France
MDE_09379,RER,Tramway,RER,1.46,4.43,1.45,4.80,1.06,2024,9.18,9.89,9.79,Nom_9379,7.39,Data.gouv.fr
MDE_09380,Bus,TER,Tramway,9.37,3.59,5.47,3.73,4.67,2024,9.67,8.75,4.94,Nom_9380,6.73,SNCF_Open_Data
MDE_09381,TER,TER,TER,9.68,7.55,7.00,5.87,1.62,2024,6.71,7.18,2.84,Nom_9381,1.60,AirParif_2024
MDE_09382,TGV,Bus,Métro,2.70,1.23,6.08,1.28,3.66,2024,1.46,4.60,5.59,Nom_9382,8.17,SNCF_Open_Data
MDE_09383,TER,TER,TGV,4.07,4.61,2.93,0.91,5.72,2024,4.54,9.85,8.70,Nom_9383,8.83,RATP_Open_Data_2024
MDE_09384,RER,Tramway,Velo,9.53,3.34,7.64,4.57,1.40,2024,6.62,1.29,6.78,Nom_9384,9.93,AirParif_2024
MDE_09385,Velo,TGV,Tramway,1.07,1.67,9.57,8.88,9.15,2024,4.37,6.03,7.41,Nom_9385,3.42,AirParif_2024
MDE_09386,Tramway,RER,Métro,7.64,2.06,5.67,1.88,4.32,2024,8.73,1.01,1.93,Nom_9386,1.57,RATP_Open_Data_2024
MDE_09387,Velo,RER,TER,4.33,2.71,9.13,3.01,8.59,2024,7.93,5.50,4.94,Nom_9387,6.32,AirParif_2024
MDE_09388,Velo,TGV,Métro,4.71,5.46,2.62,7.40,7.90,2024,1.19,1.49,1.31,Nom_9388,9.73,Meteo_France
MDE_09389,Velo,TGV,RER,2.19,2.99,5.50,4.49,2.07,2024,9.41,6.31,8.49,Nom_9389,8.61,Meteo_France
MDE_09390,Tramway,Bus,Velo,8.81,2.77,6.38,1.24,2.64,2024,8.15,5.85,2.39,Nom_9390,9.69,SNCF_Open_Data
MDE_09391,Tramway,TGV,TER,4.78,5.58,9.94,2.90,8.05,2024,2.78,9.34,3.56,Nom_9391,3.46,SNCF_Open_Data
MDE_09392,TER,RER,Tramway,8.47,5.67,4.49,2.76,5.97,2024,8.12,9.26,8.40,Nom_9392,4.25,SNCF_Open_Data
MDE_09393,Métro,TER,Tramway,4.32,5.45,7.24,1.99,8.72,2024,3.57,5.04,2.32,Nom_9393,2.81,Data.gouv.fr
MDE_09394,Velo,Bus,RER,2.03,4.25,4.88,2.34,8.24,2024,3.42,4.70,9.44,Nom_9394,4.58,SNCF_Open_Data
MDE_09395,Tramway,Tramway,RER,2.46,9.88,4.38,6.18,5.32,2024,6.99,6.81,5.26,Nom_9395,8.48,SNCF_Open_Data
MDE_09396,Bus,TGV,Velo,8.63,6.48,1.51,8.89,7.67,2024,6.64,7.54,4.00,Nom_9396,5.02,Data.gouv.fr
MDE_09397,TER,Bus,Bus,5.34,7.34,3.55,6.70,8.38,2024,3.36,5.20,3.00,Nom_9397,8.40,RATP_Open_Data_2024
MDE_09398,Bus,Tramway,Métro,6.47,9.04,3.44,3.66,1.49,2024,4.97,1.96,8.80,Nom_9398,9.91,SNCF_Open_Data
MDE_09399,RER,Métro,Velo,3.72,5.05,3.83,9.57,5.12,2024,4.43,9.30,3.77,Nom_9399,2.68,SNCF_Open_Data
MDE_09400,Bus,Métro,TER,4.94,2.04,8.33,4.86,8.28,2024,4.94,2.59,9.37,Nom_9400,8.70,Data.gouv.fr
MDE_09401,RER,Velo,RER,5.06,2.65,7.09,3.66,2.17,2024,3.96,1.66,4.26,Nom_9401,9.97,RATP_Open_Data_2024
MDE_09402,RER,Velo,RER,9.25,6.96,2.41,3.09,9.96,2024,9.73,3.05,7.08,Nom_9402,6.93,Data.gouv.fr
MDE_09403,Tramway,RER,RER,8.62,7.95,3.81,2.30,4.11,2024,4.28,6.74,7.91,Nom_9403,6.24,SNCF_Open_Data
MDE_09404,Tramway,RER,TGV,3.85,1.02,2.66,2.58,7.61,2024,3.28,5.42,2.99,Nom_9404,6.24,Data.gouv.fr
MDE_09405,RER,Tramway,TGV,8.65,6.04,1.41,7.48,5.23,2024,7.55,2.79,2.86,Nom_9405,5.04,RATP_Open_Data_2024
MDE_09406,TER,RER,TGV,2.77,5.30,4.66,0.51,3.14,2024,5.71,5.41,5.07,Nom_9406,1.38,AirParif_2024
MDE_09407,Velo,Tramway,TER,3.48,4.28,2.04,8.88,3.75,2024,8.59,8.83,7.63,Nom_9407,4.90,Data.gouv.fr
MDE_09408,Métro,Bus,TGV,2.37,5.09,7.41,7.27,8.88,2024,5.70,8.21,3.83,Nom_9408,7.01,Data.gouv.fr
MDE_09409,Tramway,Velo,Bus,4.16,3.24,2.16,3.63,5.59,2024,7.26,9.23,3.54,Nom_9409,1.69,RATP_Open_Data_2024
MDE_09410,TGV,Bus,Velo,6.50,4.03,6.88,1.50,9.13,2024,6.65,2.56,7.37,Nom_9410,8.92,Meteo_France
MDE_09411,Bus,Bus,Bus,9.46,9.90,5.73,4.12,8.65,2024,3.35,1.85,3.33,Nom_9411,7.74,Meteo_France
MDE_09412,Tramway,TER,TGV,2.11,4.22,5.05,6.87,9.46,2024,1.68,5.52,8.73,Nom_9412,9.23,RATP_Open_Data_2024
MDE_09413,TGV,Métro,Velo,9.09,5.67,2.79,3.06,5.30,2024,7.55,1.88,6.18,Nom_9413,4.83,Meteo_France
MDE_09414,TGV,Métro,Velo,8.29,8.79,6.24,2.35,8.72,2024,3.16,3.66,6.28,Nom_9414,8.85,Data.gouv.fr
MDE_09415,Velo,Bus,Métro,2.64,1.60,6.84,7.87,6.02,2024,2.37,2.56,8.49,Nom_9415,7.04,SNCF_Open_Data
MDE_09416,Tramway,Métro,Tramway,9.61,3.52,4.62,6.99,7.81,2024,5.89,1.59,1.73,Nom_9416,4.86,Meteo_France
MDE_09417,Bus,RER,Velo,2.83,2.27,7.23,5.15,5.86,2024,8.78,8.84,4.95,Nom_9417,8.46,Meteo_France
MDE_09418,Bus,Métro,RER,8.49,3.15,8.74,9.82,2.41,2024,3.32,4.62,8.76,Nom_9418,4.57,RATP_Open_Data_2024
MDE_09419,Velo,TGV,Métro,5.39,1.73,8.33,9.70,3.39,2024,8.40,9.29,1.10,Nom_9419,9.08,Meteo_France
MDE_09420,Métro,Velo,TGV,5.21,6.93,4.83,2.93,2.07,2024,3.14,5.69,1.69,Nom_9420,7.48,AirParif_2024
MDE_09421,TGV,TER,TER,5.99,3.67,8.13,5.21,3.97,2024,9.18,5.96,1.31,Nom_9421,3.41,RATP_Open_Data_2024
MDE_09422,TER,Velo,Tramway,9.54,6.20,3.60,8.00,7.12,2024,9.87,2.99,3.68,Nom_9422,5.09,Meteo_France
MDE_09423,RER,RER,Tramway,3.57,5.17,6.59,3.97,7.95,2024,1.97,4.15,4.44,Nom_9423,9.53,AirParif_2024
MDE_09424,RER,RER,Velo,5.11,7.92,9.31,7.29,2.89,2024,3.17,8.07,6.53,Nom_9424,3.84,AirParif_2024
MDE_09425,TER,Bus,TER,8.32,2.11,5.60,4.99,3.26,2024,5.45,7.65,3.01,Nom_9425,8.26,AirParif_2024
MDE_09426,Métro,Tramway,TGV,6.04,1.86,3.42,4.87,4.90,2024,4.46,1.29,2.46,Nom_9426,6.48,RATP_Open_Data_2024
MDE_09427,Bus,Bus,Velo,4.25,5.78,4.28,8.58,1.99,2024,9.31,8.56,3.56,Nom_9427,6.50,Data.gouv.fr
MDE_09428,TGV,TGV,Tramway,9.34,6.79,8.26,8.21,8.67,2024,3.74,5.05,5.44,Nom_9428,4.81,Data.gouv.fr
MDE_09429,Métro,TER,Bus,7.99,6.22,6.02,5.37,8.76,2024,5.83,5.52,8.92,Nom_9429,1.36,RATP_Open_Data_2024
MDE_09430,Bus,Bus,Métro,9.04,7.60,2.63,7.90,3.69,2024,8.28,2.15,2.04,Nom_9430,5.56,Data.gouv.fr
MDE_09431,Bus,Bus,TGV,9.88,3.97,9.86,7.82,4.40,2024,8.34,1.69,2.62,Nom_9431,7.54,Data.gouv.fr
MDE_09432,Velo,Métro,Tramway,9.40,6.22,9.71,3.59,9.45,2024,9.76,3.39,3.40,Nom_9432,6.80,SNCF_Open_Data
MDE_09433,Bus,TER,Velo,9.55,6.93,2.26,7.69,3.26,2024,4.37,5.66,7.52,Nom_9433,1.07,RATP_Open_Data_2024
MDE_09434,Velo,Velo,Tramway,8.54,4.66,9.92,1.62,2.80,2024,5.40,6.23,4.21,Nom_9434,8.96,AirParif_2024
MDE_09435,Velo,Bus,Métro,9.71,3.65,8.41,7.92,7.42,2024,4.07,2.10,6.17,Nom_9435,6.22,AirParif_2024
MDE_09436,RER,TER,TER,6.18,9.86,5.23,4.86,3.14,2024,8.14,7.18,6.84,Nom_9436,4.26,AirParif_2024
MDE_09437,Velo,TGV,Tramway,8.03,5.85,9.39,9.06,9.77,2024,7.96,7.31,8.57,Nom_9437,8.93,AirParif_2024
MDE_09438,TGV,Bus,Bus,7.90,1.58,3.81,5.02,6.05,2024,9.41,6.02,3.57,Nom_9438,6.28,AirParif_2024
MDE_09439,Bus,TER,TGV,1.35,2.17,5.17,3.15,9.88,2024,7.10,1.28,3.77,Nom_9439,9.08,Data.gouv.fr
MDE_09440,TER,Métro,TGV,1.54,1.91,3.80,0.83,4.81,2024,7.95,2.21,7.25,Nom_9440,8.04,AirParif_2024
MDE_09441,Tramway,Métro,Bus,6.34,6.38,7.04,0.68,1.69,2024,5.89,2.03,6.73,Nom_9441,4.67,Meteo_France
MDE_09442,Velo,Bus,TER,1.12,4.66,1.81,9.18,9.88,2024,6.71,2.97,9.38,Nom_9442,8.35,SNCF_Open_Data
MDE_09443,Métro,TER,TER,3.76,2.21,6.38,3.21,8.33,2024,8.51,2.91,4.62,Nom_9443,4.75,RATP_Open_Data_2024
MDE_09444,Velo,RER,RER,5.36,3.98,7.59,9.32,5.83,2024,5.48,9.51,7.20,Nom_9444,3.54,SNCF_Open_Data
MDE_09445,TER,RER,TGV,6.99,2.15,3.31,4.04,3.92,2024,1.87,5.07,6.23,Nom_9445,3.76,AirParif_2024
MDE_09446,Métro,Tramway,Métro,6.67,5.72,9.89,4.90,7.38,2024,8.06,2.47,2.68,Nom_9446,8.04,SNCF_Open_Data
MDE_09447,TGV,RER,Velo,8.20,3.21,4.81,1.26,3.78,2024,2.15,2.47,1.49,Nom_9447,8.23,RATP_Open_Data_2024
MDE_09448,RER,RER,TER,6.83,7.78,1.33,5.64,1.26,2024,3.26,9.70,6.17,Nom_9448,7.89,AirParif_2024
MDE_09449,Métro,Tramway,RER,6.30,7.71,4.43,8.46,1.62,2024,9.88,6.56,2.00,Nom_9449,3.58,Data.gouv.fr
MDE_09450,Bus,TER,Bus,6.91,3.59,5.14,2.40,6.17,2024,8.72,6.69,8.39,Nom_9450,7.10,SNCF_Open_Data
MDE_09451,Velo,Tramway,TGV,9.79,3.95,3.00,9.33,7.48,2024,3.65,3.33,9.97,Nom_9451,5.26,Meteo_France
MDE_09452,TGV,Métro,RER,4.01,6.32,7.08,3.08,5.79,2024,1.14,5.55,2.59,Nom_9452,8.37,Meteo_France
MDE_09453,Bus,Velo,Métro,7.76,4.43,9.87,6.55,2.24,2024,5.70,1.00,4.18,Nom_9453,6.08,AirParif_2024
MDE_09454,TGV,TGV,Tramway,2.63,2.08,4.75,9.59,5.40,2024,2.91,2.14,2.87,Nom_9454,1.41,Meteo_France
MDE_09455,Métro,RER,RER,6.80,4.02,7.89,3.36,1.11,2024,9.20,3.95,6.91,Nom_9455,8.95,AirParif_2024
MDE_09456,Tramway,TGV,Bus,7.76,1.83,4.06,4.00,8.48,2024,8.83,7.48,2.90,Nom_9456,7.85,SNCF_Open_Data
MDE_09457,Métro,TER,Tramway,5.07,7.23,9.55,6.68,4.23,2024,1.77,8.03,9.11,Nom_9457,5.38,AirParif_2024
MDE_09458,Velo,Velo,TER,2.86,7.09,3.90,6.05,7.76,2024,3.53,1.34,8.86,Nom_9458,6.67,SNCF_Open_Data
MDE_09459,TER,TGV,TGV,5.10,3.12,8.05,4.65,8.75,2024,6.68,3.02,1.38,Nom_9459,8.16,Data.gouv.fr
MDE_09460,RER,Métro,Métro,5.74,6.82,6.89,2.24,6.62,2024,5.68,5.47,5.42,Nom_9460,9.64,RATP_Open_Data_2024
MDE_09461,TGV,TER,Bus,3.31,6.77,5.98,5.51,9.09,2024,8.57,3.94,5.74,Nom_9461,9.20,SNCF_Open_Data
MDE_09462,Métro,Métro,TGV,4.14,1.88,7.01,3.31,2.02,2024,3.48,9.91,1.22,Nom_9462,2.27,Data.gouv.fr
MDE_09463,Velo,Velo,RER,4.39,1.75,4.68,3.00,8.54,2024,2.69,6.75,6.63,Nom_9463,3.37,RATP_Open_Data_2024
MDE_09464,Tramway,Bus,RER,7.30,5.10,3.86,1.83,8.88,2024,9.94,4.51,1.01,Nom_9464,1.64,AirParif_2024
MDE_09465,Velo,Velo,Métro,7.82,7.80,6.29,6.55,9.88,2024,1.10,6.82,9.07,Nom_9465,1.49,AirParif_2024
MDE_09466,RER,TER,TGV,6.10,5.86,1.66,5.93,3.51,2024,9.84,8.40,3.72,Nom_9466,8.24,SNCF_Open_Data
MDE_09467,Métro,TER,TER,2.54,2.73,6.70,1.61,6.85,2024,1.76,2.77,2.62,Nom_9467,8.56,Data.gouv.fr
MDE_09468,TGV,Bus,Bus,7.78,4.18,5.43,0.74,1.28,2024,7.83,6.96,1.11,Nom_9468,9.85,SNCF_Open_Data
MDE_09469,Tramway,Métro,Tramway,2.75,7.91,4.29,7.50,3.81,2024,4.20,7.25,6.57,Nom_9469,2.91,RATP_Open_Data_2024
MDE_09470,TGV,TGV,Velo,2.27,5.18,1.44,1.29,2.04,2024,5.00,1.68,4.07,Nom_9470,5.05,RATP_Open_Data_2024
MDE_09471,RER,RER,Velo,1.31,6.02,8.43,1.05,1.89,2024,2.77,3.38,6.57,Nom_9471,7.71,Meteo_France
MDE_09472,RER,Velo,Velo,3.30,4.42,6.22,2.90,3.89,2024,9.43,7.42,5.75,Nom_9472,5.97,RATP_Open_Data_2024
MDE_09473,Bus,Velo,Tramway,6.22,8.48,3.11,4.55,3.75,2024,6.28,7.14,6.30,Nom_9473,9.76,RATP_Open_Data_2024
MDE_09474,RER,TGV,TER,6.65,9.27,4.27,5.55,2.15,2024,5.25,9.13,7.48,Nom_9474,3.42,RATP_Open_Data_2024
MDE_09475,Velo,Bus,RER,1.21,7.27,1.69,2.74,2.16,2024,5.84,4.44,7.37,Nom_9475,5.01,SNCF_Open_Data
MDE_09476,RER,Métro,TER,8.48,2.14,1.55,2.71,5.28,2024,7.82,4.73,8.02,Nom_9476,2.57,Data.gouv.fr
MDE_09477,Métro,Métro,TGV,9.06,3.82,5.09,0.69,9.91,2024,5.61,5.32,8.44,Nom_9477,9.96,Meteo_France
MDE_09478,Velo,Bus,TGV,5.23,3.97,2.63,8.82,1.16,2024,9.76,6.66,9.03,Nom_9478,6.89,Data.gouv.fr
MDE_09479,RER,Bus,Métro,1.70,9.93,3.99,4.40,6.94,2024,1.11,3.06,6.21,Nom_9479,8.74,RATP_Open_Data_2024
MDE_09480,TGV,Bus,Métro,7.29,5.59,5.90,7.36,4.34,2024,6.12,8.43,8.98,Nom_9480,7.24,AirParif_2024
MDE_09481,Bus,TGV,Métro,5.05,4.73,3.32,3.33,7.79,2024,2.36,8.91,5.30,Nom_9481,8.85,Meteo_France
MDE_09482,Tramway,TER,Bus,2.54,8.88,6.05,4.39,2.55,2024,4.05,1.21,3.02,Nom_9482,5.30,AirParif_2024
MDE_09483,Velo,TER,TER,6.08,7.61,9.84,9.16,3.62,2024,3.02,5.77,3.11,Nom_9483,4.48,RATP_Open_Data_2024
