col_id_station,col_region,col_departement,col_commune,col_carburant,col_prix,col_date_releve,col_latitude,col_longitude,col_marque,col_services
S_037,Occitanie,Provence-Alpes-Côte d'Azur,Toulouse,1.51,1.8,2024-02-23 00:00:00,49.664872,1.273178,7.51,5.37
S_031,Pays de la Loire,Provence-Alpes-Côte d'Azur,Lille,4.91,1.757,2024-02-09 00:00:00,45.27992,2.321721,5.0,2.64
S_020,Nouvelle-Aquitaine,Nouvelle-Aquitaine,Nantes,6.41,1.978,2024-06-03 00:00:00,51.148774,4.025884,1.62,7.91
S_046,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,Nantes,1.65,1.986,2024-02-27 00:00:00,51.082829,5.554463,4.08,3.13
S_057,Nouvelle-Aquitaine,Bretagne,Bordeaux,6.27,1.794,2024-02-19 00:00:00,49.048268,-1.216164,5.24,3.6
S_050,Hauts-de-France,Pays de la Loire,Bordeaux,4.86,1.794,2024-08-24 00:00:00,50.566034,-1.005251,2.89,5.36
S_008,Occitanie,Pays de la Loire,Lille,4.48,1.701,2024-02-25 00:00:00,47.799859,-0.99738,5.34,4.32
S_058,Nouvelle-Aquitaine,Hauts-de-France,Bordeaux,1.33,1.881,2024-03-12 00:00:00,49.853932,5.974845,6.03,8.29
S_045,Normandie,Grand Est,Marseille,7.41,1.764,2024-01-06 00:00:00,48.666418,5.154847,8.71,3.17
S_041,Pays de la Loire,Occitanie,Bordeaux,1.27,1.855,2024-11-08 00:00:00,49.260763,-1.166523,2.2,6.56
S_063,Provence-Alpes-Côte d'Azur,Grand Est,Lille,3.79,1.897,2024-05-08 00:00:00,45.142333,2.713257,5.73,5.31
S_084,Auvergne-Rhône-Alpes,Bretagne,Montpellier,2.0,1.79,2024-08-06 00:00:00,47.121814,-0.399073,5.27,3.96
S_056,Pays de la Loire,Auvergne-Rhône-Alpes,Paris,4.85,1.889,2024-03-21 00:00:00,49.328417,0.257667,2.07,2.78
S_021,Normandie,Pays de la Loire,Marseille,7.48,1.784,2024-12-23 00:00:00,49.522824,3.763283,8.38,2.06
S_050,Provence-Alpes-Côte d'Azur,Pays de la Loire,Paris,4.91,1.726,2024-04-01 00:00:00,48.577578,1.334502,7.7,4.49
S_080,Provence-Alpes-Côte d'Azur,Normandie,Toulouse,6.48,1.757,2024-01-08 00:00:00,51.580573,2.537585,4.61,5.92
S_043,Pays de la Loire,Grand Est,Montpellier,1.22,1.83,2024-08-07 00:00:00,47.973474,0.207051,2.73,7.18
S_099,Grand Est,Provence-Alpes-Côte d'Azur,Bordeaux,6.49,1.954,2024-08-05 00:00:00,45.652129,6.082259,5.97,6.66
S_034,Auvergne-Rhône-Alpes,Nouvelle-Aquitaine,Paris,5.19,1.723,2024-07-27 00:00:00,47.375974,4.807757,1.99,6.37
S_058,Occitanie,Occitanie,Lille,6.84,1.737,2024-06-21 00:00:00,52.373805,2.754142,4.4,6.96
S_093,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,Toulouse,1.7,1.682,2024-03-19 00:00:00,49.819089,-0.491174,4.83,2.6
S_017,Île-de-France,Île-de-France,Lyon,6.96,1.905,2024-06-01 00:00:00,46.872638,2.420541,1.42,3.31
S_038,Auvergne-Rhône-Alpes,Bretagne,Lille,8.08,1.887,2024-04-27 00:00:00,49.124687,1.265346,2.59,4.76
S_075,Grand Est,Normandie,Marseille,4.15,1.897,2024-01-03 00:00:00,47.454613,-1.436422,2.2,3.69
S_062,Occitanie,Occitanie,Toulouse,4.37,1.72,2024-07-18 00:00:00,50.371939,0.880239,8.27,2.83
S_056,Normandie,Normandie,Nice,3.3,1.865,2024-07-22 00:00:00,50.618527,4.841025,7.75,1.33
S_081,Pays de la Loire,Île-de-France,Marseille,7.71,1.828,2024-08-11 00:00:00,48.606094,2.953939,7.65,7.73
S_056,Bretagne,Provence-Alpes-Côte d'Azur,Bordeaux,5.41,1.936,2024-11-09 00:00:00,49.967614,-1.155799,5.28,2.92
S_024,Normandie,Grand Est,Marseille,7.9,1.976,2024-06-27 00:00:00,50.749555,1.255295,3.31,4.11
S_090,Provence-Alpes-Côte d'Azur,Bretagne,Bordeaux,4.64,1.863,2024-01-03 00:00:00,46.084548,1.097444,7.64,2.97
S_007,Provence-Alpes-Côte d'Azur,Nouvelle-Aquitaine,Strasbourg,4.97,1.918,2024-01-20 00:00:00,47.823896,4.05973,2.88,8.52
S_029,Auvergne-Rhône-Alpes,Grand Est,Montpellier,2.81,1.816,2024-12-10 00:00:00,47.423547,-1.064092,8.12,3.7
S_089,Auvergne-Rhône-Alpes,Île-de-France,Marseille,7.04,1.768,2024-02-28 00:00:00,52.84069,5.850042,7.34,5.17
S_053,Provence-Alpes-Côte d'Azur,Nouvelle-Aquitaine,Marseille,3.27,1.731,2024-04-06 00:00:00,52.818172,5.30642,5.44,7.38
S_016,Bretagne,Pays de la Loire,Marseille,2.72,1.883,2024-01-12 00:00:00,46.797356,2.051045,4.96,7.56
S_050,Occitanie,Bretagne,Toulouse,1.31,1.787,2024-02-13 00:00:00,49.917118,1.451597,3.58,5.62
S_065,Hauts-de-France,Hauts-de-France,Paris,8.09,1.911,2024-05-11 00:00:00,52.273415,4.901987,2.3,7.24
S_048,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,Paris,3.34,1.781,2024-02-28 00:00:00,47.404212,5.925951,6.1,8.53
S_099,Pays de la Loire,Auvergne-Rhône-Alpes,Paris,7.38,1.89,2024-07-25 00:00:00,48.11715,6.136496,7.7,7.14
S_090,Auvergne-Rhône-Alpes,Bretagne,Strasbourg,2.13,1.918,2024-09-16 00:00:00,52.151921,3.855416,3.81,6.41
S_070,Pays de la Loire,Nouvelle-Aquitaine,Marseille,3.43,1.838,2024-06-07 00:00:00,50.069596,3.717614,3.89,1.31
S_016,Provence-Alpes-Côte d'Azur,Hauts-de-France,Paris,6.55,1.963,2024-05-17 00:00:00,51.494672,0.563397,3.51,1.26
S_093,Normandie,Occitanie,Nice,7.21,1.989,2024-06-07 00:00:00,49.574902,3.134923,1.7,3.25
S_030,Île-de-France,Normandie,Montpellier,4.88,1.754,2024-01-25 00:00:00,47.69294,2.902786,7.13,1.8
S_028,Occitanie,Occitanie,Lyon,8.76,1.888,2024-06-14 00:00:00,49.062475,4.975012,7.41,8.25
S_094,Auvergne-Rhône-Alpes,Grand Est,Nice,2.25,1.896,2024-08-17 00:00:00,51.652431,3.636253,1.44,4.72
S_076,Normandie,Occitanie,Paris,7.21,1.707,2024-04-08 00:00:00,46.670958,3.228314,4.25,5.31
S_017,Normandie,Hauts-de-France,Strasbourg,3.81,1.803,2024-04-04 00:00:00,49.368732,4.189465,7.91,2.91
S_039,Bretagne,Occitanie,Montpellier,5.75,1.833,2024-02-13 00:00:00,47.000946,6.049184,2.59,5.39
S_025,Île-de-France,Bretagne,Nice,2.79,1.75,2024-03-10 00:00:00,46.362003,0.506725,3.74,4.65
S_095,Grand Est,Normandie,Paris,5.27,1.946,2024-05-22 00:00:00,50.633174,-1.523838,2.96,1.85
S_056,Nouvelle-Aquitaine,Provence-Alpes-Côte d'Azur,Nantes,7.17,1.742,2024-03-12 00:00:00,49.071061,5.540854,4.89,3.13
S_094,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,Lille,2.4,1.959,2024-02-18 00:00:00,47.151531,1.592377,3.28,2.13
S_061,Bretagne,Grand Est,Toulouse,6.15,1.85,2024-03-19 00:00:00,47.287861,3.613749,2.06,3.29
S_027,Normandie,Bretagne,Lille,7.92,1.751,2024-04-03 00:00:00,46.363296,3.355204,6.72,7.12
S_068,Occitanie,Normandie,Toulouse,4.88,1.982,2024-11-03 00:00:00,52.027057,6.249375,7.08,7.48
S_079,Île-de-France,Occitanie,Bordeaux,2.14,1.917,2024-05-16 00:00:00,44.893146,6.146576,5.05,7.04
S_053,Normandie,Bretagne,Nantes,7.65,1.802,2024-11-25 00:00:00,50.912023,1.899205,6.68,3.53
S_013,Occitanie,Provence-Alpes-Côte d'Azur,Lyon,6.43,1.841,2024-05-02 00:00:00,51.052502,3.195944,8.6,8.79
S_011,Bretagne,Île-de-France,Strasbourg,2.94,1.706,2024-10-21 00:00:00,48.632101,1.288875,4.39,5.39
S_024,Normandie,Île-de-France,Nantes,5.67,1.82,2024-01-20 00:00:00,51.436431,1.4481,5.5,2.09
S_087,Occitanie,Pays de la Loire,Nantes,5.4,1.713,2024-05-05 00:00:00,49.094998,-0.791043,5.68,3.0
S_052,Île-de-France,Provence-Alpes-Côte d'Azur,Nice,2.95,1.978,2024-06-01 00:00:00,50.056309,2.874003,6.26,3.89
S_083,Hauts-de-France,Nouvelle-Aquitaine,Lille,3.56,1.945,2024-05-17 00:00:00,49.240292,2.622156,7.49,6.61
S_086,Occitanie,Normandie,Bordeaux,2.22,1.989,2024-09-06 00:00:00,49.059372,5.386349,7.26,3.11
S_028,Nouvelle-Aquitaine,Île-de-France,Nantes,4.19,1.815,2024-12-23 00:00:00,46.214635,5.467026,7.6,4.0
S_010,Normandie,Grand Est,Montpellier,7.47,1.73,2024-12-01 00:00:00,45.35609,1.826528,7.63,7.95
S_011,Île-de-France,Provence-Alpes-Côte d'Azur,Lyon,1.92,1.982,2024-11-17 00:00:00,48.834104,3.763517,6.34,8.48
S_013,Occitanie,Auvergne-Rhône-Alpes,Nantes,2.54,1.958,2024-05-10 00:00:00,48.422158,3.180929,5.1,1.64
S_095,Île-de-France,Provence-Alpes-Côte d'Azur,Strasbourg,8.66,1.848,2024-09-30 00:00:00,51.473659,3.742213,4.43,2.74
S_093,Nouvelle-Aquitaine,Hauts-de-France,Toulouse,2.34,1.828,2024-06-01 00:00:00,52.264908,-1.229437,1.83,6.18
S_043,Grand Est,Provence-Alpes-Côte d'Azur,Paris,5.67,1.857,2024-07-18 00:00:00,51.953301,0.755173,4.65,2.31
S_013,Provence-Alpes-Côte d'Azur,Auvergne-Rhône-Alpes,Paris,5.98,1.694,2024-06-21 00:00:00,51.440835,1.582035,1.27,5.48
S_054,Hauts-de-France,Grand Est,Marseille,6.29,1.69,2024-07-10 00:00:00,44.889231,5.271302,1.5,8.29
S_022,Grand Est,Île-de-France,Nantes,4.35,1.734,2024-07-14 00:00:00,52.80164,0.26991,8.43,1.74
S_024,Hauts-de-France,Pays de la Loire,Bordeaux,4.31,1.824,2024-02-20 00:00:00,47.164284,-0.497878,2.42,3.81
S_058,Normandie,Provence-Alpes-Côte d'Azur,Marseille,2.12,1.805,2024-06-10 00:00:00,47.24362,3.288715,2.83,1.39
S_018,Île-de-France,Bretagne,Montpellier,2.26,1.753,2024-08-22 00:00:00,46.791968,2.971752,7.54,2.25
S_048,Occitanie,Auvergne-Rhône-Alpes,Lyon,1.5,1.951,2024-06-15 00:00:00,47.922649,2.90008,4.15,2.26
S_061,Grand Est,Nouvelle-Aquitaine,Toulouse,3.76,1.969,2024-03-04 00:00:00,45.665083,3.873434,7.09,4.35
S_083,Nouvelle-Aquitaine,Nouvelle-Aquitaine,Bordeaux,7.76,1.904,2024-05-17 00:00:00,47.492429,1.024468,8.43,3.57
S_034,Normandie,Île-de-France,Marseille,4.88,1.952,2024-10-02 00:00:00,50.049505,1.9928,6.44,2.55
S_045,Pays de la Loire,Grand Est,Bordeaux,4.96,1.682,2024-09-12 00:00:00,45.521449,-0.534882,3.1,6.47
S_031,Auvergne-Rhône-Alpes,Normandie,Toulouse,8.14,1.765,2024-12-14 00:00:00,52.523727,0.480584,3.76,5.41
S_079,Auvergne-Rhône-Alpes,Île-de-France,Bordeaux,1.78,1.779,2024-12-13 00:00:00,49.243711,2.240056,6.14,8.72
S_086,Île-de-France,Provence-Alpes-Côte d'Azur,Strasbourg,4.74,1.921,2024-05-02 00:00:00,45.161994,5.370227,8.67,8.43
S_055,Nouvelle-Aquitaine,Auvergne-Rhône-Alpes,Marseille,5.49,1.968,2024-04-24 00:00:00,50.343033,0.959722,6.67,8.34
S_030,Grand Est,Provence-Alpes-Côte d'Azur,Paris,3.76,1.754,2024-12-09 00:00:00,51.168802,0.330007,7.05,6.88
S_015,Grand Est,Hauts-de-France,Marseille,2.92,1.854,2024-04-19 00:00:00,51.713532,-1.529967,8.07,4.95
S_017,Occitanie,Auvergne-Rhône-Alpes,Nantes,8.24,1.881,2024-03-26 00:00:00,52.726546,4.506507,7.87,6.03
S_065,Provence-Alpes-Côte d'Azur,Normandie,Nantes,6.84,1.751,2024-08-06 00:00:00,45.185916,4.944159,5.66,5.72
S_036,Nouvelle-Aquitaine,Bretagne,Lyon,2.23,1.783,2024-09-16 00:00:00,45.145788,3.889321,2.57,5.11
