col_id_station,col_latitude,col_longitude,col_cp,col_ville,col_adresse,col_carburant,col_prix,col_date_maj,col_services
S_048,45.686993,6.072817,5.95,Lyon,2.11,2.42,1.69,2024-03-24 00:00:00,7.89
S_053,49.554424,3.035449,3.27,Lyon,8.42,7.15,1.826,2024-01-01 00:00:00,1.73
S_040,52.481372,1.724168,7.81,Strasbourg,3.43,5.46,1.967,2024-08-28 00:00:00,1.5
S_026,49.222808,1.8569,8.69,Toulouse,1.51,2.11,1.734,2024-02-16 00:00:00,3.49
S_032,47.384212,2.463577,7.97,Nantes,5.19,8.2,1.723,2024-09-06 00:00:00,6.84
S_011,46.382326,-0.580343,7.53,Nantes,3.27,4.76,1.74,2024-06-06 00:00:00,1.49
S_089,46.443751,-0.437185,3.32,Toulouse,1.6,1.99,1.712,2024-10-28 00:00:00,5.66
S_099,47.621906,5.845182,7.35,Lille,1.98,8.78,1.739,2024-06-04 00:00:00,6.86
S_061,49.143459,6.131691,1.76,Toulouse,1.3,7.69,1.824,2024-06-11 00:00:00,5.97
S_008,50.9259,-1.182673,8.03,Montpellier,2.59,3.45,1.754,2024-08-31 00:00:00,5.96
S_097,50.903312,3.382745,8.54,Nice,4.33,2.33,1.743,2024-10-05 00:00:00,2.44
S_038,51.755178,0.066242,7.63,Strasbourg,3.28,8.11,1.946,2024-03-17 00:00:00,5.36
S_008,50.833172,4.91426,3.8,Nantes,7.6,4.46,1.911,2024-10-07 00:00:00,4.88
S_004,49.417939,0.227027,2.85,Paris,3.93,1.48,1.944,2024-06-11 00:00:00,5.5
S_043,45.840839,4.79151,8.62,Toulouse,4.89,3.23,1.756,2024-05-05 00:00:00,6.52
S_064,52.144806,5.646257,4.78,Marseille,4.45,1.43,1.819,2024-05-19 00:00:00,6.47
S_090,45.287253,6.015835,4.15,Marseille,1.2,4.41,1.836,2024-10-02 00:00:00,5.06
S_012,51.064033,3.026539,8.49,Montpellier,5.69,3.95,1.939,2024-12-01 00:00:00,5.2
S_029,47.711233,4.745325,2.83,Lyon,4.41,5.36,1.698,2024-12-17 00:00:00,7.64
S_037,45.941834,2.780311,2.31,Nantes,7.58,4.2,1.688,2024-12-08 00:00:00,5.52
S_012,51.103109,-1.143201,2.09,Nantes,6.24,3.36,1.936,2024-04-04 00:00:00,3.34
S_059,50.202653,1.148109,1.41,Montpellier,5.51,3.73,1.745,2024-01-31 00:00:00,8.65
S_098,49.994494,5.434212,2.49,Paris,6.24,6.51,1.803,2024-04-03 00:00:00,7.88
S_037,46.046259,-1.278944,5.26,Nantes,8.46,5.3,1.739,2024-03-02 00:00:00,6.05
S_006,48.957154,1.650292,6.39,Montpellier,4.17,7.31,1.963,2024-11-05 00:00:00,6.42
S_092,48.122169,-0.518588,8.58,Marseille,3.57,4.39,1.897,2024-04-13 00:00:00,6.04
S_025,45.120851,-0.852061,1.65,Paris,7.7,2.37,1.735,2024-07-14 00:00:00,5.82
S_058,52.195211,-0.388828,4.77,Lille,7.97,2.42,1.825,2024-05-03 00:00:00,3.69
S_087,51.08996,0.363047,8.32,Toulouse,6.45,3.66,1.774,2024-09-14 00:00:00,5.92
S_048,49.159888,-1.070921,5.64,Paris,2.53,3.37,1.768,2024-04-24 00:00:00,2.85
S_026,45.736149,5.522864,8.06,Paris,7.22,2.6,1.748,2024-11-22 00:00:00,4.23
S_080,50.177009,2.918369,8.64,Toulouse,8.02,3.17,1.811,2024-01-27 00:00:00,2.44
S_066,46.908742,-0.911942,6.19,Toulouse,3.22,3.89,1.807,2024-06-02 00:00:00,8.05
S_013,50.136589,3.767725,2.92,Montpellier,4.44,3.28,1.854,2024-10-30 00:00:00,2.11
S_054,46.662613,0.637808,8.38,Strasbourg,5.74,3.31,1.822,2024-02-13 00:00:00,4.38
S_066,51.165927,4.744999,8.61,Lille,2.45,3.84,1.768,2024-03-24 00:00:00,8.48
S_093,50.472295,-1.169669,8.7,Strasbourg,4.7,6.67,1.739,2024-01-26 00:00:00,2.38
S_044,46.218713,5.383161,6.02,Toulouse,7.99,6.9,1.863,2024-08-29 00:00:00,4.89
S_004,47.768753,-1.106987,3.72,Bordeaux,6.11,1.28,1.957,2024-01-17 00:00:00,8.24
S_049,46.111442,6.294837,5.11,Marseille,3.94,5.2,1.776,2024-12-04 00:00:00,1.78
S_044,50.659195,4.460731,6.83,Toulouse,1.33,4.72,1.798,2024-08-28 00:00:00,8.58
S_024,51.00068,0.73468,5.93,Strasbourg,1.56,7.1,1.775,2024-08-26 00:00:00,4.33
S_041,47.812361,0.881086,6.68,Montpellier,1.65,8.37,1.868,2024-08-17 00:00:00,4.03
S_061,46.45031,3.661949,8.59,Toulouse,1.89,7.06,1.828,2024-08-04 00:00:00,7.5
S_075,45.757291,3.690208,2.55,Lyon,6.91,5.84,1.862,2024-11-09 00:00:00,2.91
S_089,45.818894,6.256694,6.02,Strasbourg,8.45,5.16,1.855,2024-02-11 00:00:00,4.59
S_099,47.296026,1.819951,4.65,Toulouse,6.03,4.47,1.973,2024-09-20 00:00:00,3.49
S_090,47.141768,4.648838,4.46,Paris,8.57,2.38,1.979,2024-09-10 00:00:00,2.92
S_051,50.691674,3.382808,2.28,Nice,4.6,1.76,1.898,2024-02-14 00:00:00,4.3
S_021,45.466088,3.710597,7.92,Lille,5.16,6.85,1.958,2024-10-14 00:00:00,5.31
S_067,47.755906,-0.610506,2.59,Nantes,4.55,6.07,1.789,2024-06-16 00:00:00,2.6
S_076,45.222105,5.090615,6.65,Bordeaux,2.77,2.73,1.913,2024-11-18 00:00:00,8.43
S_007,49.269489,0.331127,7.75,Bordeaux,2.11,7.5,1.703,2024-09-04 00:00:00,5.13
S_066,49.699304,2.797826,5.72,Lyon,5.51,7.5,1.693,2024-08-28 00:00:00,1.97
S_089,48.779015,1.673973,7.57,Toulouse,8.79,3.05,1.691,2024-11-09 00:00:00,6.98
S_002,45.774959,4.515964,3.23,Paris,1.56,5.21,1.817,2024-01-21 00:00:00,4.29
S_074,51.134279,-0.40626,3.83,Toulouse,1.78,4.03,1.911,2024-12-15 00:00:00,2.6
S_020,52.00894,-0.72762,5.98,Strasbourg,3.48,1.74,1.866,2024-02-05 00:00:00,3.02
S_044,50.344955,6.194692,3.36,Lyon,6.49,7.2,1.909,2024-10-31 00:00:00,3.79
S_057,45.008605,5.900017,8.27,Marseille,4.89,2.81,1.97,2024-01-21 00:00:00,4.41
S_032,52.407319,-1.401185,7.44,Montpellier,5.62,6.52,1.712,2024-02-12 00:00:00,1.56
S_041,49.315034,5.930712,8.45,Toulouse,3.4,8.49,1.971,2024-10-25 00:00:00,1.53
S_055,49.30651,-0.556714,7.98,Lyon,3.91,8.49,1.814,2024-09-17 00:00:00,5.39
S_006,52.59256,-1.082675,5.45,Bordeaux,5.59,8.36,1.872,2024-05-08 00:00:00,6.46
S_094,46.073707,0.85048,5.04,Montpellier,7.15,8.67,1.964,2024-02-11 00:00:00,2.16
S_083,49.473458,0.985043,8.69,Montpellier,6.93,4.41,1.85,2024-11-01 00:00:00,2.47
S_025,49.445401,2.50964,6.04,Marseille,7.35,8.33,1.945,2024-02-26 00:00:00,3.96
S_067,51.644067,5.766598,5.6,Bordeaux,4.86,1.35,1.739,2024-02-17 00:00:00,6.7
S_040,45.310103,6.191375,3.47,Marseille,2.09,6.37,1.744,2024-01-04 00:00:00,6.36
S_013,52.441283,3.673169,1.37,Strasbourg,5.99,4.44,1.825,2024-04-05 00:00:00,2.26
S_051,47.981685,-1.305909,4.61,Strasbourg,4.76,4.6,1.878,2024-11-02 00:00:00,7.56
S_006,47.371873,1.711986,6.11,Toulouse,2.73,6.55,1.7,2024-05-04 00:00:00,6.75
S_072,47.471331,-0.81548,8.08,Bordeaux,3.66,1.25,1.957,2024-10-26 00:00:00,8.62
S_069,50.131228,-1.3706,8.6,Strasbourg,5.33,7.64,1.919,2024-07-05 00:00:00,3.52
S_099,46.305796,4.941613,6.97,Bordeaux,8.36,5.97,1.695,2024-09-15 00:00:00,5.43
S_094,47.435115,4.560717,7.19,Marseille,4.88,6.43,1.693,2024-03-04 00:00:00,8.14
S_054,45.527529,4.273754,3.44,Strasbourg,6.17,3.19,1.982,2024-03-28 00:00:00,3.37
S_038,52.544639,3.669373,5.97,Marseille,6.04,6.82,1.816,2024-01-10 00:00:00,4.56
S_019,49.79649,-0.586522,1.3,Marseille,1.84,3.56,1.72,2024-04-20 00:00:00,2.21
S_065,49.229765,0.240681,4.77,Lille,6.02,6.28,1.871,2024-03-25 00:00:00,8.51
S_088,52.005771,0.329726,7.69,Marseille,3.2,2.57,1.768,2024-05-14 00:00:00,5.9
S_015,49.772537,0.825707,5.11,Marseille,5.68,5.14,1.913,2024-01-26 00:00:00,5.43
S_027,49.517294,4.549768,2.24,Bordeaux,4.38,2.06,1.768,2024-02-14 00:00:00,4.4
S_074,51.339301,5.186025,1.4,Montpellier,3.29,6.84,1.922,2024-10-29 00:00:00,4.93
S_048,52.493857,3.427225,7.02,Strasbourg,2.96,8.08,1.708,2024-08-22 00:00:00,8.74
S_027,51.583533,0.882973,8.65,Lille,4.96,5.51,1.911,2024-11-12 00:00:00,4.6
S_090,49.565855,3.414982,5.61,Nantes,2.96,3.37,1.832,2024-07-24 00:00:00,2.89
S_021,45.190369,-1.363573,3.78,Paris,8.13,5.6,1.851,2024-08-19 00:00:00,5.29
S_073,46.049185,-1.182357,6.76,Paris,8.54,1.84,1.747,2024-12-22 00:00:00,7.08
S_012,51.144251,1.375077,2.47,Bordeaux,7.85,3.7,1.74,2024-05-25 00:00:00,7.74
S_064,46.998373,5.988308,7.17,Marseille,2.83,5.81,1.831,2024-03-11 00:00:00,6.49
S_054,47.042432,5.997226,6.29,Marseille,5.22,7.57,1.687,2024-10-23 00:00:00,6.04
S_012,47.444768,2.830209,3.3,Strasbourg,6.29,4.77,1.913,2024-07-31 00:00:00,5.62
S_089,51.088264,2.966808,3.65,Toulouse,7.2,6.72,1.98,2024-03-15 00:00:00,8.2
S_014,46.701954,-0.021299,1.42,Montpellier,5.3,8.62,1.918,2024-06-07 00:00:00,7.63
S_046,51.14771,4.361932,6.43,Paris,3.8,3.9,1.774,2024-11-24 00:00:00,4.99
S_070,48.384849,1.146809,6.02,Lille,3.23,2.64,1.72,2024-03-26 00:00:00,7.84
S_014,50.760586,4.382395,2.8,Nice,7.67,3.82,1.888,2024-09-17 00:00:00,5.54
S_002,48.489858,5.501134,4.03,Lyon,7.09,4.3,1.728,2024-02-22 00:00:00,3.8
S_062,45.015359,3.62253,6.52,Strasbourg,7.04,4.88,1.948,2024-01-21 00:00:00,6.29
S_036,52.045016,1.307064,2.71,Lille,8.57,3.43,1.981,2024-10-26 00:00:00,4.8
S_017,45.248413,0.997162,3.6,Strasbourg,8.29,3.26,1.779,2024-02-12 00:00:00,6.94
S_005,44.943148,1.220189,5.76,Paris,2.31,2.11,1.733,2024-11-22 00:00:00,4.42
S_024,49.904951,0.68043,6.07,Paris,2.2,7.2,1.683,2024-04-14 00:00:00,8.37
S_065,51.083469,0.62212,3.57,Strasbourg,4.09,2.84,1.925,2024-08-08 00:00:00,3.87
S_018,46.479661,-0.204693,5.17,Paris,6.36,7.1,1.841,2024-07-13 00:00:00,7.34
S_084,49.151747,3.106677,8.66,Paris,5.05,2.61,1.906,2024-09-12 00:00:00,7.86
S_068,48.6334,-0.775732,4.92,Marseille,5.42,3.5,1.755,2024-12-20 00:00:00,4.76
S_074,47.486688,1.794851,6.96,Montpellier,4.28,2.73,1.893,2024-10-02 00:00:00,5.77
S_042,46.196204,5.848927,2.06,Toulouse,7.47,5.17,1.801,2024-04-05 00:00:00,3.11
S_033,46.187152,2.57267,5.45,Bordeaux,2.2,8.61,1.716,2024-08-11 00:00:00,2.1
S_015,51.602455,2.470477,2.67,Lille,3.39,2.11,1.926,2024-01-09 00:00:00,7.37
S_040,49.418368,2.523692,1.45,Nice,3.77,3.46,1.791,2024-12-02 00:00:00,4.46
S_088,49.867714,0.74651,6.94,Lyon,7.17,8.5,1.781,2024-01-26 00:00:00,8.5
S_004,50.194671,0.596361,7.63,Marseille,5.28,7.1,1.741,2024-06-22 00:00:00,7.3
S_064,52.84107,-1.618326,2.48,Nantes,6.01,5.66,1.841,2024-06-29 00:00:00,6.63
S_047,50.920988,-0.223564,4.64,Lille,8.55,5.78,1.721,2024-02-09 00:00:00,6.22
S_054,46.029983,4.076535,3.26,Paris,6.8,8.08,1.837,2024-08-04 00:00:00,6.94
S_077,49.561649,-1.05967,6.84,Strasbourg,3.68,3.81,1.73,2024-10-10 00:00:00,2.97
S_058,47.835165,-0.705642,8.15,Strasbourg,6.04,8.56,1.888,2024-06-27 00:00:00,6.71
S_028,50.108595,4.098122,6.02,Strasbourg,4.96,4.86,1.916,2024-11-18 00:00:00,7.34
S_068,46.413571,2.62473,8.05,Toulouse,7.11,7.34,1.887,2024-08-29 00:00:00,7.54
S_054,46.987564,3.658965,4.44,Lille,6.78,5.18,1.92,2024-01-08 00:00:00,3.37
S_034,49.798799,0.569601,3.51,Strasbourg,3.47,2.95,1.871,2024-09-16 00:00:00,8.79
S_064,48.843563,1.994363,4.66,Toulouse,8.75,6.74,1.683,2024-12-26 00:00:00,6.47
S_027,50.06065,-0.598654,8.54,Montpellier,8.06,4.98,1.752,2024-02-28 00:00:00,4.15
S_096,51.804254,4.39231,3.04,Marseille,7.45,7.33,1.935,2024-06-06 00:00:00,7.36
S_005,48.841342,1.319597,4.72,Bordeaux,3.44,2.41,1.753,2024-10-24 00:00:00,5.97
S_089,52.188267,5.562731,2.69,Strasbourg,1.73,7.22,1.93,2024-06-15 00:00:00,2.99
S_012,51.367655,3.488641,4.11,Nice,6.7,7.8,1.873,2024-10-01 00:00:00,1.93
S_092,50.112851,2.236907,7.65,Lille,6.36,7.64,1.86,2024-05-14 00:00:00,5.89
S_035,46.880496,-1.509038,3.54,Lyon,1.29,5.28,1.801,2024-07-24 00:00:00,2.75
S_074,47.386706,-1.287405,5.56,Nice,6.63,1.72,1.871,2024-05-29 00:00:00,4.08
S_088,49.654484,1.548762,6.02,Paris,7.6,8.15,1.708,2024-02-23 00:00:00,5.51
S_010,46.345723,1.693255,4.51,Montpellier,4.87,7.8,1.917,2024-06-26 00:00:00,5.07
S_003,49.537636,-1.580488,6.72,Paris,5.05,4.41,1.786,2024-05-18 00:00:00,3.5
S_066,46.988206,4.146158,1.38,Strasbourg,3.06,4.77,1.701,2024-10-12 00:00:00,7.2
S_033,48.880056,1.951671,6.3,Bordeaux,2.4,3.63,1.862,2024-06-03 00:00:00,4.19
S_038,44.85349,0.276393,4.23,Montpellier,6.96,2.98,1.845,2024-02-18 00:00:00,7.01
S_024,47.733696,4.050783,5.73,Toulouse,4.41,2.16,1.879,2024-06-13 00:00:00,1.51
S_031,49.730648,2.557721,3.86,Nantes,6.25,6.17,1.953,2024-01-17 00:00:00,7.35
S_025,47.614921,-1.392306,1.77,Strasbourg,5.97,5.02,1.689,2024-03-11 00:00:00,2.68
S_036,50.123483,0.433023,1.58,Bordeaux,2.36,8.6,1.827,2024-02-21 00:00:00,6.77
S_063,47.891758,-0.242828,1.57,Bordeaux,3.29,7.34,1.884,2024-05-19 00:00:00,7.8
S_098,45.217317,3.748258,4.39,Montpellier,6.57,5.59,1.69,2024-11-02 00:00:00,2.93
S_016,47.513773,1.552666,3.23,Bordeaux,2.7,3.97,1.721,2024-05-08 00:00:00,5.52
S_051,47.058485,0.819718,1.31,Bordeaux,3.61,3.78,1.769,2024-01-29 00:00:00,1.81
S_083,50.480076,5.937442,6.57,Lille,6.98,2.5,1.898,2024-10-08 00:00:00,7.57
S_052,45.17181,-1.25111,6.43,Montpellier,2.32,6.06,1.773,2024-07-22 00:00:00,2.4
S_005,48.248518,0.296458,5.76,Paris,3.54,5.61,1.829,2024-02-25 00:00:00,2.24
S_031,46.58221,-1.631778,8.5,Montpellier,6.2,4.68,1.809,2024-11-11 00:00:00,6.28
S_044,45.13724,-0.024396,2.27,Toulouse,4.23,5.11,1.693,2024-09-23 00:00:00,3.3
S_088,49.594254,2.244124,8.32,Paris,7.07,1.54,1.855,2024-04-22 00:00:00,8.52
S_006,44.865799,4.986139,2.21,Marseille,6.2,8.57,1.723,2024-03-11 00:00:00,3.11
S_060,48.898774,0.52216,4.31,Lille,3.56,3.02,1.792,2024-04-05 00:00:00,2.93
S_052,49.430514,4.894287,7.88,Paris,2.98,2.7,1.794,2024-07-12 00:00:00,6.83
S_055,49.991521,-0.70158,8.28,Strasbourg,7.33,4.06,1.925,2024-08-20 00:00:00,1.37
S_078,47.020355,5.533218,2.9,Nantes,1.41,1.83,1.697,2024-09-09 00:00:00,8.36
S_057,51.35062,-0.718462,2.73,Toulouse,4.51,1.83,1.938,2024-09-15 00:00:00,5.69
S_085,52.253814,1.529005,6.73,Bordeaux,6.27,4.62,1.984,2024-10-30 00:00:00,6.05
S_019,46.6934,-1.247984,2.6,Lille,2.76,2.64,1.898,2024-12-02 00:00:00,8.21
S_083,47.23514,0.816202,6.5,Montpellier,6.4,7.74,1.803,2024-09-17 00:00:00,5.86
S_058,48.655393,6.193383,7.83,Nantes,3.19,5.21,1.897,2024-03-06 00:00:00,3.06
S_009,46.209088,3.132151,4.58,Bordeaux,5.32,6.09,1.682,2024-06-04 00:00:00,8.6
S_022,51.920033,3.641782,3.71,Paris,1.93,2.44,1.82,2024-02-17 00:00:00,4.88
S_019,50.998029,-1.62736,6.85,Lille,6.92,6.54,1.814,2024-08-02 00:00:00,3.4
S_050,49.42816,2.134293,1.67,Montpellier,6.47,6.65,1.819,2024-07-09 00:00:00,4.96
S_088,52.097127,4.237932,4.88,Bordeaux,3.94,7.3,1.78,2024-08-21 00:00:00,4.38
S_075,51.927015,4.159202,3.62,Toulouse,3.78,6.88,1.883,2024-12-20 00:00:00,5.43
S_048,49.478987,0.757004,6.05,Lyon,2.65,2.02,1.894,2024-10-21 00:00:00,4.41
S_084,46.667101,-0.52662,3.4,Nantes,4.79,6.5,1.986,2024-12-03 00:00:00,7.36
S_022,48.779221,-0.616156,6.84,Marseille,3.93,1.43,1.818,2024-08-03 00:00:00,5.28
S_093,47.270647,-0.153081,6.73,Nantes,2.49,6.04,1.983,2024-10-18 00:00:00,7.28
S_049,52.295078,2.147471,3.08,Toulouse,1.45,7.93,1.757,2024-04-15 00:00:00,4.75
S_086,47.824014,1.81493,5.17,Lyon,3.02,4.59,1.921,2024-08-04 00:00:00,8.2
S_011,52.66652,3.240586,6.76,Montpellier,6.71,7.74,1.771,2024-07-09 00:00:00,6.14
S_094,52.458883,1.011581,6.26,Marseille,2.39,5.76,1.86,2024-03-22 00:00:00,2.99
S_021,48.723789,-0.366988,1.69,Lyon,6.19,6.19,1.72,2024-05-20 00:00:00,7.34
S_096,47.543678,5.220251,2.22,Marseille,1.65,5.04,1.904,2024-02-25 00:00:00,4.44
S_071,44.97921,5.864795,2.36,Lille,1.41,7.88,1.737,2024-05-25 00:00:00,3.74
S_016,45.328908,0.582336,8.47,Montpellier,2.38,4.37,1.74,2024-02-28 00:00:00,5.43
S_010,44.875889,1.237552,6.78,Lille,7.16,1.22,1.773,2024-05-08 00:00:00,7.0
S_011,51.925715,5.855078,6.52,Lyon,2.4,7.03,1.829,2024-06-14 00:00:00,3.32
S_010,49.197174,-0.571551,8.77,Strasbourg,2.87,3.15,1.699,2024-02-17 00:00:00,4.04
S_092,48.944897,4.435791,2.89,Lyon,2.23,7.87,1.942,2024-05-19 00:00:00,2.51
S_071,45.562053,4.134996,3.97,Marseille,2.24,2.59,1.806,2024-05-02 00:00:00,7.84
S_042,45.571403,5.352995,6.75,Montpellier,1.52,6.69,1.763,2024-11-16 00:00:00,6.93
S_096,49.670299,0.05602,5.27,Bordeaux,2.36,7.35,1.837,2024-11-19 00:00:00,3.09
S_033,51.694972,0.956944,6.51,Marseille,6.6,3.59,1.789,2024-06-22 00:00:00,3.1
S_089,51.079824,0.506643,5.01,Toulouse,7.94,2.53,1.855,2024-10-04 00:00:00,7.17
S_045,49.128722,-0.905121,6.77,Montpellier,1.39,4.89,1.956,2024-12-22 00:00:00,6.12
S_060,51.044415,-0.884912,6.23,Lille,8.62,7.01,1.979,2024-11-06 00:00:00,8.6
S_053,48.933972,0.550105,7.35,Bordeaux,6.77,4.48,1.984,2024-11-24 00:00:00,7.92
S_005,50.610423,0.45138,7.13,Bordeaux,4.11,2.83,1.727,2024-04-28 00:00:00,8.48
S_069,48.862072,-0.520793,1.75,Bordeaux,3.23,4.9,1.82,2024-11-10 00:00:00,2.5
S_075,50.384308,2.535962,2.54,Marseille,3.61,4.13,1.865,2024-02-05 00:00:00,7.52
S_100,51.245637,1.315185,3.64,Lyon,7.73,1.89,1.852,2024-05-18 00:00:00,1.85
S_033,47.143437,-0.152922,8.16,Lyon,7.46,4.36,1.809,2024-09-21 00:00:00,3.84
S_066,46.562605,-1.299147,3.7,Nice,4.95,1.73,1.92,2024-06-14 00:00:00,7.16
S_062,48.932539,6.245444,6.74,Lille,3.97,3.99,1.927,2024-03-21 00:00:00,4.1
S_021,49.193742,5.996341,3.59,Paris,1.54,1.72,1.782,2024-05-04 00:00:00,2.7
S_076,47.362944,-1.566901,7.71,Bordeaux,1.4,4.81,1.797,2024-04-16 00:00:00,7.98
S_019,45.785863,1.134072,5.6,Lille,4.33,8.74,1.801,2024-08-19 00:00:00,1.84
S_045,51.956831,-0.720132,8.49,Strasbourg,2.08,4.63,1.889,2024-08-15 00:00:00,3.71
S_098,48.962543,2.522644,1.37,Paris,6.56,3.32,1.894,2024-05-23 00:00:00,1.22
S_063,50.263684,3.695517,5.73,Strasbourg,3.12,3.32,1.828,2024-06-25 00:00:00,8.3
S_079,50.502672,1.399411,3.37,Paris,1.52,8.2,1.856,2024-06-01 00:00:00,5.66
S_097,48.709347,1.50748,7.83,Paris,6.93,8.03,1.821,2024-06-07 00:00:00,1.96
S_085,46.040563,6.160179,7.83,Strasbourg,1.47,7.28,1.729,2024-06-30 00:00:00,3.36
S_046,48.327524,1.602511,5.2,Montpellier,7.31,3.87,1.843,2024-12-07 00:00:00,6.06
S_059,47.492429,5.235821,5.39,Strasbourg,8.46,8.54,1.89,2024-09-27 00:00:00,8.05
S_070,47.983646,2.871721,8.66,Bordeaux,2.22,7.16,1.826,2024-03-12 00:00:00,8.7
S_061,51.341376,5.570371,5.1,Montpellier,7.4,2.07,1.759,2024-11-20 00:00:00,5.8
S_010,47.760176,0.504661,3.21,Nantes,1.33,5.59,1.736,2024-07-11 00:00:00,7.96
S_091,49.058855,3.0205,5.18,Montpellier,5.63,3.6,1.857,2024-10-04 00:00:00,2.93
S_037,49.452414,0.303192,4.52,Marseille,2.72,7.71,1.765,2024-02-12 00:00:00,8.76
S_063,46.307587,1.181434,7.33,Toulouse,4.03,7.36,1.713,2024-02-16 00:00:00,7.09
S_028,52.413983,0.357395,4.5,Marseille,1.49,2.08,1.97,2024-11-17 00:00:00,5.22
S_066,51.393865,4.167962,5.0,Paris,7.99,2.24,1.86,2024-08-16 00:00:00,4.58
S_022,47.720334,0.807549,7.5,Nantes,1.8,4.16,1.689,2024-10-18 00:00:00,3.69
S_082,45.063672,5.450051,4.61,Lille,6.53,2.24,1.699,2024-06-19 00:00:00,7.46
S_058,48.326819,5.406369,3.13,Paris,1.83,7.34,1.789,2024-01-13 00:00:00,4.36
S_028,52.227297,-0.254502,2.4,Toulouse,6.89,5.8,1.7,2024-01-15 00:00:00,5.09
S_065,51.529087,-1.419948,7.02,Bordeaux,3.8,4.88,1.825,2024-06-14 00:00:00,2.85
S_023,52.613227,1.934787,3.53,Toulouse,6.86,7.31,1.718,2024-09-27 00:00:00,8.54
S_094,45.440692,6.133463,3.15,Strasbourg,1.56,7.68,1.977,2024-10-22 00:00:00,2.25
S_050,45.04387,6.124247,3.69,Nantes,7.78,7.62,1.965,2024-01-12 00:00:00,5.97
S_067,50.962331,1.143851,3.38,Bordeaux,7.33,5.99,1.946,2024-10-26 00:00:00,5.94
S_040,49.964913,2.119373,6.45,Nantes,8.25,4.77,1.743,2024-10-16 00:00:00,3.95
S_100,50.457705,3.615155,8.7,Nantes,6.05,3.04,1.824,2024-01-02 00:00:00,1.6
S_057,49.219369,1.176109,6.07,Paris,2.91,7.11,1.916,2024-09-16 00:00:00,5.0
S_084,44.967681,0.204902,5.08,Montpellier,7.1,7.42,1.799,2024-11-03 00:00:00,5.58
S_026,46.111128,1.853437,7.57,Montpellier,5.78,6.43,1.826,2024-11-07 00:00:00,3.11
S_080,48.310254,-0.200232,4.19,Nantes,6.13,8.46,1.92,2024-10-12 00:00:00,2.97
S_054,48.927207,2.092271,2.26,Nantes,1.64,7.84,1.952,2024-02-16 00:00:00,2.28
S_017,49.266733,-0.966321,4.46,Lyon,4.69,7.89,1.755,2024-09-29 00:00:00,8.27
S_074,46.032413,4.783448,7.33,Nice,6.16,4.06,1.944,2024-08-30 00:00:00,2.32
S_011,49.195832,0.463253,3.35,Nantes,8.42,5.25,1.908,2024-02-04 00:00:00,7.4
S_077,45.866498,0.458564,4.47,Paris,6.78,8.54,1.862,2024-03-30 00:00:00,7.05
S_095,48.987503,1.531663,3.08,Lyon,3.26,2.85,1.777,2024-03-22 00:00:00,7.76
S_009,49.986122,4.430711,3.14,Montpellier,7.55,4.28,1.945,2024-11-12 00:00:00,8.7
S_042,45.204366,1.127168,8.25,Nantes,2.61,7.17,1.983,2024-10-14 00:00:00,2.68
S_089,48.969708,3.318432,1.39,Montpellier,8.59,3.72,1.965,2024-11-17 00:00:00,5.87
S_004,46.034174,5.030039,4.16,Nantes,6.95,6.05,1.907,2024-03-30 00:00:00,6.87
S_024,47.922904,-0.301405,5.45,Nice,5.23,1.92,1.706,2024-02-12 00:00:00,8.03
S_033,47.598915,1.477299,3.7,Lille,3.18,4.74,1.803,2024-03-15 00:00:00,7.37
S_071,47.440505,2.751821,2.61,Toulouse,6.21,4.6,1.693,2024-03-28 00:00:00,5.64
S_063,49.025027,5.712641,8.03,Bordeaux,8.6,7.14,1.717,2024-08-27 00:00:00,8.69
S_093,46.509898,2.309107,6.87,Montpellier,2.15,4.41,1.727,2024-06-26 00:00:00,1.71
S_093,52.678569,5.917803,7.59,Paris,2.66,1.74,1.782,2024-07-26 00:00:00,2.38
S_086,47.939085,5.485118,7.22,Lille,6.74,6.24,1.909,2024-01-15 00:00:00,5.18
S_097,48.64817,-0.638151,5.19,Toulouse,1.35,3.61,1.882,2024-02-15 00:00:00,5.66
S_088,52.451002,2.345438,6.49,Montpellier,5.44,1.89,1.94,2024-05-16 00:00:00,8.62
S_027,45.151459,6.09996,6.67,Bordeaux,6.83,6.4,1.937,2024-05-28 00:00:00,7.05
S_002,48.680861,3.279516,1.99,Bordeaux,6.52,3.43,1.755,2024-05-12 00:00:00,2.81
S_072,45.192485,0.173137,2.05,Toulouse,7.1,3.55,1.849,2024-07-06 00:00:00,7.32
S_052,52.694637,6.163795,6.22,Montpellier,8.03,4.69,1.984,2024-11-01 00:00:00,7.09
S_022,46.735357,-0.761032,6.15,Paris,6.3,6.36,1.712,2024-01-06 00:00:00,4.63
S_042,49.309219,5.886419,1.36,Marseille,4.44,5.8,1.761,2024-03-26 00:00:00,6.36
S_023,50.321975,2.893203,3.37,Toulouse,6.17,2.03,1.817,2024-05-06 00:00:00,4.2
S_098,47.87712,4.250622,8.77,Montpellier,2.52,7.43,1.724,2024-06-22 00:00:00,4.39
S_009,50.720354,6.059363,5.78,Bordeaux,5.68,6.36,1.919,2024-03-17 00:00:00,6.1
S_046,45.032115,0.506592,7.36,Lyon,2.99,2.57,1.956,2024-02-11 00:00:00,7.02
S_045,49.739578,-0.465207,5.45,Paris,7.07,4.55,1.838,2024-11-14 00:00:00,6.88
