col_mobilite_id,col_time_id,col_zone_id,col_mode_id,col_ligne_id,col_arret_id,col_segment_id,col_evenement_id,col_vehicule_id,col_trafic_mesure,col_vitesse_moyenne,col_temps_attente,col_taux_frequentation,col_nbr_accidents,col_niveau_delinquance,col_congestion_level,col_est_weekend,col_est_vacances,col_est_jour_ferie,col_is_peak_hour,col_high_risk_area,col_cout_energie_km,col_consommation_totale,col_feedback_score,col_source,col_date_insertion
MOB_12441,12441,12441,12441,12441,12441,12441,12441,12441,39.36,4.23,4.52,2.69,72,5.78,Élevé,OUI,OUI,NON,OUI,NON,7.78,4.14,59,Data.gouv.fr,2024-01-01 00:00:00
MOB_12442,12442,12442,12442,12442,12442,12442,12442,12442,2.45,2.10,5.21,7.87,23,5.20,Faible,OUI,NON,NON,OUI,OUI,7.92,2.43,21,Meteo_France,2024-01-01 00:00:00
MOB_12443,12443,12443,12443,12443,12443,12443,12443,12443,1.11,9.75,5.63,2.42,78,4.32,Critique,OUI,NON,OUI,NON,NON,3.57,7.01,36,Data.gouv.fr,2024-01-01 00:00:00
MOB_12444,12444,12444,12444,12444,12444,12444,12444,12444,19.58,6.14,5.23,6.55,42,6.27,Modéré,NON,NON,OUI,OUI,OUI,4.94,3.93,84,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12445,12445,12445,12445,12445,12445,12445,12445,12445,7.60,6.36,7.99,1.25,56,1.57,Faible,NON,NON,NON,OUI,NON,5.42,6.37,23,Meteo_France,2024-01-01 00:00:00
MOB_12446,12446,12446,12446,12446,12446,12446,12446,12446,14.35,4.21,2.99,1.29,92,5.39,Modéré,NON,NON,NON,OUI,OUI,2.32,7.80,67,Meteo_France,2024-01-01 00:00:00
MOB_12447,12447,12447,12447,12447,12447,12447,12447,12447,38.33,2.68,6.53,5.53,56,7.76,Élevé,NON,OUI,OUI,NON,OUI,2.63,8.05,63,Data.gouv.fr,2024-01-01 00:00:00
MOB_12448,12448,12448,12448,12448,12448,12448,12448,12448,22.62,8.92,9.25,6.51,84,8.91,Élevé,NON,NON,OUI,NON,OUI,6.98,9.73,11,Meteo_France,2024-01-01 00:00:00
MOB_12449,12449,12449,12449,12449,12449,12449,12449,12449,29.68,6.93,5.63,7.93,11,9.20,Faible,NON,NON,NON,OUI,OUI,8.35,1.08,48,Meteo_France,2024-01-01 00:00:00
MOB_12450,12450,12450,12450,12450,12450,12450,12450,12450,46.39,6.70,2.48,5.07,75,3.59,Élevé,OUI,OUI,NON,OUI,OUI,7.98,4.20,28,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12451,12451,12451,12451,12451,12451,12451,12451,12451,23.01,9.68,3.38,5.58,70,3.93,Critique,NON,NON,NON,OUI,NON,7.39,2.53,31,AirParif_2024,2024-01-01 00:00:00
MOB_12452,12452,12452,12452,12452,12452,12452,12452,12452,36.20,7.42,3.54,9.76,63,2.53,Critique,OUI,OUI,OUI,OUI,OUI,7.90,3.02,77,Data.gouv.fr,2024-01-01 00:00:00
MOB_12453,12453,12453,12453,12453,12453,12453,12453,12453,35.88,6.86,6.49,1.34,18,8.71,Modéré,OUI,NON,OUI,NON,NON,6.00,2.02,75,Meteo_France,2024-01-01 00:00:00
MOB_12454,12454,12454,12454,12454,12454,12454,12454,12454,3.54,3.52,8.37,9.04,87,9.11,Faible,NON,NON,OUI,NON,NON,6.06,8.26,28,AirParif_2024,2024-01-01 00:00:00
MOB_12455,12455,12455,12455,12455,12455,12455,12455,12455,27.82,6.32,3.88,4.55,47,2.71,Modéré,NON,OUI,OUI,OUI,OUI,5.56,5.26,39,Meteo_France,2024-01-01 00:00:00
MOB_12456,12456,12456,12456,12456,12456,12456,12456,12456,36.38,1.78,3.81,6.25,94,4.69,Faible,OUI,NON,NON,NON,OUI,2.01,7.47,49,Meteo_France,2024-01-01 00:00:00
MOB_12457,12457,12457,12457,12457,12457,12457,12457,12457,6.21,3.36,7.94,3.10,10,3.15,Élevé,OUI,OUI,NON,OUI,OUI,5.35,2.89,31,Meteo_France,2024-01-01 00:00:00
MOB_12458,12458,12458,12458,12458,12458,12458,12458,12458,49.26,1.07,3.51,5.26,61,2.56,Faible,NON,NON,OUI,OUI,OUI,8.04,6.82,27,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12459,12459,12459,12459,12459,12459,12459,12459,12459,25.49,7.10,7.16,8.67,64,9.02,Élevé,OUI,OUI,OUI,OUI,NON,9.68,8.57,23,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12460,12460,12460,12460,12460,12460,12460,12460,12460,16.73,5.45,4.38,6.02,85,6.76,Élevé,OUI,OUI,NON,NON,NON,4.65,1.13,18,Data.gouv.fr,2024-01-01 00:00:00
MOB_12461,12461,12461,12461,12461,12461,12461,12461,12461,33.73,6.65,3.73,7.15,66,5.73,Élevé,NON,OUI,OUI,OUI,NON,7.19,9.22,60,Data.gouv.fr,2024-01-01 00:00:00
MOB_12462,12462,12462,12462,12462,12462,12462,12462,12462,27.47,9.39,6.35,7.45,25,2.57,Critique,OUI,NON,OUI,OUI,OUI,7.09,8.27,65,AirParif_2024,2024-01-01 00:00:00
MOB_12463,12463,12463,12463,12463,12463,12463,12463,12463,1.81,8.13,9.47,4.53,68,1.66,Élevé,OUI,OUI,OUI,NON,OUI,0.66,2.31,100,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12464,12464,12464,12464,12464,12464,12464,12464,12464,33.31,9.42,2.35,4.66,65,5.84,Faible,NON,OUI,NON,OUI,NON,7.71,1.86,54,Data.gouv.fr,2024-01-01 00:00:00
MOB_12465,12465,12465,12465,12465,12465,12465,12465,12465,34.88,2.18,8.39,9.50,82,2.60,Élevé,OUI,NON,OUI,OUI,NON,8.60,6.66,36,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12466,12466,12466,12466,12466,12466,12466,12466,12466,25.00,9.90,2.82,5.37,37,4.74,Élevé,NON,NON,OUI,OUI,OUI,3.02,7.30,73,AirParif_2024,2024-01-01 00:00:00
MOB_12467,12467,12467,12467,12467,12467,12467,12467,12467,47.25,4.41,8.08,2.63,68,8.99,Critique,NON,OUI,OUI,OUI,NON,6.55,3.12,28,AirParif_2024,2024-01-01 00:00:00
MOB_12468,12468,12468,12468,12468,12468,12468,12468,12468,17.77,4.32,8.35,2.82,28,8.97,Critique,OUI,OUI,NON,OUI,NON,6.86,5.92,96,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12469,12469,12469,12469,12469,12469,12469,12469,12469,46.68,9.95,4.05,4.31,39,5.01,Élevé,OUI,NON,OUI,OUI,OUI,3.70,4.21,14,AirParif_2024,2024-01-01 00:00:00
MOB_12470,12470,12470,12470,12470,12470,12470,12470,12470,19.42,5.51,9.21,8.34,71,3.04,Élevé,OUI,OUI,OUI,NON,NON,4.57,4.55,38,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12471,12471,12471,12471,12471,12471,12471,12471,12471,30.01,6.18,8.49,1.07,78,5.98,Faible,OUI,OUI,OUI,OUI,NON,1.43,1.53,50,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12472,12472,12472,12472,12472,12472,12472,12472,12472,44.33,3.77,7.40,2.30,72,4.88,Élevé,OUI,OUI,NON,OUI,NON,5.63,2.92,62,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12473,12473,12473,12473,12473,12473,12473,12473,12473,36.88,5.36,2.40,9.21,31,8.04,Critique,NON,NON,NON,OUI,NON,5.39,2.50,66,AirParif_2024,2024-01-01 00:00:00
MOB_12474,12474,12474,12474,12474,12474,12474,12474,12474,20.73,8.24,2.55,1.40,70,9.11,Modéré,OUI,NON,NON,NON,NON,4.88,2.45,58,AirParif_2024,2024-01-01 00:00:00
MOB_12475,12475,12475,12475,12475,12475,12475,12475,12475,36.50,1.88,1.50,3.36,98,3.33,Faible,OUI,OUI,OUI,OUI,NON,9.28,3.46,59,AirParif_2024,2024-01-01 00:00:00
MOB_12476,12476,12476,12476,12476,12476,12476,12476,12476,6.19,9.47,4.17,3.45,89,4.15,Élevé,NON,OUI,OUI,NON,OUI,1.38,8.43,30,Data.gouv.fr,2024-01-01 00:00:00
MOB_12477,12477,12477,12477,12477,12477,12477,12477,12477,31.10,5.25,7.23,4.86,7,7.78,Critique,OUI,OUI,OUI,NON,OUI,2.57,9.58,90,AirParif_2024,2024-01-01 00:00:00
MOB_12478,12478,12478,12478,12478,12478,12478,12478,12478,8.24,3.76,2.97,8.78,60,1.78,Élevé,OUI,NON,NON,NON,NON,9.11,2.45,20,Data.gouv.fr,2024-01-01 00:00:00
MOB_12479,12479,12479,12479,12479,12479,12479,12479,12479,20.28,2.59,4.01,1.54,46,1.85,Élevé,OUI,OUI,NON,OUI,NON,2.20,9.44,1,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12480,12480,12480,12480,12480,12480,12480,12480,12480,24.58,2.08,8.43,1.82,32,2.35,Faible,OUI,NON,NON,NON,NON,2.11,9.31,12,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12481,12481,12481,12481,12481,12481,12481,12481,12481,45.35,7.14,1.75,7.04,57,6.36,Faible,NON,OUI,NON,OUI,OUI,5.68,9.95,52,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12482,12482,12482,12482,12482,12482,12482,12482,12482,25.90,2.09,2.28,7.61,76,1.69,Modéré,OUI,NON,NON,NON,OUI,3.20,9.32,81,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12483,12483,12483,12483,12483,12483,12483,12483,12483,13.47,7.69,3.12,5.86,61,3.70,Élevé,OUI,OUI,NON,OUI,OUI,4.74,3.42,12,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12484,12484,12484,12484,12484,12484,12484,12484,12484,26.43,9.12,1.00,3.55,95,1.54,Faible,NON,OUI,NON,NON,OUI,6.68,1.87,61,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12485,12485,12485,12485,12485,12485,12485,12485,12485,17.79,4.48,9.70,6.28,45,1.97,Modéré,NON,OUI,OUI,NON,OUI,7.95,2.82,21,AirParif_2024,2024-01-01 00:00:00
MOB_12486,12486,12486,12486,12486,12486,12486,12486,12486,16.43,1.04,7.83,9.03,53,9.88,Faible,NON,NON,NON,NON,OUI,7.54,6.85,85,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12487,12487,12487,12487,12487,12487,12487,12487,12487,38.79,8.54,7.71,7.73,4,9.39,Faible,OUI,NON,NON,NON,NON,1.53,4.67,42,Meteo_France,2024-01-01 00:00:00
MOB_12488,12488,12488,12488,12488,12488,12488,12488,12488,14.44,1.47,4.74,6.65,60,3.45,Modéré,NON,OUI,NON,OUI,NON,8.79,1.41,18,AirParif_2024,2024-01-01 00:00:00
MOB_12489,12489,12489,12489,12489,12489,12489,12489,12489,35.67,2.04,3.33,5.07,93,7.56,Modéré,NON,NON,NON,NON,OUI,3.29,4.88,38,Meteo_France,2024-01-01 00:00:00
MOB_12490,12490,12490,12490,12490,12490,12490,12490,12490,7.14,8.81,7.07,2.87,50,5.46,Élevé,NON,NON,NON,NON,NON,5.21,4.36,9,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12491,12491,12491,12491,12491,12491,12491,12491,12491,14.35,9.64,2.75,3.98,38,5.51,Élevé,NON,NON,OUI,NON,OUI,7.86,7.18,38,Data.gouv.fr,2024-01-01 00:00:00
MOB_12492,12492,12492,12492,12492,12492,12492,12492,12492,47.59,5.09,9.70,1.69,16,3.31,Faible,OUI,NON,OUI,OUI,OUI,7.14,9.59,72,Meteo_France,2024-01-01 00:00:00
MOB_12493,12493,12493,12493,12493,12493,12493,12493,12493,39.90,4.46,4.32,8.95,88,9.68,Modéré,NON,NON,NON,NON,OUI,4.40,5.48,49,Meteo_France,2024-01-01 00:00:00
MOB_12494,12494,12494,12494,12494,12494,12494,12494,12494,25.98,8.18,1.30,4.68,3,2.47,Modéré,NON,NON,NON,OUI,OUI,7.07,2.26,72,Meteo_France,2024-01-01 00:00:00
MOB_12495,12495,12495,12495,12495,12495,12495,12495,12495,35.98,2.81,2.82,1.59,56,2.90,Critique,NON,OUI,NON,NON,OUI,7.15,6.37,72,Data.gouv.fr,2024-01-01 00:00:00
MOB_12496,12496,12496,12496,12496,12496,12496,12496,12496,7.34,5.79,1.99,7.32,43,9.51,Critique,NON,NON,OUI,NON,NON,0.76,5.17,15,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12497,12497,12497,12497,12497,12497,12497,12497,12497,37.87,7.69,7.84,8.59,31,1.82,Faible,OUI,OUI,OUI,OUI,OUI,3.09,9.45,64,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12498,12498,12498,12498,12498,12498,12498,12498,12498,6.08,5.91,4.26,7.81,68,6.76,Faible,OUI,OUI,NON,OUI,OUI,6.83,9.13,52,Meteo_France,2024-01-01 00:00:00
MOB_12499,12499,12499,12499,12499,12499,12499,12499,12499,23.96,1.09,1.17,1.24,63,9.99,Critique,OUI,NON,OUI,NON,NON,3.60,9.79,12,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12500,12500,12500,12500,12500,12500,12500,12500,12500,28.67,4.19,1.25,3.74,67,3.80,Modéré,OUI,NON,OUI,OUI,NON,7.52,7.47,64,AirParif_2024,2024-01-01 00:00:00
MOB_12501,12501,12501,12501,12501,12501,12501,12501,12501,8.99,2.74,4.96,1.15,69,5.81,Faible,NON,NON,OUI,NON,OUI,6.15,8.59,69,Data.gouv.fr,2024-01-01 00:00:00
MOB_12502,12502,12502,12502,12502,12502,12502,12502,12502,25.98,4.60,4.98,9.30,63,6.90,Élevé,OUI,OUI,OUI,NON,NON,4.39,9.58,56,Data.gouv.fr,2024-01-01 00:00:00
MOB_12503,12503,12503,12503,12503,12503,12503,12503,12503,42.80,3.76,1.02,7.48,5,4.18,Élevé,OUI,OUI,NON,NON,OUI,4.11,9.28,100,Meteo_France,2024-01-01 00:00:00
MOB_12504,12504,12504,12504,12504,12504,12504,12504,12504,3.56,4.25,6.02,4.44,76,3.54,Faible,NON,NON,NON,NON,OUI,9.44,2.00,99,AirParif_2024,2024-01-01 00:00:00
MOB_12505,12505,12505,12505,12505,12505,12505,12505,12505,26.86,3.29,9.67,1.32,38,7.35,Modéré,NON,OUI,NON,OUI,NON,8.12,6.93,22,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12506,12506,12506,12506,12506,12506,12506,12506,12506,20.54,4.06,7.35,4.96,70,4.56,Élevé,OUI,NON,OUI,NON,OUI,8.77,5.82,54,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12507,12507,12507,12507,12507,12507,12507,12507,12507,23.90,2.99,6.64,8.51,100,9.23,Faible,OUI,OUI,OUI,OUI,NON,1.67,2.52,62,Data.gouv.fr,2024-01-01 00:00:00
MOB_12508,12508,12508,12508,12508,12508,12508,12508,12508,1.77,5.88,1.53,6.05,44,6.93,Faible,NON,OUI,NON,OUI,OUI,9.78,8.18,32,AirParif_2024,2024-01-01 00:00:00
MOB_12509,12509,12509,12509,12509,12509,12509,12509,12509,13.02,3.63,3.51,8.30,43,2.79,Modéré,NON,NON,NON,NON,NON,0.60,4.18,58,Data.gouv.fr,2024-01-01 00:00:00
MOB_12510,12510,12510,12510,12510,12510,12510,12510,12510,5.25,6.81,7.94,6.28,26,7.52,Critique,OUI,OUI,NON,OUI,NON,3.78,8.42,62,Meteo_France,2024-01-01 00:00:00
MOB_12511,12511,12511,12511,12511,12511,12511,12511,12511,19.05,6.38,4.73,6.08,82,7.31,Modéré,OUI,NON,OUI,OUI,NON,6.25,2.43,24,Data.gouv.fr,2024-01-01 00:00:00
MOB_12512,12512,12512,12512,12512,12512,12512,12512,12512,5.41,9.49,2.36,3.43,59,4.85,Critique,NON,NON,OUI,OUI,OUI,9.70,8.97,5,Meteo_France,2024-01-01 00:00:00
MOB_12513,12513,12513,12513,12513,12513,12513,12513,12513,47.84,5.93,2.25,3.61,10,3.32,Modéré,OUI,NON,OUI,OUI,NON,5.93,3.63,86,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12514,12514,12514,12514,12514,12514,12514,12514,12514,13.23,1.71,2.60,7.36,74,4.58,Faible,OUI,NON,NON,NON,NON,3.79,9.53,23,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12515,12515,12515,12515,12515,12515,12515,12515,12515,24.68,9.30,1.14,9.85,88,5.31,Critique,NON,OUI,OUI,OUI,OUI,7.43,8.38,45,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12516,12516,12516,12516,12516,12516,12516,12516,12516,46.41,6.13,6.55,6.48,31,3.61,Critique,OUI,NON,OUI,OUI,NON,3.94,4.78,94,Meteo_France,2024-01-01 00:00:00
MOB_12517,12517,12517,12517,12517,12517,12517,12517,12517,49.76,2.30,1.81,7.18,74,5.66,Élevé,OUI,NON,OUI,OUI,OUI,9.41,7.11,68,Data.gouv.fr,2024-01-01 00:00:00
MOB_12518,12518,12518,12518,12518,12518,12518,12518,12518,8.09,9.61,3.42,5.58,15,8.78,Élevé,NON,OUI,NON,OUI,OUI,5.44,9.60,81,Meteo_France,2024-01-01 00:00:00
MOB_12519,12519,12519,12519,12519,12519,12519,12519,12519,43.71,2.70,3.98,6.57,16,6.01,Modéré,NON,OUI,OUI,NON,OUI,8.30,2.31,74,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12520,12520,12520,12520,12520,12520,12520,12520,12520,30.07,8.72,4.91,3.42,10,8.29,Élevé,OUI,NON,NON,NON,NON,4.08,6.20,92,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12521,12521,12521,12521,12521,12521,12521,12521,12521,1.11,5.12,8.98,6.14,47,2.60,Faible,NON,NON,NON,NON,NON,4.97,5.38,53,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12522,12522,12522,12522,12522,12522,12522,12522,12522,42.40,4.48,7.24,2.08,13,8.90,Critique,NON,OUI,OUI,NON,NON,4.78,2.56,27,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12523,12523,12523,12523,12523,12523,12523,12523,12523,28.08,8.59,7.05,1.82,97,2.09,Élevé,NON,OUI,NON,NON,NON,2.69,2.83,55,AirParif_2024,2024-01-01 00:00:00
MOB_12524,12524,12524,12524,12524,12524,12524,12524,12524,5.59,8.11,7.97,3.81,56,1.44,Élevé,OUI,NON,NON,OUI,OUI,5.69,6.42,79,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12525,12525,12525,12525,12525,12525,12525,12525,12525,45.35,6.73,2.29,9.63,78,3.15,Élevé,OUI,OUI,OUI,OUI,NON,8.48,1.25,82,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12526,12526,12526,12526,12526,12526,12526,12526,12526,29.07,4.78,8.58,3.11,15,7.11,Modéré,NON,OUI,OUI,OUI,NON,9.71,7.72,71,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12527,12527,12527,12527,12527,12527,12527,12527,12527,42.31,4.06,2.07,9.31,88,2.55,Modéré,OUI,NON,NON,OUI,NON,3.27,6.49,87,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12528,12528,12528,12528,12528,12528,12528,12528,12528,20.50,1.90,1.50,8.04,50,8.34,Élevé,OUI,OUI,NON,NON,OUI,2.22,6.30,43,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12529,12529,12529,12529,12529,12529,12529,12529,12529,15.22,5.51,4.81,9.66,54,6.08,Critique,NON,OUI,OUI,NON,NON,3.46,4.08,49,Meteo_France,2024-01-01 00:00:00
MOB_12530,12530,12530,12530,12530,12530,12530,12530,12530,25.64,5.85,3.79,6.97,88,6.73,Élevé,NON,NON,OUI,OUI,NON,6.86,5.27,86,AirParif_2024,2024-01-01 00:00:00
MOB_12531,12531,12531,12531,12531,12531,12531,12531,12531,43.77,8.13,8.92,2.63,10,5.99,Modéré,OUI,OUI,OUI,NON,OUI,8.13,6.29,72,Data.gouv.fr,2024-01-01 00:00:00
MOB_12532,12532,12532,12532,12532,12532,12532,12532,12532,11.34,6.66,2.39,2.81,58,1.44,Modéré,OUI,NON,OUI,NON,NON,4.54,1.26,55,AirParif_2024,2024-01-01 00:00:00
MOB_12533,12533,12533,12533,12533,12533,12533,12533,12533,34.48,5.50,8.40,4.47,96,4.95,Élevé,OUI,OUI,OUI,NON,NON,4.57,9.36,48,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12534,12534,12534,12534,12534,12534,12534,12534,12534,22.16,9.63,7.59,6.18,91,7.77,Faible,NON,OUI,NON,OUI,OUI,4.16,1.22,100,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12535,12535,12535,12535,12535,12535,12535,12535,12535,14.15,9.14,6.39,8.89,83,7.03,Critique,OUI,NON,NON,OUI,NON,0.60,9.58,76,Meteo_France,2024-01-01 00:00:00
MOB_12536,12536,12536,12536,12536,12536,12536,12536,12536,14.64,1.69,1.29,5.99,87,3.02,Élevé,OUI,NON,NON,NON,OUI,7.56,9.01,24,AirParif_2024,2024-01-01 00:00:00
MOB_12537,12537,12537,12537,12537,12537,12537,12537,12537,47.75,7.25,2.26,1.36,16,5.40,Critique,NON,OUI,NON,OUI,OUI,1.65,9.03,68,Data.gouv.fr,2024-01-01 00:00:00
MOB_12538,12538,12538,12538,12538,12538,12538,12538,12538,37.94,4.81,2.87,9.60,38,9.76,Modéré,NON,OUI,OUI,OUI,OUI,4.90,1.51,94,Meteo_France,2024-01-01 00:00:00
MOB_12539,12539,12539,12539,12539,12539,12539,12539,12539,43.55,3.57,7.07,9.95,78,1.22,Modéré,OUI,NON,OUI,OUI,NON,6.06,1.17,72,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12540,12540,12540,12540,12540,12540,12540,12540,12540,48.36,7.74,8.18,7.46,98,2.58,Élevé,NON,OUI,OUI,NON,OUI,6.58,8.29,50,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12541,12541,12541,12541,12541,12541,12541,12541,12541,31.41,8.07,8.30,3.26,76,7.20,Élevé,NON,OUI,NON,NON,NON,1.96,5.00,6,Data.gouv.fr,2024-01-01 00:00:00
MOB_12542,12542,12542,12542,12542,12542,12542,12542,12542,10.70,9.17,6.19,5.31,15,8.43,Critique,OUI,NON,OUI,OUI,NON,5.22,7.83,57,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12543,12543,12543,12543,12543,12543,12543,12543,12543,19.04,1.23,6.59,2.52,54,8.34,Élevé,OUI,OUI,OUI,OUI,NON,8.09,4.43,57,Meteo_France,2024-01-01 00:00:00
MOB_12544,12544,12544,12544,12544,12544,12544,12544,12544,20.86,4.09,9.76,5.97,65,5.27,Modéré,OUI,OUI,NON,OUI,NON,5.66,9.07,7,Meteo_France,2024-01-01 00:00:00
MOB_12545,12545,12545,12545,12545,12545,12545,12545,12545,5.69,9.86,5.42,9.86,90,5.25,Faible,OUI,OUI,OUI,NON,NON,3.85,4.49,84,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12546,12546,12546,12546,12546,12546,12546,12546,12546,35.80,8.19,9.95,5.07,50,8.54,Faible,NON,NON,OUI,OUI,NON,8.73,2.62,77,AirParif_2024,2024-01-01 00:00:00
MOB_12547,12547,12547,12547,12547,12547,12547,12547,12547,1.20,1.36,8.24,9.75,67,6.42,Faible,OUI,OUI,NON,NON,NON,5.77,7.21,44,Meteo_France,2024-01-01 00:00:00
MOB_12548,12548,12548,12548,12548,12548,12548,12548,12548,38.88,7.77,8.34,2.30,69,5.90,Faible,NON,OUI,NON,NON,OUI,9.04,3.38,58,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12549,12549,12549,12549,12549,12549,12549,12549,12549,11.89,1.87,4.75,8.46,6,8.60,Modéré,OUI,OUI,OUI,OUI,NON,3.89,7.17,67,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12550,12550,12550,12550,12550,12550,12550,12550,12550,4.51,1.51,7.00,6.91,60,7.66,Élevé,NON,OUI,OUI,OUI,OUI,7.66,1.85,7,Meteo_France,2024-01-01 00:00:00
MOB_12551,12551,12551,12551,12551,12551,12551,12551,12551,8.53,4.36,9.21,6.63,31,5.08,Modéré,NON,NON,NON,NON,NON,7.42,3.59,20,Meteo_France,2024-01-01 00:00:00
MOB_12552,12552,12552,12552,12552,12552,12552,12552,12552,30.49,9.76,6.35,5.08,55,1.39,Faible,OUI,OUI,NON,OUI,OUI,4.98,8.76,64,Data.gouv.fr,2024-01-01 00:00:00
MOB_12553,12553,12553,12553,12553,12553,12553,12553,12553,40.56,9.40,4.66,6.28,31,7.50,Critique,NON,OUI,OUI,OUI,OUI,5.21,2.77,34,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12554,12554,12554,12554,12554,12554,12554,12554,12554,34.08,7.70,4.60,4.74,16,7.45,Modéré,NON,OUI,OUI,OUI,OUI,5.48,5.61,46,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12555,12555,12555,12555,12555,12555,12555,12555,12555,27.94,5.56,7.01,2.64,63,1.69,Critique,OUI,OUI,NON,NON,OUI,5.62,7.01,15,Data.gouv.fr,2024-01-01 00:00:00
MOB_12556,12556,12556,12556,12556,12556,12556,12556,12556,39.24,8.59,6.92,4.33,93,7.77,Faible,NON,OUI,OUI,OUI,NON,6.39,6.73,20,AirParif_2024,2024-01-01 00:00:00
MOB_12557,12557,12557,12557,12557,12557,12557,12557,12557,18.07,6.68,4.95,4.74,48,3.85,Élevé,NON,NON,OUI,OUI,NON,7.26,5.10,7,Data.gouv.fr,2024-01-01 00:00:00
MOB_12558,12558,12558,12558,12558,12558,12558,12558,12558,21.55,8.96,2.79,6.92,4,7.80,Faible,OUI,NON,OUI,NON,OUI,4.86,8.29,73,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12559,12559,12559,12559,12559,12559,12559,12559,12559,45.09,1.40,8.82,3.63,84,1.33,Faible,OUI,NON,OUI,NON,NON,6.06,6.05,48,Meteo_France,2024-01-01 00:00:00
MOB_12560,12560,12560,12560,12560,12560,12560,12560,12560,26.24,5.73,3.25,2.49,83,4.66,Faible,NON,NON,OUI,OUI,OUI,3.84,7.19,51,Meteo_France,2024-01-01 00:00:00
MOB_12561,12561,12561,12561,12561,12561,12561,12561,12561,27.17,5.20,2.83,2.02,16,8.92,Faible,NON,NON,NON,OUI,OUI,9.19,8.23,56,AirParif_2024,2024-01-01 00:00:00
MOB_12562,12562,12562,12562,12562,12562,12562,12562,12562,23.49,3.13,5.81,2.24,82,4.63,Élevé,NON,OUI,NON,NON,OUI,2.46,6.77,31,Meteo_France,2024-01-01 00:00:00
MOB_12563,12563,12563,12563,12563,12563,12563,12563,12563,48.79,7.06,7.86,3.14,26,7.20,Faible,OUI,OUI,OUI,NON,NON,8.82,7.31,23,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12564,12564,12564,12564,12564,12564,12564,12564,12564,10.58,2.25,1.78,1.42,81,1.85,Modéré,OUI,NON,OUI,OUI,NON,7.05,7.52,77,SNCF_Open_Data,2024-01-01 00:00:00
MOB_12565,12565,12565,12565,12565,12565,12565,12565,12565,10.78,6.40,7.08,7.68,35,8.62,Modéré,NON,NON,NON,NON,NON,3.14,9.99,97,RATP_Open_Data_2024,2024-01-01 00:00:00
MOB_12566,12566,12566,12566,12566,12566,12566,12566,12566,33.67,7.11,6.70,6.93,23,5.68,Modéré,OUI,OUI,OUI,OUI,NON,6.91,3.55,97,Meteo_France,2024-01-01 00:00:00
MOB_12567,12567,12567,12567,12567,12567,12567,12567,12567,38.52,9.17,7.78,7.86,64,1.98,Critique,NON,NON,OUI,NON,OUI,4.60,5.54,51,SNCF_Open_Data,2024-01-01 00:00:00
