col_date,col_heure,col_ville,col_type_zone,col_trafic_vehicules,col_periode,col_confinement,col_taux_occupation,col_vitesse_moyenne,col_niveau_confinement
2024-10-21 00:00:00,1.76,Lyon,3.1,2.5,3.37,5.24,8.36,30,2.01
2024-04-25 00:00:00,4.64,Montpellier,2.83,4.12,7.07,5.93,6.52,45,4.77
2024-02-04 00:00:00,8.3,Strasbourg,8.45,1.35,7.16,3.22,7.12,70,3.3
2024-03-08 00:00:00,8.56,Montpellier,1.62,1.5,7.88,6.78,2.99,45,3.18
2024-07-31 00:00:00,3.1,Paris,3.05,7.84,7.48,6.46,7.47,70,2.29
2024-06-02 00:00:00,2.05,Strasbourg,7.21,4.22,5.36,6.7,2.61,110,4.97
2024-10-30 00:00:00,7.66,Paris,3.93,4.03,7.93,2.31,4.54,50,3.47
2024-02-20 00:00:00,2.1,Paris,2.07,3.01,4.17,6.22,7.12,50,6.77
2024-09-05 00:00:00,7.21,Toulouse,6.9,7.1,3.44,1.54,2.1,70,3.06
2024-10-07 00:00:00,6.45,Marseille,6.47,3.36,5.89,8.62,7.22,70,6.21
2024-08-04 00:00:00,6.23,Lyon,5.38,2.17,4.41,6.17,4.11,80,3.16
2024-11-01 00:00:00,7.23,Montpellier,7.83,6.06,6.86,1.27,4.61,50,6.11
2024-05-22 00:00:00,4.72,Lyon,3.73,4.61,8.15,8.21,8.7,45,7.28
2024-07-31 00:00:00,6.97,Paris,1.68,3.66,3.42,1.86,7.66,80,5.61
2024-01-14 00:00:00,3.28,Nantes,7.79,7.17,5.72,6.87,2.84,50,4.69
2024-08-11 00:00:00,1.39,Nantes,4.13,7.02,5.5,3.56,1.67,30,3.22
2024-12-01 00:00:00,5.39,Paris,5.22,7.17,7.96,2.55,2.29,50,2.21
2024-09-02 00:00:00,3.22,Montpellier,1.59,1.46,7.88,5.99,6.72,110,2.83
2024-01-28 00:00:00,3.9,Nice,6.31,1.37,2.38,2.37,5.18,70,2.45
2024-08-16 00:00:00,6.64,Toulouse,6.92,3.11,4.21,1.28,6.39,80,4.14
2024-10-15 00:00:00,4.36,Strasbourg,3.14,4.09,1.77,5.61,6.78,130,4.13
2024-03-11 00:00:00,8.43,Strasbourg,1.28,4.56,2.65,1.94,3.7,45,7.73
2024-07-06 00:00:00,3.33,Montpellier,8.14,7.47,5.99,1.46,4.11,30,4.51
2024-05-01 00:00:00,2.88,Lille,3.17,1.83,3.01,5.84,1.95,50,5.64
2024-03-23 00:00:00,2.7,Lille,6.88,1.92,1.74,6.04,4.25,30,1.28
2024-08-06 00:00:00,3.13,Marseille,8.08,2.52,7.49,3.39,4.07,80,7.2
2024-05-18 00:00:00,7.44,Strasbourg,3.56,7.44,6.54,8.79,8.8,130,6.09
2024-04-23 00:00:00,1.92,Nice,3.46,6.7,5.94,6.18,8.24,130,5.9
2024-02-29 00:00:00,8.43,Nantes,1.81,2.3,3.35,3.49,8.27,130,1.39
2024-05-19 00:00:00,3.9,Marseille,3.86,4.41,5.06,2.82,1.51,110,8.78
2024-10-25 00:00:00,8.58,Nice,4.01,7.18,7.19,8.74,7.04,130,7.29
2024-06-21 00:00:00,4.52,Lyon,5.17,4.9,1.87,5.37,1.91,50,2.32
2024-11-03 00:00:00,1.87,Lille,6.49,8.37,6.58,2.97,2.3,70,2.42
2024-11-20 00:00:00,6.79,Bordeaux,8.66,8.02,3.91,6.94,4.9,50,7.19
2024-03-07 00:00:00,4.37,Strasbourg,4.9,4.4,4.48,8.28,8.41,30,7.43
2024-06-10 00:00:00,5.1,Paris,8.02,4.48,7.59,7.95,1.32,110,7.08
2024-12-16 00:00:00,3.91,Bordeaux,1.28,3.19,2.2,6.84,7.9,70,1.77
2024-02-28 00:00:00,7.59,Montpellier,8.01,7.1,4.84,7.06,2.9,50,6.72
2024-05-10 00:00:00,1.33,Bordeaux,2.1,2.01,7.08,7.28,2.41,45,2.94
2024-01-12 00:00:00,8.42,Lyon,2.19,3.83,3.55,7.41,1.73,45,7.72
2024-06-22 00:00:00,3.73,Bordeaux,6.61,8.58,3.09,5.86,4.57,70,1.75
2024-11-23 00:00:00,5.54,Montpellier,8.53,7.89,4.55,2.14,2.63,130,2.62
2024-01-05 00:00:00,6.84,Paris,8.59,2.42,5.11,5.16,7.45,80,2.8
2024-08-13 00:00:00,2.02,Nantes,6.0,3.9,3.38,6.48,8.13,130,8.63
2024-02-19 00:00:00,7.96,Toulouse,5.52,8.07,6.99,6.4,2.95,70,1.71
2024-03-30 00:00:00,8.41,Bordeaux,6.49,2.03,3.02,4.39,6.72,80,2.83
2024-06-19 00:00:00,4.54,Paris,8.05,3.26,7.25,7.55,4.44,130,7.49
2024-04-17 00:00:00,8.15,Bordeaux,3.84,8.53,3.76,8.01,5.0,50,7.97
2024-01-21 00:00:00,3.64,Lille,1.96,3.31,6.92,5.48,1.91,110,3.04
2024-11-02 00:00:00,8.19,Lille,3.17,8.27,6.19,3.16,3.22,50,6.09
2024-04-18 00:00:00,7.67,Lyon,4.42,7.12,5.83,8.16,7.57,30,5.11
2024-05-10 00:00:00,8.65,Toulouse,2.39,6.45,7.24,3.51,4.9,50,4.29
2024-10-16 00:00:00,3.81,Nice,2.9,7.59,2.97,3.61,3.55,80,5.68
2024-06-20 00:00:00,2.84,Lyon,5.78,4.2,6.98,6.58,1.4,130,6.21
2024-05-30 00:00:00,5.49,Bordeaux,5.12,7.36,2.98,2.49,4.28,50,5.75
2024-05-02 00:00:00,2.33,Toulouse,4.62,3.78,3.6,4.44,7.16,80,4.36
2024-04-15 00:00:00,3.67,Lyon,7.26,6.18,1.42,4.9,7.26,80,2.16
2024-06-12 00:00:00,1.49,Lille,2.36,2.13,6.78,4.9,6.66,45,5.49
2024-06-24 00:00:00,7.36,Toulouse,5.71,8.22,7.24,4.88,4.76,110,4.99
2024-10-06 00:00:00,2.89,Bordeaux,5.12,4.98,4.17,5.6,5.96,45,1.82
2024-07-23 00:00:00,4.3,Nantes,1.66,2.54,8.21,3.91,5.93,130,8.07
2024-10-31 00:00:00,6.05,Strasbourg,2.27,4.01,4.45,3.32,3.63,50,3.44
2024-03-12 00:00:00,5.51,Marseille,4.23,5.06,3.03,7.75,8.33,80,2.45
2024-07-15 00:00:00,1.92,Strasbourg,4.56,6.63,7.99,4.12,1.72,110,3.21
2024-01-05 00:00:00,7.19,Lyon,2.9,4.13,6.6,5.01,2.45,80,2.26
2024-05-27 00:00:00,5.13,Lyon,1.25,5.81,7.78,5.45,4.65,30,4.06
2024-05-15 00:00:00,5.0,Montpellier,1.78,7.41,3.26,7.81,4.25,110,7.03
2024-07-12 00:00:00,1.21,Bordeaux,8.77,3.88,3.69,5.32,1.55,45,8.15
2024-03-24 00:00:00,8.54,Paris,6.35,6.47,1.69,2.88,8.3,80,4.26
2024-09-11 00:00:00,1.68,Bordeaux,3.71,7.12,1.43,7.29,5.0,30,1.88
2024-03-17 00:00:00,4.15,Nice,2.57,6.24,7.81,2.32,3.74,30,6.55
2024-09-14 00:00:00,5.19,Bordeaux,3.31,5.72,7.86,6.74,3.76,110,3.07
2024-03-25 00:00:00,3.35,Lyon,8.03,3.63,3.21,2.81,1.34,45,2.62
2024-04-18 00:00:00,2.58,Paris,1.41,6.49,3.42,8.74,5.2,80,6.9
2024-02-24 00:00:00,7.23,Strasbourg,4.83,3.36,6.9,8.63,4.1,50,5.02
2024-05-09 00:00:00,3.81,Nice,3.41,7.07,4.28,2.04,1.99,110,5.08
2024-05-30 00:00:00,4.12,Marseille,6.91,3.29,3.89,1.26,7.38,70,4.23
2024-12-16 00:00:00,6.14,Strasbourg,8.46,1.8,2.47,3.52,2.44,130,2.39
2024-08-11 00:00:00,2.02,Marseille,4.51,6.01,7.63,7.33,4.64,45,6.99
2024-03-25 00:00:00,5.96,Toulouse,1.77,3.1,4.57,1.55,6.08,80,5.13
2024-03-17 00:00:00,1.39,Montpellier,6.86,5.6,6.24,3.06,8.47,130,3.58
2024-02-25 00:00:00,4.29,Lyon,6.5,5.55,4.5,4.58,6.23,130,7.12
2024-03-29 00:00:00,5.97,Montpellier,3.21,2.5,2.22,6.83,4.61,110,3.66
2024-05-19 00:00:00,4.24,Paris,6.88,1.25,7.64,2.02,4.88,70,5.65
2024-06-18 00:00:00,3.76,Lyon,3.34,7.53,6.34,5.92,5.6,50,4.16
2024-05-31 00:00:00,4.69,Toulouse,5.12,5.16,8.15,2.99,5.7,130,3.12
2024-08-26 00:00:00,4.51,Montpellier,3.6,1.86,5.37,1.35,2.03,130,4.97
2024-06-15 00:00:00,1.29,Lille,4.61,5.56,2.78,8.73,2.8,110,1.34
2024-07-27 00:00:00,4.89,Lille,5.28,1.31,3.49,4.89,6.99,50,3.97
2024-12-24 00:00:00,5.83,Nantes,2.15,2.28,1.75,1.82,6.25,45,7.49
2024-05-07 00:00:00,2.27,Lille,7.42,1.47,6.79,6.99,4.77,30,3.91
2024-08-25 00:00:00,3.47,Lille,8.15,8.47,8.58,3.81,4.55,30,4.08
2024-05-09 00:00:00,5.3,Lyon,1.57,2.16,7.37,8.46,7.44,130,6.06
2024-03-02 00:00:00,6.73,Nice,4.09,7.81,7.99,5.16,4.19,70,4.0
2024-09-08 00:00:00,4.09,Lille,3.92,1.37,7.59,1.35,8.36,110,3.13
2024-12-25 00:00:00,3.38,Toulouse,8.08,2.16,6.09,3.96,7.41,130,7.3
2024-07-18 00:00:00,4.51,Toulouse,6.81,1.86,2.7,3.21,8.12,50,6.71
2024-11-16 00:00:00,3.41,Nantes,4.69,6.82,7.13,5.38,7.07,110,1.43
2024-02-27 00:00:00,6.68,Marseille,1.41,7.83,8.53,2.46,6.24,45,8.31
2024-07-14 00:00:00,5.06,Paris,7.25,3.2,4.33,5.26,1.97,80,2.33
2024-09-23 00:00:00,3.22,Montpellier,4.87,7.43,2.86,7.36,3.38,30,5.71
2024-08-01 00:00:00,2.57,Montpellier,6.87,5.38,6.46,8.46,2.02,50,6.28
2024-09-05 00:00:00,2.09,Lille,3.52,4.65,3.27,1.42,5.73,110,5.95
2024-04-25 00:00:00,3.19,Montpellier,4.49,7.26,4.5,6.74,5.71,50,2.35
2024-07-05 00:00:00,3.45,Nantes,6.1,4.67,4.54,6.16,5.31,45,4.32
2024-08-17 00:00:00,4.68,Montpellier,4.55,6.86,8.21,2.4,7.1,70,7.78
2024-12-04 00:00:00,7.69,Strasbourg,7.59,6.72,5.64,5.95,2.63,70,5.86
2024-11-05 00:00:00,7.72,Marseille,8.44,4.67,5.02,7.63,2.36,45,3.61
2024-11-01 00:00:00,6.28,Montpellier,8.67,7.34,2.82,4.7,4.62,70,3.84
2024-10-05 00:00:00,6.05,Marseille,7.6,3.33,7.12,2.24,6.85,130,1.28
2024-07-22 00:00:00,5.69,Strasbourg,2.74,2.27,1.94,3.78,5.26,80,3.58
2024-05-02 00:00:00,5.86,Lyon,8.48,4.78,5.57,8.69,2.01,80,3.33
2024-10-09 00:00:00,7.38,Bordeaux,6.15,5.46,5.24,2.54,2.9,50,5.52
2024-02-14 00:00:00,5.21,Montpellier,5.03,6.27,6.34,5.65,2.04,80,8.26
2024-07-09 00:00:00,1.67,Paris,5.95,5.74,8.74,1.91,6.76,30,5.24
2024-11-21 00:00:00,8.29,Marseille,8.01,6.81,5.51,8.29,2.04,30,1.71
2024-10-11 00:00:00,6.82,Nantes,8.33,6.72,6.66,5.64,3.86,110,1.44
2024-03-26 00:00:00,5.95,Nantes,2.62,1.97,2.55,2.79,1.39,70,4.62
2024-04-02 00:00:00,4.15,Lyon,2.35,5.36,6.72,6.43,7.35,50,5.53
2024-12-22 00:00:00,2.4,Nantes,1.49,7.45,6.68,8.41,4.09,45,8.41
2024-07-15 00:00:00,7.65,Paris,7.15,6.46,7.05,6.56,3.55,30,2.95
2024-09-10 00:00:00,2.76,Lyon,3.4,7.9,7.16,1.42,2.01,45,5.19
2024-09-10 00:00:00,6.16,Toulouse,4.76,2.5,5.69,8.62,3.72,130,2.84
2024-06-04 00:00:00,4.68,Lille,1.67,7.2,2.7,5.18,5.92,50,7.94
2024-10-25 00:00:00,5.55,Strasbourg,2.26,8.35,8.16,6.13,7.62,70,8.18
2024-04-17 00:00:00,4.74,Nantes,4.8,3.69,3.4,4.26,3.35,110,1.8
2024-08-16 00:00:00,5.27,Bordeaux,1.75,7.62,5.54,1.92,8.04,80,5.55
2024-01-10 00:00:00,5.12,Bordeaux,6.19,4.61,3.0,1.83,5.82,45,4.47
2024-11-07 00:00:00,7.61,Paris,6.28,2.56,2.7,8.12,6.12,70,5.78
2024-05-04 00:00:00,4.9,Lyon,2.9,1.79,3.37,3.47,6.94,130,4.9
2024-02-14 00:00:00,4.58,Paris,5.83,7.25,6.99,8.39,4.0,50,3.65
2024-01-16 00:00:00,5.89,Montpellier,7.34,3.21,2.4,8.0,3.77,45,2.83
2024-09-18 00:00:00,1.25,Paris,8.31,8.24,5.27,7.11,8.51,80,5.05
2024-03-01 00:00:00,1.7,Paris,6.83,8.0,2.36,8.71,2.96,50,7.19
2024-07-02 00:00:00,7.6,Paris,5.79,7.8,8.66,1.97,2.38,30,7.72
2024-08-27 00:00:00,6.72,Lyon,3.45,3.42,1.73,6.83,5.44,45,3.54
2024-12-24 00:00:00,2.14,Paris,4.87,4.36,3.75,3.36,5.76,50,7.27
2024-08-11 00:00:00,6.62,Nice,2.8,4.75,7.16,5.79,1.34,110,3.88
2024-10-08 00:00:00,8.7,Lille,4.51,3.96,3.85,2.02,7.07,50,3.64
2024-10-16 00:00:00,5.86,Lille,6.76,2.01,7.03,5.98,8.71,50,6.66
2024-07-15 00:00:00,1.43,Bordeaux,2.82,4.12,3.95,7.81,3.0,130,3.76
2024-06-09 00:00:00,3.58,Marseille,2.36,4.01,3.41,2.85,6.76,80,8.02
2024-02-05 00:00:00,6.83,Nantes,8.17,7.6,7.26,6.85,6.32,130,6.68
2024-01-09 00:00:00,3.75,Montpellier,6.2,2.96,8.03,8.35,1.76,130,6.29
2024-11-01 00:00:00,5.0,Strasbourg,2.42,5.95,4.79,4.7,7.86,50,4.96
2024-07-02 00:00:00,5.9,Toulouse,3.08,8.16,2.65,7.18,8.68,45,3.02
2024-11-29 00:00:00,4.71,Strasbourg,3.63,2.26,4.19,2.74,8.6,45,6.09
2024-04-07 00:00:00,7.09,Lille,2.08,2.47,7.09,5.51,4.74,50,2.37
2024-03-26 00:00:00,6.76,Bordeaux,8.79,3.64,7.84,7.43,6.97,80,7.21
2024-10-26 00:00:00,7.97,Nice,4.55,5.45,5.97,4.3,6.2,45,1.68
2024-08-02 00:00:00,7.64,Nantes,4.7,4.33,4.68,6.84,5.33,45,7.87
2024-11-03 00:00:00,4.6,Lille,2.84,5.83,5.65,7.92,6.17,110,8.14
2024-11-24 00:00:00,8.29,Toulouse,3.74,1.63,7.67,5.16,5.59,50,3.16
2024-12-03 00:00:00,6.13,Bordeaux,5.62,3.84,3.85,4.06,2.96,30,4.1
2024-10-02 00:00:00,4.81,Toulouse,4.19,6.15,2.62,8.37,2.42,30,5.8
2024-04-09 00:00:00,5.57,Paris,3.29,5.69,3.39,2.42,6.34,70,4.86
2024-11-03 00:00:00,2.33,Bordeaux,2.64,4.24,5.28,1.73,2.46,30,2.11
2024-02-14 00:00:00,7.54,Toulouse,8.66,6.54,3.24,2.6,1.87,50,2.72
2024-05-30 00:00:00,2.76,Strasbourg,8.63,6.28,1.99,6.33,3.47,50,7.12
2024-10-15 00:00:00,3.72,Montpellier,4.84,6.76,5.18,4.4,4.43,45,5.67
2024-07-20 00:00:00,5.13,Strasbourg,3.97,5.17,7.32,3.89,4.71,50,1.82
2024-01-20 00:00:00,6.41,Nice,7.23,8.18,5.36,2.53,2.05,110,5.75
2024-09-09 00:00:00,6.71,Bordeaux,7.35,4.18,3.29,8.39,5.93,80,6.09
2024-08-13 00:00:00,8.16,Lille,6.91,8.51,2.9,4.71,2.62,45,2.47
2024-12-26 00:00:00,1.44,Marseille,3.99,2.38,5.71,1.48,1.9,110,6.18
2024-02-10 00:00:00,8.74,Paris,5.37,4.46,6.63,6.91,6.44,50,3.57
2024-10-02 00:00:00,7.21,Lille,4.85,6.89,1.59,5.94,7.8,30,5.08
2024-02-25 00:00:00,6.43,Montpellier,5.98,7.99,1.61,7.89,6.03,30,6.83
2024-08-08 00:00:00,2.87,Strasbourg,2.63,5.59,5.3,1.97,4.51,70,5.62
2024-02-21 00:00:00,6.69,Marseille,5.23,1.2,5.49,4.15,6.75,50,4.77
2024-01-02 00:00:00,4.19,Marseille,3.47,7.71,5.84,2.68,4.87,70,7.91
2024-07-31 00:00:00,2.38,Nice,6.45,2.14,6.54,7.06,2.37,110,3.54
2024-05-03 00:00:00,5.05,Toulouse,6.77,8.32,1.73,5.86,1.74,30,8.16
2024-12-07 00:00:00,3.16,Strasbourg,3.52,8.0,7.57,3.85,1.75,50,4.78
2024-01-08 00:00:00,4.15,Lille,8.07,3.95,8.61,1.99,8.1,50,4.26
2024-01-17 00:00:00,4.41,Montpellier,8.61,1.67,4.72,6.39,2.8,45,5.75
2024-02-24 00:00:00,8.05,Lyon,7.72,5.74,4.15,8.46,1.64,70,7.18
2024-08-29 00:00:00,6.57,Lyon,6.21,1.73,2.27,5.5,2.55,30,5.34
2024-06-26 00:00:00,5.64,Montpellier,3.53,2.37,8.4,4.18,6.98,50,7.89
2024-03-08 00:00:00,3.03,Lille,6.72,3.07,4.22,4.82,6.15,50,3.37
2024-12-08 00:00:00,2.93,Nantes,8.06,8.29,8.28,6.83,5.03,70,3.51
2024-09-10 00:00:00,7.7,Lille,4.99,1.57,1.88,2.54,6.84,50,3.26
2024-04-11 00:00:00,4.65,Nantes,7.59,2.95,6.91,2.01,5.01,110,5.52
2024-08-06 00:00:00,8.04,Nantes,7.6,3.27,4.79,8.66,6.55,70,5.01
2024-01-29 00:00:00,7.47,Lille,8.59,8.79,4.32,4.34,7.95,130,7.35
2024-11-25 00:00:00,6.34,Paris,7.38,2.67,8.38,4.19,1.52,70,3.07
2024-02-21 00:00:00,2.15,Montpellier,2.75,7.33,6.84,2.42,8.27,130,6.23
2024-05-19 00:00:00,4.73,Strasbourg,2.27,7.06,6.84,5.94,2.33,70,3.47
2024-07-04 00:00:00,5.64,Nantes,8.6,2.01,3.22,5.3,2.83,70,6.19
2024-10-01 00:00:00,1.31,Paris,4.12,8.15,6.2,7.23,1.9,45,4.42
2024-07-04 00:00:00,1.9,Nantes,8.8,2.55,1.98,4.91,3.24,80,8.46
2024-07-26 00:00:00,5.4,Marseille,2.69,3.5,4.67,2.97,4.87,70,4.78
2024-07-02 00:00:00,7.61,Lyon,1.64,7.54,3.4,5.19,1.21,30,7.79
2024-02-21 00:00:00,4.33,Bordeaux,5.1,5.19,4.35,3.63,6.13,45,5.84
2024-08-26 00:00:00,7.95,Marseille,1.56,3.77,7.84,5.06,3.04,110,3.16
2024-01-10 00:00:00,3.9,Strasbourg,7.08,2.01,7.51,4.85,8.41,130,4.63
2024-03-31 00:00:00,3.1,Marseille,2.1,3.94,6.5,5.05,2.49,50,7.19
2024-05-12 00:00:00,2.37,Nice,6.88,4.83,8.14,2.73,4.59,45,6.88
2024-08-27 00:00:00,5.11,Montpellier,2.01,2.7,5.83,3.18,1.49,70,5.72
2024-05-26 00:00:00,3.49,Toulouse,1.93,8.42,3.43,8.7,6.43,30,8.3
2024-11-22 00:00:00,4.22,Paris,8.26,8.68,7.04,2.13,7.18,45,2.46
2024-10-09 00:00:00,3.32,Bordeaux,3.34,8.2,6.8,6.26,6.09,110,6.9
2024-10-12 00:00:00,7.94,Nice,5.33,7.89,7.64,5.07,2.85,45,3.75
2024-04-15 00:00:00,2.02,Lille,6.52,4.41,7.15,2.26,3.51,45,3.89
2024-04-04 00:00:00,1.62,Nantes,1.3,5.63,5.56,5.48,2.49,50,2.23
2024-11-09 00:00:00,4.78,Toulouse,5.05,5.66,3.66,3.04,5.66,110,7.8
2024-09-01 00:00:00,7.72,Montpellier,8.47,3.1,2.96,6.15,1.41,70,2.86
2024-02-03 00:00:00,1.38,Marseille,2.84,5.95,7.19,4.19,5.59,30,6.32
2024-10-09 00:00:00,7.0,Strasbourg,7.38,1.95,3.09,4.05,2.93,70,2.55
2024-12-25 00:00:00,4.48,Marseille,4.12,4.14,5.43,2.65,6.21,50,8.21
2024-01-31 00:00:00,5.87,Nantes,5.32,4.06,2.04,8.21,8.12,110,6.18
2024-01-19 00:00:00,4.11,Toulouse,5.15,6.75,7.96,7.73,6.93,110,3.53
2024-08-07 00:00:00,1.27,Nice,8.52,7.19,4.93,5.47,6.88,130,2.4
2024-11-25 00:00:00,4.42,Montpellier,3.13,7.08,6.31,8.51,2.5,45,1.37
2024-05-04 00:00:00,2.41,Nice,3.35,4.34,6.0,1.57,2.66,80,7.4
2024-07-15 00:00:00,3.93,Nantes,7.53,4.0,7.43,6.51,4.2,80,5.1
2024-02-23 00:00:00,1.64,Bordeaux,6.18,1.5,5.95,6.96,8.01,30,3.0
2024-03-13 00:00:00,5.01,Nice,7.58,7.42,4.3,7.66,5.99,130,6.87
2024-02-13 00:00:00,7.87,Paris,3.58,5.32,3.99,5.26,7.16,50,3.31
2024-10-31 00:00:00,5.99,Nantes,3.4,1.56,2.99,2.03,3.27,130,4.23
2024-05-05 00:00:00,7.22,Paris,8.79,6.42,4.59,5.38,5.25,50,7.52
2024-07-17 00:00:00,5.39,Toulouse,5.32,4.27,7.56,8.73,3.72,45,7.8
2024-12-24 00:00:00,7.14,Strasbourg,8.55,2.26,2.23,2.82,3.31,30,7.73
2024-10-12 00:00:00,5.37,Lyon,3.64,2.68,7.83,1.46,1.21,80,3.98
2024-09-05 00:00:00,7.4,Lille,6.7,7.6,7.24,7.64,3.85,130,7.68
2024-12-26 00:00:00,4.84,Bordeaux,4.0,5.61,8.49,1.8,3.72,30,2.89
2024-12-02 00:00:00,5.9,Marseille,8.03,6.17,2.28,5.44,8.5,45,3.47
2024-03-17 00:00:00,2.04,Lille,6.95,3.63,4.99,5.69,2.81,110,8.17
2024-07-30 00:00:00,2.03,Marseille,5.25,2.79,3.52,4.27,1.7,70,2.84
2024-04-22 00:00:00,2.3,Lyon,7.88,7.95,2.32,7.38,8.68,45,3.72
2024-05-04 00:00:00,6.29,Toulouse,7.85,6.69,6.14,6.94,6.15,70,6.3
2024-10-03 00:00:00,6.63,Strasbourg,2.92,1.42,4.56,6.46,1.46,110,2.09
2024-11-23 00:00:00,3.35,Nice,7.27,6.48,3.01,7.95,1.22,50,5.55
2024-04-22 00:00:00,4.25,Strasbourg,6.21,3.44,2.02,4.44,8.56,80,2.0
2024-11-07 00:00:00,2.52,Bordeaux,6.63,7.72,2.05,4.37,7.04,30,3.68
2024-05-02 00:00:00,1.65,Nantes,6.66,1.42,3.1,7.41,3.0,130,6.5
2024-04-15 00:00:00,4.7,Lyon,4.28,1.51,2.86,2.7,4.87,130,8.11
2024-08-22 00:00:00,1.5,Montpellier,7.43,8.14,4.99,7.06,4.55,80,4.61
2024-04-17 00:00:00,1.5,Lyon,6.09,8.2,6.8,1.62,8.19,50,5.24
2024-11-10 00:00:00,3.43,Lyon,8.5,2.82,5.91,3.86,3.13,30,4.12
2024-06-10 00:00:00,2.97,Strasbourg,4.04,8.35,1.39,3.66,7.2,45,8.78
2024-05-24 00:00:00,4.02,Strasbourg,4.87,4.58,6.54,7.94,6.48,70,2.28
2024-12-08 00:00:00,8.53,Toulouse,7.61,6.25,5.23,6.77,5.42,70,2.53
2024-04-03 00:00:00,5.02,Toulouse,5.35,1.62,6.61,5.92,8.78,130,4.92
2024-03-07 00:00:00,1.3,Montpellier,6.95,5.04,1.3,6.64,3.83,130,1.7
2024-05-27 00:00:00,7.09,Paris,3.26,7.47,5.35,4.92,8.33,30,1.65
2024-03-25 00:00:00,4.75,Nice,8.78,4.83,4.82,1.7,4.73,80,4.33
2024-03-04 00:00:00,4.29,Toulouse,4.66,3.02,5.74,2.56,5.89,45,2.06
2024-03-20 00:00:00,2.12,Paris,2.73,6.63,3.43,2.41,4.81,30,4.17
2024-03-31 00:00:00,5.55,Nice,2.02,4.31,6.89,5.1,5.21,30,2.01
2024-08-04 00:00:00,7.27,Nantes,8.28,2.8,6.26,5.69,6.22,70,4.21
2024-08-31 00:00:00,6.76,Bordeaux,5.35,6.93,2.09,5.13,1.69,30,1.42
2024-08-31 00:00:00,7.42,Toulouse,1.32,3.2,4.72,6.39,7.9,110,7.7
2024-05-11 00:00:00,6.63,Toulouse,7.03,6.21,3.97,7.94,6.06,30,6.21
2024-08-20 00:00:00,6.53,Strasbourg,4.02,5.13,4.09,7.63,2.07,70,3.58
2024-03-04 00:00:00,8.73,Lyon,8.79,5.9,7.28,4.89,3.04,45,7.65
2024-08-19 00:00:00,3.1,Lille,7.06,2.53,6.33,8.76,3.57,50,8.51
2024-06-28 00:00:00,3.5,Paris,8.44,2.8,8.52,6.73,7.79,130,7.61
2024-08-28 00:00:00,6.39,Montpellier,2.27,5.24,2.32,1.86,1.2,70,4.25
2024-11-04 00:00:00,1.96,Lyon,7.23,4.85,2.92,1.93,7.26,50,3.78
2024-07-14 00:00:00,8.53,Lille,3.04,4.85,4.15,2.13,7.87,70,6.54
2024-04-09 00:00:00,2.49,Lyon,2.57,1.33,2.49,2.26,4.81,110,4.81
2024-09-04 00:00:00,4.1,Nantes,6.19,2.24,6.58,7.74,3.12,70,6.83
2024-11-06 00:00:00,5.71,Lyon,7.37,3.68,7.57,3.65,4.07,45,7.14
2024-08-08 00:00:00,6.97,Bordeaux,2.74,6.53,7.55,6.09,4.05,50,1.5
2024-02-12 00:00:00,2.14,Nantes,2.76,5.89,4.45,1.29,8.41,130,8.09
2024-01-08 00:00:00,3.96,Nice,7.63,2.89,4.71,7.12,6.07,130,3.38
2024-12-25 00:00:00,2.62,Lille,3.5,1.23,3.99,6.11,4.71,45,8.74
2024-09-12 00:00:00,2.91,Nantes,1.48,2.21,5.11,5.25,1.3,130,6.62
2024-07-17 00:00:00,1.66,Montpellier,8.08,5.62,7.33,6.43,8.28,70,2.65
2024-10-17 00:00:00,2.03,Toulouse,5.97,5.69,5.2,2.18,5.49,130,6.12
2024-05-03 00:00:00,7.73,Nice,6.13,3.73,8.14,2.19,3.83,70,3.09
2024-06-02 00:00:00,3.51,Bordeaux,6.01,8.59,2.96,8.39,1.53,70,4.75
2024-05-22 00:00:00,5.03,Lille,4.24,5.5,8.05,6.48,8.3,50,8.05
2024-11-07 00:00:00,6.24,Lille,5.79,8.74,4.71,2.33,3.07,45,3.13
2024-07-03 00:00:00,3.35,Strasbourg,4.98,3.17,4.59,6.11,3.51,80,4.39
2024-10-11 00:00:00,6.09,Nice,4.26,5.96,8.48,7.72,6.54,50,4.22
2024-05-04 00:00:00,8.13,Nice,7.93,2.69,7.64,7.85,4.16,130,3.01
2024-10-04 00:00:00,3.54,Montpellier,3.76,4.64,4.38,7.73,2.68,70,8.22
2024-06-29 00:00:00,2.02,Paris,2.67,2.41,6.79,4.91,4.84,70,3.17
2024-07-07 00:00:00,5.62,Bordeaux,2.09,3.85,3.48,6.53,7.61,45,7.15
2024-12-26 00:00:00,5.58,Strasbourg,8.06,3.61,2.2,7.41,5.09,70,1.46
2024-08-25 00:00:00,3.61,Nice,3.82,5.68,1.62,2.67,2.71,50,3.07
2024-04-08 00:00:00,4.79,Bordeaux,6.56,8.66,5.71,8.13,5.43,30,8.29
2024-07-02 00:00:00,2.91,Lyon,2.74,2.57,4.12,7.36,2.55,130,3.16
2024-05-08 00:00:00,3.21,Nice,3.64,5.92,4.0,5.87,7.89,70,7.09
2024-03-19 00:00:00,2.07,Toulouse,7.02,3.9,3.69,2.39,8.52,130,5.56
2024-02-25 00:00:00,8.51,Paris,3.32,4.07,1.5,1.65,4.87,45,8.34
