col_ville,col_region,col_reseau,col_mode,col_ligne,col_nom_ligne,col_heure,col_capacite_theorique,col_charge_percent,col_taux_remplissage,col_voyageurs_estimes,col_densite,col_longueur_km,col_nb_stations,col_efficacite_score,col_date_scraping,col_voyageurs_total_jour,col_voyages_par_km,col_cout_exploitation_euro,col_revenu_estime_euro,col_rentabilite_euro,col_ratio_rentabilite_percent,col_statut,col_date_analyse,col_type_action,col_action,col_impact_estime,col_delai,col_nb_lignes,col_voyageurs_total,col_charge_moyenne,col_efficacite_moyenne
Bordeaux,Normandie,6.58,TER,1.8,Ligne A,7.11,350,5.66,2.28,2024-07-14 00:00:00,153803,3.962022,Gare de l'Est 8,4.71,2024-11-01 00:00:00,2.18,3.25,6.09,2024-06-11 00:00:00,6.95,1.78,2.93,2024-01-12 00:00:00,4.77,2.55,2024-04-26 00:00:00,6.91,1.29,4.03,4.97,6.87
Bordeaux,Auvergne-Rhône-Alpes,4.38,TGV,5.5,Ligne T2,3.63,800,8.56,5.11,2024-03-01 00:00:00,97813,6.282682,Haussmann Saint-Lazare 9,4.72,2024-05-24 00:00:00,5.07,8.17,6.17,2024-01-31 00:00:00,8.44,3.9,5.05,2024-07-27 00:00:00,6.91,4.22,2024-10-09 00:00:00,3.75,6.99,6.57,2.02,1.24
Lille,Bretagne,5.16,TER,3.17,Ligne A,4.5,350,2.92,3.4,2024-05-25 00:00:00,123979,1.671087,Montparnasse 8,1.5,2024-04-08 00:00:00,6.1,1.47,5.65,2024-10-28 00:00:00,7.43,3.53,7.85,2024-04-20 00:00:00,5.09,7.51,2024-11-19 00:00:00,6.16,7.52,4.02,3.92,2.5
Nice,Provence-Alpes-Côte d'Azur,7.53,Métro,3.92,Ligne 14,6.45,5,6.83,8.62,2024-02-14 00:00:00,73444,-0.580862,Montparnasse 7,7.97,2024-02-26 00:00:00,7.46,2.46,3.92,2024-02-01 00:00:00,1.36,5.27,3.92,2024-07-04 00:00:00,2.14,7.81,2024-10-02 00:00:00,4.32,1.84,5.89,3.68,1.96
Lyon,Auvergne-Rhône-Alpes,4.99,Transilien,8.3,Ligne T2,6.9,800,3.78,5.47,2024-07-07 00:00:00,186282,0.174148,Montparnasse 9,5.66,2024-09-17 00:00:00,3.66,5.05,7.75,2024-05-21 00:00:00,6.9,7.1,6.26,2024-11-14 00:00:00,2.14,5.88,2024-10-13 00:00:00,2.2,6.52,7.62,6.06,4.85
Montpellier,Pays de la Loire,3.65,Tramway,6.29,Ligne T2,6.89,5,1.36,8.25,2024-08-02 00:00:00,21430,-0.7452,Matabiau 7,2.89,2024-04-22 00:00:00,8.61,8.38,2.73,2024-03-31 00:00:00,8.77,6.2,8.63,2024-02-09 00:00:00,5.37,4.51,2024-05-27 00:00:00,7.98,5.35,4.29,2.71,4.99
Montpellier,Bretagne,3.13,Métro,2.77,Ligne 14,6.55,350,5.4,8.41,2024-12-08 00:00:00,51796,2.138248,Saint-Jean 8,3.28,2024-09-04 00:00:00,3.2,7.56,6.85,2024-04-15 00:00:00,3.36,1.41,6.71,2024-06-16 00:00:00,4.75,2.23,2024-11-13 00:00:00,7.2,6.67,3.34,7.66,5.84
Lille,Bretagne,8.13,TGV,3.32,Ligne 14,3.0,5,4.92,3.13,2024-05-23 00:00:00,76725,1.598374,Haussmann Saint-Lazare 2,5.39,2024-05-11 00:00:00,8.45,8.51,3.37,2024-08-21 00:00:00,5.4,3.54,2.5,2024-01-21 00:00:00,7.76,2.32,2024-11-14 00:00:00,3.16,4.37,2.99,7.15,6.07
Toulouse,Grand Est,1.84,Bus RATP,8.55,Ligne C,1.31,120,7.01,7.28,2024-09-21 00:00:00,123449,-1.618916,Gare du Nord 4,1.8,2024-03-30 00:00:00,4.09,6.99,6.23,2024-04-07 00:00:00,6.32,6.22,7.41,2024-11-01 00:00:00,1.54,8.71,2024-02-08 00:00:00,5.18,8.27,6.68,8.23,6.5
Paris,Provence-Alpes-Côte d'Azur,2.29,Transilien,4.91,Ligne T2,2.02,5,6.05,1.59,2024-05-27 00:00:00,18680,-0.963002,Haussmann Saint-Lazare 4,4.19,2024-09-13 00:00:00,5.23,2.76,2.83,2024-06-29 00:00:00,5.56,8.75,4.04,2024-04-28 00:00:00,4.23,2.87,2024-04-08 00:00:00,3.41,2.81,7.42,2.05,2.56
Paris,Grand Est,8.63,Transilien,2.74,Ligne T2,5.45,800,3.27,4.58,2024-10-14 00:00:00,48973,1.469319,Saint-Jean 8,3.4,2024-06-04 00:00:00,2.79,4.86,7.18,2024-02-26 00:00:00,2.1,6.92,1.51,2024-12-10 00:00:00,1.22,4.7,2024-10-05 00:00:00,8.57,1.79,4.85,4.79,8.56
Nice,Nouvelle-Aquitaine,1.46,Métro,5.49,Ligne 1,6.06,5,3.39,2.99,2024-10-08 00:00:00,180633,1.95677,Gare de l'Est 4,4.34,2024-06-05 00:00:00,7.59,2.33,1.95,2024-05-27 00:00:00,8.77,1.28,2.57,2024-08-28 00:00:00,7.87,2.72,2024-04-19 00:00:00,7.23,3.48,4.3,5.31,6.68
Nantes,Grand Est,4.09,TER,2.17,Ligne B,3.91,350,2.92,5.61,2024-06-20 00:00:00,184449,5.303961,Haussmann Saint-Lazare 2,6.36,2024-08-30 00:00:00,3.05,5.03,8.19,2024-06-19 00:00:00,3.6,7.45,8.45,2024-05-17 00:00:00,4.88,8.55,2024-04-25 00:00:00,7.13,3.65,7.85,6.12,7.63
Montpellier,Île-de-France,6.19,TER,5.63,Ligne M1,5.23,50,8.06,8.8,2024-04-03 00:00:00,74653,4.61943,Gare de l'Est 9,7.51,2024-06-05 00:00:00,7.67,7.7,2.76,2024-11-02 00:00:00,1.54,4.07,1.24,2024-03-02 00:00:00,3.72,5.08,2024-10-01 00:00:00,8.33,6.41,1.36,5.34,1.73
Lille,Hauts-de-France,8.7,TGV,6.76,Ligne C,3.07,50,3.99,2.07,2024-04-03 00:00:00,168056,1.6532,Saint-Charles 2,6.08,2024-02-06 00:00:00,4.94,1.29,4.68,2024-05-29 00:00:00,2.43,5.0,2.03,2024-01-13 00:00:00,4.15,4.08,2024-03-02 00:00:00,8.27,6.63,1.93,8.05,2.47
Toulouse,Île-de-France,4.97,TGV,1.37,Ligne M1,4.69,120,8.01,6.45,2024-07-18 00:00:00,2768,1.316366,Saint-Charles 7,6.87,2024-01-13 00:00:00,6.37,2.95,5.27,2024-11-18 00:00:00,6.17,6.37,3.28,2024-07-25 00:00:00,4.6,5.17,2024-06-13 00:00:00,5.02,3.45,2.89,8.41,2.93
Bordeaux,Occitanie,5.36,Métro,4.01,Ligne 1,4.37,50,6.33,7.8,2024-09-26 00:00:00,97411,3.9527,Gare du Nord 7,4.21,2024-12-08 00:00:00,3.26,5.61,5.86,2024-01-02 00:00:00,7.76,2.46,2.72,2024-08-14 00:00:00,4.45,3.16,2024-07-11 00:00:00,7.98,5.99,4.33,2.25,5.68
Marseille,Hauts-de-France,3.09,TGV,2.49,Ligne T2,1.67,350,8.68,1.48,2024-01-31 00:00:00,47571,4.919683,Saint-Jean 3,6.98,2024-10-21 00:00:00,3.27,3.87,4.49,2024-06-04 00:00:00,6.31,5.04,4.77,2024-01-08 00:00:00,6.83,5.48,2024-05-03 00:00:00,5.55,8.04,7.88,3.82,5.43
Lille,Bretagne,4.93,Tramway,5.33,Ligne T2,4.19,120,7.1,5.93,2024-12-19 00:00:00,177151,1.132394,Gare de Lyon 6,7.4,2024-08-27 00:00:00,1.67,7.54,6.07,2024-11-15 00:00:00,4.18,5.48,4.13,2024-04-03 00:00:00,8.36,4.71,2024-09-15 00:00:00,2.17,1.84,6.05,7.89,4.88
Toulouse,Grand Est,5.33,Tramway,4.48,Ligne M1,2.03,5,6.56,1.54,2024-01-01 00:00:00,104133,2.748387,Saint-Charles 6,1.92,2024-06-11 00:00:00,3.67,3.13,4.96,2024-12-23 00:00:00,5.59,8.66,2.85,2024-11-22 00:00:00,8.06,1.99,2024-01-15 00:00:00,3.23,5.39,3.58,3.5,5.25
Toulouse,Île-de-France,4.86,Tramway,4.71,Ligne 1,4.65,800,3.16,8.34,2024-10-19 00:00:00,36002,1.499383,Gare de l'Est 5,3.96,2024-05-17 00:00:00,2.21,4.26,3.7,2024-12-09 00:00:00,3.09,6.76,2.47,2024-07-01 00:00:00,7.75,1.78,2024-08-26 00:00:00,7.08,8.26,3.83,7.21,3.57
Nantes,Grand Est,4.67,TER,2.21,Ligne T2,7.82,5,1.5,6.76,2024-05-20 00:00:00,129702,4.958272,Gare de Lyon 5,3.19,2024-12-22 00:00:00,6.19,2.67,5.69,2024-10-21 00:00:00,5.17,1.59,4.49,2024-12-21 00:00:00,4.38,5.77,2024-05-09 00:00:00,7.07,8.35,6.23,7.49,1.76
Lille,Hauts-de-France,1.34,Transilien,8.53,Ligne M1,5.1,5,2.73,1.3,2024-12-20 00:00:00,22797,3.56443,Matabiau 3,5.5,2024-05-25 00:00:00,5.28,3.74,6.18,2024-06-22 00:00:00,8.68,3.37,1.64,2024-02-22 00:00:00,1.5,3.92,2024-11-27 00:00:00,7.74,8.0,1.94,4.5,6.17
Strasbourg,Occitanie,5.06,Bus RATP,5.42,Ligne M1,7.42,5,7.82,3.81,2024-11-06 00:00:00,7007,1.827785,Saint-Charles 7,4.09,2024-09-09 00:00:00,4.86,8.79,8.39,2024-08-31 00:00:00,4.78,7.37,6.38,2024-11-03 00:00:00,7.33,2.71,2024-02-04 00:00:00,2.84,1.81,5.09,7.8,1.66
Montpellier,Provence-Alpes-Côte d'Azur,3.83,TGV,4.22,Ligne 14,2.71,5,8.17,7.8,2024-03-30 00:00:00,175422,4.287042,Saint-Jean 3,1.5,2024-08-12 00:00:00,3.27,3.94,6.87,2024-11-08 00:00:00,7.83,8.65,4.09,2024-03-04 00:00:00,8.19,7.96,2024-11-04 00:00:00,1.97,6.69,5.95,2.74,1.74
Toulouse,Pays de la Loire,7.61,TER,6.72,Ligne M1,5.9,50,6.77,1.49,2024-01-21 00:00:00,10681,-1.34706,Gare de l'Est 2,5.56,2024-10-16 00:00:00,3.68,6.99,7.17,2024-08-31 00:00:00,4.38,7.02,7.34,2024-11-29 00:00:00,1.61,7.26,2024-11-18 00:00:00,3.77,6.54,6.51,4.37,6.41
Marseille,Auvergne-Rhône-Alpes,5.9,TER,5.36,Ligne B,1.96,120,1.53,3.74,2024-12-12 00:00:00,144799,6.287549,Gare du Nord 3,5.77,2024-12-21 00:00:00,5.91,4.67,4.23,2024-11-08 00:00:00,4.35,7.62,6.17,2024-09-09 00:00:00,3.92,6.27,2024-10-04 00:00:00,4.75,8.05,2.77,6.42,8.26
Paris,Hauts-de-France,2.17,RER,4.89,Ligne B,5.19,120,5.48,5.37,2024-02-16 00:00:00,159091,-0.496579,Gare de l'Est 3,2.65,2024-05-30 00:00:00,2.48,5.21,4.44,2024-09-17 00:00:00,1.98,8.36,4.42,2024-10-01 00:00:00,3.43,3.64,2024-05-23 00:00:00,6.36,5.99,8.18,8.6,5.76
Strasbourg,Bretagne,5.64,Tramway,8.5,Ligne 1,1.69,50,4.29,5.99,2024-07-13 00:00:00,160449,4.216246,Montparnasse 6,1.33,2024-04-13 00:00:00,3.48,3.22,1.46,2024-05-16 00:00:00,8.02,6.18,4.45,2024-03-28 00:00:00,3.45,4.77,2024-10-02 00:00:00,7.06,2.12,4.31,5.17,6.1
Nice,Auvergne-Rhône-Alpes,5.98,Tramway,6.59,Ligne B,2.8,800,2.15,3.95,2024-02-15 00:00:00,11638,2.546626,Saint-Jean 1,1.55,2024-04-15 00:00:00,8.79,7.59,8.77,2024-05-12 00:00:00,6.17,3.4,5.03,2024-07-15 00:00:00,8.23,6.42,2024-12-08 00:00:00,8.74,4.31,4.04,6.86,5.04
Strasbourg,Bretagne,6.45,TER,5.82,Ligne A,7.62,50,4.22,3.11,2024-10-05 00:00:00,47300,0.330365,Gare de Lyon 1,3.69,2024-01-24 00:00:00,6.59,4.6,3.94,2024-12-23 00:00:00,2.29,4.21,7.52,2024-08-30 00:00:00,8.48,7.22,2024-06-12 00:00:00,7.27,5.31,8.29,8.58,7.38
Montpellier,Auvergne-Rhône-Alpes,1.63,Métro,1.51,Ligne M1,6.47,5,2.13,4.19,2024-10-11 00:00:00,120072,1.389847,Gare de Lyon 4,1.37,2024-06-27 00:00:00,5.66,5.65,5.7,2024-07-27 00:00:00,1.32,2.55,4.48,2024-02-24 00:00:00,3.17,4.17,2024-05-05 00:00:00,7.2,4.31,3.34,2.7,7.91
Nantes,Île-de-France,8.38,TGV,2.78,Ligne 1,1.51,350,2.74,5.1,2024-09-22 00:00:00,166215,5.097451,Gare de Lyon 5,2.94,2024-04-03 00:00:00,4.03,4.27,6.06,2024-04-02 00:00:00,5.2,5.97,5.89,2024-09-18 00:00:00,8.57,3.54,2024-03-04 00:00:00,6.95,2.56,7.99,8.35,8.77
Nantes,Normandie,8.21,Tramway,5.03,Ligne 14,7.27,120,4.23,8.61,2024-04-25 00:00:00,145327,4.438588,Gare de Lyon 4,1.7,2024-05-06 00:00:00,5.79,1.33,1.3,2024-11-19 00:00:00,7.7,7.05,7.83,2024-01-02 00:00:00,1.64,2.06,2024-02-09 00:00:00,5.28,6.26,4.75,2.87,6.37
Nice,Provence-Alpes-Côte d'Azur,4.15,TGV,1.51,Ligne B,7.27,800,8.52,4.23,2024-03-07 00:00:00,59666,1.472498,Gare de l'Est 3,8.11,2024-09-29 00:00:00,1.68,7.34,1.83,2024-01-01 00:00:00,8.49,6.88,4.01,2024-03-28 00:00:00,6.16,6.62,2024-11-04 00:00:00,2.01,8.61,4.56,2.42,4.03
Nice,Auvergne-Rhône-Alpes,1.94,RER,5.99,Ligne C,8.59,120,1.86,2.81,2024-11-06 00:00:00,135339,5.074543,Saint-Charles 2,4.58,2024-07-20 00:00:00,3.6,3.43,4.69,2024-10-26 00:00:00,7.97,3.4,1.62,2024-06-27 00:00:00,8.34,1.29,2024-10-03 00:00:00,3.35,8.0,1.66,5.38,8.57
Bordeaux,Grand Est,4.7,Bus RATP,7.84,Ligne C,6.06,350,3.11,4.56,2024-06-01 00:00:00,149562,-0.648688,Gare de l'Est 6,8.14,2024-02-09 00:00:00,3.3,1.76,6.36,2024-02-16 00:00:00,5.94,7.1,2.21,2024-03-04 00:00:00,5.0,7.82,2024-10-04 00:00:00,8.69,6.35,2.88,7.4,6.55
Lille,Grand Est,4.51,Tramway,1.31,Ligne T2,1.56,50,5.39,4.36,2024-09-17 00:00:00,132613,2.635511,Gare de l'Est 2,4.86,2024-08-11 00:00:00,3.68,3.93,6.98,2024-08-07 00:00:00,2.91,3.99,6.58,2024-10-19 00:00:00,1.56,8.47,2024-03-15 00:00:00,5.96,3.36,5.78,7.8,7.59
Marseille,Normandie,8.25,RER,2.95,Ligne M1,7.24,50,4.92,4.72,2024-03-01 00:00:00,179482,-1.108057,Gare de l'Est 5,5.55,2024-08-06 00:00:00,6.94,1.52,7.11,2024-11-05 00:00:00,4.32,2.77,4.78,2024-11-22 00:00:00,2.39,5.58,2024-03-09 00:00:00,1.36,4.52,1.37,7.8,6.27
Lyon,Grand Est,4.89,Tramway,1.3,Ligne 1,8.63,50,7.68,4.64,2024-09-17 00:00:00,161353,4.028155,Montparnasse 8,2.62,2024-10-26 00:00:00,2.1,7.02,2.88,2024-02-21 00:00:00,3.8,6.85,7.26,2024-06-07 00:00:00,1.34,7.72,2024-02-27 00:00:00,8.05,5.91,4.72,1.85,2.76
Paris,Île-de-France,2.14,Bus RATP,8.35,Ligne T2,4.61,50,5.1,6.11,2024-10-20 00:00:00,157040,1.777898,Haussmann Saint-Lazare 6,1.33,2024-10-01 00:00:00,3.0,7.45,6.56,2024-07-08 00:00:00,7.13,5.36,1.69,2024-09-26 00:00:00,4.24,2.79,2024-11-07 00:00:00,7.1,8.08,3.51,8.14,4.03
Strasbourg,Occitanie,3.05,TER,1.23,Ligne 1,2.8,50,2.12,1.56,2024-04-29 00:00:00,136198,5.560567,Montparnasse 9,3.35,2024-07-23 00:00:00,1.93,1.54,4.27,2024-10-28 00:00:00,6.71,2.65,3.02,2024-10-18 00:00:00,7.91,5.72,2024-04-13 00:00:00,4.19,4.02,7.88,6.56,2.57
Paris,Occitanie,7.27,Bus RATP,8.13,Ligne T2,2.6,5,5.79,7.67,2024-06-22 00:00:00,67226,3.596309,Gare de l'Est 2,7.71,2024-11-18 00:00:00,6.25,8.01,1.57,2024-04-29 00:00:00,6.95,3.18,6.38,2024-11-09 00:00:00,3.86,5.92,2024-11-06 00:00:00,7.23,4.81,1.56,2.55,2.71
Bordeaux,Grand Est,8.5,Transilien,3.66,Ligne 1,3.23,50,7.93,5.7,2024-07-17 00:00:00,135952,5.785659,Saint-Jean 5,7.43,2024-07-05 00:00:00,3.31,2.41,7.01,2024-09-01 00:00:00,8.19,1.23,6.56,2024-01-30 00:00:00,5.27,3.82,2024-01-11 00:00:00,4.54,8.0,5.21,2.62,5.51
Montpellier,Hauts-de-France,2.9,Métro,5.97,Ligne A,1.89,5,5.55,3.78,2024-08-24 00:00:00,109706,1.734355,Haussmann Saint-Lazare 1,5.76,2024-05-13 00:00:00,5.54,4.35,7.29,2024-05-19 00:00:00,2.48,6.83,8.12,2024-12-21 00:00:00,7.87,1.33,2024-09-15 00:00:00,5.1,8.09,8.14,6.97,7.65
Nice,Hauts-de-France,7.24,TER,6.77,Ligne 14,7.95,120,1.65,3.3,2024-09-21 00:00:00,91691,0.558779,Haussmann Saint-Lazare 6,7.65,2024-02-13 00:00:00,2.64,7.27,5.56,2024-02-15 00:00:00,3.2,3.45,2.77,2024-12-15 00:00:00,6.69,8.36,2024-01-03 00:00:00,8.64,7.16,2.12,7.95,4.61
Nantes,Provence-Alpes-Côte d'Azur,5.84,Transilien,1.51,Ligne 1,2.71,5,8.49,6.46,2024-06-05 00:00:00,26261,1.401282,Saint-Charles 5,1.22,2024-07-28 00:00:00,2.75,2.66,4.05,2024-01-07 00:00:00,7.48,4.31,6.66,2024-01-13 00:00:00,3.31,6.39,2024-08-11 00:00:00,5.92,4.62,6.74,4.81,4.4
Paris,Île-de-France,6.33,Bus RATP,2.05,Ligne T2,3.62,50,6.12,6.15,2024-05-04 00:00:00,127018,5.267023,Saint-Jean 5,8.42,2024-11-26 00:00:00,2.08,2.0,7.56,2024-03-02 00:00:00,6.49,7.27,1.3,2024-11-26 00:00:00,8.15,4.52,2024-08-14 00:00:00,4.5,7.5,3.65,6.62,5.99
Montpellier,Pays de la Loire,4.86,RER,8.56,Ligne T2,2.89,50,1.22,5.72,2024-04-01 00:00:00,37003,6.205873,Gare de l'Est 9,4.44,2024-08-13 00:00:00,5.44,5.58,3.69,2024-02-01 00:00:00,6.39,3.56,7.25,2024-10-19 00:00:00,7.44,6.3,2024-10-11 00:00:00,3.68,7.13,7.02,6.55,5.33
Marseille,Normandie,1.74,TER,6.93,Ligne M1,4.16,120,3.64,5.34,2024-07-29 00:00:00,54531,5.29263,Gare de l'Est 2,6.8,2024-10-28 00:00:00,2.25,4.47,4.7,2024-01-22 00:00:00,8.25,4.92,2.09,2024-01-23 00:00:00,7.52,7.78,2024-08-12 00:00:00,2.08,6.75,2.04,8.39,6.33
Marseille,Île-de-France,6.69,Métro,1.48,Ligne B,1.37,120,8.2,4.31,2024-03-09 00:00:00,190976,3.096835,Montparnasse 6,2.87,2024-01-07 00:00:00,7.18,1.52,8.62,2024-02-11 00:00:00,6.83,3.36,6.77,2024-11-11 00:00:00,7.91,6.98,2024-03-31 00:00:00,8.49,3.46,1.87,8.41,6.12
Nantes,Île-de-France,5.83,RER,5.21,Ligne T2,1.72,5,7.69,2.98,2024-10-16 00:00:00,92722,1.135166,Haussmann Saint-Lazare 3,3.94,2024-11-05 00:00:00,6.43,6.26,8.17,2024-11-24 00:00:00,7.37,1.62,5.21,2024-03-31 00:00:00,4.82,1.42,2024-10-12 00:00:00,6.5,7.88,1.37,3.64,3.33
Paris,Occitanie,5.13,TGV,6.52,Ligne 1,3.51,800,4.01,3.94,2024-11-05 00:00:00,55724,0.635415,Gare de l'Est 9,4.7,2024-12-24 00:00:00,6.62,2.84,1.68,2024-08-06 00:00:00,5.94,4.0,8.17,2024-05-02 00:00:00,1.61,1.48,2024-05-06 00:00:00,1.76,5.51,6.03,8.74,2.48
Bordeaux,Occitanie,2.5,Bus RATP,4.48,Ligne C,4.33,350,1.37,3.03,2024-09-30 00:00:00,88078,0.107534,Haussmann Saint-Lazare 1,1.88,2024-01-13 00:00:00,5.29,1.72,5.24,2024-09-16 00:00:00,7.31,5.86,2.98,2024-01-24 00:00:00,1.83,4.12,2024-04-28 00:00:00,2.8,7.7,3.3,5.72,3.51
Lyon,Grand Est,6.22,Bus RATP,4.73,Ligne T2,2.47,5,4.52,5.28,2024-04-12 00:00:00,174703,3.477095,Gare de Lyon 7,7.34,2024-08-27 00:00:00,3.07,7.62,7.87,2024-03-31 00:00:00,3.77,6.46,6.85,2024-04-26 00:00:00,7.4,7.71,2024-06-20 00:00:00,4.97,2.35,7.09,8.25,3.08
Lille,Provence-Alpes-Côte d'Azur,3.72,TGV,3.58,Ligne M1,4.31,120,5.88,1.99,2024-05-24 00:00:00,79874,-1.091263,Gare de l'Est 8,7.38,2024-09-13 00:00:00,2.7,6.03,4.98,2024-12-05 00:00:00,7.2,6.53,5.99,2024-03-22 00:00:00,7.27,7.87,2024-05-01 00:00:00,5.39,6.27,6.88,8.23,8.7
Paris,Occitanie,3.5,Bus RATP,7.93,Ligne M1,1.25,50,5.92,8.19,2024-08-16 00:00:00,193566,-0.154907,Montparnasse 3,2.07,2024-04-21 00:00:00,3.61,6.11,1.71,2024-03-05 00:00:00,3.71,1.34,8.0,2024-04-05 00:00:00,4.94,6.99,2024-08-06 00:00:00,7.66,4.9,7.45,3.77,6.23
Nice,Auvergne-Rhône-Alpes,7.86,Transilien,3.54,Ligne T2,5.01,120,3.73,2.1,2024-10-20 00:00:00,82545,4.079933,Gare de l'Est 1,2.54,2024-09-29 00:00:00,7.89,3.43,5.23,2024-02-12 00:00:00,4.37,4.89,7.41,2024-04-06 00:00:00,5.27,3.45,2024-01-11 00:00:00,8.79,3.86,2.38,1.39,3.75
Strasbourg,Auvergne-Rhône-Alpes,3.55,Tramway,6.25,Ligne B,1.62,800,6.91,1.6,2024-11-11 00:00:00,32636,5.259064,Matabiau 4,2.37,2024-12-10 00:00:00,4.54,8.74,8.74,2024-11-09 00:00:00,5.36,4.23,7.61,2024-05-19 00:00:00,6.04,1.91,2024-11-10 00:00:00,5.67,6.27,6.64,7.25,5.03
Nice,Provence-Alpes-Côte d'Azur,6.29,Tramway,5.58,Ligne 1,2.65,50,6.99,7.95,2024-01-10 00:00:00,177568,2.712706,Gare de Lyon 1,6.68,2024-12-19 00:00:00,2.64,1.56,8.42,2024-10-21 00:00:00,6.75,5.15,3.44,2024-01-03 00:00:00,7.51,5.29,2024-09-10 00:00:00,2.58,5.09,3.44,7.43,7.37
Strasbourg,Grand Est,7.97,Transilien,6.89,Ligne 1,6.71,5,2.77,5.65,2024-06-20 00:00:00,31396,5.274546,Gare de l'Est 7,4.32,2024-04-26 00:00:00,7.18,1.73,7.32,2024-04-29 00:00:00,1.84,1.31,4.79,2024-12-21 00:00:00,8.34,2.78,2024-09-22 00:00:00,3.19,7.53,6.84,4.22,3.74
Paris,Occitanie,6.77,TGV,8.74,Ligne 14,1.78,120,4.22,4.64,2024-12-01 00:00:00,107274,2.499472,Matabiau 5,4.35,2024-10-28 00:00:00,2.75,2.54,3.68,2024-09-29 00:00:00,7.7,7.93,3.71,2024-11-16 00:00:00,2.3,1.76,2024-12-13 00:00:00,8.74,6.88,5.15,6.2,5.45
Marseille,Provence-Alpes-Côte d'Azur,2.97,Bus RATP,4.54,Ligne 1,3.72,800,7.39,7.58,2024-10-04 00:00:00,47122,0.226516,Saint-Charles 8,7.59,2024-07-11 00:00:00,7.36,8.67,3.68,2024-06-20 00:00:00,7.18,7.06,2.31,2024-11-15 00:00:00,8.27,7.33,2024-08-07 00:00:00,8.41,7.22,3.92,6.13,2.09
Paris,Bretagne,3.13,Métro,4.31,Ligne 1,6.56,800,4.7,4.44,2024-11-22 00:00:00,17493,2.06513,Haussmann Saint-Lazare 2,6.68,2024-10-21 00:00:00,5.84,5.14,3.04,2024-10-05 00:00:00,3.61,8.66,7.48,2024-07-24 00:00:00,1.39,7.69,2024-10-30 00:00:00,6.71,7.23,6.0,4.21,6.51
Nice,Grand Est,2.34,Métro,6.01,Ligne 14,1.88,120,7.95,4.23,2024-10-06 00:00:00,107721,0.380429,Gare du Nord 7,2.85,2024-07-08 00:00:00,1.9,6.24,6.79,2024-02-29 00:00:00,3.73,6.95,4.97,2024-03-01 00:00:00,7.88,3.11,2024-12-24 00:00:00,5.98,6.93,7.2,6.76,8.0
Bordeaux,Auvergne-Rhône-Alpes,3.59,Transilien,2.92,Ligne M1,8.77,120,1.22,4.14,2024-09-09 00:00:00,28470,3.84802,Gare de Lyon 5,6.86,2024-03-21 00:00:00,3.84,6.79,6.0,2024-02-08 00:00:00,8.52,8.37,5.62,2024-07-19 00:00:00,4.31,3.2,2024-09-02 00:00:00,5.2,5.07,1.49,5.4,5.25
Montpellier,Provence-Alpes-Côte d'Azur,8.57,Transilien,5.79,Ligne 1,3.2,5,3.07,7.94,2024-08-10 00:00:00,36077,6.007324,Saint-Charles 1,4.8,2024-01-19 00:00:00,1.22,8.41,8.01,2024-12-20 00:00:00,5.04,8.48,5.22,2024-10-03 00:00:00,6.33,8.28,2024-02-05 00:00:00,6.42,6.27,5.87,2.13,1.99
Nice,Grand Est,2.79,Transilien,3.75,Ligne M1,2.92,800,1.54,2.45,2024-03-19 00:00:00,23957,6.158991,Saint-Jean 5,6.51,2024-11-17 00:00:00,1.8,4.24,5.72,2024-05-10 00:00:00,5.66,8.39,7.99,2024-12-24 00:00:00,5.87,6.27,2024-05-11 00:00:00,2.94,4.74,3.85,7.05,1.72
Strasbourg,Île-de-France,1.37,TGV,2.6,Ligne B,2.44,350,4.52,1.87,2024-10-29 00:00:00,152315,6.276499,Saint-Jean 4,8.11,2024-10-22 00:00:00,6.18,4.0,7.94,2024-01-13 00:00:00,5.62,2.91,7.91,2024-10-18 00:00:00,6.76,8.73,2024-01-13 00:00:00,2.03,8.54,5.12,6.74,2.35
Nantes,Grand Est,8.78,TGV,1.78,Ligne C,4.74,120,6.76,2.68,2024-11-22 00:00:00,145299,3.61808,Haussmann Saint-Lazare 1,1.36,2024-02-10 00:00:00,2.32,7.18,1.66,2024-01-11 00:00:00,4.27,3.21,3.74,2024-03-01 00:00:00,3.02,4.88,2024-11-05 00:00:00,6.73,4.19,5.06,4.59,6.75
Marseille,Auvergne-Rhône-Alpes,1.74,Bus RATP,1.66,Ligne A,6.0,5,3.62,7.24,2024-05-16 00:00:00,23044,4.038028,Gare de Lyon 9,5.05,2024-02-10 00:00:00,3.95,6.77,5.57,2024-01-04 00:00:00,2.69,3.94,2.36,2024-08-21 00:00:00,1.36,4.89,2024-07-23 00:00:00,1.41,5.7,3.68,8.62,4.72
Paris,Normandie,1.59,Tramway,4.75,Ligne T2,1.61,800,6.46,3.44,2024-11-14 00:00:00,22404,2.479835,Matabiau 5,3.5,2024-08-18 00:00:00,5.4,2.12,5.88,2024-12-01 00:00:00,7.81,1.43,7.25,2024-12-01 00:00:00,8.24,2.47,2024-04-30 00:00:00,3.06,4.35,5.76,7.43,7.45
