col_ville,col_mode_transport,col_periode_journee,col_freq_moyenne,col_freq_max,col_taux_remplissage_moyen,col_date,col_heure,col_jour_semaine,col_est_weekend,col_frequentation,col_capacite_max,col_taux_remplissage,col_source
Paris,RER,1.26,6.37,5.98,5.66,2024-10-16 00:00:00,3.41,3.04,1,4.76,50,5.65,Météo-France
Nice,TER,3.97,5.88,4.41,8.44,2024-06-21 00:00:00,1.55,1.27,NON,3.77,350,5.79,SNCF_Open_Data
Marseille,RER,5.82,7.7,6.48,6.25,2024-05-18 00:00:00,5.15,4.55,1,7.07,5,6.22,Airparif
Marseille,Tramway,6.03,8.58,8.55,8.09,2024-12-05 00:00:00,4.8,6.92,OUI,5.59,350,1.28,SNCF_Open_Data
Strasbourg,Transilien,1.61,7.42,2.92,8.61,2024-03-15 00:00:00,5.96,8.51,0,8.63,800,7.32,RATP_Open_Data_2024
Nice,TGV,7.37,5.85,8.22,8.8,2024-02-02 00:00:00,3.09,4.76,OUI,8.51,800,5.97,Airparif
Strasbourg,Tramway,2.48,2.16,4.63,1.61,2024-03-15 00:00:00,3.84,2.65,NON,1.77,120,3.63,SNCF_Open_Data
Bordeaux,Bus RATP,3.24,5.62,2.57,8.59,2024-12-11 00:00:00,5.55,6.87,1,6.09,120,4.87,Météo-France
Lille,TGV,3.37,5.36,4.67,5.69,2024-11-28 00:00:00,5.35,8.01,0,1.91,800,2.39,SNCF_Open_Data
Lille,Bus RATP,8.7,3.07,6.67,3.89,2024-05-31 00:00:00,8.64,3.32,OUI,3.51,5,1.37,RATP_Open_Data_2024
Montpellier,RER,3.5,7.23,3.98,7.27,2024-04-23 00:00:00,6.06,7.99,1,3.09,120,7.81,Airparif
Nice,Tramway,3.97,5.0,8.01,7.55,2024-04-29 00:00:00,2.48,8.47,1,2.39,120,3.14,Data.gouv.fr
Strasbourg,RER,3.01,7.73,1.29,8.58,2024-08-07 00:00:00,1.67,4.12,1,5.58,800,3.83,Data.gouv.fr
Lille,TGV,6.59,6.66,1.59,4.99,2024-03-02 00:00:00,4.23,7.46,0,7.34,5,5.05,Airparif
Marseille,RER,4.68,6.7,6.85,8.54,2024-10-31 00:00:00,6.98,3.91,0,3.21,120,8.27,RATP_Open_Data_2024
Marseille,TGV,2.7,2.29,8.67,2.0,2024-05-29 00:00:00,6.92,7.55,NON,7.48,800,2.26,Data.gouv.fr
Montpellier,TGV,4.81,3.2,5.35,1.97,2024-05-13 00:00:00,5.96,2.42,OUI,6.15,800,3.75,Météo-France
Strasbourg,Tramway,2.07,3.93,8.25,6.18,2024-09-29 00:00:00,3.09,3.5,0,4.06,120,2.73,Météo-France
Nice,Métro,8.58,7.37,5.03,4.77,2024-09-26 00:00:00,2.5,4.08,0,2.24,800,3.66,Météo-France
Lyon,TER,6.48,3.33,3.54,6.31,2024-04-03 00:00:00,6.53,8.6,OUI,7.21,50,3.79,RATP_Open_Data_2024
Lille,RER,8.27,5.31,1.3,1.47,2024-10-28 00:00:00,8.48,3.22,1,5.33,120,6.92,Airparif
Toulouse,TGV,7.58,1.48,5.9,1.21,2024-01-25 00:00:00,4.2,4.98,0,7.1,5,6.5,RATP_Open_Data_2024
Lyon,TER,5.14,2.21,8.19,3.46,2024-04-22 00:00:00,7.92,5.91,1,2.4,5,3.29,Data.gouv.fr
Marseille,TER,3.31,1.29,2.34,8.27,2024-03-29 00:00:00,3.2,6.35,1,4.97,120,1.59,Data.gouv.fr
Lille,TGV,4.79,8.63,3.46,8.72,2024-09-08 00:00:00,7.14,7.98,0,2.36,5,2.38,RATP_Open_Data_2024
Lyon,TER,5.17,4.16,1.34,4.92,2024-10-15 00:00:00,4.55,4.89,1,7.06,50,1.2,RATP_Open_Data_2024
Strasbourg,Métro,3.47,3.93,6.28,7.86,2024-08-03 00:00:00,8.64,2.01,1,7.63,50,4.38,Météo-France
Montpellier,Métro,2.5,8.12,5.11,6.93,2024-08-02 00:00:00,8.63,2.58,1,1.66,800,6.02,Airparif
Paris,TGV,4.34,5.28,1.56,2.82,2024-10-19 00:00:00,7.08,1.3,1,5.17,5,4.43,RATP_Open_Data_2024
Nice,RER,6.73,4.74,1.45,3.45,2024-02-23 00:00:00,6.11,4.81,0,7.84,120,6.04,SNCF_Open_Data
Montpellier,Transilien,7.09,2.53,8.02,5.51,2024-08-14 00:00:00,6.6,2.16,0,8.28,50,1.4,Data.gouv.fr
Strasbourg,RER,3.19,4.97,7.45,8.45,2024-07-12 00:00:00,5.12,6.13,OUI,4.25,120,8.66,RATP_Open_Data_2024
Lille,TER,8.04,7.79,4.75,4.75,2024-11-26 00:00:00,2.73,7.27,OUI,5.46,50,2.84,SNCF_Open_Data
Marseille,RER,2.31,5.21,8.21,5.26,2024-05-09 00:00:00,4.94,8.59,0,3.15,120,7.07,SNCF_Open_Data
Paris,TER,6.71,6.07,5.38,5.2,2024-02-07 00:00:00,2.16,1.99,0,6.25,800,8.15,SNCF_Open_Data
Strasbourg,Tramway,5.93,5.67,5.97,4.32,2024-05-17 00:00:00,7.8,7.73,OUI,2.17,5,1.81,Data.gouv.fr
Paris,TER,5.69,3.33,8.38,5.16,2024-11-12 00:00:00,6.37,5.35,1,2.13,50,4.87,Data.gouv.fr
Montpellier,RER,7.53,2.76,3.94,4.93,2024-04-18 00:00:00,8.37,5.68,OUI,1.26,120,8.72,Météo-France
Montpellier,Tramway,5.08,5.75,4.72,1.93,2024-07-10 00:00:00,3.61,6.28,NON,7.92,800,3.93,SNCF_Open_Data
Paris,TER,7.99,8.66,2.72,2.56,2024-01-30 00:00:00,1.87,2.02,OUI,6.44,50,4.93,SNCF_Open_Data
Nantes,Bus RATP,5.36,2.59,3.74,5.01,2024-07-18 00:00:00,7.57,3.79,OUI,2.16,120,3.9,Data.gouv.fr
Lille,Tramway,7.72,8.41,5.6,7.48,2024-08-20 00:00:00,3.84,3.33,1,6.97,5,7.03,Data.gouv.fr
Nantes,TGV,8.75,5.23,1.81,2.55,2024-02-01 00:00:00,5.41,7.85,1,8.45,50,6.1,Airparif
Paris,Métro,6.94,5.19,6.21,2.75,2024-07-17 00:00:00,6.07,3.76,OUI,3.47,800,5.46,RATP_Open_Data_2024
Nantes,Bus RATP,8.77,2.78,1.33,7.19,2024-10-26 00:00:00,6.36,2.78,1,5.72,5,5.15,Airparif
Strasbourg,TER,7.39,5.47,4.73,7.94,2024-03-11 00:00:00,8.58,4.36,0,6.77,350,5.67,SNCF_Open_Data
Lyon,Bus RATP,6.16,8.16,5.65,4.04,2024-05-01 00:00:00,5.71,8.13,1,5.69,5,6.85,SNCF_Open_Data
Lyon,TGV,4.18,3.23,6.83,4.18,2024-05-25 00:00:00,8.14,4.66,0,1.98,120,3.59,RATP_Open_Data_2024
Montpellier,TGV,1.64,6.62,6.31,8.52,2024-04-08 00:00:00,8.02,4.28,NON,8.78,50,5.43,SNCF_Open_Data
Paris,Bus RATP,6.44,6.43,7.07,4.06,2024-04-14 00:00:00,7.74,8.73,1,7.4,120,4.34,Data.gouv.fr
Marseille,Transilien,8.04,6.64,6.35,1.49,2024-12-22 00:00:00,5.59,4.62,1,5.25,50,3.46,SNCF_Open_Data
Strasbourg,TGV,8.15,2.15,8.59,3.81,2024-10-24 00:00:00,2.79,3.74,1,2.63,120,8.13,SNCF_Open_Data
Montpellier,Transilien,2.91,8.14,2.75,3.93,2024-03-05 00:00:00,4.55,7.23,OUI,5.38,50,2.36,Data.gouv.fr
Marseille,Bus RATP,7.32,3.72,4.62,4.53,2024-09-14 00:00:00,1.59,5.39,0,6.35,50,5.66,Data.gouv.fr
Lyon,TGV,3.1,6.84,6.41,3.27,2024-06-21 00:00:00,2.68,7.15,1,3.8,800,1.61,Météo-France
Nantes,TER,6.66,1.51,4.0,7.86,2024-02-01 00:00:00,6.43,4.64,0,1.55,120,4.84,SNCF_Open_Data
Lyon,Métro,7.92,4.74,4.19,3.16,2024-12-04 00:00:00,7.43,1.3,0,8.5,5,6.22,RATP_Open_Data_2024
Lille,TER,2.26,6.65,3.47,7.73,2024-07-23 00:00:00,6.22,5.49,1,4.68,50,1.63,Airparif
Montpellier,RER,6.19,8.26,7.06,4.28,2024-08-26 00:00:00,5.57,3.88,1,7.56,800,2.79,RATP_Open_Data_2024
Toulouse,Tramway,7.0,7.28,6.96,4.23,2024-12-15 00:00:00,6.6,5.34,NON,2.87,800,4.5,Airparif
Marseille,Tramway,1.56,6.91,6.63,7.97,2024-08-02 00:00:00,5.3,5.35,0,6.02,800,4.39,SNCF_Open_Data
Nice,Bus RATP,6.21,4.11,7.5,1.84,2024-11-30 00:00:00,8.6,4.29,NON,3.78,350,2.1,Data.gouv.fr
Montpellier,Tramway,5.02,2.97,3.09,1.62,2024-05-24 00:00:00,6.8,6.56,NON,6.57,5,2.57,Météo-France
Lille,RER,1.24,6.3,2.15,2.85,2024-10-14 00:00:00,4.31,1.67,OUI,6.31,120,1.32,SNCF_Open_Data
Toulouse,Transilien,6.66,6.76,1.36,4.44,2024-11-19 00:00:00,7.5,3.47,NON,7.91,50,5.98,SNCF_Open_Data
Strasbourg,Transilien,8.15,3.02,2.01,1.24,2024-04-28 00:00:00,1.58,1.98,NON,8.41,5,4.14,SNCF_Open_Data
Bordeaux,TER,5.51,5.46,1.32,2.76,2024-10-16 00:00:00,4.55,7.38,NON,5.51,50,2.71,Data.gouv.fr
Strasbourg,Transilien,4.33,5.59,3.18,3.39,2024-06-19 00:00:00,5.31,2.6,OUI,2.21,350,1.29,Data.gouv.fr
Bordeaux,Transilien,7.28,1.56,7.35,4.4,2024-06-08 00:00:00,6.11,1.26,0,7.96,800,8.65,Data.gouv.fr
Lyon,TER,5.45,3.66,8.22,6.76,2024-05-10 00:00:00,3.74,7.51,0,1.51,350,7.98,Airparif
Nantes,RER,4.49,5.84,2.23,3.83,2024-06-24 00:00:00,3.42,2.68,0,5.06,5,2.23,Airparif
Marseille,Métro,3.15,3.21,6.64,5.05,2024-01-14 00:00:00,8.53,2.94,OUI,4.37,5,4.85,RATP_Open_Data_2024
Nantes,RER,1.67,2.63,6.19,5.78,2024-02-16 00:00:00,8.73,2.45,NON,1.42,120,6.91,Airparif
Lyon,TGV,4.93,5.46,3.79,8.39,2024-03-17 00:00:00,2.36,3.81,0,2.57,350,3.03,Data.gouv.fr
Nantes,Métro,3.82,3.25,5.08,4.0,2024-01-19 00:00:00,8.09,6.52,1,4.36,350,8.47,SNCF_Open_Data
Nantes,Transilien,4.92,1.72,3.15,6.46,2024-08-16 00:00:00,3.53,4.1,OUI,7.87,120,4.89,Météo-France
Lyon,RER,2.53,3.35,4.99,8.38,2024-06-29 00:00:00,2.97,7.83,1,4.16,350,6.84,RATP_Open_Data_2024
Nice,RER,7.31,4.17,4.0,8.04,2024-04-16 00:00:00,8.36,6.14,0,8.09,5,8.4,Data.gouv.fr
Paris,Métro,2.8,1.81,2.18,1.51,2024-11-07 00:00:00,1.2,8.61,0,2.12,800,6.86,SNCF_Open_Data
Bordeaux,TER,8.27,1.71,6.18,5.81,2024-12-25 00:00:00,1.47,3.55,NON,8.42,5,5.8,Data.gouv.fr
Bordeaux,Tramway,4.48,3.38,5.14,5.75,2024-09-17 00:00:00,2.39,6.33,0,3.48,50,6.8,SNCF_Open_Data
Strasbourg,Métro,4.44,5.44,8.11,2.27,2024-01-03 00:00:00,6.55,4.69,0,8.69,5,2.53,Airparif
Bordeaux,TER,2.64,4.17,5.01,4.04,2024-07-31 00:00:00,1.46,8.36,OUI,5.14,120,8.22,SNCF_Open_Data
Montpellier,RER,1.26,2.28,8.67,6.97,2024-12-14 00:00:00,6.25,6.77,NON,3.55,5,1.63,Data.gouv.fr
Marseille,TER,3.01,5.9,5.23,4.05,2024-03-11 00:00:00,7.45,2.3,1,4.7,5,8.49,SNCF_Open_Data
Montpellier,TER,6.2,1.52,6.97,7.05,2024-04-23 00:00:00,6.89,4.96,0,5.12,800,1.69,Airparif
Strasbourg,Transilien,2.75,8.52,5.32,7.01,2024-07-21 00:00:00,8.38,1.72,1,3.5,350,2.11,SNCF_Open_Data
Montpellier,Métro,3.86,2.15,5.56,3.72,2024-11-06 00:00:00,5.27,7.96,NON,1.76,120,4.59,Data.gouv.fr
Nantes,Tramway,2.91,4.21,4.97,2.88,2024-07-31 00:00:00,5.97,3.31,0,8.18,350,5.31,Data.gouv.fr
Nantes,Transilien,5.21,5.26,8.69,6.85,2024-10-22 00:00:00,2.48,5.88,NON,8.36,120,3.77,RATP_Open_Data_2024
Lille,TGV,4.16,4.13,7.96,2.1,2024-06-24 00:00:00,1.91,3.72,0,7.23,120,8.39,Data.gouv.fr
Nantes,Transilien,7.67,5.95,5.31,5.04,2024-02-05 00:00:00,8.35,8.5,1,6.84,800,4.82,SNCF_Open_Data
Nantes,Bus RATP,5.36,5.33,4.47,7.24,2024-09-13 00:00:00,6.67,6.04,1,6.13,350,7.3,Airparif
Toulouse,Transilien,4.95,3.67,3.14,5.5,2024-04-07 00:00:00,3.95,6.73,0,1.72,120,2.73,Airparif
Nice,Métro,5.88,2.32,5.22,6.58,2024-11-19 00:00:00,7.96,5.99,1,3.36,120,1.86,SNCF_Open_Data
Bordeaux,Transilien,4.39,4.92,3.15,1.88,2024-07-06 00:00:00,1.81,3.18,NON,6.43,5,3.79,Data.gouv.fr
Strasbourg,TER,2.2,7.04,1.33,4.33,2024-06-18 00:00:00,7.88,5.04,NON,3.78,120,4.16,Airparif
Bordeaux,TER,7.8,6.62,1.33,3.55,2024-09-30 00:00:00,8.12,6.32,1,1.36,120,7.34,Météo-France
Montpellier,Bus RATP,7.69,2.74,4.2,8.64,2024-07-13 00:00:00,5.72,7.59,1,2.84,5,7.43,Airparif
Marseille,TGV,7.61,6.62,7.98,8.45,2024-05-15 00:00:00,4.83,3.71,NON,2.15,800,1.87,Météo-France
Montpellier,Métro,8.16,8.78,7.06,5.44,2024-05-07 00:00:00,3.67,6.52,OUI,4.12,50,3.07,SNCF_Open_Data
Paris,Transilien,4.13,6.57,6.71,8.45,2024-05-16 00:00:00,5.17,3.5,0,6.12,120,3.8,RATP_Open_Data_2024
Nantes,Transilien,3.33,2.75,3.33,1.21,2024-01-27 00:00:00,8.35,6.7,OUI,4.44,120,8.69,Data.gouv.fr
Bordeaux,Tramway,8.17,6.33,8.72,1.75,2024-10-12 00:00:00,5.47,2.49,1,5.8,800,5.53,Météo-France
Bordeaux,Bus RATP,3.52,8.6,7.23,5.0,2024-02-13 00:00:00,4.02,3.39,NON,2.93,350,3.71,Météo-France
Nantes,Tramway,2.63,3.41,7.09,2.44,2024-09-22 00:00:00,3.2,6.61,1,4.43,120,5.94,Météo-France
Paris,TER,4.57,8.3,1.25,4.56,2024-09-21 00:00:00,6.77,6.36,NON,7.74,800,6.82,Data.gouv.fr
Nantes,TGV,5.33,8.17,1.33,3.17,2024-02-14 00:00:00,2.09,8.23,1,7.71,5,6.91,SNCF_Open_Data
Marseille,Métro,1.56,3.68,6.49,1.57,2024-01-19 00:00:00,8.5,4.47,1,4.33,800,6.13,Météo-France
Marseille,TGV,6.19,6.95,6.22,7.92,2024-11-28 00:00:00,7.65,7.23,0,7.69,120,7.91,RATP_Open_Data_2024
Montpellier,RER,4.97,4.2,7.65,7.35,2024-05-12 00:00:00,5.94,1.31,1,2.29,800,5.84,Airparif
Nantes,Transilien,7.69,1.98,8.2,6.5,2024-12-05 00:00:00,2.8,2.79,1,3.39,5,3.92,Airparif
Montpellier,Transilien,6.03,8.21,5.12,2.75,2024-09-11 00:00:00,2.36,8.09,NON,7.55,50,2.83,RATP_Open_Data_2024
Lyon,RER,1.73,2.26,6.96,7.19,2024-06-14 00:00:00,6.48,4.04,OUI,6.63,120,8.46,SNCF_Open_Data
Lille,Bus RATP,7.38,4.74,4.84,7.45,2024-05-15 00:00:00,7.88,1.99,NON,3.5,350,1.28,Météo-France
Nice,Transilien,3.61,2.82,7.29,5.24,2024-07-03 00:00:00,5.71,2.78,0,6.01,50,4.51,Météo-France
Montpellier,Transilien,8.8,7.48,1.65,5.35,2024-04-03 00:00:00,7.95,6.35,0,2.02,120,6.93,Météo-France
Toulouse,Métro,4.64,8.21,8.36,3.58,2024-09-01 00:00:00,5.76,1.78,1,1.61,120,5.19,RATP_Open_Data_2024
Bordeaux,Bus RATP,3.91,2.6,6.09,2.87,2024-09-10 00:00:00,5.38,3.25,1,7.0,800,8.74,Data.gouv.fr
Nantes,Transilien,5.87,7.16,7.7,5.98,2024-03-16 00:00:00,4.69,8.12,OUI,8.32,120,1.33,RATP_Open_Data_2024
Montpellier,Métro,3.28,6.07,4.47,4.12,2024-07-16 00:00:00,4.19,8.31,0,6.29,5,3.83,Airparif
Montpellier,Métro,4.77,4.82,8.62,6.97,2024-10-14 00:00:00,4.28,7.75,NON,4.73,120,5.91,RATP_Open_Data_2024
Paris,Transilien,8.31,7.2,2.55,2.88,2024-05-18 00:00:00,6.7,4.23,1,2.12,120,7.96,Airparif
Lille,Transilien,1.64,8.2,6.97,1.83,2024-12-15 00:00:00,1.55,7.2,OUI,8.54,5,4.73,Météo-France
Lille,TGV,6.66,2.23,2.4,4.41,2024-12-14 00:00:00,1.52,6.12,0,5.49,5,2.67,RATP_Open_Data_2024
Lille,TER,7.29,1.87,2.31,5.84,2024-08-22 00:00:00,8.58,8.25,NON,5.62,120,8.26,SNCF_Open_Data
Strasbourg,Bus RATP,3.75,5.34,1.23,5.1,2024-08-15 00:00:00,5.36,3.31,NON,1.26,50,3.73,SNCF_Open_Data
Montpellier,Métro,2.21,4.57,4.42,2.72,2024-04-17 00:00:00,2.08,4.12,0,5.54,800,7.72,RATP_Open_Data_2024
Montpellier,Tramway,1.94,7.37,8.25,6.28,2024-06-01 00:00:00,8.67,5.33,1,5.69,120,3.84,RATP_Open_Data_2024
Nantes,Transilien,3.57,2.9,3.39,4.16,2024-02-02 00:00:00,3.65,3.8,OUI,2.28,5,3.92,SNCF_Open_Data
Bordeaux,TGV,5.78,1.88,8.62,5.46,2024-01-25 00:00:00,6.87,5.2,NON,6.43,50,2.71,RATP_Open_Data_2024
Paris,Métro,8.19,7.92,1.21,7.11,2024-09-28 00:00:00,2.73,1.9,0,5.48,5,3.38,Airparif
Toulouse,TER,4.57,1.8,5.2,8.11,2024-04-23 00:00:00,4.03,6.9,0,1.83,5,5.56,Airparif
Lille,Transilien,8.64,2.42,8.06,1.37,2024-09-13 00:00:00,2.42,1.73,OUI,7.93,120,6.52,Data.gouv.fr
Bordeaux,TGV,2.75,4.94,6.11,8.46,2024-10-25 00:00:00,1.82,7.73,NON,4.58,350,8.34,SNCF_Open_Data
Toulouse,Métro,3.2,3.72,1.85,7.06,2024-07-10 00:00:00,8.44,7.06,NON,5.22,800,1.88,Data.gouv.fr
Toulouse,Tramway,4.32,2.52,6.08,3.28,2024-12-14 00:00:00,6.9,8.49,0,6.76,5,8.44,Airparif
Paris,TGV,3.4,3.06,2.5,3.28,2024-03-08 00:00:00,4.51,4.76,0,3.95,800,8.68,RATP_Open_Data_2024
Toulouse,RER,6.49,8.04,5.75,1.89,2024-02-26 00:00:00,5.45,4.22,OUI,8.19,5,2.71,Météo-France
Nice,Métro,4.27,6.5,2.77,3.77,2024-09-25 00:00:00,2.42,2.43,OUI,2.42,5,3.23,Météo-France
Toulouse,Tramway,4.61,7.52,3.21,5.63,2024-10-24 00:00:00,6.58,6.72,OUI,8.44,350,4.81,SNCF_Open_Data
Nice,TGV,3.03,7.95,1.3,5.55,2024-11-15 00:00:00,3.46,4.77,NON,5.75,120,6.42,Météo-France
Toulouse,Bus RATP,4.62,8.29,3.27,3.52,2024-11-24 00:00:00,8.18,7.77,OUI,4.53,5,5.57,Data.gouv.fr
Nice,Transilien,4.39,8.06,4.02,8.28,2024-04-26 00:00:00,1.52,6.1,0,6.76,50,3.66,Météo-France
Toulouse,Transilien,3.91,4.94,3.83,4.25,2024-02-01 00:00:00,7.74,5.95,1,5.83,120,7.35,RATP_Open_Data_2024
Nantes,Tramway,7.08,1.81,3.65,2.52,2024-12-26 00:00:00,4.23,3.55,OUI,5.97,120,2.51,Airparif
Paris,Transilien,8.63,7.49,7.82,3.7,2024-10-03 00:00:00,1.82,8.69,OUI,5.35,120,3.13,Météo-France
Bordeaux,Tramway,1.66,5.23,3.27,7.14,2024-01-09 00:00:00,1.77,4.1,OUI,3.83,350,7.2,Météo-France
Nantes,Métro,7.63,4.28,7.9,8.41,2024-06-17 00:00:00,4.34,3.17,0,3.92,50,6.5,SNCF_Open_Data
Paris,TER,7.77,7.83,2.97,6.17,2024-06-02 00:00:00,3.41,6.96,1,8.6,5,3.08,Météo-France
Bordeaux,Métro,7.72,6.04,3.56,4.56,2024-07-14 00:00:00,2.94,6.96,1,4.55,120,3.61,Airparif
Nice,Bus RATP,4.23,8.51,1.92,6.36,2024-02-21 00:00:00,1.71,5.46,1,2.84,5,8.79,Météo-France
Marseille,RER,4.68,6.6,7.94,4.8,2024-05-17 00:00:00,8.13,1.37,NON,8.31,5,2.32,Data.gouv.fr
Toulouse,Métro,5.85,2.07,4.81,5.98,2024-01-24 00:00:00,6.35,6.44,0,8.7,120,3.01,Météo-France
Nice,Métro,4.86,6.88,2.33,8.47,2024-12-13 00:00:00,5.06,3.11,0,7.16,350,6.59,Airparif
Paris,Bus RATP,6.73,6.93,5.23,3.49,2024-09-06 00:00:00,7.41,5.98,1,7.05,50,5.08,Météo-France
Marseille,Transilien,5.22,7.27,4.92,1.71,2024-08-25 00:00:00,7.07,7.59,0,1.88,50,7.21,Airparif
Lille,Bus RATP,7.57,4.96,2.83,8.04,2024-12-26 00:00:00,2.94,5.63,OUI,5.0,5,4.75,Météo-France
Lille,TER,2.72,8.2,4.78,1.61,2024-09-24 00:00:00,3.39,1.99,1,2.1,350,5.73,Météo-France
Bordeaux,Transilien,7.64,7.72,7.79,2.64,2024-04-22 00:00:00,7.99,1.63,NON,8.34,800,1.7,Data.gouv.fr
Strasbourg,RER,1.63,7.88,5.87,2.01,2024-08-07 00:00:00,2.22,7.26,0,1.81,5,8.7,RATP_Open_Data_2024
Montpellier,RER,2.03,6.27,4.15,5.14,2024-11-10 00:00:00,3.61,7.72,OUI,4.44,120,3.53,RATP_Open_Data_2024
Toulouse,RER,1.34,6.79,8.11,8.69,2024-01-04 00:00:00,1.6,1.72,0,7.77,800,2.06,SNCF_Open_Data
Marseille,RER,2.7,4.12,7.49,8.64,2024-11-20 00:00:00,5.8,2.62,NON,6.0,5,3.33,Airparif
Paris,TER,5.13,5.99,7.13,6.08,2024-12-02 00:00:00,4.62,3.54,NON,3.08,800,7.91,SNCF_Open_Data
Marseille,Transilien,6.46,1.73,1.45,3.31,2024-07-09 00:00:00,2.81,4.38,NON,2.89,800,6.75,SNCF_Open_Data
Lyon,TGV,1.3,4.11,5.87,2.04,2024-11-03 00:00:00,6.43,7.7,NON,3.79,120,4.53,Météo-France
Marseille,RER,4.35,6.82,7.86,6.9,2024-10-01 00:00:00,5.13,2.65,1,4.45,350,8.05,Data.gouv.fr
Bordeaux,Tramway,8.0,4.06,6.59,2.35,2024-11-30 00:00:00,3.48,5.2,OUI,8.2,800,8.19,Airparif
Lyon,RER,2.9,8.59,5.01,6.48,2024-05-05 00:00:00,8.25,8.33,NON,1.53,120,1.82,RATP_Open_Data_2024
Strasbourg,Métro,7.64,7.38,6.42,4.46,2024-09-29 00:00:00,4.79,6.63,1,4.26,120,4.45,Météo-France
Lille,TER,3.79,3.37,8.56,8.32,2024-02-27 00:00:00,6.02,2.57,0,3.93,50,8.14,RATP_Open_Data_2024
Nice,TER,8.34,1.34,5.94,1.38,2024-04-22 00:00:00,2.09,5.49,0,3.6,5,5.58,SNCF_Open_Data
Marseille,TGV,6.28,7.92,8.76,2.1,2024-08-07 00:00:00,6.93,5.1,NON,7.68,5,4.1,RATP_Open_Data_2024
Montpellier,Bus RATP,2.54,7.67,8.64,7.14,2024-10-10 00:00:00,5.41,5.44,NON,8.42,120,2.25,Météo-France
Paris,TGV,8.69,5.23,5.96,1.46,2024-12-25 00:00:00,5.42,6.59,0,7.87,50,2.25,RATP_Open_Data_2024
Nice,TER,6.93,2.85,7.24,3.52,2024-03-19 00:00:00,7.57,8.5,NON,4.05,5,4.65,Météo-France
Toulouse,Bus RATP,4.75,2.09,6.96,3.88,2024-01-13 00:00:00,4.74,2.95,0,8.8,50,7.82,Airparif
Strasbourg,Métro,6.15,8.35,6.52,7.55,2024-07-23 00:00:00,4.96,6.19,0,5.01,120,5.83,Data.gouv.fr
Strasbourg,TER,2.07,1.46,4.12,6.6,2024-03-22 00:00:00,7.6,5.11,NON,8.13,350,5.0,RATP_Open_Data_2024
Lille,TER,8.53,8.55,7.76,3.69,2024-05-08 00:00:00,4.48,8.78,1,5.19,350,2.32,Airparif
Strasbourg,TGV,8.68,3.34,4.41,8.61,2024-03-18 00:00:00,3.34,7.56,OUI,1.4,5,7.56,RATP_Open_Data_2024
Nantes,Transilien,6.88,6.18,3.42,7.55,2024-08-08 00:00:00,8.57,6.1,OUI,5.86,5,8.25,Airparif
Lyon,RER,2.5,2.84,4.59,3.35,2024-02-20 00:00:00,4.26,3.81,0,6.12,50,4.98,Météo-France
Lille,Tramway,1.78,8.4,4.26,8.59,2024-07-18 00:00:00,4.07,2.04,0,3.92,800,5.76,Data.gouv.fr
Marseille,Bus RATP,4.1,8.26,1.69,4.58,2024-10-10 00:00:00,6.39,2.91,1,7.88,120,6.77,Météo-France
Toulouse,Métro,7.32,3.13,7.01,5.3,2024-01-30 00:00:00,1.47,6.05,OUI,1.53,5,5.71,Airparif
Strasbourg,TGV,6.0,3.27,7.72,6.06,2024-06-16 00:00:00,7.42,5.04,NON,6.66,800,8.28,Airparif
Lyon,TER,2.45,5.46,4.47,2.08,2024-12-01 00:00:00,7.6,7.69,OUI,1.21,120,7.0,Météo-France
Paris,TGV,1.34,2.39,6.5,1.4,2024-11-05 00:00:00,4.17,6.44,OUI,7.74,50,2.7,Airparif
Bordeaux,RER,5.86,6.92,2.39,1.68,2024-10-08 00:00:00,6.83,7.36,1,7.95,350,5.23,SNCF_Open_Data
Nice,Bus RATP,7.02,4.45,4.05,4.96,2024-01-19 00:00:00,1.52,4.47,0,7.11,50,1.31,SNCF_Open_Data
Marseille,Transilien,6.73,1.51,5.07,5.25,2024-12-01 00:00:00,2.62,6.6,1,5.95,5,2.5,SNCF_Open_Data
Lyon,Bus RATP,3.19,7.63,3.7,4.57,2024-09-29 00:00:00,4.1,3.1,OUI,7.26,350,4.76,Airparif
Strasbourg,RER,5.94,2.92,5.93,8.68,2024-10-28 00:00:00,3.5,1.53,1,1.75,350,3.48,SNCF_Open_Data
Nice,TGV,2.38,3.47,2.11,5.98,2024-03-24 00:00:00,3.11,8.31,0,1.24,5,2.08,SNCF_Open_Data
Nice,Tramway,2.28,7.7,1.91,4.08,2024-09-17 00:00:00,1.98,2.43,NON,8.61,800,1.79,RATP_Open_Data_2024
Paris,Transilien,2.02,4.96,8.74,5.97,2024-02-01 00:00:00,2.15,4.23,1,6.86,50,5.97,Airparif
Montpellier,Transilien,6.21,8.03,6.87,2.61,2024-05-06 00:00:00,5.13,5.57,0,5.46,350,5.39,Météo-France
Marseille,Tramway,6.97,3.71,5.25,2.19,2024-03-04 00:00:00,8.2,4.27,1,2.15,350,6.73,RATP_Open_Data_2024
Bordeaux,Tramway,5.87,2.21,7.22,5.56,2024-09-23 00:00:00,1.85,7.1,1,8.16,50,5.27,SNCF_Open_Data
Lille,RER,4.86,4.83,1.29,8.7,2024-05-22 00:00:00,6.3,6.18,OUI,4.16,5,2.64,SNCF_Open_Data
Nantes,Tramway,1.96,7.0,8.32,4.57,2024-07-10 00:00:00,2.34,8.47,OUI,5.84,50,4.82,Data.gouv.fr
