col_ville,col_region,col_type_periode,col_creneau_horaire,col_heure_debut,col_type_route,col_type_trafic_dominant,col_nb_vehicules,col_est_heure_pic,col_niveau_congestion,col_vitesse_moyenne_kmh,col_facteur_periode,col_date_scraping,col_source,col_trafic_total,col_nb_heures_pic,col_vitesse_moyenne,col_trafic_moyen_journalier,col_facteur_vs_ouvre,col_heures_pic,col_niveau_encombrement,col_date_analyse,col_trafic_moyen,col_nb_villes_concernees,col_trafic_total_jour,col_heures_congestion,col_rang,col_pourcentage_vs_max
Marseille,Île-de-France,7.81,2.26,7.91,3.09,3.87,2.72,8.56,2.45,45,4.63,2024-09-30 00:00:00,Airparif,6.21,7.13,30,6.29,6.47,5.72,6.39,2024-08-28 00:00:00,5.27,Lille,4.68,5.71,5.88,7.18
Nice,Pays de la Loire,2.97,7.9,1.76,7.55,6.78,4.6,1.91,5.29,80,1.57,2024-12-24 00:00:00,SNCF_Open_Data,8.5,7.05,50,2.54,3.0,2.51,3.51,2024-08-03 00:00:00,8.05,Bordeaux,5.44,1.24,8.31,1.34
Nantes,Occitanie,2.94,3.85,4.16,2.4,4.75,4.31,7.82,4.31,70,8.71,2024-05-14 00:00:00,SNCF_Open_Data,3.98,7.4,30,1.49,2.16,6.03,6.02,2024-02-01 00:00:00,8.44,Toulouse,1.66,6.34,2.91,2.51
Montpellier,Occitanie,6.19,7.96,5.18,2.05,2.43,3.9,8.09,8.17,45,3.36,2024-03-31 00:00:00,Météo-France,7.86,3.76,130,4.88,3.37,7.54,2.56,2024-07-03 00:00:00,2.17,Paris,2.77,4.73,1.27,4.16
Nice,Normandie,7.67,2.56,2.55,4.65,2.43,7.83,2.81,1.64,30,5.62,2024-08-11 00:00:00,Météo-France,1.83,6.69,50,5.33,5.91,7.48,5.02,2024-04-20 00:00:00,6.74,Bordeaux,2.74,1.35,7.23,2.09
Bordeaux,Pays de la Loire,4.45,4.49,7.11,4.01,7.44,5.6,5.47,6.26,30,2.94,2024-02-25 00:00:00,SNCF_Open_Data,3.83,4.35,130,8.62,7.43,6.78,3.41,2024-04-12 00:00:00,1.78,Paris,8.42,8.25,6.33,4.38
Paris,Normandie,7.74,6.03,2.1,4.46,3.37,2.28,6.39,8.32,50,2.44,2024-08-05 00:00:00,RATP_Open_Data_2024,2.3,1.34,30,6.88,7.34,3.48,5.89,2024-01-18 00:00:00,3.43,Montpellier,1.55,1.64,6.51,7.77
Montpellier,Hauts-de-France,6.85,4.61,6.43,2.78,1.8,7.67,1.63,3.74,45,8.78,2024-12-25 00:00:00,Airparif,3.75,1.26,110,1.79,6.62,6.51,8.8,2024-08-05 00:00:00,3.79,Lille,8.31,4.65,1.67,7.73
Strasbourg,Île-de-France,4.06,7.61,4.3,8.5,5.72,6.2,4.86,8.76,70,6.64,2024-08-03 00:00:00,Airparif,1.46,5.01,30,3.9,1.54,8.12,5.21,2024-06-28 00:00:00,3.91,Strasbourg,2.15,6.45,4.23,8.72
Lille,Bretagne,1.54,7.59,8.17,1.76,6.39,6.67,7.29,5.68,70,5.27,2024-09-18 00:00:00,SNCF_Open_Data,5.53,6.71,70,6.49,1.47,4.66,5.03,2024-03-02 00:00:00,3.46,Strasbourg,7.92,2.02,4.74,6.01
Marseille,Normandie,4.63,2.79,2.69,6.83,7.02,3.35,6.0,8.21,30,6.66,2024-05-24 00:00:00,Data.gouv.fr,5.64,4.77,130,4.79,7.35,1.72,5.29,2024-11-17 00:00:00,6.35,Marseille,3.65,7.01,5.26,2.87
Nantes,Bretagne,8.25,5.01,7.99,6.93,2.61,1.39,7.67,6.71,110,2.49,2024-07-06 00:00:00,SNCF_Open_Data,4.14,6.44,80,8.02,4.73,2.73,6.01,2024-04-10 00:00:00,7.5,Bordeaux,1.58,7.18,8.76,3.94
Bordeaux,Nouvelle-Aquitaine,2.31,4.33,2.24,5.08,3.15,3.76,7.55,5.6,45,8.32,2024-01-16 00:00:00,SNCF_Open_Data,7.42,3.32,70,3.05,1.26,2.57,5.41,2024-05-30 00:00:00,4.29,Bordeaux,5.24,5.59,6.11,8.01
Lyon,Auvergne-Rhône-Alpes,7.79,6.88,8.4,5.28,8.16,5.24,4.22,2.68,30,5.62,2024-12-20 00:00:00,Data.gouv.fr,5.41,3.23,45,6.17,2.51,7.76,1.43,2024-08-13 00:00:00,7.97,Montpellier,4.3,5.31,2.09,4.81
Strasbourg,Nouvelle-Aquitaine,2.1,1.98,7.75,1.87,6.68,4.69,6.06,7.92,130,7.72,2024-03-09 00:00:00,Météo-France,2.64,8.17,45,6.75,4.92,3.52,2.96,2024-08-25 00:00:00,5.86,Lyon,3.36,8.38,1.7,5.38
Toulouse,Occitanie,6.12,4.44,6.55,7.66,7.81,6.49,5.45,5.14,110,4.98,2024-05-03 00:00:00,Météo-France,8.49,1.91,30,3.1,4.72,6.04,6.74,2024-12-04 00:00:00,6.46,Nice,6.17,5.9,3.28,5.91
Marseille,Provence-Alpes-Côte d'Azur,8.61,4.18,7.78,4.65,2.14,2.99,7.66,3.69,70,5.34,2024-09-13 00:00:00,SNCF_Open_Data,1.25,5.96,70,8.79,5.97,6.68,5.57,2024-05-04 00:00:00,7.9,Strasbourg,3.96,7.92,2.96,6.23
Lyon,Hauts-de-France,2.5,3.95,3.66,4.33,2.39,6.26,2.45,3.56,70,2.01,2024-03-08 00:00:00,SNCF_Open_Data,7.75,8.3,45,4.3,6.53,7.39,8.52,2024-05-29 00:00:00,2.53,Nantes,8.1,2.82,1.64,4.82
Marseille,Bretagne,2.09,4.85,4.21,7.6,2.72,8.37,2.75,3.42,45,3.7,2024-05-31 00:00:00,Météo-France,3.3,2.34,50,7.09,6.05,4.25,8.3,2024-06-09 00:00:00,6.5,Marseille,6.88,1.29,4.76,6.57
Strasbourg,Bretagne,3.11,3.69,2.77,1.88,1.34,5.19,2.67,2.24,110,6.84,2024-11-14 00:00:00,Météo-France,1.34,4.88,80,2.21,8.34,5.32,5.94,2024-10-14 00:00:00,2.39,Bordeaux,4.54,7.34,3.61,4.78
Lyon,Île-de-France,7.3,3.03,4.06,7.13,6.24,8.73,2.1,2.67,130,6.46,2024-08-17 00:00:00,Airparif,4.7,4.0,110,5.2,8.01,7.3,7.29,2024-05-30 00:00:00,6.42,Montpellier,2.38,7.75,1.84,3.06
Montpellier,Bretagne,2.66,7.4,4.05,8.09,8.39,3.25,4.32,5.28,45,5.79,2024-02-15 00:00:00,Météo-France,6.79,5.71,70,5.29,3.51,3.06,7.8,2024-03-24 00:00:00,6.46,Nantes,6.13,2.75,1.28,4.46
Lyon,Grand Est,5.46,8.08,6.57,2.75,4.75,4.14,7.04,1.51,30,2.23,2024-09-08 00:00:00,Météo-France,5.1,3.64,70,6.85,8.67,4.61,7.11,2024-12-11 00:00:00,6.14,Nice,5.1,4.71,6.42,7.14
Paris,Normandie,1.54,6.49,2.9,4.98,7.13,4.83,7.66,6.54,45,4.12,2024-07-10 00:00:00,RATP_Open_Data_2024,1.32,4.94,70,8.15,3.89,7.77,8.51,2024-09-09 00:00:00,2.38,Nantes,5.87,5.5,5.95,5.37
Nantes,Occitanie,5.52,2.29,1.92,4.07,2.47,4.79,6.5,4.1,30,5.53,2024-08-09 00:00:00,Airparif,1.37,6.99,45,4.51,2.02,6.75,5.21,2024-06-01 00:00:00,2.37,Strasbourg,8.72,3.23,5.95,3.49
Nantes,Normandie,6.91,4.37,5.82,2.73,1.3,4.4,2.92,3.09,80,3.45,2024-01-01 00:00:00,Météo-France,7.79,8.57,30,5.58,1.56,7.62,1.9,2024-06-17 00:00:00,8.28,Nice,8.77,7.04,7.47,2.13
Paris,Hauts-de-France,7.62,3.96,6.51,6.49,2.88,2.77,4.99,6.14,70,2.92,2024-07-24 00:00:00,RATP_Open_Data_2024,1.56,4.89,50,1.32,5.6,4.62,6.64,2024-12-15 00:00:00,6.08,Bordeaux,2.61,8.17,3.09,1.32
Lyon,Bretagne,7.98,5.7,5.62,5.56,4.32,4.59,6.0,8.31,130,4.81,2024-06-23 00:00:00,RATP_Open_Data_2024,7.34,7.88,70,4.9,5.48,7.46,3.52,2024-12-26 00:00:00,3.73,Nantes,2.5,5.78,7.51,1.45
Nice,Normandie,6.42,4.21,4.52,8.03,3.18,1.78,3.48,2.29,70,5.15,2024-08-12 00:00:00,Météo-France,5.69,3.87,45,2.82,6.49,3.8,2.52,2024-05-31 00:00:00,2.67,Bordeaux,8.04,4.55,2.54,5.63
Lille,Nouvelle-Aquitaine,4.49,4.58,8.01,1.52,4.09,4.01,6.36,6.4,130,6.36,2024-04-15 00:00:00,RATP_Open_Data_2024,1.27,7.17,130,2.08,2.77,6.69,5.73,2024-01-07 00:00:00,1.46,Lille,4.72,4.43,4.85,8.06
Strasbourg,Occitanie,1.83,4.43,1.43,5.44,3.18,5.4,2.43,4.42,130,6.25,2024-03-03 00:00:00,SNCF_Open_Data,2.21,2.0,45,6.4,6.26,3.58,2.57,2024-01-22 00:00:00,1.56,Paris,1.66,8.67,8.09,1.21
Nice,Hauts-de-France,5.95,2.42,3.23,2.43,5.52,4.27,1.57,8.6,45,8.7,2024-01-17 00:00:00,Météo-France,7.44,3.5,110,2.67,5.15,6.55,6.44,2024-05-19 00:00:00,4.48,Bordeaux,1.26,1.38,1.8,7.86
Paris,Bretagne,6.09,6.57,7.6,6.7,6.0,2.94,7.55,5.58,50,3.07,2024-01-22 00:00:00,SNCF_Open_Data,5.19,2.33,45,2.63,3.81,1.58,7.2,2024-11-17 00:00:00,1.45,Strasbourg,6.46,4.88,8.13,7.56
Toulouse,Nouvelle-Aquitaine,6.46,5.12,1.33,3.37,5.01,4.08,5.21,7.06,30,5.82,2024-09-03 00:00:00,Airparif,3.78,8.27,50,4.53,3.59,3.2,3.13,2024-05-03 00:00:00,4.82,Montpellier,7.18,2.81,7.15,7.25
Bordeaux,Provence-Alpes-Côte d'Azur,2.2,2.44,4.82,2.63,3.71,5.98,5.12,4.76,70,2.41,2024-05-10 00:00:00,RATP_Open_Data_2024,4.4,4.63,30,6.28,3.71,2.27,3.32,2024-11-11 00:00:00,5.93,Nantes,7.6,8.4,2.77,7.75
Nantes,Normandie,1.23,2.46,8.21,4.63,8.26,7.07,7.66,8.79,110,2.58,2024-04-30 00:00:00,Data.gouv.fr,2.34,3.57,130,4.91,6.22,4.72,1.58,2024-01-25 00:00:00,6.51,Strasbourg,1.59,5.12,8.43,8.8
Nantes,Bretagne,3.23,6.64,1.29,3.14,2.95,6.29,5.78,4.4,50,7.94,2024-08-19 00:00:00,Météo-France,1.82,4.62,45,3.58,2.55,5.4,2.22,2024-08-06 00:00:00,4.25,Marseille,5.24,4.18,7.93,5.42
Nantes,Bretagne,4.45,5.39,2.84,7.4,6.6,5.21,8.41,7.39,45,2.24,2024-10-13 00:00:00,Data.gouv.fr,4.44,6.95,45,8.56,3.85,3.07,2.99,2024-08-28 00:00:00,3.15,Paris,3.02,3.58,3.87,1.76
Strasbourg,Normandie,4.72,6.42,1.27,5.99,7.05,3.04,1.4,6.95,70,6.39,2024-03-06 00:00:00,Airparif,1.31,5.16,45,6.65,6.65,6.98,4.89,2024-06-21 00:00:00,4.76,Lille,5.8,4.64,1.69,2.08
Lille,Nouvelle-Aquitaine,5.71,5.21,8.04,2.01,1.65,4.77,6.33,3.91,30,5.45,2024-12-12 00:00:00,Airparif,7.81,5.53,80,8.47,2.55,8.26,6.76,2024-11-03 00:00:00,2.85,Montpellier,1.91,1.42,5.06,4.75
Paris,Île-de-France,4.6,1.22,8.19,2.82,8.06,6.85,4.03,5.93,30,3.83,2024-12-22 00:00:00,Data.gouv.fr,8.21,5.08,130,1.38,1.44,7.97,7.46,2024-04-23 00:00:00,5.97,Nice,1.5,5.32,1.4,4.01
Strasbourg,Pays de la Loire,7.93,4.75,7.55,4.05,6.17,6.82,3.86,7.87,30,5.55,2024-10-19 00:00:00,Data.gouv.fr,4.87,7.5,30,1.51,5.74,2.3,4.41,2024-02-05 00:00:00,2.79,Nice,8.63,8.77,3.04,6.74
Marseille,Grand Est,5.87,3.39,7.3,4.9,4.26,3.0,5.49,6.75,110,3.17,2024-03-31 00:00:00,Data.gouv.fr,7.23,2.11,45,5.12,1.25,3.79,7.9,2024-05-21 00:00:00,4.63,Strasbourg,7.44,6.18,4.23,8.33
Lille,Grand Est,6.73,7.24,8.58,3.28,5.68,8.11,7.56,1.42,80,3.71,2024-07-07 00:00:00,Météo-France,8.75,4.69,130,4.16,6.17,6.25,3.02,2024-12-21 00:00:00,3.46,Strasbourg,3.62,7.73,2.75,1.32
Lyon,Nouvelle-Aquitaine,1.93,4.97,7.08,8.08,4.81,7.87,5.11,7.62,80,3.15,2024-09-09 00:00:00,RATP_Open_Data_2024,5.5,5.53,30,4.25,7.58,1.61,6.68,2024-01-27 00:00:00,8.63,Lyon,1.51,3.92,2.29,4.31
Toulouse,Île-de-France,1.58,2.86,5.51,6.03,4.02,6.8,1.28,8.39,110,8.4,2024-05-14 00:00:00,Data.gouv.fr,5.21,6.45,50,2.23,4.54,7.84,4.45,2024-07-06 00:00:00,7.11,Nantes,1.85,5.6,8.25,1.93
Bordeaux,Pays de la Loire,1.22,5.68,2.12,1.77,5.43,4.91,5.73,4.39,80,5.98,2024-06-23 00:00:00,Data.gouv.fr,4.71,8.59,70,4.13,5.79,6.62,6.11,2024-08-08 00:00:00,7.6,Lille,8.21,4.31,2.08,6.65
Nantes,Occitanie,4.49,3.18,3.73,2.56,1.67,1.77,2.1,3.99,130,2.81,2024-04-03 00:00:00,RATP_Open_Data_2024,7.74,6.25,50,6.67,8.33,6.29,3.13,2024-03-26 00:00:00,3.02,Paris,8.4,3.16,4.43,4.53
Bordeaux,Provence-Alpes-Côte d'Azur,8.47,6.83,1.6,4.61,5.39,6.28,6.3,2.63,110,4.62,2024-09-04 00:00:00,SNCF_Open_Data,1.3,5.95,50,6.27,7.63,4.92,1.67,2024-03-05 00:00:00,2.17,Toulouse,6.66,7.7,4.87,4.07
Nice,Provence-Alpes-Côte d'Azur,2.24,6.48,3.37,2.78,4.77,7.89,6.76,6.35,80,5.32,2024-02-10 00:00:00,Météo-France,4.64,6.57,70,1.32,1.92,4.08,3.06,2024-03-28 00:00:00,3.24,Strasbourg,2.16,4.93,6.52,2.69
Montpellier,Occitanie,6.65,2.09,8.59,2.07,3.71,7.82,3.22,1.34,110,3.66,2024-07-30 00:00:00,Airparif,3.82,3.26,110,8.48,5.74,6.84,1.89,2024-03-15 00:00:00,2.58,Toulouse,4.34,1.53,1.26,6.41
Toulouse,Pays de la Loire,3.03,3.08,5.96,5.76,5.93,4.17,6.02,7.08,50,1.47,2024-01-13 00:00:00,SNCF_Open_Data,5.13,5.13,45,3.0,4.7,5.55,2.61,2024-08-22 00:00:00,1.3,Lyon,6.78,2.07,6.25,7.83
Nantes,Normandie,7.83,2.87,7.45,4.57,4.25,7.17,5.46,8.75,50,5.39,2024-06-22 00:00:00,Data.gouv.fr,4.25,8.47,70,1.24,6.42,4.6,6.81,2024-09-06 00:00:00,5.05,Lille,4.51,2.04,5.26,3.55
Nice,Grand Est,5.88,1.74,4.81,4.4,6.87,5.41,3.78,8.13,50,4.25,2024-11-05 00:00:00,Data.gouv.fr,6.24,8.49,80,5.76,8.12,1.55,7.07,2024-12-19 00:00:00,8.58,Toulouse,1.96,3.46,2.47,6.51
Nantes,Nouvelle-Aquitaine,6.68,6.32,5.3,6.22,3.17,8.05,5.04,2.49,50,2.62,2024-10-29 00:00:00,Data.gouv.fr,1.47,6.27,110,4.35,5.92,8.02,7.24,2024-10-14 00:00:00,7.24,Lyon,1.62,5.71,2.64,2.91
Toulouse,Nouvelle-Aquitaine,3.43,3.87,7.25,2.06,2.8,8.55,8.12,7.12,30,3.58,2024-08-13 00:00:00,RATP_Open_Data_2024,2.59,5.24,50,5.51,7.69,2.47,4.08,2024-10-02 00:00:00,7.74,Montpellier,7.83,8.77,6.14,2.58
Nice,Nouvelle-Aquitaine,2.89,5.45,7.24,6.98,8.0,2.73,3.29,5.6,50,6.56,2024-11-03 00:00:00,Météo-France,6.67,5.37,80,4.73,7.16,2.42,1.89,2024-02-25 00:00:00,1.77,Paris,2.19,3.24,3.12,3.07
Montpellier,Normandie,7.69,7.07,2.73,5.16,1.46,1.87,5.91,2.56,130,3.89,2024-09-08 00:00:00,RATP_Open_Data_2024,8.49,7.62,130,3.51,3.16,5.24,2.34,2024-08-10 00:00:00,7.95,Lille,4.04,6.0,2.19,4.73
Nantes,Pays de la Loire,1.23,4.22,3.22,7.1,1.38,1.87,1.69,5.1,50,5.9,2024-03-28 00:00:00,SNCF_Open_Data,1.2,2.67,80,7.79,6.66,3.46,1.8,2024-07-27 00:00:00,5.19,Bordeaux,5.18,1.91,3.29,1.32
Nice,Occitanie,8.26,1.27,8.02,4.79,5.96,2.55,4.23,5.01,45,2.68,2024-09-24 00:00:00,Airparif,8.78,6.85,45,6.06,5.3,2.14,6.43,2024-07-19 00:00:00,3.54,Strasbourg,7.47,8.28,6.79,8.48
Marseille,Normandie,4.02,4.72,1.79,5.99,6.68,3.72,5.14,5.33,45,2.55,2024-01-12 00:00:00,Météo-France,7.85,8.14,80,4.91,3.39,3.36,3.82,2024-10-10 00:00:00,4.7,Marseille,4.4,8.22,4.41,4.93
Nice,Occitanie,3.56,7.72,6.91,2.37,3.25,1.3,6.71,3.93,50,8.11,2024-02-29 00:00:00,Airparif,5.4,5.25,70,2.78,3.93,4.56,4.91,2024-07-13 00:00:00,7.49,Lille,4.2,8.35,4.12,3.05
Paris,Normandie,6.54,7.04,3.9,4.5,3.19,6.83,1.27,3.22,130,4.43,2024-03-23 00:00:00,SNCF_Open_Data,4.2,2.24,45,4.94,7.63,4.32,1.5,2024-04-08 00:00:00,4.25,Lille,3.6,1.26,3.11,6.31
Nice,Nouvelle-Aquitaine,5.91,3.22,7.71,2.04,5.77,8.01,3.23,3.26,110,7.66,2024-06-13 00:00:00,RATP_Open_Data_2024,3.42,3.5,80,1.98,5.54,7.46,3.16,2024-01-14 00:00:00,2.52,Strasbourg,5.23,6.03,2.49,5.87
Toulouse,Occitanie,3.6,8.69,2.66,3.14,7.85,7.04,4.1,6.91,80,3.82,2024-02-12 00:00:00,RATP_Open_Data_2024,7.84,3.06,30,7.18,5.12,5.8,2.92,2024-04-19 00:00:00,8.32,Nantes,4.93,4.9,4.63,3.91
Lyon,Île-de-France,1.5,7.42,2.82,1.97,4.75,1.52,7.38,3.14,50,5.61,2024-11-06 00:00:00,Météo-France,6.62,5.04,45,4.09,5.54,1.7,5.78,2024-10-31 00:00:00,3.38,Lyon,2.95,3.6,7.23,5.81
Toulouse,Normandie,3.62,2.78,2.31,6.21,2.6,3.06,4.24,5.93,50,7.64,2024-06-22 00:00:00,Airparif,6.28,4.23,45,4.05,2.1,4.62,5.15,2024-03-01 00:00:00,5.72,Lille,1.62,4.92,6.13,4.47
Nantes,Occitanie,1.97,6.56,6.62,4.96,6.02,7.18,7.7,8.63,45,4.32,2024-10-12 00:00:00,Airparif,8.64,5.93,80,3.33,5.9,2.63,1.46,2024-05-24 00:00:00,5.83,Nantes,4.73,4.39,1.42,5.12
Paris,Grand Est,4.53,5.85,1.3,7.31,5.23,1.71,6.39,3.61,45,3.28,2024-04-22 00:00:00,SNCF_Open_Data,7.45,2.64,70,3.76,5.14,3.26,4.02,2024-08-02 00:00:00,3.05,Nantes,8.42,3.19,1.65,3.76
Nantes,Île-de-France,5.75,1.97,2.66,4.51,5.95,5.49,7.27,8.28,110,5.56,2024-04-20 00:00:00,Data.gouv.fr,3.33,5.96,130,6.37,4.38,7.02,3.81,2024-05-14 00:00:00,6.55,Nice,8.35,3.01,7.45,7.29
Toulouse,Pays de la Loire,3.07,6.42,7.77,6.05,6.6,7.93,5.05,1.78,110,6.54,2024-06-24 00:00:00,RATP_Open_Data_2024,2.73,8.57,45,8.69,4.69,1.53,5.27,2024-07-02 00:00:00,1.89,Bordeaux,2.46,2.76,1.4,6.71
Montpellier,Hauts-de-France,2.45,6.89,8.03,7.47,2.64,3.41,7.48,6.26,70,6.43,2024-05-24 00:00:00,Data.gouv.fr,4.16,5.64,45,7.07,6.55,5.51,6.98,2024-04-20 00:00:00,3.41,Lyon,3.98,7.25,1.63,7.17
Bordeaux,Occitanie,5.47,5.59,5.87,6.55,1.99,8.61,4.99,8.07,50,1.9,2024-03-06 00:00:00,Data.gouv.fr,3.8,4.74,70,6.51,8.25,5.95,7.75,2024-04-15 00:00:00,6.33,Nice,2.5,3.42,7.88,1.47
Paris,Occitanie,5.54,4.71,1.99,1.88,2.08,6.68,2.67,8.2,130,6.71,2024-07-21 00:00:00,SNCF_Open_Data,6.96,5.94,70,2.62,1.98,1.66,5.98,2024-11-26 00:00:00,7.88,Toulouse,2.74,1.3,5.12,7.54
Nantes,Nouvelle-Aquitaine,5.25,8.41,5.72,5.06,2.48,6.66,1.57,2.31,130,8.09,2024-01-25 00:00:00,Météo-France,5.51,2.38,50,4.04,2.43,3.61,3.2,2024-06-14 00:00:00,8.55,Bordeaux,3.27,7.7,8.61,8.72
Montpellier,Hauts-de-France,3.41,6.94,5.04,4.46,1.88,6.76,2.92,1.37,45,6.86,2024-06-26 00:00:00,Data.gouv.fr,1.47,2.48,70,6.38,3.52,4.75,6.75,2024-01-20 00:00:00,6.36,Lille,7.19,7.88,3.17,3.34
Lyon,Normandie,2.06,3.68,7.14,2.84,3.85,1.28,5.69,5.03,130,6.11,2024-08-02 00:00:00,RATP_Open_Data_2024,6.81,3.94,45,5.07,7.81,8.43,4.71,2024-07-07 00:00:00,7.89,Lyon,3.75,6.92,3.3,1.69
Strasbourg,Normandie,8.34,3.71,3.4,7.79,6.31,3.26,3.5,4.4,30,4.68,2024-10-03 00:00:00,SNCF_Open_Data,6.5,2.95,80,2.72,1.41,5.18,4.02,2024-09-09 00:00:00,4.85,Montpellier,1.91,4.62,5.96,6.07
Nice,Normandie,2.9,5.93,1.48,1.26,2.61,5.55,1.29,3.9,30,2.67,2024-09-03 00:00:00,RATP_Open_Data_2024,5.17,3.47,110,5.79,3.57,6.89,7.89,2024-12-22 00:00:00,7.7,Toulouse,2.9,5.53,6.72,5.13
Nice,Île-de-France,3.77,4.0,6.36,5.15,2.14,1.32,4.79,8.44,70,8.54,2024-04-10 00:00:00,Airparif,8.66,7.71,45,1.75,2.69,6.8,7.3,2024-11-10 00:00:00,5.54,Montpellier,3.85,6.88,3.45,6.12
Lille,Occitanie,2.72,7.73,1.77,7.23,3.66,1.97,3.86,2.84,30,6.99,2024-08-12 00:00:00,Météo-France,6.56,1.48,130,5.06,8.4,2.79,8.54,2024-08-22 00:00:00,6.02,Lyon,2.37,5.62,5.29,7.67
Marseille,Grand Est,2.35,2.51,3.24,8.48,2.93,7.08,2.58,4.29,80,4.69,2024-04-16 00:00:00,Data.gouv.fr,3.09,5.4,80,6.71,8.22,8.15,4.63,2024-10-17 00:00:00,7.21,Montpellier,4.06,2.18,4.87,6.38
Paris,Nouvelle-Aquitaine,1.47,6.83,6.23,4.49,3.93,7.97,3.46,7.75,110,6.42,2024-06-18 00:00:00,RATP_Open_Data_2024,7.3,8.15,45,4.97,8.53,6.54,7.91,2024-01-06 00:00:00,6.1,Lille,2.59,8.11,5.25,3.39
Lille,Grand Est,2.23,2.59,3.97,7.05,2.57,6.54,5.32,6.39,30,8.76,2024-02-01 00:00:00,Airparif,3.38,4.52,30,2.22,4.27,3.54,2.44,2024-05-11 00:00:00,7.28,Lille,8.55,4.38,4.02,3.31
Lyon,Grand Est,3.61,7.74,1.23,5.91,4.7,3.68,7.93,1.47,50,2.05,2024-03-17 00:00:00,SNCF_Open_Data,2.75,1.57,45,1.42,7.03,3.32,8.38,2024-04-09 00:00:00,1.94,Marseille,2.55,7.71,5.07,2.46
Montpellier,Bretagne,2.07,2.91,1.39,5.9,6.74,3.72,2.66,5.85,70,7.73,2024-02-04 00:00:00,RATP_Open_Data_2024,3.49,7.28,45,1.65,5.59,4.53,6.12,2024-12-24 00:00:00,6.05,Montpellier,3.21,6.21,4.55,7.2
Toulouse,Bretagne,4.1,7.12,2.51,8.12,6.38,2.03,2.98,3.21,80,2.41,2024-03-24 00:00:00,RATP_Open_Data_2024,2.32,4.55,80,8.7,5.76,3.63,8.02,2024-02-24 00:00:00,4.63,Paris,6.65,2.19,2.41,7.3
Paris,Occitanie,4.47,6.97,2.5,8.03,7.71,2.17,2.97,2.94,70,7.67,2024-10-07 00:00:00,RATP_Open_Data_2024,7.76,1.77,110,3.68,4.35,4.46,1.35,2024-09-29 00:00:00,5.07,Nantes,2.44,5.44,4.07,2.87
Lille,Bretagne,5.83,1.7,3.7,6.1,8.79,1.44,2.25,4.17,70,3.1,2024-03-20 00:00:00,RATP_Open_Data_2024,2.2,5.81,70,5.2,5.6,3.86,3.62,2024-12-04 00:00:00,6.07,Nantes,6.77,5.6,3.8,4.39
Bordeaux,Provence-Alpes-Côte d'Azur,6.92,4.8,7.62,8.69,6.0,2.51,5.98,2.24,110,4.62,2024-10-14 00:00:00,RATP_Open_Data_2024,1.77,7.9,130,2.17,1.44,2.71,7.3,2024-03-22 00:00:00,5.27,Lille,7.3,8.18,1.92,1.52
Marseille,Île-de-France,8.36,1.83,3.26,6.4,5.89,2.75,1.49,6.15,110,5.67,2024-12-12 00:00:00,Météo-France,3.07,5.72,45,6.88,6.53,8.34,5.68,2024-06-13 00:00:00,3.53,Montpellier,3.65,6.15,6.47,4.06
Marseille,Auvergne-Rhône-Alpes,4.42,6.04,8.61,7.15,6.83,3.74,3.3,3.45,80,4.25,2024-01-23 00:00:00,Météo-France,3.01,1.52,45,2.34,3.79,5.97,7.68,2024-12-20 00:00:00,8.15,Lille,8.65,7.82,7.5,3.95
Lille,Normandie,7.07,2.24,8.6,3.19,7.5,6.08,1.74,6.52,80,6.45,2024-11-05 00:00:00,RATP_Open_Data_2024,5.61,2.95,130,3.7,1.38,2.83,8.02,2024-06-22 00:00:00,3.05,Lille,5.47,3.32,6.81,5.56
Paris,Pays de la Loire,6.29,1.45,1.77,8.75,7.23,5.03,2.88,7.49,70,8.42,2024-03-10 00:00:00,Airparif,5.56,6.35,30,7.98,5.7,5.03,1.93,2024-08-06 00:00:00,6.82,Montpellier,6.77,6.95,2.41,5.27
Strasbourg,Nouvelle-Aquitaine,1.8,7.11,5.43,8.38,8.18,1.62,4.84,7.1,70,7.59,2024-03-03 00:00:00,Data.gouv.fr,6.67,8.06,45,6.61,4.92,6.6,4.38,2024-04-02 00:00:00,1.64,Marseille,4.22,4.07,6.62,1.29
Toulouse,Auvergne-Rhône-Alpes,2.11,6.1,7.91,3.75,2.86,3.22,4.76,4.53,110,8.35,2024-07-18 00:00:00,RATP_Open_Data_2024,6.73,5.05,30,4.84,8.04,1.36,3.53,2024-08-29 00:00:00,5.08,Montpellier,4.14,7.62,6.29,1.55
Bordeaux,Occitanie,8.09,6.05,7.61,1.92,5.05,7.06,3.52,5.08,110,2.64,2024-06-21 00:00:00,RATP_Open_Data_2024,7.88,1.59,45,1.44,2.31,7.42,7.17,2024-09-19 00:00:00,6.06,Strasbourg,7.95,1.83,3.6,2.96
Nice,Hauts-de-France,5.19,3.68,6.98,5.84,5.19,3.01,2.83,6.35,50,6.98,2024-09-08 00:00:00,Airparif,6.19,2.95,45,2.81,3.57,1.52,7.82,2024-10-01 00:00:00,3.82,Toulouse,5.23,1.41,2.59,8.71
Marseille,Île-de-France,6.46,6.71,1.47,3.08,8.28,5.1,1.61,2.18,130,7.07,2024-03-11 00:00:00,Météo-France,1.48,2.75,45,3.04,2.19,6.17,6.4,2024-08-08 00:00:00,4.18,Paris,8.72,3.88,4.19,3.78
