col_accident_id,col_time_id,col_zone_id,col_lat,col_lon,col_type,col_gravite,col_usager_vulnerable,col_gravite_estimee,col_date_enrichissement
ID_028,ID_028,ID_028,50.659232,-0.990724,1.38,7.91,8.18,2024-06-30 00:00:00,2024-10-19 00:00:00
ID_029,ID_029,ID_029,51.138662,-0.076841,2.65,6.81,4.36,2024-05-09 00:00:00,2024-06-13 00:00:00
ID_030,ID_030,ID_030,50.174991,1.977165,1.39,6.78,6.49,2024-12-17 00:00:00,2024-08-23 00:00:00
ID_031,ID_031,ID_031,48.162431,2.56426,2.25,1.88,1.3,2024-08-29 00:00:00,2024-04-04 00:00:00
ID_032,ID_032,ID_032,51.568976,-0.539723,3.93,3.93,5.31,2024-12-09 00:00:00,2024-02-05 00:00:00
ID_033,ID_033,ID_033,47.755588,0.303974,3.98,2.69,8.32,2024-10-29 00:00:00,2024-08-03 00:00:00
ID_034,ID_034,ID_034,46.778642,0.444646,8.07,2.78,6.29,2024-01-18 00:00:00,2024-08-31 00:00:00
ID_035,ID_035,ID_035,50.478479,3.149601,1.36,3.14,6.2,2024-04-16 00:00:00,2024-01-02 00:00:00
ID_036,ID_036,ID_036,51.587052,3.003385,3.16,5.03,5.09,2024-09-19 00:00:00,2024-11-23 00:00:00
ID_037,ID_037,ID_037,52.611332,0.471421,6.22,2.75,7.43,2024-07-12 00:00:00,2024-12-10 00:00:00
ID_038,ID_038,ID_038,45.70609,2.317328,7.47,6.67,2.59,2024-08-31 00:00:00,2024-10-25 00:00:00
ID_039,ID_039,ID_039,45.090599,-1.009401,1.75,3.96,2.22,2024-03-07 00:00:00,2024-04-12 00:00:00
ID_040,ID_040,ID_040,46.394337,4.563205,5.3,4.62,5.25,2024-04-12 00:00:00,2024-03-12 00:00:00
ID_041,ID_041,ID_041,49.894741,2.575762,6.88,1.8,1.6,2024-05-12 00:00:00,2024-09-17 00:00:00
ID_042,ID_042,ID_042,51.907734,1.758474,5.55,3.59,7.66,2024-07-30 00:00:00,2024-07-07 00:00:00
ID_043,ID_043,ID_043,45.758216,5.544099,4.6,2.96,8.25,2024-10-18 00:00:00,2024-02-21 00:00:00
ID_044,ID_044,ID_044,52.302344,4.864248,8.22,2.26,4.17,2024-02-23 00:00:00,2024-04-03 00:00:00
ID_045,ID_045,ID_045,51.320498,3.26547,2.15,1.24,2.49,2024-10-19 00:00:00,2024-05-30 00:00:00
ID_046,ID_046,ID_046,50.297509,6.29756,6.27,5.23,5.51,2024-04-24 00:00:00,2024-04-02 00:00:00
ID_047,ID_047,ID_047,47.468156,-0.057704,3.81,4.95,5.16,2024-10-18 00:00:00,2024-01-20 00:00:00
ID_048,ID_048,ID_048,49.197008,2.093478,6.53,5.44,4.6,2024-02-28 00:00:00,2024-06-24 00:00:00
ID_049,ID_049,ID_049,48.945101,5.811356,3.33,8.26,2.18,2024-12-15 00:00:00,2024-02-13 00:00:00
ID_050,ID_050,ID_050,49.981958,3.382188,3.37,6.53,2.39,2024-08-03 00:00:00,2024-10-29 00:00:00
ID_051,ID_051,ID_051,44.936022,4.930589,6.6,2.1,2.38,2024-08-02 00:00:00,2024-01-02 00:00:00
ID_052,ID_052,ID_052,50.914507,1.047759,6.35,2.34,1.83,2024-07-04 00:00:00,2024-03-21 00:00:00
ID_053,ID_053,ID_053,45.283326,-0.374624,2.99,8.15,3.25,2024-09-24 00:00:00,2024-06-29 00:00:00
ID_054,ID_054,ID_054,52.644463,1.381596,2.93,7.6,1.53,2024-07-27 00:00:00,2024-03-20 00:00:00
ID_055,ID_055,ID_055,46.263494,1.631803,1.76,2.89,1.62,2024-07-23 00:00:00,2024-01-15 00:00:00
ID_056,ID_056,ID_056,51.821779,3.92482,8.45,4.25,5.4,2024-12-06 00:00:00,2024-04-19 00:00:00
ID_057,ID_057,ID_057,45.598057,3.902519,7.85,6.61,8.17,2024-03-16 00:00:00,2024-07-25 00:00:00
ID_058,ID_058,ID_058,51.17374,-0.988473,3.92,4.18,2.46,2024-04-12 00:00:00,2024-09-24 00:00:00
ID_059,ID_059,ID_059,46.61082,1.907271,5.04,1.62,3.13,2024-09-04 00:00:00,2024-11-03 00:00:00
ID_060,ID_060,ID_060,47.962614,1.929056,8.54,2.23,7.04,2024-01-01 00:00:00,2024-08-19 00:00:00
ID_061,ID_061,ID_061,51.164617,0.636638,3.94,8.76,1.91,2024-11-12 00:00:00,2024-05-26 00:00:00
ID_062,ID_062,ID_062,49.908915,6.013598,1.37,4.69,4.77,2024-09-29 00:00:00,2024-12-08 00:00:00
ID_063,ID_063,ID_063,47.688964,3.509628,3.96,2.51,7.87,2024-11-18 00:00:00,2024-11-09 00:00:00
ID_064,ID_064,ID_064,49.784357,4.752624,7.19,6.4,1.5,2024-09-06 00:00:00,2024-01-02 00:00:00
ID_065,ID_065,ID_065,47.328361,5.094069,7.19,5.73,7.1,2024-01-14 00:00:00,2024-07-14 00:00:00
ID_066,ID_066,ID_066,50.524933,1.648156,8.0,7.5,7.4,2024-07-10 00:00:00,2024-01-22 00:00:00
ID_067,ID_067,ID_067,49.978789,2.736782,4.18,7.83,7.28,2024-05-16 00:00:00,2024-05-02 00:00:00
ID_068,ID_068,ID_068,51.896533,-1.551648,7.71,5.73,7.4,2024-07-20 00:00:00,2024-10-09 00:00:00
ID_069,ID_069,ID_069,50.149577,2.906664,8.45,7.03,3.27,2024-04-01 00:00:00,2024-04-25 00:00:00
ID_070,ID_070,ID_070,48.606806,1.999389,5.82,6.91,8.69,2024-02-16 00:00:00,2024-09-03 00:00:00
ID_071,ID_071,ID_071,51.672753,6.148586,4.48,3.41,1.35,2024-09-20 00:00:00,2024-10-29 00:00:00
ID_072,ID_072,ID_072,46.947564,2.186462,6.7,2.66,2.6,2024-11-25 00:00:00,2024-02-22 00:00:00
ID_073,ID_073,ID_073,47.00707,4.821411,3.18,4.55,8.66,2024-08-17 00:00:00,2024-09-12 00:00:00
ID_074,ID_074,ID_074,52.782978,5.140344,3.69,5.5,3.51,2024-05-11 00:00:00,2024-07-09 00:00:00
ID_075,ID_075,ID_075,48.641418,-1.308139,4.26,6.74,3.18,2024-05-17 00:00:00,2024-10-07 00:00:00
ID_076,ID_076,ID_076,48.234447,-1.174161,6.9,8.45,2.15,2024-10-18 00:00:00,2024-10-31 00:00:00
ID_077,ID_077,ID_077,45.153218,2.360316,1.57,5.6,4.19,2024-10-21 00:00:00,2024-06-25 00:00:00
ID_078,ID_078,ID_078,48.913927,-0.016455,7.81,1.78,6.84,2024-01-26 00:00:00,2024-02-09 00:00:00
ID_079,ID_079,ID_079,48.637353,-1.352478,5.89,6.91,8.25,2024-12-21 00:00:00,2024-01-20 00:00:00
ID_080,ID_080,ID_080,46.647398,0.648328,1.67,8.0,5.84,2024-04-15 00:00:00,2024-02-23 00:00:00
ID_081,ID_081,ID_081,47.093774,2.750403,7.73,4.86,8.52,2024-03-14 00:00:00,2024-06-29 00:00:00
ID_082,ID_082,ID_082,51.939164,5.77942,3.26,6.91,3.3,2024-06-21 00:00:00,2024-01-10 00:00:00
ID_083,ID_083,ID_083,47.975058,-1.193201,2.78,3.64,6.51,2024-11-20 00:00:00,2024-06-19 00:00:00
ID_084,ID_084,ID_084,48.298582,2.934082,6.58,4.01,7.79,2024-03-07 00:00:00,2024-12-06 00:00:00
ID_085,ID_085,ID_085,49.806714,-0.659893,3.72,2.18,7.03,2024-04-05 00:00:00,2024-11-18 00:00:00
ID_086,ID_086,ID_086,51.321329,5.024162,5.75,2.85,6.54,2024-10-22 00:00:00,2024-12-17 00:00:00
ID_087,ID_087,ID_087,49.110821,-0.697691,5.97,8.25,2.04,2024-05-14 00:00:00,2024-08-30 00:00:00
ID_088,ID_088,ID_088,47.270307,3.500131,6.33,6.3,5.13,2024-03-22 00:00:00,2024-09-26 00:00:00
ID_089,ID_089,ID_089,44.93959,-0.672404,3.57,6.23,6.36,2024-02-17 00:00:00,2024-01-15 00:00:00
ID_090,ID_090,ID_090,48.546708,-0.937722,5.45,2.12,5.16,2024-10-03 00:00:00,2024-04-16 00:00:00
ID_091,ID_091,ID_091,45.83928,2.608885,1.53,1.97,6.25,2024-02-23 00:00:00,2024-09-16 00:00:00
ID_092,ID_092,ID_092,47.260173,2.846701,2.99,3.43,6.9,2024-09-07 00:00:00,2024-12-06 00:00:00
ID_093,ID_093,ID_093,50.600262,1.952916,7.47,4.34,3.76,2024-06-22 00:00:00,2024-07-26 00:00:00
ID_094,ID_094,ID_094,46.330202,1.487167,8.33,4.43,1.37,2024-07-11 00:00:00,2024-02-16 00:00:00
ID_095,ID_095,ID_095,49.826922,4.136324,7.4,3.68,6.97,2024-02-06 00:00:00,2024-12-14 00:00:00
ID_096,ID_096,ID_096,50.088376,4.310461,2.42,8.61,2.17,2024-06-13 00:00:00,2024-03-16 00:00:00
ID_097,ID_097,ID_097,47.785305,0.239293,2.13,5.31,5.08,2024-10-19 00:00:00,2024-12-17 00:00:00
ID_098,ID_098,ID_098,49.713933,-0.71503,8.43,3.61,2.31,2024-09-30 00:00:00,2024-02-19 00:00:00
ID_099,ID_099,ID_099,52.516217,3.029015,3.29,5.57,4.39,2024-06-24 00:00:00,2024-08-22 00:00:00
ID_000,ID_000,ID_000,45.621786,3.181403,1.9,3.24,6.65,2024-06-01 00:00:00,2024-02-28 00:00:00
ID_001,ID_001,ID_001,49.806707,2.625748,6.4,8.71,2.44,2024-07-03 00:00:00,2024-11-28 00:00:00
ID_002,ID_002,ID_002,49.764309,-1.171029,8.47,5.62,8.77,2024-10-23 00:00:00,2024-03-12 00:00:00
ID_003,ID_003,ID_003,48.039714,1.516084,3.44,2.15,8.16,2024-05-12 00:00:00,2024-03-06 00:00:00
ID_004,ID_004,ID_004,50.800923,-0.06732,2.36,6.07,5.6,2024-08-15 00:00:00,2024-08-30 00:00:00
ID_005,ID_005,ID_005,50.606392,3.366192,1.48,7.42,1.55,2024-04-11 00:00:00,2024-07-02 00:00:00
ID_006,ID_006,ID_006,45.187249,3.489248,3.42,7.11,5.59,2024-12-12 00:00:00,2024-10-15 00:00:00
ID_007,ID_007,ID_007,48.919091,-0.303658,2.53,2.07,3.53,2024-02-25 00:00:00,2024-05-09 00:00:00
ID_008,ID_008,ID_008,49.124468,3.934933,5.75,7.83,8.58,2024-06-01 00:00:00,2024-10-17 00:00:00
ID_009,ID_009,ID_009,52.618757,6.176514,4.11,5.98,8.58,2024-04-13 00:00:00,2024-03-16 00:00:00
ID_010,ID_010,ID_010,45.236291,-0.413737,7.97,7.33,5.79,2024-01-10 00:00:00,2024-10-19 00:00:00
ID_011,ID_011,ID_011,51.849871,2.774523,3.88,7.18,7.43,2024-12-24 00:00:00,2024-12-20 00:00:00
ID_012,ID_012,ID_012,50.063987,2.360359,4.35,3.7,1.61,2024-01-12 00:00:00,2024-01-27 00:00:00
ID_013,ID_013,ID_013,52.574063,-0.63611,8.47,7.57,5.97,2024-05-12 00:00:00,2024-05-03 00:00:00
ID_014,ID_014,ID_014,52.660056,5.727863,4.46,4.91,6.99,2024-06-29 00:00:00,2024-11-19 00:00:00
ID_015,ID_015,ID_015,49.72854,5.518356,8.79,3.68,6.18,2024-07-14 00:00:00,2024-04-07 00:00:00
ID_016,ID_016,ID_016,48.303441,3.411929,6.62,4.76,5.28,2024-06-25 00:00:00,2024-01-13 00:00:00
ID_017,ID_017,ID_017,47.669677,5.256916,5.41,7.23,7.34,2024-02-13 00:00:00,2024-01-13 00:00:00
ID_018,ID_018,ID_018,47.113958,3.333789,7.03,3.79,7.79,2024-12-26 00:00:00,2024-09-07 00:00:00
ID_019,ID_019,ID_019,52.384068,5.729223,1.98,2.71,7.86,2024-07-24 00:00:00,2024-05-22 00:00:00
ID_020,ID_020,ID_020,52.283435,0.046526,5.59,6.19,4.58,2024-04-21 00:00:00,2024-11-25 00:00:00
ID_021,ID_021,ID_021,50.702699,4.656004,7.41,4.61,7.03,2024-12-03 00:00:00,2024-09-20 00:00:00
ID_022,ID_022,ID_022,45.785496,-0.920203,3.49,5.39,7.96,2024-03-30 00:00:00,2024-04-10 00:00:00
ID_023,ID_023,ID_023,44.950453,-0.847056,2.82,6.19,8.61,2024-06-01 00:00:00,2024-10-18 00:00:00
ID_024,ID_024,ID_024,49.634883,2.952902,2.81,3.35,8.01,2024-06-27 00:00:00,2024-02-28 00:00:00
ID_025,ID_025,ID_025,49.7996,2.575357,5.61,6.0,8.35,2024-08-02 00:00:00,2024-03-18 00:00:00
ID_026,ID_026,ID_026,46.976498,2.417967,1.71,3.54,7.31,2024-07-10 00:00:00,2024-09-26 00:00:00
ID_027,ID_027,ID_027,46.667766,0.419261,2.52,6.89,3.89,2024-11-07 00:00:00,2024-05-10 00:00:00
ID_028,ID_028,ID_028,49.571188,5.332415,3.06,5.03,6.51,2024-11-24 00:00:00,2024-08-01 00:00:00
ID_029,ID_029,ID_029,45.846505,5.329172,2.0,7.52,7.56,2024-11-04 00:00:00,2024-02-26 00:00:00
ID_030,ID_030,ID_030,47.168164,5.259939,2.1,5.71,7.22,2024-10-06 00:00:00,2024-07-02 00:00:00
ID_031,ID_031,ID_031,45.381132,-0.605447,8.14,1.67,4.49,2024-01-11 00:00:00,2024-01-21 00:00:00
ID_032,ID_032,ID_032,47.069215,3.595239,1.38,2.62,4.87,2024-08-23 00:00:00,2024-04-26 00:00:00
ID_033,ID_033,ID_033,47.383214,3.059301,8.66,2.19,4.62,2024-03-03 00:00:00,2024-08-11 00:00:00
ID_034,ID_034,ID_034,49.999045,-1.070273,3.52,3.47,6.92,2024-04-12 00:00:00,2024-08-01 00:00:00
ID_035,ID_035,ID_035,52.245302,-1.644206,2.87,5.92,5.87,2024-04-15 00:00:00,2024-02-08 00:00:00
ID_036,ID_036,ID_036,47.880773,4.527236,7.94,2.96,5.98,2024-03-07 00:00:00,2024-08-20 00:00:00
ID_037,ID_037,ID_037,52.078235,-0.073825,4.28,6.2,8.44,2024-01-07 00:00:00,2024-02-02 00:00:00
ID_038,ID_038,ID_038,48.948377,1.589589,3.53,6.08,5.94,2024-12-06 00:00:00,2024-06-14 00:00:00
ID_039,ID_039,ID_039,48.80603,5.89654,2.04,7.63,4.32,2024-01-13 00:00:00,2024-11-13 00:00:00
ID_040,ID_040,ID_040,50.014575,4.079052,3.17,5.16,5.95,2024-03-05 00:00:00,2024-07-22 00:00:00
ID_041,ID_041,ID_041,52.329235,1.980527,7.18,2.33,1.6,2024-12-24 00:00:00,2024-10-04 00:00:00
ID_042,ID_042,ID_042,51.844902,1.922087,3.77,4.93,6.2,2024-11-16 00:00:00,2024-12-26 00:00:00
ID_043,ID_043,ID_043,51.065465,5.031433,7.23,2.38,1.36,2024-11-01 00:00:00,2024-07-26 00:00:00
ID_044,ID_044,ID_044,48.375931,-1.167235,3.0,5.42,1.64,2024-04-08 00:00:00,2024-08-22 00:00:00
ID_045,ID_045,ID_045,50.977851,0.843503,8.19,1.74,7.42,2024-08-26 00:00:00,2024-10-03 00:00:00
ID_046,ID_046,ID_046,50.572553,1.906042,2.19,6.74,6.62,2024-10-05 00:00:00,2024-08-13 00:00:00
ID_047,ID_047,ID_047,47.93082,1.420476,2.65,3.85,6.49,2024-06-19 00:00:00,2024-11-25 00:00:00
ID_048,ID_048,ID_048,50.834654,1.233767,2.23,5.48,7.93,2024-01-06 00:00:00,2024-03-15 00:00:00
ID_049,ID_049,ID_049,46.033353,5.404902,2.91,8.19,2.56,2024-09-20 00:00:00,2024-05-19 00:00:00
ID_050,ID_050,ID_050,48.376054,2.24193,7.53,3.86,3.55,2024-08-25 00:00:00,2024-01-18 00:00:00
ID_051,ID_051,ID_051,46.176393,1.14041,2.6,7.13,6.92,2024-04-30 00:00:00,2024-09-14 00:00:00
ID_052,ID_052,ID_052,46.970506,1.825988,7.52,7.97,8.22,2024-12-09 00:00:00,2024-08-02 00:00:00
ID_053,ID_053,ID_053,52.798435,3.169169,8.34,2.24,1.38,2024-08-24 00:00:00,2024-03-20 00:00:00
ID_054,ID_054,ID_054,49.244164,6.128713,2.58,2.8,6.5,2024-01-01 00:00:00,2024-01-01 00:00:00
ID_055,ID_055,ID_055,51.654037,2.04087,4.55,7.16,3.67,2024-09-30 00:00:00,2024-06-10 00:00:00
ID_056,ID_056,ID_056,50.314966,2.869499,7.31,3.25,6.41,2024-06-19 00:00:00,2024-09-21 00:00:00
ID_057,ID_057,ID_057,46.083893,4.610359,1.64,1.31,1.59,2024-02-20 00:00:00,2024-03-10 00:00:00
ID_058,ID_058,ID_058,47.843184,-0.276589,7.55,2.16,3.5,2024-02-19 00:00:00,2024-05-04 00:00:00
ID_059,ID_059,ID_059,49.679109,2.126828,5.87,2.5,6.36,2024-12-15 00:00:00,2024-10-04 00:00:00
ID_060,ID_060,ID_060,48.375498,0.940924,7.43,4.6,1.92,2024-10-03 00:00:00,2024-09-05 00:00:00
ID_061,ID_061,ID_061,46.530873,3.56165,2.22,1.55,7.32,2024-02-12 00:00:00,2024-05-12 00:00:00
ID_062,ID_062,ID_062,46.752657,0.993199,2.37,4.28,5.16,2024-02-23 00:00:00,2024-08-14 00:00:00
ID_063,ID_063,ID_063,45.446539,-0.743109,5.66,7.78,8.05,2024-04-20 00:00:00,2024-01-11 00:00:00
ID_064,ID_064,ID_064,47.956779,-0.75636,8.58,8.24,3.15,2024-06-15 00:00:00,2024-07-23 00:00:00
ID_065,ID_065,ID_065,51.695732,1.174869,3.36,7.72,8.09,2024-03-15 00:00:00,2024-10-04 00:00:00
ID_066,ID_066,ID_066,47.473594,5.947207,1.95,3.55,2.66,2024-06-18 00:00:00,2024-06-09 00:00:00
ID_067,ID_067,ID_067,51.531524,0.830986,7.27,7.43,2.23,2024-01-19 00:00:00,2024-04-22 00:00:00
ID_068,ID_068,ID_068,52.241197,0.832356,3.06,8.08,4.99,2024-12-24 00:00:00,2024-09-18 00:00:00
ID_069,ID_069,ID_069,49.73449,-0.252891,4.04,3.57,3.25,2024-09-09 00:00:00,2024-07-27 00:00:00
ID_070,ID_070,ID_070,49.480954,0.437374,7.45,6.44,1.46,2024-06-21 00:00:00,2024-06-14 00:00:00
ID_071,ID_071,ID_071,50.667462,4.733621,2.03,1.38,3.91,2024-12-24 00:00:00,2024-04-01 00:00:00
ID_072,ID_072,ID_072,50.722199,-0.699833,4.86,4.9,1.27,2024-02-19 00:00:00,2024-07-20 00:00:00
ID_073,ID_073,ID_073,47.297905,3.267652,8.18,4.2,8.76,2024-04-10 00:00:00,2024-03-16 00:00:00
ID_074,ID_074,ID_074,50.500992,5.08531,4.53,5.48,3.28,2024-11-23 00:00:00,2024-02-24 00:00:00
ID_075,ID_075,ID_075,50.872271,0.211671,7.4,1.43,6.16,2024-02-17 00:00:00,2024-06-18 00:00:00
ID_076,ID_076,ID_076,52.054622,3.95697,4.95,8.13,7.6,2024-12-12 00:00:00,2024-12-23 00:00:00
ID_077,ID_077,ID_077,47.097188,3.757554,8.03,7.13,5.73,2024-07-23 00:00:00,2024-04-10 00:00:00
ID_078,ID_078,ID_078,44.977545,3.45128,7.13,2.24,1.91,2024-07-31 00:00:00,2024-11-08 00:00:00
ID_079,ID_079,ID_079,50.094565,2.973954,3.62,2.58,7.1,2024-05-21 00:00:00,2024-04-09 00:00:00
ID_080,ID_080,ID_080,46.021993,4.724873,2.28,6.46,2.0,2024-05-22 00:00:00,2024-03-16 00:00:00
ID_081,ID_081,ID_081,47.79772,2.727356,6.35,7.48,7.03,2024-04-17 00:00:00,2024-03-09 00:00:00
ID_082,ID_082,ID_082,50.3936,4.812443,8.64,8.61,3.1,2024-12-25 00:00:00,2024-02-23 00:00:00
ID_083,ID_083,ID_083,50.972652,5.011215,3.0,2.71,6.84,2024-05-22 00:00:00,2024-08-18 00:00:00
ID_084,ID_084,ID_084,48.522838,2.037199,6.24,4.35,4.57,2024-03-10 00:00:00,2024-07-05 00:00:00
ID_085,ID_085,ID_085,49.932747,4.607142,5.73,7.96,4.18,2024-02-07 00:00:00,2024-04-25 00:00:00
ID_086,ID_086,ID_086,50.220672,0.153358,1.54,6.15,2.17,2024-01-08 00:00:00,2024-09-07 00:00:00
ID_087,ID_087,ID_087,45.426147,0.035342,4.64,6.64,3.96,2024-07-25 00:00:00,2024-10-11 00:00:00
ID_088,ID_088,ID_088,49.342485,3.158412,5.56,5.64,5.58,2024-06-05 00:00:00,2024-03-07 00:00:00
ID_089,ID_089,ID_089,50.117847,2.35751,3.78,3.93,1.82,2024-12-02 00:00:00,2024-02-16 00:00:00
ID_090,ID_090,ID_090,50.54387,3.927655,8.66,8.77,4.86,2024-09-19 00:00:00,2024-06-13 00:00:00
ID_091,ID_091,ID_091,50.648711,-1.51452,4.44,5.15,7.82,2024-03-17 00:00:00,2024-11-10 00:00:00
ID_092,ID_092,ID_092,50.633169,4.548141,6.59,6.72,2.93,2024-10-21 00:00:00,2024-01-13 00:00:00
ID_093,ID_093,ID_093,51.043759,4.509721,3.66,2.8,2.87,2024-01-16 00:00:00,2024-09-23 00:00:00
ID_094,ID_094,ID_094,46.042096,-0.145069,7.78,7.74,7.89,2024-02-01 00:00:00,2024-03-28 00:00:00
ID_095,ID_095,ID_095,50.830151,2.783991,3.44,4.47,5.76,2024-09-09 00:00:00,2024-02-14 00:00:00
ID_096,ID_096,ID_096,46.018345,-0.683994,1.68,6.78,8.56,2024-06-18 00:00:00,2024-06-30 00:00:00
ID_097,ID_097,ID_097,50.587398,1.223428,5.91,7.72,3.22,2024-12-08 00:00:00,2024-12-12 00:00:00
ID_098,ID_098,ID_098,52.099851,1.96689,6.18,3.15,4.01,2024-12-16 00:00:00,2024-06-07 00:00:00
ID_099,ID_099,ID_099,52.069757,1.874124,3.6,3.45,1.55,2024-02-18 00:00:00,2024-08-29 00:00:00
ID_000,ID_000,ID_000,47.818465,-0.555753,3.6,6.98,2.68,2024-09-26 00:00:00,2024-09-07 00:00:00
ID_001,ID_001,ID_001,51.661076,1.532793,5.71,5.01,2.63,2024-12-19 00:00:00,2024-09-16 00:00:00
ID_002,ID_002,ID_002,50.389934,1.216077,4.64,2.19,6.92,2024-05-16 00:00:00,2024-10-14 00:00:00
ID_003,ID_003,ID_003,49.213216,-1.460954,5.93,6.45,2.94,2024-05-12 00:00:00,2024-07-03 00:00:00
ID_004,ID_004,ID_004,45.854473,-0.582771,5.89,6.82,4.24,2024-02-16 00:00:00,2024-09-24 00:00:00
ID_005,ID_005,ID_005,45.84137,5.964245,4.49,1.64,5.79,2024-11-28 00:00:00,2024-07-01 00:00:00
ID_006,ID_006,ID_006,47.664661,5.26013,8.46,1.48,2.09,2024-08-28 00:00:00,2024-05-25 00:00:00
ID_007,ID_007,ID_007,49.10797,-0.054421,2.48,3.75,8.44,2024-03-04 00:00:00,2024-07-09 00:00:00
ID_008,ID_008,ID_008,51.236231,-1.346861,2.27,5.2,2.93,2024-10-15 00:00:00,2024-03-03 00:00:00
ID_009,ID_009,ID_009,47.749948,0.094305,7.67,3.53,7.54,2024-12-11 00:00:00,2024-07-25 00:00:00
ID_010,ID_010,ID_010,46.103983,5.560211,8.48,6.4,5.52,2024-02-05 00:00:00,2024-07-16 00:00:00
ID_011,ID_011,ID_011,49.45037,2.187404,1.43,2.65,5.83,2024-09-19 00:00:00,2024-06-11 00:00:00
ID_012,ID_012,ID_012,50.814524,0.507515,2.65,8.36,7.32,2024-12-22 00:00:00,2024-08-13 00:00:00
ID_013,ID_013,ID_013,52.115709,0.024034,1.37,8.38,7.16,2024-03-02 00:00:00,2024-07-10 00:00:00
ID_014,ID_014,ID_014,51.310566,-0.657094,2.34,8.42,3.14,2024-06-05 00:00:00,2024-02-17 00:00:00
ID_015,ID_015,ID_015,49.929546,-1.538969,4.47,2.66,3.71,2024-06-22 00:00:00,2024-02-01 00:00:00
ID_016,ID_016,ID_016,48.463205,-1.112991,1.45,1.4,4.97,2024-11-17 00:00:00,2024-02-23 00:00:00
ID_017,ID_017,ID_017,47.116437,2.552022,5.59,7.36,2.8,2024-11-07 00:00:00,2024-08-07 00:00:00
ID_018,ID_018,ID_018,47.632418,0.162142,3.45,4.64,4.7,2024-05-20 00:00:00,2024-04-27 00:00:00
ID_019,ID_019,ID_019,51.907288,-0.75985,2.2,5.53,6.15,2024-11-30 00:00:00,2024-01-14 00:00:00
ID_020,ID_020,ID_020,52.497292,-1.172626,1.78,7.2,3.28,2024-03-12 00:00:00,2024-10-09 00:00:00
ID_021,ID_021,ID_021,52.298474,5.617178,4.5,5.35,7.47,2024-01-28 00:00:00,2024-06-04 00:00:00
ID_022,ID_022,ID_022,50.119665,5.82804,2.72,2.57,7.85,2024-09-05 00:00:00,2024-04-11 00:00:00
ID_023,ID_023,ID_023,45.752385,-1.306732,3.14,3.86,4.52,2024-08-08 00:00:00,2024-12-26 00:00:00
ID_024,ID_024,ID_024,49.748749,3.217144,2.78,6.89,2.97,2024-08-09 00:00:00,2024-02-08 00:00:00
ID_025,ID_025,ID_025,48.289552,2.411869,5.16,5.47,6.61,2024-01-14 00:00:00,2024-09-10 00:00:00
ID_026,ID_026,ID_026,52.186946,-0.077885,2.27,6.0,5.6,2024-05-10 00:00:00,2024-01-14 00:00:00
ID_027,ID_027,ID_027,47.327093,-0.495171,1.85,3.17,3.1,2024-11-30 00:00:00,2024-07-28 00:00:00
ID_028,ID_028,ID_028,48.550651,0.450664,3.11,7.42,2.03,2024-12-24 00:00:00,2024-08-12 00:00:00
ID_029,ID_029,ID_029,47.18276,2.960791,5.69,4.42,5.37,2024-09-15 00:00:00,2024-12-13 00:00:00
ID_030,ID_030,ID_030,48.566644,-0.318404,6.2,5.09,5.49,2024-03-12 00:00:00,2024-11-14 00:00:00
ID_031,ID_031,ID_031,49.203999,4.809128,2.03,5.0,7.44,2024-02-02 00:00:00,2024-05-05 00:00:00
ID_032,ID_032,ID_032,50.717093,2.242856,4.65,3.73,4.93,2024-05-29 00:00:00,2024-06-23 00:00:00
ID_033,ID_033,ID_033,47.542478,4.306499,2.36,3.13,8.41,2024-11-28 00:00:00,2024-12-26 00:00:00
ID_034,ID_034,ID_034,46.635661,2.063337,3.66,5.87,4.55,2024-02-10 00:00:00,2024-03-25 00:00:00
ID_035,ID_035,ID_035,49.35965,1.248052,1.29,8.01,2.78,2024-10-07 00:00:00,2024-08-31 00:00:00
ID_036,ID_036,ID_036,50.69476,6.150524,4.03,1.28,5.54,2024-07-31 00:00:00,2024-02-02 00:00:00
ID_037,ID_037,ID_037,45.160489,5.234799,4.32,2.67,4.64,2024-01-13 00:00:00,2024-07-21 00:00:00
ID_038,ID_038,ID_038,50.696447,-1.590864,8.28,7.93,6.23,2024-01-20 00:00:00,2024-11-09 00:00:00
ID_039,ID_039,ID_039,47.262062,-0.162343,5.93,2.46,4.53,2024-08-21 00:00:00,2024-11-06 00:00:00
ID_040,ID_040,ID_040,49.656757,-1.110014,1.47,8.47,4.74,2024-01-04 00:00:00,2024-05-15 00:00:00
ID_041,ID_041,ID_041,46.655161,4.286372,3.59,3.37,3.74,2024-04-10 00:00:00,2024-08-18 00:00:00
ID_042,ID_042,ID_042,46.112233,3.171847,2.3,1.96,8.66,2024-12-06 00:00:00,2024-01-11 00:00:00
ID_043,ID_043,ID_043,49.478582,3.204428,3.63,7.35,8.57,2024-08-31 00:00:00,2024-12-04 00:00:00
ID_044,ID_044,ID_044,51.687573,0.053318,8.74,4.48,2.38,2024-07-13 00:00:00,2024-09-24 00:00:00
ID_045,ID_045,ID_045,45.09282,-0.123664,6.71,8.13,6.79,2024-03-18 00:00:00,2024-02-16 00:00:00
ID_046,ID_046,ID_046,47.130545,1.954411,4.69,5.15,3.74,2024-07-18 00:00:00,2024-12-03 00:00:00
ID_047,ID_047,ID_047,50.028194,4.42849,6.63,1.42,7.88,2024-06-11 00:00:00,2024-07-20 00:00:00
