col_mois,col_numero_mois,col_semaine,col_ville,col_region,col_type_route,col_jour_type,col_classement_bison,col_densite_trafic_percent,col_trafic_vehicules_jour,col_direction,col_periode,col_source,col_latitude,col_longitude,col_saison,col_recommandation_circulation,col_date,col_nom_ferie,col_type_ferie,col_est_pont,col_jour_semaine,col_variation_vs_jour_normal,col_type_jour_vacances,col_periode_vacances,col_zone_scolaire,col_trafic_moyen_journalier,col_variation_vs_moyenne,col_heure_pointe_matin,col_heure_pointe_soir,col_duree_heures_pointe,col_vitesse_moyenne_kmh,col_congestion_moyenne,col_est_jour_ouvre,col_est_weekend,col_est_ferie,col_periode_type
4.39,8.68,6.74,Marseille,Provence-Alpes-Côte d'Azur,4.86,4.94,5.54,129343,5.31,7.32,6.15,Data.gouv.fr,51.110667,5.207768,3.87,51.110667,2024-10-02 00:00:00,NON,0,3.9,3.09,5.99,1,OUI,2.32,1.88,8.15,4.19,8.79,8.5,70,3.95,6.65,0,NON,5.17
4.2,1.96,2.45,Paris,Occitanie,5.53,5.15,7.22,41074,5.54,6.62,4.85,Météo-France,45.361062,3.635649,5.94,45.361062,2024-12-12 00:00:00,OUI,0,4.85,1.68,2.19,NON,OUI,3.42,6.38,3.52,6.54,2.21,8.21,70,7.89,4.81,NON,NON,5.6
3.63,4.55,5.85,Nice,Provence-Alpes-Côte d'Azur,3.72,1.54,1.96,103666,2.43,8.57,6.63,Météo-France,48.233414,3.250085,8.67,48.233414,2024-09-08 00:00:00,OUI,NON,7.01,2.35,1.44,OUI,0,6.3,4.44,4.5,3.11,7.76,1.67,130,2.5,5.65,OUI,NON,2.03
8.26,5.78,8.0,Paris,Bretagne,6.24,3.06,1.73,190313,4.61,3.77,1.74,Météo-France,50.615011,1.859549,7.9,50.615011,2024-04-03 00:00:00,OUI,OUI,2.84,3.8,7.36,NON,1,3.51,1.56,7.04,7.41,8.79,2.61,50,5.01,6.81,0,OUI,8.64
7.67,3.03,8.33,Marseille,Auvergne-Rhône-Alpes,6.9,5.03,7.05,81841,6.93,8.69,3.08,RATP_Open_Data_2024,48.133489,3.487976,8.55,48.133489,2024-06-17 00:00:00,OUI,OUI,3.51,4.45,2.32,NON,OUI,5.27,4.14,2.99,7.62,1.3,3.95,130,6.78,7.76,OUI,OUI,5.78
2.95,6.26,3.72,Lille,Bretagne,2.09,1.35,3.63,88488,2.23,7.45,6.79,Data.gouv.fr,52.319564,2.53232,5.56,52.319564,2024-09-04 00:00:00,OUI,0,3.76,4.1,4.91,0,1,6.2,2.83,1.67,6.97,4.1,7.27,130,4.79,6.54,OUI,0,8.26
6.06,2.12,6.03,Lille,Hauts-de-France,5.96,5.69,1.75,109972,7.95,8.35,2.5,Airparif,50.358112,-1.488465,4.83,50.358112,2024-10-23 00:00:00,0,OUI,6.03,4.56,1.34,0,1,4.49,7.33,4.84,6.74,3.54,6.82,70,7.32,4.72,1,OUI,6.8
2.94,6.06,6.24,Paris,Occitanie,6.88,7.33,4.87,145605,1.31,7.13,8.54,RATP_Open_Data_2024,51.45335,3.899975,5.66,51.45335,2024-11-26 00:00:00,0,0,8.4,2.43,7.88,OUI,OUI,1.75,4.18,2.5,6.61,4.95,5.21,80,7.2,6.42,0,NON,5.44
4.12,1.78,8.22,Montpellier,Pays de la Loire,4.14,6.62,5.06,56126,3.36,2.57,4.4,SNCF_Open_Data,49.633891,2.22668,8.55,49.633891,2024-12-17 00:00:00,NON,NON,2.51,5.79,2.86,0,OUI,5.12,1.76,2.72,3.04,8.33,7.52,110,4.11,7.15,0,0,7.25
3.52,8.74,2.98,Lyon,Normandie,2.93,5.86,4.3,49384,5.89,8.64,3.86,SNCF_Open_Data,47.590967,1.760274,8.24,47.590967,2024-03-07 00:00:00,NON,OUI,2.8,5.4,6.26,NON,OUI,3.21,6.5,7.07,3.87,8.18,7.13,30,5.14,4.6,NON,NON,5.27
7.11,1.37,8.72,Marseille,Auvergne-Rhône-Alpes,6.58,3.94,3.51,6066,4.62,2.89,5.49,Météo-France,45.758673,4.026107,3.8,45.758673,2024-02-02 00:00:00,NON,1,7.03,3.07,3.33,1,NON,6.73,1.55,4.29,3.36,4.73,6.95,70,7.82,2.61,0,1,4.92
4.45,4.01,2.05,Toulouse,Provence-Alpes-Côte d'Azur,4.71,8.75,6.41,120839,4.27,5.55,5.97,SNCF_Open_Data,51.987158,4.385674,2.02,51.987158,2024-05-11 00:00:00,1,NON,5.8,8.73,4.06,0,0,6.55,2.28,2.12,7.14,4.96,5.52,70,4.67,5.68,OUI,0,7.59
1.63,6.93,7.58,Bordeaux,Normandie,4.94,2.65,3.31,46894,8.13,3.72,5.89,SNCF_Open_Data,51.947738,5.011286,2.83,51.947738,2024-02-08 00:00:00,0,1,2.33,6.13,4.14,0,NON,5.09,6.27,3.5,4.37,1.31,4.89,45,1.96,8.71,1,OUI,8.78
3.56,5.31,4.06,Lyon,Grand Est,7.58,5.51,2.17,48282,2.27,2.57,3.7,SNCF_Open_Data,52.17673,0.083951,7.06,52.17673,2024-10-29 00:00:00,0,NON,2.16,5.5,4.43,OUI,OUI,2.69,2.52,7.14,8.01,4.73,7.22,80,5.77,8.36,0,NON,7.05
8.66,7.09,3.75,Bordeaux,Auvergne-Rhône-Alpes,5.99,4.09,2.04,55343,5.64,8.65,1.24,Météo-France,46.019207,2.144556,5.71,46.019207,2024-03-28 00:00:00,0,1,2.18,2.61,3.32,OUI,0,6.49,8.31,2.81,6.82,8.34,6.01,50,1.29,2.34,NON,OUI,2.28
1.47,2.12,1.45,Nice,Nouvelle-Aquitaine,7.44,5.81,1.28,55341,4.5,2.03,7.7,Data.gouv.fr,49.492352,2.426264,4.61,49.492352,2024-06-07 00:00:00,OUI,1,3.89,3.23,2.72,OUI,0,7.7,3.47,1.81,7.88,8.25,7.3,45,6.66,8.48,1,0,3.16
7.73,6.45,2.65,Nice,Auvergne-Rhône-Alpes,3.76,4.49,2.79,61189,8.43,3.09,1.68,Météo-France,45.927789,3.812101,7.78,45.927789,2024-11-26 00:00:00,0,OUI,4.91,2.63,5.54,NON,OUI,6.46,8.16,7.35,8.05,2.63,3.91,50,1.5,1.34,OUI,1,7.07
3.17,4.94,2.2,Montpellier,Hauts-de-France,8.47,5.55,5.14,29512,6.26,3.73,1.22,Météo-France,47.010214,0.813122,1.82,47.010214,2024-06-08 00:00:00,OUI,1,8.59,3.7,2.73,1,0,7.58,5.42,7.96,2.39,3.54,6.09,30,5.38,6.75,0,NON,3.13
7.13,8.53,6.54,Montpellier,Provence-Alpes-Côte d'Azur,3.23,6.65,3.06,123406,5.6,4.08,2.41,Data.gouv.fr,47.497147,1.332144,1.66,47.497147,2024-10-06 00:00:00,0,1,4.2,8.54,8.46,1,1,4.18,2.75,1.64,8.68,1.96,3.98,30,3.22,5.79,OUI,0,4.73
5.74,2.77,2.49,Bordeaux,Normandie,4.64,3.24,3.21,14316,5.46,6.69,8.65,SNCF_Open_Data,50.928338,4.381212,1.95,50.928338,2024-06-16 00:00:00,NON,OUI,8.77,2.3,3.35,0,1,8.48,3.11,1.66,2.18,2.98,2.15,30,3.69,3.51,OUI,OUI,3.62
3.67,6.65,2.13,Lille,Nouvelle-Aquitaine,6.83,7.57,3.87,173181,6.65,8.59,4.38,Airparif,46.655346,4.708274,3.28,46.655346,2024-03-21 00:00:00,0,1,4.51,5.96,4.25,NON,OUI,4.43,7.55,4.57,8.52,5.66,3.11,30,5.6,4.75,OUI,NON,7.69
1.39,8.03,5.39,Strasbourg,Auvergne-Rhône-Alpes,3.63,5.67,6.82,105856,6.69,7.94,3.6,SNCF_Open_Data,48.887979,0.800999,4.98,48.887979,2024-07-31 00:00:00,OUI,OUI,6.36,4.27,3.78,0,1,4.35,4.55,8.23,8.53,7.54,3.26,45,4.72,4.24,1,0,8.41
4.16,3.04,3.93,Lille,Auvergne-Rhône-Alpes,2.8,7.57,1.26,171165,4.55,2.0,7.13,Météo-France,47.058445,2.030392,8.12,47.058445,2024-09-03 00:00:00,0,OUI,4.95,7.53,4.94,0,OUI,6.61,8.45,2.42,2.51,2.05,2.87,80,7.13,4.21,OUI,1,8.15
5.77,4.53,1.43,Bordeaux,Nouvelle-Aquitaine,7.25,5.64,5.64,86084,1.31,3.17,4.56,Airparif,47.371918,5.998624,7.07,47.371918,2024-08-24 00:00:00,NON,0,1.23,5.99,6.28,0,OUI,4.57,7.51,4.41,7.53,5.8,4.2,110,5.99,8.7,0,NON,8.65
4.2,8.62,8.42,Montpellier,Auvergne-Rhône-Alpes,2.69,7.86,2.49,196611,5.09,3.09,2.01,Airparif,50.307344,5.595585,2.31,50.307344,2024-10-01 00:00:00,NON,NON,8.66,5.72,1.78,NON,0,1.91,5.13,3.55,4.81,4.42,8.08,30,5.76,6.51,OUI,OUI,2.5
8.35,5.49,3.21,Strasbourg,Hauts-de-France,1.31,1.38,7.43,75443,3.34,1.38,7.83,Data.gouv.fr,48.369222,5.533746,3.15,48.369222,2024-02-15 00:00:00,1,1,5.7,4.69,2.5,NON,0,8.12,2.91,2.05,6.72,2.85,1.69,80,6.4,1.34,1,OUI,2.23
3.22,1.61,5.21,Lyon,Auvergne-Rhône-Alpes,2.46,1.21,5.23,88172,1.27,4.4,1.85,SNCF_Open_Data,51.436026,0.20523,7.34,51.436026,2024-03-14 00:00:00,0,1,3.76,3.77,3.59,1,NON,1.45,4.94,3.34,6.72,1.67,6.95,45,7.5,6.64,OUI,NON,7.33
1.96,3.37,6.74,Marseille,Provence-Alpes-Côte d'Azur,2.22,7.94,6.53,29556,5.96,8.13,1.88,Météo-France,48.438226,-0.262453,3.75,48.438226,2024-04-02 00:00:00,1,0,7.1,7.83,5.43,1,NON,5.32,2.19,1.25,3.79,7.01,8.14,30,8.39,7.62,OUI,0,2.76
4.01,6.97,8.65,Lyon,Hauts-de-France,3.79,4.18,5.88,146888,1.48,7.67,1.61,Météo-France,51.042105,1.26622,7.75,51.042105,2024-06-12 00:00:00,1,0,4.64,2.14,6.4,1,0,2.03,2.55,8.45,7.29,7.8,5.46,110,1.9,7.68,0,OUI,2.12
3.03,2.66,3.62,Nantes,Hauts-de-France,8.25,2.82,3.8,93874,8.45,1.68,7.28,SNCF_Open_Data,48.652565,3.250711,8.4,48.652565,2024-11-07 00:00:00,OUI,1,5.82,8.51,1.24,OUI,1,3.79,3.27,3.01,5.34,3.75,1.62,80,2.47,5.99,OUI,1,4.79
8.29,3.25,5.41,Nice,Grand Est,1.43,8.76,3.84,167997,2.38,4.32,7.73,Météo-France,49.85571,4.882692,5.06,49.85571,2024-01-18 00:00:00,1,NON,6.73,5.27,1.99,OUI,NON,8.69,5.87,1.95,1.73,3.79,7.71,45,2.87,3.4,0,OUI,2.7
8.33,1.3,5.84,Nice,Hauts-de-France,8.61,2.46,1.88,58071,6.82,7.85,7.57,SNCF_Open_Data,52.050776,5.981862,8.56,52.050776,2024-01-25 00:00:00,1,OUI,1.93,7.85,7.78,NON,0,6.49,5.38,6.89,6.38,3.42,6.91,80,5.51,6.96,0,1,3.26
1.93,6.03,5.24,Nice,Bretagne,1.48,7.64,7.88,19377,7.04,8.49,7.0,Airparif,49.155993,2.683727,8.54,49.155993,2024-04-26 00:00:00,NON,OUI,4.7,7.37,7.27,1,NON,3.87,4.83,3.2,2.0,3.19,4.03,50,3.66,6.66,1,1,2.98
2.12,5.72,7.29,Strasbourg,Grand Est,5.38,1.59,7.24,173305,8.57,8.06,4.22,SNCF_Open_Data,49.208,-0.049357,5.88,49.208,2024-02-08 00:00:00,0,OUI,2.2,1.95,2.04,NON,1,6.22,5.8,3.69,4.95,4.65,1.92,80,8.09,7.61,0,1,6.8
7.45,1.61,5.57,Marseille,Nouvelle-Aquitaine,8.44,8.7,2.61,82067,3.56,7.62,5.04,Data.gouv.fr,46.812874,4.901863,2.53,46.812874,2024-04-22 00:00:00,NON,1,4.63,6.2,5.85,OUI,NON,6.51,8.47,3.63,1.84,8.18,6.35,50,8.3,1.83,NON,OUI,6.49
2.75,4.69,5.13,Lyon,Grand Est,7.09,6.91,8.4,126910,5.16,8.4,6.31,Airparif,47.754039,0.479686,6.19,47.754039,2024-01-05 00:00:00,0,OUI,1.42,8.43,4.26,NON,1,2.08,2.63,5.25,3.82,2.67,4.85,45,4.97,7.12,1,OUI,6.46
1.57,7.18,6.23,Strasbourg,Occitanie,6.28,6.12,8.3,73600,1.47,8.48,4.63,SNCF_Open_Data,51.308519,-1.415651,7.85,51.308519,2024-12-09 00:00:00,0,0,3.95,1.96,6.52,OUI,OUI,8.66,7.85,4.82,1.22,3.17,4.89,110,2.14,7.32,1,OUI,3.15
1.5,7.46,4.7,Marseille,Pays de la Loire,3.59,8.56,6.48,36115,5.32,1.73,2.77,Data.gouv.fr,51.594366,4.140024,1.3,51.594366,2024-04-08 00:00:00,NON,1,4.37,6.04,2.94,1,OUI,7.61,3.9,3.65,1.33,4.55,7.39,130,8.62,4.59,1,1,5.94
3.63,2.02,4.69,Nantes,Pays de la Loire,5.7,3.37,4.94,102101,7.13,8.48,2.03,SNCF_Open_Data,51.671943,0.863488,6.42,51.671943,2024-11-13 00:00:00,0,OUI,4.63,8.66,5.52,0,NON,3.32,7.61,3.44,1.66,3.64,2.32,30,7.73,5.88,OUI,0,5.38
2.66,3.54,7.15,Marseille,Île-de-France,5.39,1.64,1.7,94148,2.48,6.9,4.31,Airparif,51.367311,0.999818,6.02,51.367311,2024-12-14 00:00:00,0,1,8.38,6.43,7.81,NON,0,7.42,7.03,6.0,4.34,8.28,2.38,50,1.71,6.07,1,1,5.26
6.51,5.98,3.83,Montpellier,Grand Est,2.61,2.83,3.37,192483,8.01,8.55,4.57,SNCF_Open_Data,51.984141,3.970107,7.88,51.984141,2024-05-02 00:00:00,OUI,OUI,5.03,4.46,2.83,1,0,8.26,5.39,4.23,5.0,3.72,6.64,70,2.27,8.45,OUI,OUI,3.03
7.11,6.93,4.44,Bordeaux,Occitanie,5.53,3.25,7.97,26615,4.92,4.62,6.79,Météo-France,47.338593,0.977975,1.28,47.338593,2024-01-31 00:00:00,1,1,6.99,3.64,1.55,OUI,OUI,3.68,5.53,4.35,5.34,3.58,4.77,45,1.86,8.67,0,0,7.93
1.97,5.84,7.39,Paris,Occitanie,2.74,8.48,3.59,115416,3.27,6.39,4.45,Airparif,49.33561,-0.147979,6.66,49.33561,2024-01-15 00:00:00,0,1,7.26,4.99,2.7,1,1,5.61,7.34,6.59,2.15,1.91,5.95,30,2.79,7.05,NON,OUI,7.46
8.11,5.94,4.25,Lille,Occitanie,3.44,8.18,8.44,145862,5.61,2.0,8.48,Airparif,47.447089,3.870383,4.42,47.447089,2024-05-24 00:00:00,0,1,5.23,5.6,2.57,1,0,2.83,3.56,3.36,6.82,5.23,8.12,30,2.84,6.01,1,OUI,3.24
7.89,6.8,1.25,Toulouse,Grand Est,3.56,2.35,7.0,97575,2.51,4.65,2.9,RATP_Open_Data_2024,48.763407,4.03551,3.6,48.763407,2024-01-04 00:00:00,NON,OUI,2.93,2.08,1.42,OUI,1,1.35,1.6,3.45,1.3,2.82,2.67,130,2.04,6.77,0,OUI,6.57
7.83,6.61,1.43,Lille,Provence-Alpes-Côte d'Azur,4.74,5.01,8.48,186027,2.1,5.78,1.98,Météo-France,45.33721,1.641885,6.28,45.33721,2024-09-05 00:00:00,NON,0,4.32,6.73,8.0,0,0,1.2,1.77,4.01,6.29,8.32,4.71,30,8.26,3.12,0,OUI,2.24
7.96,2.63,3.27,Montpellier,Auvergne-Rhône-Alpes,3.88,7.39,7.02,60276,1.33,5.85,8.79,RATP_Open_Data_2024,46.054614,6.103605,5.98,46.054614,2024-08-31 00:00:00,NON,OUI,5.76,6.48,2.48,NON,0,1.34,5.71,8.29,2.83,6.41,2.27,110,4.46,6.19,1,NON,1.63
3.12,5.49,2.77,Toulouse,Pays de la Loire,4.45,4.04,1.72,55023,3.95,7.12,6.62,SNCF_Open_Data,50.395881,4.406807,8.12,50.395881,2024-04-09 00:00:00,NON,NON,3.3,2.57,2.89,NON,0,2.12,6.91,6.91,5.54,8.1,3.09,70,5.64,4.83,0,1,3.73
1.79,4.92,5.66,Lille,Provence-Alpes-Côte d'Azur,1.86,3.15,7.42,60795,7.62,2.64,1.39,RATP_Open_Data_2024,51.774564,0.344114,6.42,51.774564,2024-03-03 00:00:00,NON,0,8.58,7.81,4.41,NON,0,1.54,7.35,6.41,6.81,6.19,2.56,50,4.49,2.39,1,OUI,3.77
6.75,7.76,8.79,Nantes,Grand Est,4.24,1.99,7.03,45337,7.8,6.84,6.11,SNCF_Open_Data,47.941283,5.942461,6.79,47.941283,2024-04-19 00:00:00,0,0,6.35,7.56,6.33,0,1,8.53,6.17,4.32,7.61,4.11,2.48,130,2.45,4.55,0,NON,6.83
3.7,8.06,8.55,Toulouse,Bretagne,4.42,2.19,5.22,55406,7.15,8.03,6.19,RATP_Open_Data_2024,48.063211,3.621402,6.91,48.063211,2024-05-30 00:00:00,OUI,1,8.79,3.7,4.78,1,OUI,5.6,4.67,7.62,7.16,5.66,8.1,30,8.39,1.64,0,0,4.13
7.23,2.86,3.12,Bordeaux,Auvergne-Rhône-Alpes,8.75,2.79,1.5,197935,3.94,4.28,6.45,Airparif,45.125985,5.252285,8.01,45.125985,2024-01-27 00:00:00,1,NON,1.83,2.16,5.72,0,0,2.85,5.5,2.77,1.79,2.17,2.12,50,3.46,7.16,NON,OUI,7.93
4.28,1.68,4.88,Paris,Île-de-France,7.4,6.43,7.78,110056,7.05,7.02,8.52,SNCF_Open_Data,48.105087,-0.318648,2.97,48.105087,2024-10-21 00:00:00,OUI,OUI,5.87,2.35,8.73,OUI,0,3.35,7.86,6.38,7.54,6.65,7.66,70,4.24,2.8,0,OUI,2.76
2.02,3.36,8.59,Nice,Grand Est,3.9,4.28,1.45,180276,7.31,7.21,1.37,Airparif,45.040337,3.847475,7.02,45.040337,2024-10-11 00:00:00,0,0,2.96,7.36,6.01,OUI,OUI,1.54,1.5,8.0,6.6,8.51,8.7,80,6.76,6.58,OUI,OUI,7.28
1.26,6.52,7.94,Toulouse,Bretagne,8.42,3.94,6.72,146400,7.19,3.0,4.82,RATP_Open_Data_2024,45.80495,2.505549,6.76,45.80495,2024-05-30 00:00:00,1,NON,5.61,3.39,5.41,NON,0,1.83,5.66,5.44,3.73,4.78,5.72,45,6.02,7.82,0,1,4.55
4.54,6.5,4.46,Bordeaux,Occitanie,3.23,7.84,4.07,26014,5.86,1.74,1.49,RATP_Open_Data_2024,50.434128,4.334698,3.08,50.434128,2024-05-10 00:00:00,0,1,3.5,2.97,2.49,0,1,2.79,4.15,4.24,4.27,5.01,8.38,80,7.42,1.92,0,NON,6.18
7.98,7.32,2.06,Lyon,Nouvelle-Aquitaine,3.94,7.23,2.81,115507,2.9,3.48,7.46,Data.gouv.fr,48.39258,-1.607354,5.08,48.39258,2024-08-08 00:00:00,0,NON,6.31,6.7,4.24,NON,0,2.67,5.14,8.29,3.66,2.71,6.28,80,1.31,2.17,OUI,NON,3.37
8.46,5.35,2.19,Paris,Hauts-de-France,4.12,1.89,6.02,109780,8.7,6.38,7.0,Data.gouv.fr,46.251258,6.150482,8.39,46.251258,2024-03-09 00:00:00,1,0,5.22,5.2,8.41,0,0,8.28,6.07,4.04,8.1,7.09,5.95,110,6.54,4.43,NON,OUI,5.21
4.53,5.22,7.16,Lille,Bretagne,2.11,2.47,8.34,187874,5.07,1.47,6.03,Météo-France,52.543908,2.121694,8.06,52.543908,2024-12-14 00:00:00,NON,OUI,6.22,6.14,2.72,0,0,3.04,7.22,2.31,7.94,4.78,2.7,30,6.4,7.47,OUI,NON,7.33
6.66,2.91,2.28,Toulouse,Hauts-de-France,7.81,5.23,5.07,69837,1.35,6.02,4.24,SNCF_Open_Data,45.074193,0.567597,2.69,45.074193,2024-10-18 00:00:00,0,1,3.42,8.42,1.54,1,NON,2.13,4.51,7.6,6.21,7.44,7.27,70,7.74,3.23,0,1,6.85
6.29,8.29,7.36,Strasbourg,Nouvelle-Aquitaine,1.69,7.99,8.15,5595,6.0,5.08,6.52,Airparif,47.657046,1.996434,5.0,47.657046,2024-10-03 00:00:00,OUI,NON,3.83,2.93,5.76,OUI,OUI,2.49,6.12,8.7,1.34,6.99,3.44,45,8.63,4.55,1,NON,4.64
2.94,4.52,5.85,Montpellier,Provence-Alpes-Côte d'Azur,7.46,5.27,2.48,80285,6.81,4.66,7.64,Météo-France,46.50796,1.573218,5.32,46.50796,2024-04-16 00:00:00,OUI,OUI,8.63,4.54,7.92,NON,OUI,6.64,3.98,7.7,2.48,3.45,4.6,70,8.03,7.16,NON,NON,3.9
4.45,8.32,3.5,Paris,Normandie,3.57,1.2,3.05,92185,3.99,3.43,5.92,RATP_Open_Data_2024,47.65542,5.686928,5.86,47.65542,2024-05-20 00:00:00,1,0,5.95,7.37,6.03,OUI,OUI,6.58,1.71,4.13,1.52,2.81,2.51,70,1.53,6.5,NON,0,7.15
4.5,4.98,2.54,Strasbourg,Grand Est,8.1,6.49,5.16,158226,4.2,3.0,5.9,Météo-France,49.320894,3.298173,4.55,49.320894,2024-03-05 00:00:00,OUI,NON,4.27,6.05,7.11,1,1,7.15,2.66,8.47,1.95,7.47,2.18,70,7.0,8.43,1,OUI,6.78
7.67,3.23,4.99,Lyon,Occitanie,7.8,3.37,3.47,76793,4.81,8.12,8.47,Airparif,45.765316,3.282697,4.77,45.765316,2024-12-07 00:00:00,NON,1,5.99,8.1,1.26,OUI,0,6.43,5.2,8.1,7.65,3.11,6.6,70,2.81,5.43,NON,OUI,8.72
6.69,4.26,4.36,Strasbourg,Bretagne,3.28,5.56,5.42,142249,2.28,7.52,8.1,Météo-France,48.772409,1.280463,8.34,48.772409,2024-07-16 00:00:00,0,0,4.06,1.53,4.41,OUI,OUI,6.68,4.09,4.5,2.59,2.0,7.08,70,3.63,4.29,1,OUI,5.21
1.29,6.65,2.52,Toulouse,Occitanie,7.01,8.13,8.41,161424,3.05,6.36,5.0,RATP_Open_Data_2024,51.494696,-0.962722,7.77,51.494696,2024-05-09 00:00:00,0,1,4.9,4.8,7.89,OUI,NON,4.11,8.17,1.63,1.57,5.51,7.02,45,6.1,3.97,OUI,1,1.52
4.07,3.11,2.66,Paris,Pays de la Loire,8.2,7.17,4.34,25623,3.25,2.73,7.92,SNCF_Open_Data,50.780659,1.727723,3.34,50.780659,2024-06-14 00:00:00,0,OUI,5.74,5.25,5.3,0,OUI,6.05,3.04,4.83,5.73,6.85,5.99,50,2.84,5.01,0,OUI,2.9
6.24,7.51,6.1,Lille,Île-de-France,8.58,5.62,3.32,75903,5.55,4.33,3.94,RATP_Open_Data_2024,52.062756,0.729377,2.34,52.062756,2024-09-22 00:00:00,1,NON,7.94,8.56,2.69,1,1,3.61,8.28,6.16,3.12,2.23,6.73,110,3.04,3.69,1,OUI,3.12
5.04,5.05,2.37,Marseille,Occitanie,6.58,3.15,7.0,74125,3.14,5.32,4.88,Data.gouv.fr,47.932469,3.976268,1.91,47.932469,2024-08-04 00:00:00,NON,0,6.5,1.67,4.18,0,NON,1.74,8.78,1.97,6.49,1.35,4.84,30,2.82,6.4,0,OUI,5.47
2.73,3.63,2.85,Lille,Pays de la Loire,4.67,2.14,8.27,8807,3.41,5.95,7.39,Airparif,50.245755,-0.585876,4.04,50.245755,2024-04-19 00:00:00,OUI,NON,4.37,8.34,6.64,0,NON,6.53,8.43,2.23,3.04,2.82,2.81,30,3.77,3.64,0,OUI,7.77
5.6,3.03,4.94,Toulouse,Provence-Alpes-Côte d'Azur,4.18,1.32,5.52,113695,5.87,6.03,3.85,Airparif,47.114589,-1.254033,5.45,47.114589,2024-03-21 00:00:00,NON,OUI,4.28,7.17,1.98,OUI,1,5.2,3.47,3.61,4.51,1.21,4.59,130,5.25,6.85,OUI,OUI,2.44
6.66,8.72,3.94,Nice,Grand Est,8.27,5.77,4.56,161697,4.89,4.19,8.08,RATP_Open_Data_2024,49.409025,4.384283,7.43,49.409025,2024-03-03 00:00:00,0,0,1.97,6.03,7.16,OUI,NON,8.65,2.31,5.93,4.85,4.55,6.71,130,5.71,7.6,0,0,6.15
4.42,7.96,3.52,Nice,Île-de-France,5.17,4.88,4.2,105751,8.1,5.1,8.73,Météo-France,46.395779,2.733899,4.04,46.395779,2024-08-04 00:00:00,OUI,1,8.51,2.67,2.66,1,OUI,4.05,3.07,7.58,7.73,5.39,7.21,50,7.07,5.65,0,0,2.52
7.22,2.92,3.04,Strasbourg,Nouvelle-Aquitaine,1.28,4.64,2.05,182278,1.84,5.06,3.58,Météo-France,48.784135,4.439816,2.48,48.784135,2024-04-05 00:00:00,0,OUI,1.51,2.35,8.65,NON,1,2.33,6.66,2.52,8.59,3.55,5.91,130,8.15,6.06,0,NON,1.62
3.95,4.08,5.23,Paris,Provence-Alpes-Côte d'Azur,2.81,3.04,2.02,138355,3.33,3.47,2.65,RATP_Open_Data_2024,48.744833,1.043804,3.87,48.744833,2024-11-25 00:00:00,NON,1,5.61,6.98,5.16,1,NON,6.7,4.61,8.37,3.11,6.65,6.56,50,7.22,5.78,1,0,6.95
2.91,3.22,4.61,Lyon,Grand Est,5.43,2.23,6.3,120084,7.61,6.72,3.05,Airparif,49.674916,-0.523679,4.29,49.674916,2024-03-20 00:00:00,0,1,4.78,4.91,3.36,OUI,0,1.66,5.23,8.25,8.16,6.52,4.74,30,6.08,6.31,0,1,2.37
8.5,7.73,1.21,Strasbourg,Hauts-de-France,2.8,5.17,6.11,51027,5.58,4.95,7.16,Airparif,49.296784,1.337291,6.9,49.296784,2024-06-06 00:00:00,1,0,1.98,6.08,2.23,NON,OUI,7.64,5.77,3.87,5.16,7.02,6.04,80,8.74,4.11,1,0,6.4
1.32,6.57,8.44,Nantes,Grand Est,1.71,2.09,1.62,174918,1.66,7.1,7.81,SNCF_Open_Data,47.570987,4.949,4.46,47.570987,2024-04-04 00:00:00,1,NON,5.37,5.94,6.65,NON,0,2.7,7.08,2.93,8.35,6.85,3.07,50,2.9,7.57,OUI,OUI,1.65
2.66,3.3,1.83,Bordeaux,Occitanie,8.48,3.76,2.62,106470,6.28,5.94,1.98,Data.gouv.fr,48.255408,1.875785,1.71,48.255408,2024-02-02 00:00:00,1,0,3.78,5.56,5.12,0,NON,6.76,3.05,4.68,8.75,6.79,3.49,70,7.67,4.81,OUI,0,3.45
8.49,5.5,7.5,Marseille,Île-de-France,5.1,2.52,3.19,185787,2.16,3.34,5.38,SNCF_Open_Data,49.684284,-1.560903,1.86,49.684284,2024-07-25 00:00:00,NON,0,3.11,2.79,8.68,OUI,OUI,5.83,2.03,8.6,7.65,8.41,4.7,110,1.62,3.84,OUI,0,2.31
7.67,5.38,1.56,Nantes,Grand Est,4.94,7.16,5.32,23609,3.77,7.47,5.7,Data.gouv.fr,52.271371,4.707289,3.56,52.271371,2024-07-12 00:00:00,1,OUI,8.25,6.58,5.48,NON,1,3.11,2.9,3.51,8.57,8.12,5.85,30,1.82,1.63,NON,OUI,7.49
2.95,4.22,2.95,Toulouse,Pays de la Loire,6.2,5.12,3.2,100424,3.95,5.82,4.67,RATP_Open_Data_2024,49.373355,-1.116561,4.94,49.373355,2024-01-21 00:00:00,1,1,7.72,5.89,3.14,OUI,NON,8.54,6.82,1.84,6.51,4.89,7.52,45,7.51,6.0,0,1,1.33
7.79,8.78,4.03,Lille,Bretagne,8.4,2.87,3.68,131035,3.72,4.97,4.72,Météo-France,46.516068,2.924507,8.58,46.516068,2024-08-12 00:00:00,OUI,0,6.5,7.79,6.94,NON,OUI,7.96,1.21,2.61,1.87,5.96,5.41,50,3.37,7.92,OUI,1,4.75
