col_ville,col_code_departement,col_region,col_population,col_type_route,col_heure,col_trafic_vehicules_h,col_vitesse_moyenne_kmh,col_niveau_congestion,col_indice_congestion_1_10,col_date_scraping,col_source,col_latitude,col_longitude,col_qualite_air,col_emission_co2_g_km_moyenne,col_emission_totale_estimee_kg_h,col_lignes_metro,col_lignes_tram,col_systeme_velo,col_departement,col_jour_semaine,col_tmja,col_pourcentage_pl,col_vitesse_commerciale_kmh,col_longueur_reseau_km,col_date_mesure,col_mois,col_mois_nom,col_direction,col_classe_route,col_classement_bison,col_densite_trafic_percent,col_duree_trajet_supplementaire_min,col_est_periode_vacances,col_recommandation,col_trafic_par_habitant
Lille,Hauts-de-France,Normandie,45.212399,2.83,4.66,5.79,30,3.8,7.26,2024-11-29 00:00:00,Airparif,45.212399,3.693773,3.15,4.8,2024-04-29 00:00:00,7.2,5.81,5.26,Provence-Alpes-Côte d'Azur,1.97,2.82,7.88,110,3.693773,2024-06-22 00:00:00,7.93,5.22,1.61,3.08,3.74,117227,7.36,OUI,2.38,7.65
Lille,Occitanie,Hauts-de-France,50.177251,7.66,8.32,5.3,110,2.63,5.62,2024-08-18 00:00:00,Airparif,50.177251,5.504802,2.11,3.74,2024-11-13 00:00:00,4.61,2.28,6.74,Pays de la Loire,5.08,2.65,8.13,70,5.504802,2024-12-22 00:00:00,2.31,6.84,8.08,8.4,7.71,96019,6.52,1,3.18,6.25
Marseille,Auvergne-Rhône-Alpes,Grand Est,50.422746,5.17,4.61,3.44,110,7.09,4.32,2024-04-20 00:00:00,RATP_Open_Data_2024,50.422746,6.32894,6.64,7.31,2024-04-06 00:00:00,7.88,3.71,6.22,Auvergne-Rhône-Alpes,4.88,8.53,8.25,30,6.32894,2024-10-09 00:00:00,3.03,2.87,7.99,4.39,6.42,162257,8.41,0,1.66,2.44
Toulouse,Pays de la Loire,Pays de la Loire,49.664542,2.98,3.36,2.57,80,8.0,7.87,2024-06-25 00:00:00,SNCF_Open_Data,49.664542,0.197279,1.95,1.81,2024-04-18 00:00:00,6.88,2.35,4.06,Normandie,7.67,1.59,1.31,110,0.197279,2024-10-21 00:00:00,1.99,4.54,7.33,1.59,3.68,188239,2.43,0,8.79,1.73
Nice,Nouvelle-Aquitaine,Bretagne,48.050055,2.34,2.41,4.87,130,8.27,4.01,2024-04-27 00:00:00,Data.gouv.fr,48.050055,0.549863,8.27,4.69,2024-05-26 00:00:00,3.49,5.19,7.01,Île-de-France,5.64,2.35,6.37,80,0.549863,2024-01-27 00:00:00,1.23,1.38,1.8,6.2,3.94,65565,1.47,0,2.28,8.16
Paris,Bretagne,Hauts-de-France,50.861272,8.25,7.17,7.69,70,5.41,4.03,2024-10-18 00:00:00,Airparif,50.861272,4.474092,2.04,8.37,2024-08-27 00:00:00,1.76,7.35,4.78,Île-de-France,6.92,4.0,5.08,130,4.474092,2024-01-15 00:00:00,6.01,8.65,3.04,5.78,6.43,60554,1.95,1,5.22,7.53
Lyon,Île-de-France,Hauts-de-France,46.697962,5.51,8.44,1.38,80,8.78,3.41,2024-07-15 00:00:00,Météo-France,46.697962,4.353982,3.62,5.79,2024-08-29 00:00:00,7.54,3.75,6.25,Grand Est,3.53,7.7,2.75,130,4.353982,2024-01-03 00:00:00,8.76,5.1,8.57,6.69,6.87,12816,7.66,1,3.57,3.51
Montpellier,Bretagne,Île-de-France,47.630607,4.14,4.14,7.07,80,7.38,2.29,2024-04-26 00:00:00,SNCF_Open_Data,47.630607,0.424199,3.36,4.56,2024-09-30 00:00:00,7.95,1.77,8.03,Provence-Alpes-Côte d'Azur,1.81,3.38,2.44,130,0.424199,2024-08-17 00:00:00,7.74,7.11,5.46,4.96,7.13,22352,5.37,0,5.82,7.49
Lille,Île-de-France,Normandie,49.925815,3.26,3.85,5.21,50,1.77,3.02,2024-07-15 00:00:00,RATP_Open_Data_2024,49.925815,4.472365,8.52,5.86,2024-03-20 00:00:00,7.61,7.37,8.34,Bretagne,5.57,1.46,3.64,130,4.472365,2024-10-06 00:00:00,2.88,6.41,2.01,7.03,1.86,51178,7.87,0,8.16,4.74
Montpellier,Occitanie,Grand Est,45.005002,7.89,4.82,8.63,70,4.93,7.83,2024-06-16 00:00:00,Airparif,45.005002,2.198537,3.66,2.01,2024-05-20 00:00:00,3.48,5.67,7.73,Provence-Alpes-Côte d'Azur,3.68,6.33,8.03,50,2.198537,2024-10-22 00:00:00,1.94,2.54,6.49,7.67,4.75,162551,4.46,1,7.39,7.44
Nantes,Occitanie,Provence-Alpes-Côte d'Azur,51.201846,7.41,8.44,1.67,30,3.36,4.69,2024-03-28 00:00:00,RATP_Open_Data_2024,51.201846,1.595148,5.14,5.48,2024-03-10 00:00:00,5.68,4.37,7.71,Nouvelle-Aquitaine,5.0,3.35,4.96,50,1.595148,2024-05-26 00:00:00,5.62,5.28,7.84,1.71,6.69,84461,2.39,1,4.15,5.68
Marseille,Pays de la Loire,Normandie,46.071802,6.34,6.53,8.08,50,8.21,3.08,2024-09-01 00:00:00,SNCF_Open_Data,46.071802,5.929666,3.59,3.86,2024-11-04 00:00:00,6.82,7.84,8.69,Pays de la Loire,4.88,1.95,6.27,130,5.929666,2024-08-19 00:00:00,4.57,5.65,8.68,7.29,5.93,163427,1.33,NON,2.34,4.72
Nantes,Nouvelle-Aquitaine,Bretagne,52.348464,7.4,2.72,7.46,80,6.12,6.29,2024-03-17 00:00:00,RATP_Open_Data_2024,52.348464,-0.392108,6.33,7.23,2024-01-01 00:00:00,7.97,6.27,6.04,Pays de la Loire,1.8,6.78,8.79,50,-0.392108,2024-10-06 00:00:00,5.5,8.75,3.21,6.41,7.93,76502,6.69,1,5.21,2.58
Lyon,Hauts-de-France,Normandie,50.569844,3.93,2.46,3.41,30,3.32,4.13,2024-07-13 00:00:00,SNCF_Open_Data,50.569844,-1.459499,4.46,4.62,2024-05-30 00:00:00,2.54,7.18,2.77,Normandie,4.35,3.37,6.0,110,-1.459499,2024-09-25 00:00:00,8.29,8.15,5.05,4.65,5.97,91373,1.46,0,3.55,3.05
Nantes,Auvergne-Rhône-Alpes,Hauts-de-France,48.937027,7.22,3.76,4.63,130,5.03,1.51,2024-02-28 00:00:00,Météo-France,48.937027,4.193388,6.95,8.79,2024-12-24 00:00:00,4.45,3.62,1.34,Auvergne-Rhône-Alpes,3.47,3.86,1.34,110,4.193388,2024-10-13 00:00:00,3.72,8.01,1.58,5.8,4.0,17263,7.12,0,5.48,5.59
Marseille,Auvergne-Rhône-Alpes,Île-de-France,52.33294,8.28,5.45,3.49,130,4.0,8.29,2024-11-15 00:00:00,Airparif,52.33294,2.072571,4.15,7.73,2024-08-06 00:00:00,7.98,6.25,2.14,Auvergne-Rhône-Alpes,4.0,5.06,8.29,50,2.072571,2024-03-04 00:00:00,5.4,6.89,5.09,8.79,4.79,99335,7.29,0,7.33,3.67
Bordeaux,Normandie,Nouvelle-Aquitaine,48.948315,5.1,7.56,1.4,80,1.62,7.14,2024-07-05 00:00:00,SNCF_Open_Data,48.948315,-0.45996,1.41,3.07,2024-05-18 00:00:00,8.29,2.85,1.6,Occitanie,2.89,8.46,8.07,110,-0.45996,2024-08-11 00:00:00,7.46,6.39,1.95,2.48,5.4,184606,3.99,OUI,6.21,8.6
Lyon,Normandie,Île-de-France,48.85809,7.03,7.97,4.94,50,5.59,6.99,2024-11-17 00:00:00,RATP_Open_Data_2024,48.85809,1.281984,8.18,8.5,2024-11-30 00:00:00,1.32,3.16,2.85,Auvergne-Rhône-Alpes,1.86,6.05,8.77,80,1.281984,2024-11-03 00:00:00,2.75,6.12,5.33,5.55,6.73,38209,5.89,0,5.1,7.13
Bordeaux,Île-de-France,Auvergne-Rhône-Alpes,48.075632,8.67,1.72,4.79,45,8.57,3.0,2024-09-02 00:00:00,Météo-France,48.075632,-0.468805,6.82,2.45,2024-01-20 00:00:00,2.79,2.84,6.01,Bretagne,6.95,7.04,6.56,110,-0.468805,2024-11-09 00:00:00,6.69,2.85,6.43,4.72,8.41,148754,7.45,0,4.02,7.98
Nantes,Occitanie,Occitanie,47.698868,2.83,6.74,2.94,30,7.68,3.35,2024-12-10 00:00:00,Airparif,47.698868,5.213363,7.86,2.44,2024-12-24 00:00:00,2.71,5.38,3.58,Grand Est,8.33,3.58,2.18,30,5.213363,2024-12-18 00:00:00,8.48,2.24,7.06,7.06,7.59,131350,3.2,1,4.33,5.83
Strasbourg,Normandie,Hauts-de-France,46.704475,8.55,3.03,3.33,45,8.48,4.84,2024-03-24 00:00:00,RATP_Open_Data_2024,46.704475,5.377206,5.92,8.36,2024-11-18 00:00:00,7.41,7.98,7.89,Bretagne,1.82,7.89,6.84,45,5.377206,2024-03-04 00:00:00,8.27,5.61,1.65,2.97,6.72,46303,2.24,NON,3.8,7.37
Lyon,Hauts-de-France,Auvergne-Rhône-Alpes,52.333141,5.84,7.35,1.24,50,2.6,2.4,2024-02-01 00:00:00,SNCF_Open_Data,52.333141,-1.016722,4.04,6.94,2024-11-28 00:00:00,2.35,1.32,5.62,Auvergne-Rhône-Alpes,2.42,7.82,8.52,50,-1.016722,2024-02-26 00:00:00,1.62,6.81,8.64,4.77,2.63,94237,3.16,0,2.94,4.53
Nice,Auvergne-Rhône-Alpes,Occitanie,48.685532,7.9,5.75,2.08,50,8.3,3.39,2024-01-31 00:00:00,Météo-France,48.685532,5.726315,3.36,3.62,2024-10-28 00:00:00,4.07,5.3,3.79,Grand Est,7.34,4.48,4.29,30,5.726315,2024-08-09 00:00:00,4.42,4.57,6.43,1.21,4.56,56042,8.55,0,2.85,7.34
Lyon,Nouvelle-Aquitaine,Occitanie,48.897445,8.01,3.62,4.72,30,2.96,6.54,2024-07-01 00:00:00,Airparif,48.897445,-0.241577,5.4,5.11,2024-10-18 00:00:00,6.39,6.92,3.34,Normandie,3.48,3.8,1.29,130,-0.241577,2024-04-04 00:00:00,4.31,4.83,8.56,4.01,3.52,108764,1.99,0,7.77,8.0
Montpellier,Provence-Alpes-Côte d'Azur,Occitanie,47.64551,6.02,6.99,4.13,50,5.24,4.88,2024-06-04 00:00:00,Data.gouv.fr,47.64551,-0.036079,5.35,2.05,2024-12-11 00:00:00,6.71,6.04,6.91,Grand Est,2.51,2.7,8.52,80,-0.036079,2024-11-10 00:00:00,8.2,3.97,5.44,7.13,3.04,109906,6.42,NON,5.07,7.58
Nantes,Provence-Alpes-Côte d'Azur,Bretagne,46.534449,8.77,7.26,6.99,110,6.48,6.05,2024-11-29 00:00:00,SNCF_Open_Data,46.534449,4.568728,3.17,6.03,2024-11-13 00:00:00,1.4,4.7,2.51,Pays de la Loire,2.37,4.67,7.54,110,4.568728,2024-09-09 00:00:00,6.08,4.97,7.03,2.54,8.34,106506,2.1,1,4.88,7.59
Lyon,Normandie,Normandie,50.293224,8.29,8.42,3.59,110,2.62,2.73,2024-01-26 00:00:00,Météo-France,50.293224,1.487369,3.11,7.7,2024-03-10 00:00:00,5.76,7.51,5.95,Bretagne,1.72,2.33,1.79,45,1.487369,2024-08-01 00:00:00,3.0,6.94,6.15,6.08,3.39,178289,4.57,NON,3.81,5.8
Nice,Nouvelle-Aquitaine,Normandie,47.486922,6.57,6.29,1.25,130,5.54,8.52,2024-03-26 00:00:00,Airparif,47.486922,2.733632,6.65,6.33,2024-12-14 00:00:00,3.66,8.29,5.75,Nouvelle-Aquitaine,3.67,6.86,1.4,110,2.733632,2024-09-12 00:00:00,6.13,4.51,7.12,7.82,7.22,45125,6.11,NON,5.91,7.48
Toulouse,Grand Est,Île-de-France,47.559649,6.53,5.33,4.51,45,3.14,6.35,2024-10-16 00:00:00,Météo-France,47.559649,5.88687,2.36,7.17,2024-08-18 00:00:00,7.77,4.53,1.5,Grand Est,7.21,5.6,6.35,70,5.88687,2024-01-17 00:00:00,1.57,8.21,3.2,6.15,8.58,155741,6.79,NON,3.16,4.09
Paris,Bretagne,Auvergne-Rhône-Alpes,45.673035,2.82,3.5,6.52,80,5.33,3.27,2024-01-10 00:00:00,SNCF_Open_Data,45.673035,4.582514,3.52,3.13,2024-08-30 00:00:00,4.03,7.4,4.79,Bretagne,3.14,4.55,6.54,70,4.582514,2024-09-25 00:00:00,5.9,7.34,7.42,3.03,4.23,175451,3.38,OUI,1.22,6.38
Nice,Pays de la Loire,Grand Est,49.502377,2.04,6.08,5.92,80,2.56,8.68,2024-05-08 00:00:00,RATP_Open_Data_2024,49.502377,-1.309187,6.51,7.53,2024-03-04 00:00:00,6.67,1.67,6.34,Provence-Alpes-Côte d'Azur,8.53,2.78,2.35,45,-1.309187,2024-08-26 00:00:00,5.96,1.21,2.16,5.39,4.68,42443,8.43,0,6.1,7.0
Lille,Provence-Alpes-Côte d'Azur,Grand Est,48.241046,4.82,6.3,6.71,130,8.77,7.57,2024-10-02 00:00:00,Airparif,48.241046,4.335635,1.31,5.71,2024-11-25 00:00:00,7.92,6.34,2.86,Île-de-France,6.16,6.32,5.55,80,4.335635,2024-06-11 00:00:00,1.39,8.49,1.96,5.56,6.51,62898,2.42,0,8.67,5.63
Nantes,Occitanie,Normandie,48.887114,5.89,5.94,2.64,45,4.12,3.04,2024-01-25 00:00:00,Data.gouv.fr,48.887114,3.396639,8.24,8.19,2024-06-10 00:00:00,8.19,2.02,2.76,Provence-Alpes-Côte d'Azur,3.37,4.72,4.59,50,3.396639,2024-10-05 00:00:00,6.45,4.01,5.51,6.33,3.13,68908,4.67,0,2.17,1.47
Nice,Normandie,Provence-Alpes-Côte d'Azur,46.673851,3.38,3.65,1.28,70,4.62,8.16,2024-09-29 00:00:00,RATP_Open_Data_2024,46.673851,5.100708,1.31,6.95,2024-09-30 00:00:00,4.6,8.52,2.17,Hauts-de-France,2.75,1.71,3.78,110,5.100708,2024-04-15 00:00:00,6.46,1.74,6.63,6.07,7.13,83833,2.27,1,4.52,7.23
Nice,Hauts-de-France,Bretagne,46.71641,2.15,2.78,1.7,30,4.42,2.57,2024-06-18 00:00:00,Data.gouv.fr,46.71641,2.737763,7.8,1.8,2024-01-23 00:00:00,2.22,1.58,1.25,Bretagne,4.03,1.22,5.81,110,2.737763,2024-12-08 00:00:00,7.6,7.03,4.62,4.62,8.17,24749,1.64,0,3.99,6.21
Toulouse,Bretagne,Occitanie,47.484733,7.48,6.49,5.3,30,7.37,5.27,2024-01-15 00:00:00,RATP_Open_Data_2024,47.484733,2.320289,6.01,1.62,2024-02-14 00:00:00,2.03,6.13,5.41,Île-de-France,3.37,8.8,4.55,50,2.320289,2024-09-24 00:00:00,5.73,5.58,4.18,5.34,6.23,176708,2.47,1,1.71,7.93
Montpellier,Grand Est,Pays de la Loire,44.853453,5.68,3.38,7.24,70,5.75,5.78,2024-08-11 00:00:00,RATP_Open_Data_2024,44.853453,3.978143,8.5,3.66,2024-10-11 00:00:00,3.7,4.03,2.71,Pays de la Loire,3.83,4.72,8.2,130,3.978143,2024-09-10 00:00:00,7.91,7.05,5.35,6.84,7.79,142911,4.3,NON,3.04,4.12
Toulouse,Auvergne-Rhône-Alpes,Normandie,50.112942,1.99,6.03,7.35,110,8.38,7.33,2024-12-17 00:00:00,SNCF_Open_Data,50.112942,-0.063639,6.85,4.88,2024-04-20 00:00:00,7.07,4.66,1.93,Pays de la Loire,7.26,3.1,3.62,70,-0.063639,2024-06-10 00:00:00,6.18,3.4,6.19,2.67,6.33,59165,4.95,OUI,1.57,2.68
Nantes,Occitanie,Pays de la Loire,50.380636,2.16,6.19,6.59,110,4.71,5.4,2024-10-20 00:00:00,Météo-France,50.380636,3.64361,6.8,8.36,2024-05-18 00:00:00,2.65,4.66,2.4,Provence-Alpes-Côte d'Azur,8.11,6.98,7.2,30,3.64361,2024-12-12 00:00:00,8.5,2.32,7.83,3.46,7.91,179848,4.79,NON,2.06,1.77
Montpellier,Auvergne-Rhône-Alpes,Bretagne,50.057312,1.49,3.4,5.75,30,5.08,1.26,2024-02-05 00:00:00,SNCF_Open_Data,50.057312,3.867108,7.13,5.46,2024-01-07 00:00:00,1.86,5.48,2.24,Bretagne,2.03,4.55,2.81,50,3.867108,2024-12-17 00:00:00,8.09,1.97,5.34,5.9,1.61,98473,1.2,NON,7.94,5.49
Toulouse,Île-de-France,Hauts-de-France,48.705967,1.35,7.12,5.97,50,2.89,8.32,2024-06-26 00:00:00,Data.gouv.fr,48.705967,-1.488616,5.95,2.5,2024-05-05 00:00:00,2.38,7.83,4.17,Bretagne,8.57,2.44,5.22,80,-1.488616,2024-07-11 00:00:00,2.9,5.42,6.32,5.13,1.62,174891,7.07,1,4.7,3.29
Marseille,Nouvelle-Aquitaine,Normandie,52.531548,2.66,1.7,6.07,130,7.85,6.73,2024-03-08 00:00:00,SNCF_Open_Data,52.531548,3.497824,7.51,4.85,2024-06-17 00:00:00,5.76,4.61,2.03,Bretagne,7.35,5.17,5.25,70,3.497824,2024-10-20 00:00:00,4.53,7.36,1.34,7.75,3.03,105932,6.14,0,3.44,8.29
Nice,Hauts-de-France,Nouvelle-Aquitaine,48.607577,8.8,3.18,8.39,110,5.34,3.95,2024-07-27 00:00:00,Airparif,48.607577,5.875209,2.61,5.03,2024-07-29 00:00:00,4.9,8.37,1.92,Grand Est,5.84,4.27,2.84,80,5.875209,2024-09-04 00:00:00,7.58,8.74,7.28,1.29,6.44,86925,4.06,NON,8.07,5.14
Bordeaux,Hauts-de-France,Auvergne-Rhône-Alpes,48.084356,6.27,2.25,5.05,80,8.22,2.37,2024-05-31 00:00:00,Data.gouv.fr,48.084356,-0.995441,6.08,6.57,2024-08-07 00:00:00,7.56,7.23,6.21,Île-de-France,2.65,3.03,6.26,130,-0.995441,2024-09-04 00:00:00,3.39,5.38,8.58,7.58,7.46,157683,5.82,OUI,7.15,4.35
Nantes,Grand Est,Bretagne,48.87974,7.88,3.37,2.07,130,4.85,2.99,2024-03-14 00:00:00,Météo-France,48.87974,-1.531782,5.05,4.31,2024-04-19 00:00:00,6.58,2.76,2.06,Hauts-de-France,7.38,5.31,2.88,30,-1.531782,2024-02-27 00:00:00,6.55,2.14,7.4,8.24,3.07,134725,3.34,0,2.29,3.2
Nantes,Grand Est,Île-de-France,48.241753,6.05,6.64,5.93,110,7.04,1.24,2024-11-30 00:00:00,SNCF_Open_Data,48.241753,0.934832,1.94,7.99,2024-10-26 00:00:00,1.39,7.33,7.5,Bretagne,4.96,2.53,3.54,45,0.934832,2024-07-26 00:00:00,4.09,4.64,1.51,1.91,8.42,136420,1.23,NON,3.63,2.41
Toulouse,Provence-Alpes-Côte d'Azur,Occitanie,45.784875,4.98,1.61,1.7,50,2.33,5.68,2024-01-17 00:00:00,Météo-France,45.784875,2.85299,5.35,1.99,2024-03-10 00:00:00,4.65,8.14,6.34,Bretagne,2.07,1.29,4.39,45,2.85299,2024-10-31 00:00:00,5.04,5.41,1.7,8.0,7.69,147450,3.11,1,1.85,2.93
Lille,Normandie,Pays de la Loire,49.710617,4.29,8.75,5.92,30,6.55,4.14,2024-10-03 00:00:00,Météo-France,49.710617,4.207141,3.34,5.67,2024-02-02 00:00:00,6.87,2.84,6.73,Provence-Alpes-Côte d'Azur,5.11,8.17,3.68,130,4.207141,2024-01-20 00:00:00,1.48,6.23,7.8,1.39,1.37,35948,7.54,0,8.19,1.61
Lille,Normandie,Grand Est,47.19329,2.26,3.95,6.2,80,3.14,3.67,2024-03-03 00:00:00,RATP_Open_Data_2024,47.19329,-0.83199,4.17,1.31,2024-01-04 00:00:00,2.34,8.23,5.87,Hauts-de-France,5.25,2.44,1.83,110,-0.83199,2024-10-03 00:00:00,6.66,4.53,1.53,2.93,4.03,193557,7.84,OUI,3.67,2.99
Nice,Pays de la Loire,Île-de-France,51.456003,8.08,1.64,6.5,30,4.41,3.9,2024-05-03 00:00:00,SNCF_Open_Data,51.456003,1.72861,1.9,2.94,2024-01-02 00:00:00,5.99,7.79,5.84,Auvergne-Rhône-Alpes,6.04,5.25,5.18,130,1.72861,2024-12-22 00:00:00,6.1,4.92,6.71,7.7,4.49,163846,3.61,1,7.1,2.89
Nantes,Pays de la Loire,Normandie,49.442956,8.45,5.71,2.6,80,3.73,1.68,2024-08-23 00:00:00,Météo-France,49.442956,2.160318,3.35,6.35,2024-08-07 00:00:00,2.55,5.25,7.82,Provence-Alpes-Côte d'Azur,5.01,8.19,4.22,80,2.160318,2024-04-11 00:00:00,1.98,1.71,6.76,5.24,1.44,155338,3.36,NON,3.97,3.52
Nice,Pays de la Loire,Nouvelle-Aquitaine,52.444049,2.66,8.65,3.48,80,8.21,7.71,2024-10-22 00:00:00,Météo-France,52.444049,0.337208,6.18,5.61,2024-02-16 00:00:00,2.15,2.25,8.28,Hauts-de-France,5.56,5.66,2.69,80,0.337208,2024-05-29 00:00:00,7.98,1.72,3.23,8.25,5.26,47370,4.7,NON,4.49,6.49
Toulouse,Normandie,Auvergne-Rhône-Alpes,52.423892,5.16,5.55,5.42,45,2.94,3.36,2024-06-04 00:00:00,Data.gouv.fr,52.423892,2.162274,6.18,5.58,2024-11-07 00:00:00,2.25,2.4,6.23,Pays de la Loire,8.41,1.6,2.46,80,2.162274,2024-02-22 00:00:00,7.01,8.1,7.04,8.71,1.32,27499,5.93,NON,2.21,7.73
Lille,Occitanie,Nouvelle-Aquitaine,51.126101,4.03,1.43,4.08,110,3.79,6.22,2024-12-01 00:00:00,RATP_Open_Data_2024,51.126101,-1.571989,4.3,5.53,2024-12-26 00:00:00,1.25,7.33,7.87,Pays de la Loire,2.95,4.72,7.31,70,-1.571989,2024-09-23 00:00:00,2.58,2.06,5.56,7.64,4.02,169494,8.4,0,2.42,4.79
Lille,Hauts-de-France,Nouvelle-Aquitaine,52.051744,3.73,7.09,6.56,70,6.09,7.49,2024-08-17 00:00:00,Airparif,52.051744,1.73488,1.56,1.54,2024-11-20 00:00:00,2.81,6.46,3.7,Île-de-France,3.73,1.27,5.15,45,1.73488,2024-05-19 00:00:00,2.26,2.69,7.41,6.2,1.71,184361,7.08,1,4.22,1.27
Nice,Occitanie,Occitanie,47.368039,3.88,2.02,2.75,80,6.67,7.2,2024-07-08 00:00:00,SNCF_Open_Data,47.368039,-1.640773,1.87,3.57,2024-01-11 00:00:00,7.0,4.74,4.24,Île-de-France,4.82,8.65,3.27,110,-1.640773,2024-07-08 00:00:00,3.02,6.83,7.91,6.32,5.28,93949,4.28,NON,7.44,6.74
Paris,Bretagne,Nouvelle-Aquitaine,50.532413,3.48,3.68,8.4,110,4.33,4.84,2024-07-18 00:00:00,Météo-France,50.532413,0.270434,3.85,2.47,2024-05-28 00:00:00,7.15,4.15,1.95,Bretagne,5.76,6.99,6.73,30,0.270434,2024-03-14 00:00:00,5.12,2.98,6.92,2.01,3.28,165551,3.63,1,7.63,7.27
Marseille,Pays de la Loire,Île-de-France,49.738681,8.78,4.19,7.69,110,3.0,4.73,2024-07-20 00:00:00,Météo-France,49.738681,3.705651,8.38,2.21,2024-02-15 00:00:00,8.14,5.4,6.36,Pays de la Loire,1.78,5.03,5.21,130,3.705651,2024-02-21 00:00:00,2.91,5.46,7.9,5.04,4.8,198544,3.46,OUI,6.41,2.93
Paris,Grand Est,Hauts-de-France,44.894495,4.45,5.16,1.68,50,3.08,2.39,2024-10-06 00:00:00,Airparif,44.894495,-1.302287,2.09,3.54,2024-09-03 00:00:00,6.19,7.2,5.51,Hauts-de-France,1.24,8.11,2.82,30,-1.302287,2024-05-01 00:00:00,8.41,4.49,2.63,5.86,5.4,178531,7.53,NON,3.65,3.32
Toulouse,Bretagne,Hauts-de-France,48.744011,6.0,5.27,7.92,30,3.28,3.93,2024-11-24 00:00:00,RATP_Open_Data_2024,48.744011,5.207345,4.01,5.98,2024-03-05 00:00:00,4.28,4.26,6.96,Auvergne-Rhône-Alpes,8.23,3.58,5.34,130,5.207345,2024-04-16 00:00:00,5.84,3.32,3.97,1.95,4.18,113634,4.38,0,1.3,2.33
Lille,Normandie,Occitanie,46.225862,7.48,5.97,6.97,80,5.87,3.83,2024-03-11 00:00:00,RATP_Open_Data_2024,46.225862,0.763131,7.29,1.54,2024-01-16 00:00:00,5.45,1.9,3.94,Grand Est,3.39,1.58,5.11,45,0.763131,2024-03-23 00:00:00,3.47,2.24,6.39,1.71,2.67,89939,4.94,NON,8.3,3.41
Marseille,Île-de-France,Occitanie,52.667602,3.57,8.03,5.92,130,7.23,3.05,2024-11-07 00:00:00,RATP_Open_Data_2024,52.667602,-1.465042,6.9,4.21,2024-01-20 00:00:00,8.69,1.26,7.33,Nouvelle-Aquitaine,1.94,4.01,2.5,80,-1.465042,2024-05-30 00:00:00,8.1,5.33,2.72,1.37,5.27,38275,2.44,1,8.6,5.5
Toulouse,Occitanie,Auvergne-Rhône-Alpes,51.301425,3.59,8.35,2.48,130,8.02,5.02,2024-10-21 00:00:00,Airparif,51.301425,2.392085,2.58,2.56,2024-11-24 00:00:00,7.63,8.39,3.79,Hauts-de-France,2.95,6.81,6.14,130,2.392085,2024-07-02 00:00:00,4.5,7.18,4.37,3.2,5.23,191278,6.77,OUI,4.45,4.71
Bordeaux,Île-de-France,Bretagne,46.623833,4.4,7.93,6.46,70,1.61,3.04,2024-03-21 00:00:00,RATP_Open_Data_2024,46.623833,5.539779,3.62,6.2,2024-07-20 00:00:00,2.07,8.5,2.11,Occitanie,2.11,2.3,2.05,80,5.539779,2024-02-17 00:00:00,5.13,4.84,3.58,2.98,7.74,60787,2.58,0,3.33,8.2
Bordeaux,Nouvelle-Aquitaine,Provence-Alpes-Côte d'Azur,51.309668,7.3,5.71,5.9,130,4.4,7.77,2024-01-02 00:00:00,Airparif,51.309668,0.756752,6.02,5.76,2024-01-15 00:00:00,4.48,3.96,5.46,Bretagne,7.82,2.61,6.27,45,0.756752,2024-03-16 00:00:00,5.52,3.18,7.45,2.38,7.19,108348,5.12,0,7.77,4.96
Strasbourg,Occitanie,Hauts-de-France,52.348122,3.37,1.4,4.92,70,5.46,4.44,2024-04-08 00:00:00,RATP_Open_Data_2024,52.348122,-0.194262,1.77,1.43,2024-07-21 00:00:00,3.9,6.78,2.18,Occitanie,4.97,5.09,4.54,45,-0.194262,2024-02-22 00:00:00,6.22,7.04,7.25,6.1,1.23,57423,5.72,0,8.7,2.79
Montpellier,Île-de-France,Auvergne-Rhône-Alpes,49.464548,2.0,3.95,3.78,30,6.63,4.19,2024-11-24 00:00:00,Data.gouv.fr,49.464548,2.778576,2.62,2.33,2024-06-16 00:00:00,3.87,2.19,4.9,Île-de-France,8.52,1.84,8.21,130,2.778576,2024-09-27 00:00:00,2.48,3.16,8.06,5.83,4.07,24284,7.56,OUI,8.6,6.17
Montpellier,Nouvelle-Aquitaine,Provence-Alpes-Côte d'Azur,52.73761,4.76,5.57,8.26,110,1.44,5.54,2024-09-09 00:00:00,SNCF_Open_Data,52.73761,4.398884,5.04,4.31,2024-05-12 00:00:00,8.27,5.0,2.11,Pays de la Loire,2.37,2.38,8.06,110,4.398884,2024-02-21 00:00:00,5.72,3.89,5.8,4.48,2.66,135989,2.55,OUI,6.01,7.61
Toulouse,Normandie,Hauts-de-France,48.984986,2.28,5.55,4.29,130,4.98,8.68,2024-01-13 00:00:00,Data.gouv.fr,48.984986,5.888731,2.19,8.13,2024-11-11 00:00:00,4.96,8.02,5.48,Normandie,6.66,2.37,8.34,80,5.888731,2024-02-12 00:00:00,7.88,1.28,5.27,3.88,3.26,81113,8.04,NON,2.81,3.41
Paris,Hauts-de-France,Occitanie,51.005388,3.91,1.55,3.19,130,1.26,7.07,2024-02-18 00:00:00,Météo-France,51.005388,0.744527,8.55,2.08,2024-07-10 00:00:00,7.82,5.16,8.52,Île-de-France,4.35,6.66,8.24,70,0.744527,2024-07-26 00:00:00,6.1,1.61,3.08,5.15,5.23,86021,3.61,NON,5.99,2.31
